科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,733,087,161.47","1,794,044,074.10","2,216,110,467.79","1,024,125,184.06","1,573,306,637.03","2,449,465,023.46","622,447,081.66","1,212,374,993.66","1,905,435,696.77","2,755,976,162.19","633,122,204.28","1,373,308,899.89","1,725,076,618.68","2,631,072,761.86","650,324,502.44"
取得子公司及其他营业单位支付的现金净额,,"4,078.81",,,,,,,,"27,513,843.87",,"3,167,024.80",,"13,109,767.86",
收到的税费返还,"93,596,323.90","81,669,570.19","111,555,685.99","47,791,622.45","80,093,439.46","99,556,520.27","44,379,758.70","78,649,864.64","106,274,833.41","113,164,759.34","46,311,205.83","90,773,412.55","114,799,696.17","155,874,695.34","42,777,535.86"
支付其他与投资活动有关的现金,"2,196,509.35","6,121,514.61",,"207,000,000.00","207,000,000.00","1,690,000,000.00","420,000,000.00","2,070,330,000.00","2,370,330,000.00","1,961,506,142.73","796,208,000.00","2,914,500,000.00","3,664,995,640.56",,"1,850,340,532.89"
收到其他与经营活动有关的现金,"26,898,650.31","34,784,802.58","43,965,860.33","17,948,613.62","47,461,031.93","54,067,355.76","3,530,290.11","31,169,429.52","53,046,525.30","115,125,870.27","9,645,676.54","334,661,967.76","446,182,343.87","24,135,948.49","43,603,176.62"
投资活动现金流出小计,"109,393,412.43","98,849,482.50","100,359,824.65","264,869,897.31","276,219,027.95","1,797,967,283.30","448,243,668.96","2,149,136,315.62","2,474,091,763.02","2,100,541,812.03","854,147,067.33","3,002,286,199.13","3,771,361,820.11","7,875,744,347.00","1,886,881,352.81"
经营活动现金流入小计,"1,853,582,135.68","1,910,498,446.87","2,371,632,014.11","1,089,865,420.13","1,700,861,108.42","2,603,088,899.49","670,357,130.47","1,322,194,287.82","2,064,757,055.48","2,984,266,791.80","689,079,086.65","1,798,744,280.20","2,286,058,658.72","2,811,083,405.69","736,705,214.92"
投资活动产生的现金流量净额,"-107,402,971.22","-95,186,450.43","-88,792,239.43","-263,865,775.14","-275,214,905.78","-1,794,933,708.56","-444,178,498.72","-473,606,773.58","-366,114,714.39","-536,197,410.76","-356,563,785.50","-224,044,809.53","-852,267,593.75","-758,073,568.16","-69,729,604.78"
购买商品、接受劳务支付的现金,"1,156,359,612.00","1,084,253,941.02","1,271,156,731.79","604,221,542.27","937,766,073.16","1,443,630,376.54","308,499,489.55","717,573,829.83","1,217,601,231.24","1,758,932,907.55","348,067,599.61","853,740,316.80","1,089,537,912.01","1,732,707,475.80","383,704,358.08"
吸收投资收到的现金,,,,,,"2,136,624,200.00","79,108,345.00","162,771,470.00","162,771,470.00","155,599,502.87","21,840,000.00","21,840,000.00","22,290,000.00","22,290,000.00",
支付给职工以及为职工支付的现金,"177,665,471.11","186,035,737.11","216,755,778.01","136,038,849.89","175,719,156.48","248,468,096.25","99,793,218.33","168,565,010.48","229,815,888.08","302,132,524.42","125,593,702.71","206,888,504.29","326,108,497.46","421,069,641.99","130,443,048.87"
取得借款收到的现金,,"65,232,999.88","40,291,413.68","184,143,624.63","266,979,591.92","179,604,725.69",,,,"300,000,000.00",,,,"343,008,956.70","18,996,330.56"
支付的各项税费,"130,801,173.79","137,877,090.06","177,823,116.84","72,711,227.59","156,852,744.02","180,443,763.21","115,656,744.68","131,225,083.00","180,152,826.74","247,833,231.87","146,824,336.32","211,401,610.91","257,281,552.92","253,803,804.65","65,073,648.35"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"132,704,434.84","134,935,497.00","246,173,451.95","113,541,746.03","187,418,580.80","231,166,592.39","59,740,093.05","197,686,468.10","260,914,177.22","298,473,968.56","87,632,284.76","234,770,966.86","257,167,963.74","411,501,434.37","144,391,396.55"
筹资活动现金流入小计,,"65,232,999.88","40,291,413.68","184,143,624.63","266,979,591.92","2,316,228,925.69","79,108,345.00","162,771,470.00","162,771,470.00","455,599,502.87","21,840,000.00","21,840,000.00","22,290,000.00","365,298,956.70","18,996,330.56"
经营活动现金流出小计,"1,601,828,961.24","1,570,147,813.11","1,913,328,266.91","926,900,781.11","1,457,756,554.47","2,103,708,828.39","583,689,545.61","1,215,050,391.41","1,888,484,123.28","2,607,372,632.40","708,117,923.40","1,506,801,398.86","1,930,095,926.13","2,819,082,356.81","723,612,451.85"
偿还债务支付的现金,,,"39,501,165.23","29,167,491.62","141,506,976.25","80,900,361.23","24,795,875.00","32,726,947.72","58,376,639.99","61,435,322.86","22,817,663.02","20,627,732.22","56,917,433.56","374,077,558.18","2,408,466.32"
经营活动产生的现金流量净额,"251,753,174.44","340,350,633.76","458,303,747.20","162,964,639.02","243,104,553.95","499,380,071.10","86,667,584.86","107,143,896.41","176,272,932.20","376,894,159.40","-19,038,836.75","291,942,881.34","355,962,732.59","-7,998,951.12","13,092,763.07"
分配股利、利润或偿还利息支付的现金,"46,863,065.91","119,562,924.55","165,208,675.29","82,721,769.55","82,721,769.55","93,929,131.63","2,068,366.26","103,374,555.11","108,158,217.05","114,571,658.55","8,158,240.41","134,691,092.76","131,198,270.04","145,473,739.74","5,395,814.50"
收回投资收到的现金,,,,,,,,,,,,,,"6,979,117,000.00",
支付其他与筹资活动有关的现金,,,,,,"8,093,954.44",,,"7,170,725.04",,"6,492,000.00","10,483,086.75","10,483,086.75","57,186,754.01","88,258,029.95"
取得投资收益收到的现金,,"2,852,851.47","160,515.73","167,833.85","167,833.85","2,620,201.44","4,064,778.49","11,458,047.29","17,903,553.88","89,941,147.70","1,583,281.83","10,959,769.51","21,947,604.36","133,937,937.45","10,800,831.74"
筹资活动现金流出小计,"46,863,065.91","119,562,924.55","204,709,840.52","111,889,261.17","224,228,745.80","182,923,447.30","26,864,241.26","136,101,502.83","173,705,582.08","176,006,981.41","37,467,903.43","165,801,911.73","198,598,790.35","576,738,051.93","96,062,310.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"395,666.06","810,180.60","2,202,389.81","836,288.32","836,288.32","413,373.30",391.75,"741,494.75","743,494.75","1,403,253.57",,"1,781,620.09","1,794,338.15","3,183,622.78",
筹资活动产生的现金流量净额,"-46,863,065.91","-54,329,924.67","-164,418,426.84","72,254,363.46","42,750,846.12","2,133,305,478.39","52,244,103.74","26,669,967.17","-10,934,112.08","279,592,521.46","-15,627,903.43","-143,961,911.73","-176,308,790.35","-211,439,095.23","-77,065,980.21"
处置子公司及其他营业单位收到的现金净额,,,"6,204,679.68",,,,,,,,,,,"1,432,218.61",
四、汇率变动对现金的影响,"-16,984,627.12","-1,146,563.18","-3,060,023.91","10,681,838.07","23,208,907.88","24,784,138.27","-1,999,546.79","-23,000,866.89","-37,906,956.14","-53,563,131.48","-41,108,128.83","-2,965,523.00","-13,132,931.06","12,498,051.70","-20,310,383.79"
收到其他与投资活动有关的现金,"1,500,000.00",,"3,000,000.00",,,,,"1,663,330,000.00","2,089,330,000.00","1,473,000,000.00","496,000,000.00","2,765,500,000.00","2,895,352,283.85",,"1,806,350,916.29"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,990,441.21","3,663,032.07","11,567,585.22","1,004,122.17","1,004,122.17","3,033,574.74","4,065,170.24","1,675,529,542.04","2,107,977,048.63","1,564,344,401.27","497,583,281.83","2,778,241,389.60","2,919,094,226.36","7,117,670,778.84","1,817,151,748.03"
五、现金及现金等价物净增加额,"80,502,510.19","189,687,695.48","202,033,057.02","-17,964,934.59","33,849,402.18","862,535,979.20","-307,266,356.91","-362,793,776.89","-238,682,850.41","66,726,138.62","-432,338,654.51","-79,029,362.92","-685,746,582.57","-965,013,562.81","-154,013,205.71"
购建固定资产、无形资产和其他长期资产支付的现金,"107,196,903.08","73,132,424.84","100,359,824.65","52,090,289.68","69,219,027.95","100,794,061.76","28,243,668.96","55,732,571.88","76,630,418.84","111,521,825.43","57,939,067.33","84,619,174.33","106,366,179.55","128,134,579.14","36,540,819.92"
期初现金及现金等价物余额,"478,039,504.14","558,542,014.33","748,229,709.81","950,262,766.83","950,262,766.83","950,262,766.83","1,812,798,746.03","1,812,798,746.03","1,812,798,746.03","1,816,164,430.86","1,882,890,569.48","1,882,890,569.48","1,882,890,569.48","1,882,890,569.48","916,474,445.37"
投资支付的现金,,"19,591,464.24",,"5,779,607.63",,"7,173,221.54",,"23,073,743.74","27,131,344.18",,,,,"7,734,500,000.00",
期末现金及现金等价物余额,"558,542,014.33","748,229,709.81","950,262,766.83","932,297,832.24","984,112,169.01","1,812,798,746.03","1,505,532,389.12","1,450,004,969.14","1,574,115,895.62","1,882,890,569.48","1,450,551,914.97","1,803,861,206.56","1,197,143,986.91","917,877,006.67","762,461,239.66"
