科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"166,571,890.77","159,045,709.62","288,839,737.14","270,272,786.11","341,208,236.11","568,883,672.89","121,224,629.07","220,724,122.25","340,715,942.96","394,775,726.44","148,891,798.03","232,648,226.73","234,021,146.66","773,758,333.03","263,474,391.08"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"4,830,843.82","51,269,156.18",,,,,
收到的税费返还,"1,041,851.55","24,471.80","1,887,241.88","1,822,604.64","2,706,119.14","3,415,227.25","2,594,214.49","4,142,189.62","5,322,032.99","6,245,103.08","10,736,075.73","15,141,616.00","19,823,147.81","19,398,783.90","6,705,280.93"
支付其他与投资活动有关的现金,"6,535,958.49","6,896,000.00",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,188,634.83","11,199,787.83","12,147,437.73","20,111,479.79","17,164,494.21","27,940,589.94","4,975,607.50","9,534,519.47","12,489,623.20","26,536,544.04","7,839,380.93","10,272,518.12","16,424,326.81","28,692,744.83","3,138,426.89"
投资活动现金流出小计,"76,533,122.15","126,974,296.01","110,407,327.45","52,456,790.15","72,758,349.46","82,992,403.22","13,529,467.04","63,956,170.03","128,040,055.54","184,300,908.21","25,855,356.37","78,883,576.79","83,146,267.31","116,167,435.99","22,769,087.65"
经营活动现金流入小计,"172,802,377.15","170,269,969.25","302,874,416.75","292,206,870.54","361,078,849.46","600,239,490.08","128,794,451.06","234,400,831.34","358,527,599.15","427,557,373.56","167,467,254.69","258,062,360.85","270,268,621.28","821,849,861.76","273,318,098.90"
投资活动产生的现金流量净额,"-75,323,122.15","-74,752,356.90","-60,165,847.45","-50,477,428.89","-70,776,398.20","-81,010,451.96","-13,396,133.70","-63,549,001.63","-125,982,594.33","-178,726,910.65","-19,700,228.16","-69,572,342.65","-70,364,864.81","-84,355,294.50","-21,046,902.84"
购买商品、接受劳务支付的现金,"87,364,623.38","101,007,676.40","162,277,814.59","224,916,050.85","280,759,002.00","483,162,413.77","114,492,614.67","195,341,809.27","276,947,092.59","223,985,750.40","121,508,321.69","169,986,219.44","139,482,403.10","646,754,509.53","284,689,339.50"
吸收投资收到的现金,,"20,000,000.00",,,,"251,587,091.79","130,281,200.00","130,032,578.63","134,880,598.02","136,781,200.00","1,394,150.00","7,529,050.00","6,500,000.00","6,500,000.00",
支付给职工以及为职工支付的现金,"18,056,978.57","26,806,540.31","36,999,767.37","23,185,690.58","34,793,895.21","48,477,298.22","17,544,593.06","30,973,261.85","46,783,275.15","60,918,367.47","17,124,290.65","34,504,944.85","52,217,912.44","71,627,455.97","21,692,012.38"
取得借款收到的现金,"231,963,843.60","318,771,597.27","387,555,593.97","159,233,955.43","288,530,486.98","314,391,926.99","102,566,688.90","112,566,688.90","409,566,688.90","454,566,688.90","57,000,000.00","257,000,000.00","662,000,000.00","808,000,000.00","185,000,000.00"
支付的各项税费,"12,850,249.88","27,563,431.63","33,364,679.73","21,050,837.62","28,479,543.71","38,643,536.04","5,962,269.35","10,106,644.61","10,067,519.41","18,778,925.74","11,816,851.71","18,633,277.90","24,542,682.13","37,140,846.32","5,721,567.00"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"27,071,727.32","40,158,846.52","45,562,194.57","28,951,133.50","44,045,054.13","63,235,033.93","21,506,771.00","39,606,615.14","60,177,538.52","78,417,548.20","28,556,408.66","55,100,607.95","83,649,566.83","100,282,661.65","33,153,622.29"
筹资活动现金流入小计,"231,963,843.60","338,771,597.27","387,555,593.97","159,233,955.43","288,530,486.98","565,979,018.78","232,847,888.90","242,599,267.53","544,447,286.92","591,347,888.90","58,394,150.00","264,529,050.00","668,500,000.00","814,500,000.00","185,000,000.00"
经营活动现金流出小计,"145,343,579.15","195,536,494.86","278,204,456.26","298,103,712.55","388,077,495.05","633,518,281.96","159,506,248.08","276,028,330.87","393,975,425.67","382,100,591.81","179,005,872.71","278,225,050.14","299,892,564.50","855,805,473.47","345,256,541.17"
偿还债务支付的现金,"153,226,996.56","212,176,235.58","294,943,021.11","118,870,595.75","195,089,749.98","322,675,838.99","190,736,935.20","193,282,776.90","452,282,776.90","504,282,776.90","37,100,000.00","167,100,000.00","419,100,000.00","536,100,000.00","105,000,000.00"
经营活动产生的现金流量净额,"27,458,798.00","-25,266,525.61","24,669,960.49","-5,896,842.01","-26,998,645.59","-33,278,791.88","-30,711,797.02","-41,627,499.53","-35,447,826.52","45,456,781.75","-11,538,618.02","-20,162,689.29","-29,623,943.22","-33,955,611.71","-71,938,442.27"
分配股利、利润或偿还利息支付的现金,"20,371,898.06","24,043,088.80","26,364,094.77","18,404,044.94","24,775,639.13","28,022,244.36","4,459,233.32","22,933,336.04","26,122,232.32","27,528,140.62","3,161,479.26","28,952,493.93","40,388,377.71","41,028,863.35","6,916,706.51"
收回投资收到的现金,,,,,,,,"248,621.38","251,445.81",,"6,050,000.00","9,200,000.00","9,200,000.00","26,200,000.00",
支付其他与筹资活动有关的现金,,,"210,000.00",,,,,,"20,000.00","2,956,400.00",,,"126,052,212.50","126,052,212.50",
取得投资收益收到的现金,,"11,152.11",,,,,,,,"36,982.16",,,,"69,629.06",
筹资活动现金流出小计,"173,598,894.62","236,219,324.38","321,517,115.88","137,274,640.69","219,865,389.11","350,698,083.35","195,196,168.52","216,216,112.94","478,425,009.22","534,767,317.52","40,261,479.26","196,052,493.93","585,540,590.21","703,181,075.85","111,916,706.51"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"653,561.26","656,151.26","656,151.26","133,333.34","158,547.02","1,806,015.40","1,806,015.40","105,128.21","111,234.14","3,581,402.50","5,542,512.43","1,722,184.81"
筹资活动产生的现金流量净额,"58,364,948.98","102,552,272.89","66,038,478.09","21,959,314.74","68,665,097.87","215,280,935.43","37,651,720.38","26,383,154.59","66,022,277.70","56,580,571.38","18,132,670.74","68,476,556.07","82,959,409.79","111,318,924.15","73,083,293.49"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"182,302.33","21,020.63","623,901.84","87,647.66","136,303.87","-446,698.04",,,,"-1,029,145.79",,,,"925,751.46","-180,700.35"
收到其他与投资活动有关的现金,"1,210,000.00","52,210,787.00","50,241,480.00","1,325,800.00","1,325,800.00","1,325,800.00",,,,"3,731,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,210,000.00","52,221,939.11","50,241,480.00","1,979,361.26","1,981,951.26","1,981,951.26","133,333.34","407,168.40","2,057,461.21","5,573,997.56","6,155,128.21","9,311,234.14","12,781,402.50","31,812,141.49","1,722,184.81"
五、现金及现金等价物净增加额,"10,682,927.16","2,554,411.01","31,166,492.97","-34,327,308.50","-28,973,642.05","100,544,993.55","-6,456,210.34","-78,793,346.57","-95,408,143.15","-77,718,703.31","-13,106,175.44","-21,258,475.87","-17,029,398.24","-6,066,230.60","-20,082,751.97"
购建固定资产、无形资产和其他长期资产支付的现金,"69,997,163.66","120,078,296.01","110,407,327.45","52,456,790.15","72,758,349.46","82,992,403.22","13,529,467.04","23,956,170.03","28,440,055.54","67,831,752.03","16,755,356.37","39,203,576.79","43,466,267.31","43,807,435.99","12,769,087.65"
期初现金及现金等价物余额,"9,906,605.20","20,589,532.36","23,143,943.37","54,310,436.34","54,310,436.34","54,310,436.34","154,855,429.89","154,855,429.89","154,855,429.89","154,855,429.89","77,136,726.58","77,136,726.58","77,136,726.58","77,136,726.58","71,070,495.98"
投资支付的现金,,,,,,,,"40,000,000.00","94,769,156.18","65,200,000.00","9,100,000.00","39,680,000.00","39,680,000.00","72,360,000.00","10,000,000.00"
期末现金及现金等价物余额,"20,589,532.36","23,143,943.37","54,310,436.34","19,983,127.84","25,336,794.29","154,855,429.89","148,399,219.55","76,062,083.32","59,447,286.74","77,136,726.58","64,030,551.14","55,878,250.71","60,107,328.34","71,070,495.98","50,987,744.01"
