科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"919,213,091.57","921,891,947.40","911,964,706.80","841,597,120.19","911,964,706.80","1,237,404,897.81","1,927,832,557.69","1,540,786,201.27","1,255,679,083.39","2,189,152,597.25","1,685,606,135.67","1,645,393,378.35"
短期借款,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"3,100,000.00","2,900,000.00","32,182,000.00","2,684,000.00","32,182,000.00","14,769,966.00","1,555,496.00","1,324,979.43","1,345,249.84","15,043,226.50","13,353,100.00","6,722,000.00"
应付票据,,,,,,,,,,,,
应收账款,"129,450,672.17","196,742,954.93","326,886,295.60","401,418,981.58","326,886,295.60","432,241,378.18","492,916,914.58","590,580,090.22","587,758,067.35","514,509,199.11","503,277,500.43","574,536,331.65"
应付账款,"26,467,238.47","16,996,513.62","39,572,791.63","118,153,773.28","39,572,791.63","96,562,135.38","73,238,001.97","128,012,568.78","91,108,044.12","123,362,934.80","71,930,050.95","91,019,883.00"
预付款项,"6,753,300.48","26,496,307.20","6,578,892.45","8,266,865.92","6,578,892.45","30,070,145.72","49,486,106.31","34,528,534.44","38,460,077.15","51,764,394.13","58,565,885.05","65,192,677.58"
预收款项,"42,356,644.28","59,702,403.43","170,184,722.95","105,408,583.82","170,184,722.95","193,749,491.09","180,328,657.02","193,918,845.87","211,076,073.83","230,773,832.98","216,101,060.74","199,067,102.23"
其他应收款,"3,948,061.83","9,253,162.32","8,577,115.12","10,641,089.62","8,577,115.12","11,898,841.62","17,406,075.27","21,409,473.32","21,961,172.82","50,506,567.65","47,894,980.68","96,098,611.09"
应付职工薪酬,"35,092,709.45","42,425,319.24","30,879,689.60","21,736,969.68","30,879,689.60","43,867,123.95","36,713,206.61","17,641,658.26","17,721,807.59","65,044,971.20","21,926,445.03","27,656,949.14"
应收关联公司款,,,,,,,,,,,,
应交税费,"7,408,153.74","11,415,443.18","32,528,858.70","3,569,607.76","32,528,858.70","25,741,283.05","10,205,386.14","21,351,363.68","11,763,784.32","29,007,463.00","13,428,301.20","29,494,312.86"
应收利息,"4,742,251.51","5,162,196.90","5,534,184.37","3,230,535.79","5,534,184.37","3,967,516.20","4,682,016.71","7,246,108.73","6,827,218.03","3,243,172.79","6,827,236.30","9,603,870.06"
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,"1,625,000.10",,,"205,720.40"
应付股利,,,,,,,,,,,,
存货,"156,711.00","28,400.00","48,400.00","48,400.00","48,400.00","1,072,429.58","2,140,719.88","3,595,248.29","3,172,895.76","1,863,558.08","3,022,981.61","2,616,605.27"
其他应付款,"4,760,385.55","13,835,826.31","2,938,498.77","2,341,611.08","2,938,498.77","15,974,221.58","53,294,264.12","53,935,472.75","16,229,508.47","15,378,562.28","15,209,794.03","16,945,736.89"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"1,022,753.23","14,319,413.72","3,248,948.22","3,430,239.66","3,248,948.22","725,000,000.00",,"380,350,000.00","711,200,000.00",,"401,094,460.60","401,747,469.64"
其他流动负债,,,,,,,,,,,,
流动资产合计,"1,068,386,841.79","1,176,794,382.47","1,295,020,542.56","1,271,317,232.76","1,295,020,542.56","2,456,425,175.11","2,496,019,886.44","2,579,820,635.70","2,628,028,764.44","2,826,082,715.51","2,719,642,280.34","2,802,116,664.04"
流动负债合计,"116,085,131.49","144,375,505.78","276,104,561.65","251,210,545.62","276,104,561.65","375,894,255.05","353,779,515.86","414,859,909.34","347,899,218.33","463,567,764.26","338,595,651.95","364,183,984.12"
可供出售金融资产,,"28,256,900.00","145,798,573.90","194,336,237.80","145,798,573.90","251,993,315.88","259,843,149.61","248,055,496.42","254,525,671.09","194,340,296.14","178,861,990.86","101,425,365.94"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,"13,332,304.30","71,560,767.89","67,287,902.73","71,560,767.89","64,554,583.70","66,499,947.83","192,370,194.13","179,595,279.10","220,843,865.86","215,397,039.79","209,509,918.75"
专项应付款,"321,675,900.00","341,825,900.00","357,823,554.72","357,823,554.72","357,823,554.72","398,159,081.14","398,969,081.14","407,819,081.14","438,356,081.14","381,285,581.14","383,485,581.14","387,485,581.14"
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"18,778,019.22","18,225,511.09","33,349,595.17","53,760,594.25","33,349,595.17","88,084,463.04","87,146,996.25","92,667,066.90","97,411,715.35","184,494,818.09","177,742,457.17","172,298,980.62"
递延所得税负债,,,,,,,"62,790.00",,,,,
在建工程,"63,063,984.71","97,475,674.70","168,896,570.79","197,574,618.38","168,896,570.79","351,327,170.75","355,326,015.14","382,009,825.84","365,203,302.76","288,613,655.55","304,565,296.08","327,321,133.20"
其他非流动负债,,,,,"63,691,645.74","65,000,000.00","30,000,000.00",,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"349,730,103.32","382,641,032.50","421,515,200.46","421,864,200.46","421,515,200.46","548,252,181.60","511,505,152.53","491,272,543.46","519,189,724.39","528,379,405.32","523,733,100.29","524,726,795.26"
固定资产清理,,,,,,,,,,,,
负债合计,"465,815,234.81","527,016,538.28","697,619,762.11","673,074,746.08","697,619,762.11","924,146,436.65","865,284,668.39","906,132,452.80","867,088,942.72","991,947,169.58","862,328,752.24","888,910,779.38"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"155,708,808.00","155,708,808.00","155,708,808.00","155,708,808.00","155,708,808.00","207,611,744.00","207,611,744.00","519,029,360.00","519,029,360.00","519,029,360.00","519,029,360.00","519,029,360.00"
油气资产,,,,,,,,,,,,
资本公积,"238,662,641.72","238,662,641.72","238,662,641.72","238,662,641.72","238,662,641.72","1,601,516,928.66","1,655,050,228.66","1,497,711,056.66","1,582,609,263.57","1,582,609,263.57","1,582,609,263.57","1,582,609,263.57"
无形资产,"2,294,192.14","2,776,732.85","2,946,884.82","3,555,387.28","2,946,884.82","3,485,883.75","3,332,902.17","4,740,533.15","4,832,935.37","7,460,793.66","9,474,374.92","9,391,377.78"
盈余公积,"43,415,531.44","62,608,506.65","88,521,552.51","88,521,552.51","88,521,552.51","103,805,872.00","103,805,872.00","103,805,872.00","103,805,872.00","132,471,330.62","132,377,285.63","132,471,330.62"
开发支出,,,,,,,,,,,"923,995.48","2,304,588.24"
减:库存股,,,,,,,,,,,,
商誉,,,,,,,"609,599.76",,,,,
未分配利润,"247,760,270.95","366,485,873.95","535,800,484.38","637,992,664.64","535,800,484.38","447,713,040.49","468,655,843.49","347,157,902.31","410,935,077.20","495,397,118.80","519,216,845.87","502,214,487.65"
长期待摊费用,"9,363,413.11","15,153,541.43","21,048,282.92","16,711,411.09","21,048,282.92","55,195,376.93","48,572,143.47","42,765,392.61","37,168,118.69","30,887,264.30","25,413,859.30","19,640,288.13"
少数股东权益,"11,668,681.47","7,825,945.00",,,,"666,666.67","23,520,105.86","147,558,831.73","64,134,956.92","38,908,935.62","38,135,660.27","38,419,195.05"
递延所得税资产,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,144,717.42","6,293,266.76","24,208,801.34","9,202,658.65","24,208,801.34","11,805,219.37","11,805,219.37","7,346,461.75","6,043,486.87","7,323,226.68","5,216,525.41","5,366,489.60"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"94,644,326.60","181,513,931.13","467,809,476.83","542,428,810.18","467,809,476.83","826,446,013.42","833,135,973.60","969,954,970.80","944,780,509.23","933,963,920.28","917,595,539.01","847,258,142.26"
所有者权益(或股东权益)合计,"697,215,933.58","831,291,775.32","1,065,210,257.28","1,140,671,296.86","1,065,210,257.28","2,358,724,751.88","2,463,871,191.65","2,643,643,153.70","2,705,720,330.95","2,768,099,466.21","2,774,909,067.11","2,760,464,026.92"
资产总计,"1,163,031,168.39","1,358,308,313.60","1,762,830,019.39","1,813,746,042.94","1,762,830,019.39","3,282,871,188.53","3,329,155,860.04","3,549,775,606.50","3,572,809,273.67","3,760,046,635.79","3,637,237,819.35","3,649,374,806.30"
负债和所有者(或股东权益)合计,"1,163,031,168.39","1,358,308,313.60","1,762,830,019.39","1,813,746,042.94","1,762,830,019.39","3,282,871,188.53","3,329,155,860.04","3,549,775,606.50","3,572,809,273.67","3,760,046,635.79","3,637,237,819.35","3,649,374,806.30"
