科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"25,136,391.59","65,815,516.93","36,419,129.44","13,421,325.14","39,362,392.04","52,007,302.86","7,499,883.14","17,228,279.56","20,122,397.26","16,903,973.22","22,198,192.49","21,000,475.28","34,037,915.23","19,705,528.44","6,307,151.77"
筹资活动现金流入小计,"20,000,000.00","30,000,000.00","60,000,000.00","20,000,000.00","375,400,000.00","375,400,000.00",,,,"31,000,000.00",,"32,991,500.00","82,991,500.00","125,115,535.40","24,900,000.00"
经营活动现金流出小计,"294,919,340.98","331,182,537.68","210,316,917.02","137,905,086.33","206,268,690.36","290,440,769.56","51,698,754.31","96,087,470.12","143,956,782.66","166,749,616.17","72,979,899.19","131,006,713.79","222,290,560.62","314,622,517.21","47,353,952.27"
偿还债务支付的现金,,"20,000,000.00","30,000,000.00","5,000,000.00","130,000,000.00","130,000,000.00",,,,,,,"1,000,000.00","31,000,000.00",
经营活动产生的现金流量净额,"56,346,733.46","-54,137,609.06","-45,855,968.93","4,067,616.40","-26,477,615.69","-59,087,843.84","-29,871,055.90","-42,123,389.38","-60,183,914.65","-21,970,448.45","-35,945,066.67","-30,106,054.44","-74,633,661.33","-68,956,591.51","-15,621,411.08"
分配股利、利润或偿还利息支付的现金,"6,624,833.32","11,552,941.32","8,815,871.10","3,368,857.83","4,338,786.57","4,305,621.01","1,359,849.00","9,359,849.00","9,359,849.00","9,589,964.00",,"4,791,633.80","5,253,705.44","6,318,538.75","1,473,634.99"
收回投资收到的现金,,,,,,,"50,000,000.00","120,000,000.00","120,000,000.00","320,000,000.00",,"80,000,000.00","130,000,000.00","290,000,000.00",
支付其他与筹资活动有关的现金,,,,,"4,340,331.10","8,100,000.00",,,,"620,000.00",,,,"140,000.00",
取得投资收益收到的现金,"3,906,648.55",,,,,,,,,"3,630,186.07",,"961,171.30","1,520,445.86","2,759,432.17",
筹资活动现金流出小计,"6,624,833.32","31,552,941.32","38,815,871.10","8,368,857.83","138,679,117.67","142,405,621.01","1,359,849.00","9,359,849.00","9,359,849.00","10,209,964.00",,"4,791,633.80","6,253,705.44","37,458,538.75","1,473,634.99"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,000.00",,,,,,,,,,,,,100.00,
筹资活动产生的现金流量净额,"13,375,166.68","-1,552,941.32","21,184,128.90","11,631,142.17","236,720,882.33","232,994,378.99","-1,359,849.00","-9,359,849.00","-9,359,849.00","20,790,036.00",,"28,199,866.20","76,737,794.56","87,656,996.65","23,426,365.01"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"1,853.49",,,,769.50,
收到其他与投资活动有关的现金,,,,,,"13,200,000.00",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,916,648.55",,,,,"13,200,000.00","50,000,000.00","120,000,000.00","120,000,000.00","323,630,186.07",,"80,961,171.30","131,520,445.86","292,759,532.17",
五、现金及现金等价物净增加额,"59,332,036.36","-62,444,273.69","-25,296,794.53","15,475,737.20","209,810,245.27","136,087,349.21","-101,230,904.90","-101,531,101.27","-119,700,461.54","51,747,647.81","-115,945,066.67","-51,147,861.60","-85,264,419.32","-46,677,447.71","-47,061,356.13"
购建固定资产、无形资产和其他长期资产支付的现金,"1,106,512.33","6,753,723.31","624,954.50","223,021.37","433,021.37","1,019,185.94",,"47,862.89","156,697.89","703,979.30",,"202,844.66","8,888,998.41","18,138,154.52","14,116,310.06"
期初现金及现金等价物余额,"45,731,109.14","105,063,145.50","42,618,871.81","17,322,077.28","17,322,077.28","17,322,077.28","153,409,426.49","153,409,426.49","153,409,426.49","153,409,426.49","205,157,074.30","205,157,074.30","205,157,074.30","205,157,074.30","158,479,626.59"
投资支付的现金,,,,,,,"120,000,000.00","170,000,000.00","170,000,000.00","270,000,000.00","80,000,000.00","130,000,000.00","210,000,000.00","340,000,000.00","40,750,000.00"
期末现金及现金等价物余额,"105,063,145.50","42,618,871.81","17,322,077.28","32,797,814.48","227,132,322.55","153,409,426.49","52,178,521.59","51,878,325.22","33,708,964.95","205,157,074.30","89,212,007.63","154,009,212.70","119,892,654.98","158,479,626.59","111,418,270.46"
