科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"238,023,077.98","278,180,452.76","370,913,709.97","79,448,410.68","187,907,355.24","297,014,225.89","422,671,193.97","110,910,157.00","247,945,185.99","381,545,348.75","565,646,054.82","183,912,098.94","433,290,239.94","736,529,048.95","1,072,866,176.90","360,028,096.67","755,850,115.01","1,151,462,341.02","1,629,886,552.70","448,379,386.27"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"3,115,320.06",,"66,945,125.73","59,498,980.57","180,792,339.45",,,,,
收到的税费返还,,,,,"47,164.60","47,164.60","305,664.01",,"339,719.90","346,465.60","478,245.60",,,"50,738.01","506,137.68","770,295.05","939,600.79","3,670,913.62","4,972,989.36","1,661,741.73"
支付其他与投资活动有关的现金,,,,"734,341.49","839,815.28","839,815.28",,,,,,,,,,,"820,528.73","8,519,230.41","1,471,802.33","36,012.43"
收到其他与经营活动有关的现金,"31,336,145.61","35,576,886.82","19,544,944.67","1,474,488.43","10,318,591.71","15,566,507.23","24,921,404.41","3,248,572.84","7,116,789.46","15,347,244.79","19,580,497.55","14,785,018.88","30,697,707.57","38,151,157.17","48,197,199.76","23,552,737.08","40,831,456.19","61,242,094.40","64,660,106.42","21,248,076.02"
投资活动现金流出小计,"23,800,950.86","24,246,518.60","1,104,759,967.06","95,083,953.32","288,107,472.76","360,883,320.99","842,109,640.22","571,545,533.77","985,859,252.47","1,277,162,131.28","1,583,014,800.94","561,721,229.61","696,913,980.65","717,110,978.88","984,562,936.99","559,553,728.71","1,545,297,588.52","1,837,628,559.59","2,587,434,969.55","1,143,452,722.55"
经营活动现金流入小计,"269,359,223.59","313,757,339.58","390,458,654.64","80,922,899.11","198,273,111.55","312,627,897.72","447,898,262.39","114,158,729.84","255,401,695.35","397,239,059.14","585,704,797.97","198,697,117.82","463,987,947.51","774,730,944.13","1,121,569,514.34","384,351,128.80","797,621,171.99","1,216,375,349.04","1,699,519,648.48","471,289,204.02"
投资活动产生的现金流量净额,"-23,800,950.86","-24,246,518.60","-29,403,571.45","-94,606,353.59","-6,791,188.11","-79,567,036.34","-72,174,362.49","-189,391,755.41","-146,962,477.47","-141,313,175.31","-32,995,048.97","-309,640,957.27","-301,250,436.25","-293,694,573.25","-439,021,089.30","-115,689,780.35","-793,637,986.81","-826,308,505.28","-210,496,136.96","-807,612,726.68"
购买商品、接受劳务支付的现金,"92,851,002.03","86,992,005.62","107,002,865.61","27,734,183.30","57,810,773.63","86,922,926.86","109,963,322.35","36,645,227.25","73,099,442.24","128,617,048.62","194,726,308.95","66,008,693.41","183,051,098.48","332,868,628.32","442,815,476.62","141,124,641.55","344,861,503.53","534,257,082.36","680,827,639.54","217,460,750.72"
吸收投资收到的现金,,,,,"315,015,101.50","315,015,101.50","315,015,101.50",,,"4,900,000.00","4,900,000.00","9,968,200.00","16,459,750.70","21,900,000.00","90,827,315.00","9,640,500.00","723,928,019.26","749,206,349.26","744,320,802.35","19,894,960.00"
