科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"96,683,156.02","107,336,004.81","196,433,845.33","149,949,722.65","149,153,384.09","206,030,836.17","484,265,026.36","276,380,411.87","235,234,859.66","311,364,116.94","130,419,786.84","166,285,996.47","159,592,054.08","169,839,042.17","154,895,250.74"
短期借款,"1,000,000.00",,,,,,,,,,,,,,
交易性金融资产,,,"540,723.99","3,036,726.55","5,757,874.88","7,804,175.00","1,612,125.00","3,179,400.00","942,350.00","25,176,712.33","105,995,195.54","65,596,605.83","118,712,402.06","105,562,547.94","214,068,345.55"
交易性金融负债,,"788,125.00","793,275.00",,"191,850.00",,,,,,,,,"496,175.00",
应收票据,"5,629,609.33","7,288,895.27","6,644,590.27","4,619,380.85","5,218,072.54","8,951,056.73","9,327,440.63","10,194,112.53","10,186,274.53","3,101,827.57","8,506,585.40","10,119,328.29","18,599,009.16","22,183,842.92","14,327,970.55"
应付票据,"56,760,314.30","70,778,827.23","69,102,617.25","55,883,268.56","79,404,340.73","87,173,863.98","73,502,014.23","65,547,924.92","50,827,324.19","54,219,166.85","68,247,024.33","54,106,664.88",,"87,619,183.77",
应收账款,"70,045,045.29","75,871,725.48","71,626,856.85","83,914,776.14","113,138,179.38","90,110,594.96","81,751,589.32","117,985,799.43","104,777,215.16","90,021,822.93","76,021,550.65","138,506,727.94","120,100,253.27","130,136,884.69","97,059,097.01"
应付账款,"35,937,941.88","49,952,441.44","45,182,686.53","44,881,606.56","46,679,968.52","60,048,941.70","32,652,634.05","42,412,987.68","49,951,910.26","62,036,335.94","34,839,564.16","71,207,374.11",,"64,989,563.99",
预付款项,"12,231,263.43","20,815,348.46","13,115,294.13","22,010,978.49","35,636,688.43","29,434,842.64","43,512,490.03","29,484,600.66","37,893,082.61","26,453,211.54","28,515,450.51","17,331,212.49","35,437,077.00","29,303,781.40","61,695,228.61"
预收款项,"3,564,669.66","2,614,844.94","4,715,647.70","6,895,784.13","1,571,173.79","7,589,534.97","6,060,242.00","8,466,194.50","8,282,892.21","7,173,176.29","3,324,812.62","4,213,435.00","4,475,991.06","4,791,221.53","3,668,851.34"
其他应收款,"2,790,210.80","3,276,004.12","3,320,404.72","3,770,653.47","3,710,780.52","3,186,989.49","2,554,801.03","2,293,373.39","2,727,981.40","2,960,561.11","2,902,987.04","4,262,048.51","4,028,195.25","3,564,532.78","3,497,580.27"
应付职工薪酬,"6,923,075.48","6,946,888.07","9,525,511.62","7,512,109.82","9,644,277.19","16,892,881.70","7,656,295.62","9,776,622.97","12,140,542.52","13,345,512.90","8,915,402.24","11,099,814.80","13,167,141.45","16,870,527.98","9,894,653.73"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,236,314.76","5,364,094.03","6,986,122.37","8,723,249.51","17,540,795.64","6,889,544.23","2,186,146.03","7,617,787.23","6,523,674.49","10,751,266.35","4,770,716.08","11,372,141.53","5,383,392.33","9,189,484.50","2,393,943.57"
应收利息,,,,,,,,"284,219.18","235,358.16",,,,,,
应付利息,"34,077.07","47,509.58","77,707.37","59,813.22","59,813.22","46,291.63","52,951.84","34,596.57","29,788.43","24,296.04","20,193.38","23,320.74","26,767.76","21,877.65","21,034.50"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"30,015,000.00",,,,,,,
