科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"177,213,516.06","70,749,647.45","107,214,264.53","154,120,107.97","112,433,030.47","1,586,359,756.71","1,233,023,145.44","1,084,440,594.93","1,031,456,488.70","1,114,222,474.65","1,085,079,410.01","822,969,109.92","963,890,769.12","933,364,801.85","1,144,540,897.75","798,091,315.98","804,741,826.37","871,093,501.56","797,958,314.61","546,882,846.88","1,384,125,501.25","883,193,986.41","812,154,031.25","450,633,433.83","638,261,893.12","257,443,954.12","519,352,212.46","242,683,260.32","185,374,041.18","230,749,917.64","361,741,253.06","493,117,710.44","420,585,601.62"
短期借款,"545,700,000.00","370,000,000.00","308,134,128.45","303,338,851.92","303,291,012.86","330,967,745.20","260,967,745.20","222,440,723.21","270,536,025.59","356,257,247.87","402,495,585.04","477,923,689.63","524,541,711.74","550,853,337.36","464,895,628.05","316,854,070.52","300,000,000.00","300,000,000.00","893,448,593.35","576,590,530.88","540,000,000.00","480,000,000.00","489,932,751.54","545,000,000.00","702,090,236.55","480,000,000.00","514,399,523.91","480,000,000.00","460,000,000.00","480,000,000.00","450,000,000.00","430,000,000.00","486,824,407.79"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"98,235,467.90","125,507,045.11","56,714,856.91","67,103,134.16","173,888,588.01","37,600,479.13","39,213,666.33","175,147,045.83","299,072,779.86","172,421,932.00","139,879,526.09","241,242,335.68","327,712,660.08","303,682,527.78","136,629,908.19","459,359,400.58","610,648,020.89","582,246,727.70","517,793,054.49","788,587,061.07","754,692,033.23","521,259,758.79","372,411,190.99","466,765,519.45","644,477,723.48","554,487,050.73","418,664,254.73","514,497,423.62","529,184,280.07","487,965,297.02","316,970,374.68","244,243,707.25","820,877,197.40"
应付票据,"60,000,000.00","9,757,000.00","7,380,000.00","8,530,000.00","9,000,000.00",,"53,638,024.00","53,138,024.00","12,690,000.00","57,302,815.50","115,750,023.20","18,225,895.30","55,100,000.00","53,900,000.00","84,270,000.00","64,140,000.00","14,770,000.00","10,300,000.00","10,686,606.70","65,156,606.70","58,240,000.00","3,270,000.00",,,,"4,560,000.00","9,880,000.00","5,320,000.00",,,,"110,500,000.00","110,500,000.00"
应收账款,"150,215,935.10","165,859,165.16","86,763,271.44","100,409,639.92","97,169,653.11","102,739,727.50","155,776,237.01","156,788,081.81","190,044,026.77","124,235,692.99","146,346,591.00","219,493,967.59","246,449,627.79","220,282,026.67","273,003,162.23","258,471,342.54","226,968,776.75","159,674,524.15","241,137,785.47","299,596,348.17","314,675,141.13","381,987,907.14","457,261,503.43","485,806,999.57","473,228,327.43","537,184,149.20","533,567,174.67","579,324,444.90","613,252,409.82","595,711,861.36","531,262,492.04","677,816,752.91","553,109,372.47"
应付账款,"74,569,239.12","68,724,828.39","36,261,396.78","65,352,985.32","88,501,578.37","96,983,893.13","81,434,940.63","93,896,558.29","105,985,138.85","97,172,719.36","118,200,475.64","113,944,127.80","123,329,264.23","146,117,069.65","144,321,096.02","127,607,829.87","106,747,593.35","323,443,066.76","150,403,251.36","105,973,007.06","179,527,441.50","249,756,050.30","150,306,254.98","260,348,058.52","242,687,396.94","182,112,078.76","136,246,878.41","131,803,428.18","144,487,770.60","189,989,241.82","147,595,742.12","229,134,992.32","194,781,240.51"
预付款项,"38,364,473.03","25,954,147.23","60,387,766.91","40,544,060.88","94,474,150.79","100,821,899.10","199,882,686.09","123,165,210.53","91,406,436.11","193,851,309.31","152,303,048.48","121,351,184.00","145,816,517.90","117,592,001.24","281,208,406.98","106,760,793.94","152,847,041.17","237,555,585.61","132,124,995.86","89,805,487.51","103,533,495.30","97,888,476.53","97,128,309.70","111,722,122.84","64,519,575.10","38,835,198.61","104,727,061.47","99,433,479.85","59,282,989.69","97,691,281.06","219,777,314.82","188,516,832.55","173,097,404.56"
预收款项,"17,881,610.18","4,612,452.85","50,453,695.08","32,898,272.86","28,359,999.54","18,665,518.07","15,423,997.52","26,570,462.60","29,275,149.66","17,419,671.66","21,835,152.56","15,834,630.86","15,442,129.71","17,323,400.50","19,144,765.69","13,652,986.28","28,640,357.64","29,105,230.27","26,919,062.96","25,930,202.70","28,146,589.89","21,069,201.08","21,489,012.92","25,555,554.11","25,544,401.52","17,216,134.23","43,549,741.65","83,167,171.92","98,398,221.57","86,866,281.79","131,311,459.23","69,327,665.26","177,047,522.83"
