科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"562,808,945.23","505,200,121.76","259,958,593.82","331,270,040.63","464,368,493.72","35,945,470.93","74,931,344.73","195,960,696.25","632,926,791.95","51,116,589.24","281,751,127.88","482,074,234.40","928,100,819.76","115,879,808.45","1,262,038,861.66","2,145,037,230.38","2,702,127,420.88","341,759,013.91","532,260,307.98","675,601,050.23","1,385,014,593.08","293,567,376.39","902,298,806.61","1,441,282,486.12","2,277,008,878.21","419,094,776.08","892,897,941.41","1,445,526,015.62","2,831,661,352.71","596,152,234.65","1,409,691,193.30","2,158,684,492.51","3,550,527,938.96","614,798,156.99","2,872,798,193.38","4,133,864,067.58","6,417,400,964.05","738,026,511.64","2,157,706,171.31","3,799,093,775.44","5,178,920,659.45","512,319,232.10"
取得子公司及其他营业单位支付的现金净额,"141,385,890.60","29,920,951.16",,,,,,,,,,,"17,200,467.12",,,,,,,,,,,,,,,,,,,,,,,,,,"462,505,124.08","462,505,124.08","462,465,124.08",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,317.57,,,,,,,,,,,,,,"9,021,865.77",,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360,000,000.00",,,,,"481,990,528.23",,,"505,086,907.25","505,086,907.25",
收到其他与经营活动有关的现金,"125,206,226.21","52,582,527.99","53,665,376.78","99,560,331.03","100,836,288.85","24,404,782.59","34,510,208.74","42,872,364.07","31,642,214.76","10,974,267.60","41,398,861.25","63,886,865.14","43,919,978.34","61,355,991.43","37,689,432.37","52,677,291.13","30,568,043.93","7,135,734.82","30,215,530.35","33,006,311.05","159,859,731.37","3,549,556.03","11,861,142.43","21,192,361.03","194,319,354.86","1,027,590,623.05","39,892,024.26","176,470,587.92","1,872,224,991.47","893,146,761.61","1,381,044,801.85","1,418,147,280.33","1,739,610,327.81","50,242,254.23","205,810,356.79","353,822,351.15","877,430,164.24","1,139,192,517.64","1,171,820,738.94","1,225,264,693.09","2,476,138,755.65","137,424,233.54"
投资活动现金流出小计,"288,398,291.60","213,817,633.16","113,831,430.00","165,173,015.00","114,688,614.00","118,852.00","241,948.00","50,974,113.00","77,627,040.88","132,437.00","364,671.05","537,766.05","49,095,973.17","214,409.00","117,697,344.00","434,626,608.00","81,712,641.00","104,679,824.00","372,120.00","80,865,740.51","82,849,868.51","98,996.00","1,096,094.00","1,467,331.00","811,792,160.00","157,005.00","96,337,901.00","96,513,091.00","97,024,144.40","39,376,215.00","39,659,061.00","399,952,413.66","70,589,509.31","53,334.67","331,782.51","445,081.33","488,353,122.21","521,837,798.32","565,580,914.51","1,131,935,508.35","1,143,115,905.51","65,420.66"
经营活动现金流入小计,"688,015,171.44","557,782,649.75","313,623,970.60","430,830,371.66","565,204,782.57","60,350,253.52","109,441,553.47","238,833,060.32","664,569,006.71","62,090,856.84","323,149,989.13","545,961,099.54","972,020,798.10","177,235,799.88","1,299,728,294.03","2,197,714,521.51","2,732,695,464.81","348,894,748.73","562,475,838.33","708,607,361.28","1,544,874,642.02","297,116,932.42","914,159,949.04","1,462,474,847.15","2,471,328,233.07","1,446,685,399.13","932,789,965.67","1,621,996,603.54","4,703,886,344.18","1,489,298,996.26","2,790,735,995.15","3,576,831,772.84","5,290,138,266.77","665,040,411.22","3,087,630,415.94","4,487,686,418.73","7,294,831,128.29","1,877,219,029.28","3,329,526,910.25","5,024,358,468.53","7,655,059,415.10","649,743,465.64"
投资活动产生的现金流量净额,"-266,356,593.72","-19,010,226.76","13,468,570.00","67,406,985.00","134,413,227.00","-118,852.00","-241,948.00","-50,577,113.00","-77,230,040.88","367,563.00","1,635,328.95","1,462,233.95","-44,996,738.57","-214,409.00","-117,597,344.00","-317,526,608.00","-51,606,441.00","-104,679,824.00","-372,120.00","-80,865,740.51","120,439,060.71","-98,996.00","-1,096,094.00","-1,467,331.00","-767,543,187.81","-157,005.00","-96,337,901.00","203,486,909.00","798,975,855.60","-39,376,215.00","-39,659,061.00","-399,952,413.66","-70,566,943.18","-53,334.67","-331,782.51","129,554,918.67","122,874,663.53","-521,837,798.32","-565,580,914.51","-986,940,824.81","-946,101,221.97","159,538,393.79"
购买商品、接受劳务支付的现金,"537,576,007.85","375,339,833.71","167,135,507.66","249,813,539.32","502,288,066.31","90,800,166.90","169,039,205.81","563,607,700.44","873,410,419.48","284,645,282.71","517,589,021.34","774,919,749.69","1,498,632,367.60","359,123,660.54","798,807,047.75","1,199,199,026.47","1,667,363,681.23","625,936,908.43","1,234,404,226.28","1,469,216,325.66","2,068,104,663.73","453,419,012.71","1,283,832,916.20","1,918,147,489.76","1,703,499,708.03","1,642,834,124.39","1,959,783,287.07","2,835,381,523.94","6,486,610,076.33","1,228,037,250.55","2,438,109,233.48","2,801,268,309.64","2,614,042,007.39","907,509,841.54","1,264,131,568.86","4,212,230,502.65","3,916,382,349.03","1,435,625,396.75","1,670,575,135.88","2,093,471,748.02","2,763,559,992.10","676,713,906.22"
吸收投资收到的现金,"126,955,500.00",,,,"554,960,000.00",,"300,000,000.00","300,000,000.00",,,,,,,,,,"24,806,060.80","24,806,060.80","40,311,663.60","53,778,698.40","867,002.40","867,002.40","4,748,079.60","9,788,353.20","48,961,858.20","52,095,586.20","52,095,586.20","84,004,199.53","5,207,367.00","1,573,899,079.82","1,585,996,757.80","1,585,996,757.80",,,,,,,,"3,000,000.00",
