科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"42,874,452.52","45,327,244.85","38,493,125.48","23,591,685.45","55,339,013.44","795,896,235.73","791,030,080.23","718,955,647.05","657,770,320.30","624,512,840.33","604,885,182.27","602,625,816.96","614,634,313.22","608,904,390.81","599,941,008.14","548,389,179.31","517,429,787.88","498,074,701.25","474,366,459.96","525,916,594.98","450,653,520.00","338,293,581.99","318,475,207.34","298,758,752.60","363,578,840.91","350,545,443.63","373,864,473.77","381,416,038.20","408,564,196.36","326,835,343.25","309,361,268.12","284,135,028.41","275,899,475.93","239,752,123.81","201,081,882.60","166,271,532.62","83,824,356.86","53,019,067.09","66,834,340.69","72,845,974.96","159,961,854.22","69,466,164.20"
短期借款,"34,900,000.00","61,279,697.57","65,580,000.00","64,730,000.00","60,900,000.00","46,000,000.00","26,000,000.00",,"20,000,000.00",,,"46,477,230.00","46,209,900.00","46,205,910.00","66,467,540.00","86,615,740.00","55,500,000.00","55,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,"50,000,000.00","84,900,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","62,000,000.00"
交易性金融资产,,,,,,,,,,,,"1,311,400.00","1,051,225.00","1,069,138.00",,,"183,800.00",,,,"440,700.00",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"295,123.49","283,763.00",,,,,,"984,150.00","975,150.00","245,719.50",,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,"1,287,000.00","1,726,200.00",,,,,,,,,,,,,,,,,,,,,,,,,"20,095,000.00",
应收账款,"57,664,303.09","79,901,068.27","89,993,495.45","97,791,963.21","93,974,669.49","96,350,477.98","122,608,958.95","141,789,472.63","133,347,026.74","164,564,691.32","156,648,678.89","153,538,116.01","117,752,749.53","143,436,526.60","163,093,097.83","174,576,702.77","143,654,366.26","188,541,920.41","188,031,426.91","190,772,574.17","138,527,400.16","169,410,725.05","195,434,181.26","190,883,274.40","132,149,501.60","161,594,366.87","197,827,189.98","191,444,362.92","173,961,999.36","169,431,558.24","150,359,773.49","179,880,073.85","124,102,702.78","154,815,741.01","192,505,865.87","250,561,814.32","320,481,722.12","335,961,839.17","373,898,433.63","471,023,443.90","379,733,493.69","391,187,219.48"
应付账款,"5,294,221.21","6,249,532.17","6,567,395.54","10,899,081.32","2,446,714.54","3,179,603.77","9,209,716.83","7,239,539.23","4,151,222.53","8,887,867.78","8,808,778.72","6,222,449.54","7,153,125.41","3,891,132.33","11,188,072.66","11,311,169.98","8,371,407.89","12,921,476.27","9,414,714.06","9,502,615.86","5,265,023.42","3,855,155.97","5,874,009.55","6,991,939.34","5,420,711.35","2,877,428.07","18,507,001.56","17,835,593.60","5,719,818.65","12,329,461.96","20,678,461.48","12,756,519.38","53,268,586.16","48,047,593.29","29,081,621.14","29,209,821.05","54,160,745.34","48,506,832.40","64,580,467.46",,"57,576,971.89",
预付款项,"7,559,724.31","3,893,193.90","5,939,908.18","36,042,478.43","12,799,341.84","35,231,867.47","15,532,823.61","19,165,363.93","16,597,311.44","13,793,388.98","7,799,620.34","7,428,526.64","2,495,442.47","1,794,516.49","3,239,474.81","4,461,687.88","3,732,593.88","4,265,879.13","9,209,596.00","6,087,983.86","2,386,385.39","3,260,552.20","9,145,446.52","7,141,303.12","2,485,996.23","8,318,637.72","4,571,358.99","10,156,591.67","7,491,640.56","10,505,243.00","9,353,465.31","4,268,306.09","3,395,766.43","9,895,219.07","8,235,412.35","9,291,872.99","6,271,213.42","71,812,360.73","38,874,728.53","33,947,185.10","81,122,174.38","119,219,437.35"
预收款项,,,,,,,,,"1,095,320.01","821,139.70","1,431,021.88","2,747,289.02","1,235,193.68","1,026,585.56","958,617.35","3,247,040.48","2,343,000.65","2,381,418.13","2,217,055.35","2,564,552.70","1,472,168.23","3,077,311.10","2,866,654.93","1,892,144.97","807,501.90","1,819,557.74","1,978,088.31","1,133,181.86","1,913,860.74","3,072,834.35","1,679,624.69","1,606,722.93","947,957.83","927,558.49","1,159,348.78","1,116,063.22","2,042,358.73","32,170,458.39","18,854,957.18","2,471,539.85","43,217,791.92","18,073,820.39"
