科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"153,596,864.00","154,196,295.00","168,443,373.06","182,258,867.08","255,930,045.44","99,274,764.56","89,182,571.66","151,439,325.88","189,282,508.38","103,592,052.12","193,710,662.37","193,835,336.80","162,409,462.49","159,798,398.13","157,189,312.26","241,093,108.11","219,605,497.70","222,222,532.73","277,455,824.85","379,875,420.54","405,605,138.42","356,480,597.00","404,503,143.63","494,398,377.69","658,660,647.02","513,765,908.53","513,744,210.27","549,583,979.65","479,868,369.63","501,808,367.13","578,861,752.69","567,719,426.67","477,002,427.46","638,821,418.08","524,972,994.91","508,533,039.96","430,090,948.52","367,671,425.26","311,445,664.36","507,240,959.62","395,965,208.89","1,016,788,142.54","558,981,924.90","574,391,369.43"
短期借款,"278,000,000.00","318,000,000.00","308,000,000.00","308,000,000.00","385,000,000.00","325,000,000.00","290,000,000.00","260,000,000.00","270,000,000.00","200,000,000.00","250,000,000.00","180,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,"100,000,000.00","202,707,480.00","202,707,480.00","202,707,480.00","402,707,480.00","301,694,800.00","351,694,800.00","401,694,800.00","401,694,800.00","300,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00"
交易性金融资产,"1,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,"2,880,000.00","2,880,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,,"295,800.00",,,,"1,454,327.12",,,,"1,292,292.50",,,,"1,880,549.98",,,,"857,374.00","155,100.00","98,128.50",,"70,550.00",,"4,132.20","2,364.00","38,228.00","4,091.00","118,193.40","48,942.00","3,964.00","131,650.50","221,240.00","918,948.00","4,025,299.42","1,542,733.16","1,631,487.86","1,114,043.40","1,728,994.47","1,139,708.11","929,259.08","2,968,482.15","2,403,014.08"
应付账款,"99,990,097.07","68,297,072.58","62,467,945.48","67,463,811.41","61,063,583.52","47,110,368.85","51,478,729.65","55,907,106.61","64,599,640.68","59,541,199.37","62,868,979.55","65,133,129.61","70,402,036.97","72,637,022.75","76,766,314.04","94,915,353.10","93,065,413.16","79,013,600.12","90,453,790.87","108,360,054.90","94,999,380.27","89,039,130.18","102,069,561.64","116,426,932.58","106,832,596.33","96,021,316.17","99,672,953.64","108,155,010.55","92,720,601.84","77,750,526.11","82,467,509.69","96,142,161.27","88,916,514.50","74,329,905.09","74,750,817.42","93,026,252.44","72,973,178.37","69,286,098.37","69,431,338.61","200,325,784.04","71,992,541.49","65,002,157.50","69,088,292.54","199,965,517.79"
预付款项,"26,265,928.35","33,917,637.47","31,805,841.02","16,560,956.39","38,717,299.78","26,593,216.81","32,188,994.88","7,426,608.67","9,983,035.11","8,103,067.46","10,170,791.13","1,676,069.89","10,741,594.80","2,716,285.06","12,521,148.92","990,548.33","23,106,882.19","13,216,657.15","8,368,385.96","5,009,191.09","2,105,430.54","2,345,974.07","4,887,277.25","12,661,028.25","11,314,413.54","53,689,159.27","38,398,507.58","18,986,007.61","18,597,438.17","4,341,583.37","1,731,851.55","146,614.47","7,684,953.00","674,270.00","4,610,876.70","249,736.63","530,264.69","583,869.08","464,010.67","342,318.52","3,569,438.06","120,750.65","5,849,698.26","316,316.19"
预收款项,"77,908,461.35","58,621,965.34","80,111,605.52","97,381,030.88","119,286,772.71","90,855,216.77","109,480,193.20","170,049,961.84","173,755,882.69","153,268,328.85","185,499,518.69","229,377,350.03","257,314,556.43","241,056,780.84","270,502,167.04","335,000,935.27","357,386,706.52","342,897,767.56","360,916,477.33","453,924,466.42","458,194,128.93","420,691,833.45","465,409,465.63","519,487,939.17","548,702,032.98","485,373,606.65","476,770,186.60","469,608,783.56","426,054,083.11","384,314,519.81","364,511,092.30","350,234,177.00","317,833,685.27","286,642,641.41","267,638,415.55","258,142,754.32","241,500,515.75","236,331,324.79","271,142,432.03","450,413,192.40","508,548,620.60","640,429,724.48","697,737,424.25","767,594,031.75"
