科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付职工薪酬,"2,400,561.97","2,801,192.22","4,823,415.48",,"2,057,631.00","2,171,483.37","6,830,224.59","2,678,396.29","3,390,847.39","2,864,596.63","8,721,584.88","3,647,907.44","4,074,271.90","3,647,117.98","10,571,820.74","4,057,237.49"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"6,442,040.52","12,788,607.94","18,232,625.15",,"20,371,363.81","40,664,569.74","26,813,854.95","49,742,739.79","13,762,005.88","6,733,468.38","768,606.84","2,127,314.80","7,655,983.18","30,408,154.71","27,385,429.09","43,921,503.91"
应收利息,"92,758,054.81","80,383,976.01","259,714,365.31",,"169,658,088.48","138,084,430.31","145,441,566.54","145,621,152.59","149,400,546.71","124,739,949.65","111,299,968.91","95,606,476.63","131,259,139.52","34,854,168.09","73,822,958.63","106,452,853.48"
应付利息,"67,425,248.37","21,744,986.95","205,461,722.19",,"133,602,290.01","126,108,574.70","158,274,878.07","226,139,265.75","114,394,161.88","87,578,341.94","46,897,243.49","14,837,477.44","60,824,710.69","19,418,621.31","47,820,170.21","97,204,722.99"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"31,166,811.91","29,799,133.46","54,976,716.05",,"50,211,155.31","192,165,142.39","57,894,118.72","69,701,576.67","117,537,978.64","60,468,759.64","86,740,882.42","290,554,224.85","254,619,547.81","94,865,212.41","107,722,962.70","98,267,087.68"
其他应付款,"29,011,730.67","354,358,210.54","137,743,547.19",,"128,850,395.15","198,278,412.95","200,801,808.27","102,971,570.06","114,334,400.14","172,534,650.65","80,330,199.81","106,116,847.94","114,515,563.85","144,503,579.16","692,423,739.37","135,207,763.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"92,813,479.75","5,487,363,293.34","9,385,633,274.55",,"9,249,434,884.41","8,592,523,864.57","10,463,286,942.70","10,178,063,291.02","3,819,440,341.92","2,622,791,901.36","782,683,323.85","364,249,908.22","783,304,271.50","733,040,263.72","36,083,692.45","32,978,171.50"
其他流动负债,,"5,276,199,054.72","10,531,438,509.08",,"10,294,304,778.34","11,938,398,668.16","13,931,927,911.99","11,107,859,559.29","9,174,792,531.44","7,736,410,123.13","4,762,436,264.19","4,259,874,578.64","4,402,135,848.54","1,315,661,669.20","1,149,175,578.19","796,953,295.85"
流动资产合计,"5,161,957,693.67","12,941,329,892.77","22,348,661,717.62","18,824,362,500.00","21,684,643,549.22","23,918,195,730.06","29,069,622,863.65","29,439,992,021.58","20,508,889,957.71","20,269,903,457.39","15,138,199,287.89","12,409,854,937.84","13,266,413,686.52","9,507,311,438.77","13,598,547,245.31","15,016,819,030.35"
流动负债合计,"4,904,184,638.91","11,914,604,604.71","21,584,830,857.34","18,017,802,900.00","20,783,423,130.28","23,073,839,751.65","28,165,873,265.36","28,407,159,396.60","19,410,569,438.33","19,172,674,833.86","14,037,103,236.54","11,248,606,214.57","12,104,730,003.75","8,456,072,432.90","12,684,806,700.86","14,049,283,346.62"
可供出售金融资产,,,"380,000.00",,"380,000.00","380,000.00","335,564.00","335,564.00","335,564.00","335,564.00","335,564.00","335,564.00","335,564.00","125,335,564.00","125,335,564.00","125,335,564.00"
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,"729,053,974.36","369,046,606.89",,,,,,,,,,,,,
长期应收款,,,,,,"92,660,192.29","94,190,584.28","8,829,332.99","8,434,428.58","31,037,141.28","90,216,258.69","101,397,584.98","120,632,671.20","158,372,661.49","228,003,550.57","217,543,257.19"
长期应付款,,,,,,"3,995,726.50","4,021,102.84",,,"2,530,131.27","12,537,390.91","14,674,827.04","17,177,611.62","23,912,706.63","29,673,105.76","27,965,682.86"
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"2,724,877.38","2,519,488.59","2,071,725.39",,"3,511,781.50","3,345,406.40","4,644,036.79","4,620,180.93","4,675,055.41","4,823,540.70","7,488,407.53","7,163,392.02","6,925,315.94","7,294,517.17","8,155,737.95","7,746,266.99"
递延所得税负债,,"1,754,764.29","2,165,163.29",,,,,,,,,"1,032,847.76",,,,
在建工程,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,"730,808,738.65","371,211,770.18","370,908,700.00",,"3,995,726.50","4,021,102.84",,,"2,530,131.27","12,537,390.91","15,707,674.80","17,177,611.62","23,912,706.63","29,673,105.76","27,965,682.86"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"4,904,184,638.91","12,645,413,343.36","21,956,042,627.52","18,388,711,600.00","20,783,423,130.28","23,077,835,478.15","28,169,894,368.20","28,407,159,396.60","19,410,569,438.33","19,175,204,965.13","14,049,640,627.45","11,264,313,889.37","12,121,907,615.37","8,479,985,139.53","12,714,479,806.62","14,077,249,029.48"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"55,500,000.00","55,500,000.00","55,500,000.00",,"74,000,000.00","148,000,000.00","150,658,958.00","150,658,958.00","150,718,958.00","376,707,385.00","376,703,770.00","376,703,770.00","376,703,770.00","376,513,608.00","376,513,608.00","376,513,608.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"64,055,663.78","64,055,663.78","64,055,663.78",,"505,514,089.64","431,514,089.64","497,423,397.93","497,423,397.93","499,408,197.93","273,419,770.93","290,657,427.61","290,657,427.61","290,657,427.61","288,971,755.58","295,384,392.15","295,384,392.15"
无形资产,,,,,,,,,,,"592,679.95","562,543.69","858,203.01","811,500.87","892,817.60","839,606.03"
盈余公积,"13,064,836.93","17,698,591.53","28,107,411.52",,"35,160,590.84","35,160,590.84","43,882,686.59","43,882,686.59","43,882,686.59","43,882,686.59","62,452,703.66","62,452,703.66","62,452,703.66","62,452,703.66","68,621,689.55","68,621,689.55"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,"66,010,731.34","66,010,731.34","68,055,531.34","67,502,329.62","67,715,791.63","41,641,443.47","40,448,079.47","38,572,245.44","38,054,845.44","38,054,845.44"
商誉,,,,,,,,,,,,,,,,
未分配利润,"130,931,958.14","170,026,061.98","256,041,626.05",,"306,760,866.72","356,383,536.65","389,657,258.22","450,679,305.21","503,364,209.99","514,624,559.88","530,364,398.50","570,719,077.92","586,722,261.91","642,536,663.71","554,791,054.39","595,888,513.61"
长期待摊费用,"319,042.10","168,724.71",,,,,,,,,,,,,,
少数股东权益,"239,229.50","-263,475.37",,,,,,,,,,,,,,
递延所得税资产,"2,040,003.62","6,380,769.01","6,731,098.53",,"14,046,086.57","27,940,753.97","17,682,152.81","30,251,743.52","19,296,910.96","12,431,976.88","965,259.90",,"1,022,281.73","12,688,066.16","14,392,851.47","15,859,016.24"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"5,083,923.10","9,068,982.31","9,182,823.92","9,191,300.00","17,937,868.07","124,326,352.66","116,852,337.88","44,036,821.44","32,741,958.95","48,628,222.86","99,598,170.07","109,459,084.69","129,774,035.88","304,502,309.69","376,780,521.59","367,323,710.45"
所有者权益(或股东权益)合计,"262,856,977.86","304,985,531.72","401,801,914.02","444,842,200.00","919,158,287.01","964,686,604.57","1,016,580,833.33","1,076,869,446.42","1,131,062,478.33","1,143,326,715.12","1,188,156,830.51","1,255,000,133.16","1,274,280,107.03","1,331,828,608.93","1,260,847,960.28","1,306,893,711.32"
资产总计,"5,167,041,616.77","12,950,398,875.08","22,357,844,541.54","18,833,553,800.00","21,702,581,417.29","24,042,522,082.72","29,186,475,201.53","29,484,028,843.02","20,541,631,916.66","20,318,531,680.25","15,237,797,457.96","12,519,314,022.53","13,396,187,722.40","9,811,813,748.46","13,975,327,766.90","15,384,142,740.80"
负债和所有者(或股东权益)合计,"5,167,041,616.77","12,950,398,875.08","22,357,844,541.54","18,833,553,800.00","21,702,581,417.29","24,042,522,082.72","29,186,475,201.53","29,484,028,843.02","20,541,631,916.66","20,318,531,680.25","15,237,797,457.96","12,519,314,022.53","13,396,187,722.40","9,811,813,748.46","13,975,327,766.90","15,384,142,740.80"
