科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,080,978,029.28","1,817,178,645.18","1,917,844,101.60","879,661,338.34","1,210,524,857.81","1,539,743,067.52","333,429,877.37","824,253,460.46","1,280,354,321.09","1,854,351,315.63","612,344,839.47","1,226,504,985.38","1,846,298,782.77","2,526,322,170.86","738,243,254.42","1,430,022,583.93","2,102,870,088.56","2,972,050,284.25","700,421,126.32","1,358,600,253.74","2,116,536,787.91","3,141,307,702.79","879,674,536.85","1,831,725,667.72","2,485,349,942.60","3,759,907,854.77","903,374,956.79","1,885,631,258.70","2,852,875,605.12","3,948,943,892.53","1,144,245,032.85","2,477,308,301.30","3,520,464,860.96","4,556,454,842.53","1,427,570,053.18"
取得子公司及其他营业单位支付的现金净额,,,"30,824,108.63",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,747,197.94",,,,,
收到的税费返还,,,,,"1,028,270.14","1,028,270.14","3,966.28","95,346.20","121,062.59","130,556.09","1,497.20","38,619.58","77,025.42","330,874.82","97,589.59","435,514.32","572,103.43","576,256.87",,,"8,362.92","9,923.23",,"19,027.22","19,850.11","7,419.55",929.52,"1,605.20","5,801.77","328,352.68","110,504.14","247,618.18","248,333.92","248,332.36",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"150,312,555.40","147,010,072.97","120,065,070.01","28,140,664.44","59,424,876.88","88,016,654.88","21,117,412.80","57,257,407.81","104,988,824.02","134,141,234.99","19,253,405.35","40,518,981.48","68,574,057.12","94,003,901.86","8,568,051.95","43,770,193.85","47,804,465.23","39,076,886.69","6,070,212.08","34,291,268.34","31,838,670.47","42,979,333.73","14,618,273.11","42,499,339.48","69,013,615.62","65,309,096.15","32,309,957.74","66,966,857.41","91,209,770.76","82,423,290.46","11,141,985.16","25,298,793.09","42,001,776.55","113,584,805.05","11,912,930.04"
投资活动现金流出小计,"128,270,145.91","210,569,874.99","315,842,229.89","133,134,608.28","139,763,905.23","177,895,931.89","11,835,907.74","120,035,302.77","211,758,975.30","296,888,680.35","61,970,554.55","625,271,787.68","1,163,951,555.72","1,619,828,105.07","670,215,558.49","1,257,921,613.54","1,456,728,094.75","1,950,974,908.86","153,481,657.86","303,590,845.41","408,658,856.06","567,684,847.38","112,883,302.17","358,769,623.41","374,291,756.20","620,176,541.37","189,219,251.84","1,006,564,793.00","1,313,712,377.87","1,938,594,894.37","113,870,429.81","543,844,702.72","1,015,636,128.24","1,562,014,509.63","655,853,731.33"
经营活动现金流入小计,"1,231,290,584.68","1,964,188,718.15","2,037,909,171.61","907,802,002.78","1,270,978,004.83","1,628,787,992.54","354,551,256.45","881,606,214.47","1,385,464,207.70","1,988,623,106.71","631,599,742.02","1,267,062,586.44","1,914,949,865.31","2,620,656,947.54","746,908,895.96","1,474,228,292.10","2,151,246,657.22","3,011,703,427.81","706,491,338.40","1,392,891,522.08","2,148,383,821.30","3,184,296,959.75","894,292,809.96","1,874,244,034.42","2,554,383,408.33","3,825,224,370.47","935,685,844.05","1,952,599,721.31","2,944,091,177.65","4,031,695,535.67","1,155,497,522.15","2,502,854,712.57","3,562,714,971.43","4,670,287,979.94","1,439,482,983.22"
投资活动产生的现金流量净额,"-128,077,145.91","-210,569,874.99","-307,153,229.40","-133,134,608.28","-139,763,905.23","-177,882,895.35","-11,835,907.74","-119,865,073.21","-211,571,791.74","-296,686,775.35","-61,970,554.55","-474,621,318.91","-581,420,812.99","-885,936,204.81","-32,749,463.17","-114,728,045.19","134,001,530.03","-353,748,242.05","80,961,813.18","5,239,614.41","21,230,787.54","-104,997,141.51","-71,886,182.63","-243,131,079.79","-258,593,736.87","-504,944,844.46","-38,704,220.78","-695,335,333.35","-583,865,528.06","-952,545,564.67","41,772,876.27","403,966,893.28","106,841,585.59","46,366,369.01","-246,805,350.14"
购买商品、接受劳务支付的现金,"465,503,865.64","797,699,017.78","682,368,993.14","247,697,923.09","517,392,577.30","720,049,180.54","106,327,899.66","227,614,269.90","397,834,159.70","580,680,627.95","78,021,601.82","250,839,022.29","569,210,297.09","841,165,138.68","165,166,271.29","341,189,859.42","823,084,101.21","1,085,635,713.51","168,784,060.00","326,628,831.88","715,692,191.27","1,045,382,325.72","197,828,635.08","338,206,584.65","478,108,275.11","817,671,913.95","204,000,451.11","420,653,752.18","767,593,603.90","1,119,785,264.46","266,621,797.40","509,608,723.70","902,708,196.89","1,412,754,254.83","176,725,289.15"
吸收投资收到的现金,"50,000,000.00","9,000,000.00","43,317,000.00",,"2,167,400,000.00","2,167,400,000.00",,,,,,"132,024,160.00","144,213,040.00","144,213,040.00",,"1,772,400.00","-53,520.00","2,152,800.00","-738,132.00","-738,132.00","7,849,588.00","12,388,028.06","1,836,680.00","2,839,892.00","3,658,952.00","13,520,294.00","1,291,290,494.84","1,295,850,720.84","1,301,627,421.84","1,310,469,171.35","11,089,122.00","18,837,590.00","22,602,910.00","26,778,903.00",
支付给职工以及为职工支付的现金,"105,313,778.81","188,190,678.91","246,584,351.10","113,755,679.60","175,919,911.61","265,802,627.66","70,306,205.00","145,988,359.34","211,165,667.89","292,136,569.15","74,860,430.02","147,860,714.87","224,599,199.65","324,997,937.96","98,508,380.14","190,140,150.63","272,883,739.18","395,799,522.57","105,369,306.81","204,985,938.78","307,748,295.48","417,181,114.19","144,421,102.30","211,183,713.10","331,039,044.07","442,247,818.45","117,708,044.48","243,005,230.30","367,734,570.00","570,455,087.54","173,591,362.25","319,828,979.51","468,948,464.31","642,741,527.50","211,767,434.05"
取得借款收到的现金,"35,000,000.00","80,000,000.00","206,000,000.00","127,000,000.00","263,000,000.00","303,000,000.00",,,"50,000,000.00","50,000,000.00",,,,,,,,,,"60,000,000.00","110,000,000.00","110,000,000.00",,,"50,000,000.00","100,000,000.00",,,,,,,,,
支付的各项税费,"158,200,292.47","149,754,405.87","277,296,224.33","224,712,933.83","303,393,868.28","423,357,850.36","98,539,201.02","166,311,244.23","199,008,653.41","280,117,087.48","90,248,627.56","188,499,758.14","242,661,895.20","340,722,211.42","113,202,966.20","207,342,267.70","294,541,332.29","396,265,699.94","114,690,047.87","212,361,193.35","331,756,955.22","465,357,369.27","192,286,142.64","304,237,820.86","418,269,448.90","546,321,637.27","174,498,377.60","374,026,443.88","518,095,272.59","672,493,352.38","280,517,777.40","444,542,920.04","573,773,801.07","749,212,144.70","182,361,705.94"
收到其他与筹资活动有关的现金,"9,500,000.00",,,,,,,,,,,,,,,,,,,,,,,"42,885.00",,,"1,152,228.56","2,323,489.20",,"2,854,393.61",,,,,"74,229.20"
支付其他与经营活动有关的现金,"292,094,958.31","510,333,286.46","531,941,772.43","295,062,091.60","504,512,711.39","628,064,419.33","164,992,579.04","389,361,327.71","591,946,701.90","765,560,253.10","269,348,056.11","565,220,806.86","836,186,524.52","1,058,449,231.97","340,940,231.38","578,215,744.03","854,235,596.86","1,028,098,444.39","338,552,152.91","632,401,825.76","932,597,401.30","1,124,498,422.24","331,197,258.69","710,383,117.92","1,097,415,988.59","1,387,341,431.11","544,978,170.23","1,039,663,862.55","1,453,924,975.50","1,554,308,943.47","589,117,576.75","1,040,635,524.97","1,432,696,807.61","1,793,213,423.18","501,983,295.72"
筹资活动现金流入小计,"94,500,000.00","89,000,000.00","249,317,000.00","127,000,000.00","2,430,400,000.00","2,470,400,000.00",,,"50,000,000.00","50,000,000.00",,"132,024,160.00","144,213,040.00","144,213,040.00",,"1,772,400.00","-53,520.00","2,152,800.00","-738,132.00","59,261,868.00","117,849,588.00","122,388,028.06","1,836,680.00","2,882,777.00","53,658,952.00","113,520,294.00","1,292,442,723.40","1,298,174,210.04","1,301,627,421.84","1,313,323,564.96","11,089,122.00","18,837,590.00","22,602,910.00","26,778,903.00","74,229.20"
