科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"205,236,230.63","276,442,784.18","312,373,065.39","167,913,406.33","260,716,174.46","361,112,821.02","97,767,320.53","229,399,501.98","360,015,505.49","520,493,452.28","139,391,734.35","311,512,364.15","493,934,406.45","702,202,973.17","176,342,149.31","377,581,954.36","610,999,298.78","846,922,273.60","204,799,292.17","442,221,780.95","705,045,478.48","1,009,023,906.20","247,259,142.14","557,428,294.83","879,761,574.96","1,218,798,082.68","295,340,586.69","721,749,146.62","1,161,427,720.62","1,710,218,028.51","401,832,131.23","954,550,063.35","1,594,053,752.43","2,325,047,409.32","531,264,337.15","1,312,540,323.22"
二、营业利润,"29,909,589.72","30,105,565.15","41,999,884.58","23,573,275.71","36,972,737.44","53,653,066.82","12,576,073.83","37,253,465.03","60,950,396.95","91,710,522.29","17,591,222.09","52,912,120.68","84,176,766.23","113,045,656.53","23,493,252.74","61,058,633.92","95,062,064.95","136,278,649.17","25,855,559.89","70,753,225.40","113,299,967.86","162,178,823.55","30,432,770.32","91,090,828.16","144,136,030.02","171,412,774.07","32,887,945.96","84,697,971.66","141,817,666.60","201,491,197.83","43,860,831.43","116,302,019.53","180,623,169.66","273,945,558.86","58,554,504.63","158,573,613.95"
减:营业成本,"132,008,740.69","183,322,324.80","195,565,372.32","105,836,914.85","166,202,848.41","228,689,442.41","66,137,812.91","150,897,951.95","240,030,453.41","344,081,804.51","103,985,236.93","216,948,870.99","346,696,865.00","457,850,932.81","114,824,710.21","238,729,756.13","383,355,623.03","534,139,477.66","139,547,729.76","274,833,879.75","437,646,971.09","609,531,028.32","156,883,513.31","325,531,794.81","515,610,606.05","729,908,149.03","190,371,291.44","465,271,431.30","754,373,356.08","1,040,032,075.37","260,852,352.29","606,825,481.92","1,036,351,698.99","1,450,805,445.03","349,218,150.74","836,471,908.85"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"7,599,940.57","8,574,098.84","10,732,449.58","5,906,706.49","9,232,339.90","13,133,142.68","3,579,201.31","8,162,859.01","13,625,505.71","19,827,440.88","537,537.60","636,832.25","730,652.98","2,042,394.59","84,401.25","192,797.48","338,851.70","2,137,613.41","97,768.69","168,726.65","297,500.47","2,492,217.25","160,641.98","708,853.81","1,469,850.84","5,710,837.12","560,148.18","1,619,777.81","2,408,097.75","9,776,857.72","1,549,332.42","4,757,040.54","7,534,769.29","11,820,866.25","1,955,721.26","8,557,422.66"
营业外收入,"3,752,784.83","8,402,778.52","8,910,066.53","4,765,301.31","9,790,040.02","15,450,618.48","4,409,478.02","8,756,703.02","13,407,004.20","17,646,493.66","5,452,538.58","7,706,078.04","11,426,323.72","16,029,567.23","4,458,844.83","6,379,377.35","11,961,405.17","17,048,520.32","5,534,042.60","10,636,131.07","18,176,464.98","17,274,478.14","108,041.79","8,744,051.18","17,508,016.41","27,835,200.15","6,654,412.03","19,403,603.21","23,286,745.03","31,691,855.15","4,867,480.32","16,742,493.22","22,597,309.45","30,698,523.19","9,605,402.61","10,961,306.01"
销售费用,"15,644,670.95","22,422,881.51","23,348,693.85","12,191,966.16","18,364,673.96","24,346,772.77","5,429,304.07","13,617,845.84","20,764,474.83","28,064,103.05","8,374,412.78","18,068,475.73","28,173,536.08","42,099,751.16","11,915,000.06","20,744,159.08","34,520,630.18","45,440,379.56","15,337,307.51","31,756,912.06","48,359,827.36","54,648,291.49","17,302,124.75","40,791,859.48","62,129,019.46","70,376,754.09","25,256,452.46","55,350,590.09","91,645,612.83","123,277,855.35","31,787,345.75","64,510,249.40","106,755,439.05","161,694,585.42","42,130,535.32","84,739,052.90"
减:营业外支出,"113,856.55","47,094.93","50,606.26","31,905.20","54,688.60","59,368.40","5,912.61","11,424.31","11,439.39","11,909.06",753.02,"1,336.15","1,896.24","1,889.00",,453.92,"36,991.22","57,844.50","5,073.69","44,125.86","145,989.60","178,674.23",,390.38,,"130,646.53","29,268.80","36,078.18","29,447.62","70,401.05","53,763.66","543,371.90","483,060.62","200,409.97",,
管理费用,"17,208,709.05","30,622,829.19","38,870,591.72","20,471,614.33","31,379,860.23","41,642,569.17","13,770,887.81","26,598,641.48","39,630,563.92","53,582,395.04","13,673,298.14","31,326,507.97","49,768,994.68","95,745,822.68","28,477,621.79","55,586,851.43","102,982,444.40","133,891,327.78","35,285,381.15","72,701,314.21","111,882,123.15","161,564,978.87","46,573,200.24","94,712,186.73","161,905,959.63","219,298,412.41","51,324,683.80","112,487,741.37","169,313,311.95","293,635,087.55","60,258,906.21","143,559,783.17","231,910,845.03","384,295,633.67","70,147,119.89","196,407,637.95"
其中:非流动资产处置净损失,"95,536.80","46,752.52","50,606.26","31,905.20",,,"5,029.50","10,533.70","11,439.39","11,013.70",,"1,329.00","1,896.24","1,889.00",,,,"41,984.17",,"18,730.97",,"152,855.81",,390.38,,"97,623.72",,"6,630.56",,"39,226.23",,,,,,
