科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"94,754,889.60","74,948,816.14","73,729,810.90","82,528,152.93","130,307,657.50","784,140,918.85","210,784,992.78","231,674,155.46","269,392,460.27","299,408,569.06","345,364,574.99","347,529,504.60","405,094,492.99","397,145,852.80","312,457,270.43"
短期借款,"49,714,161.50","25,000,000.00","25,000,000.00","20,000,000.00","20,000,000.00","33,750,161.24",,,,,,,,,"5,819,191.06"
交易性金融资产,"668,800.00","244,800.00","726,000.00",,,,,,,,,,"244,574,140.00","244,000,000.00","387,000,000.00"
交易性金融负债,,,,"131,000.00","928,650.00","315,640.00","269,730.00",,,,,,,,"3,036,400.00"
应收票据,"39,491,476.97","61,246,020.53","70,457,212.44","73,706,555.55","101,218,551.19","86,174,691.57","79,515,957.41","94,556,468.59","125,132,272.91","92,299,301.22","82,555,559.13","89,071,501.25","54,859,812.36","85,086,947.83","128,838,219.97"
应付票据,,,,,,,,,,,,,,,
应收账款,"74,015,586.83","67,625,492.41","108,555,830.86","142,579,256.23","119,366,380.79","121,363,346.79","131,436,138.14","130,517,474.96","122,336,427.56","137,055,962.89","133,864,054.54","153,643,804.72","169,585,520.59","136,996,272.64","166,803,991.00"
应付账款,"81,569,060.82","88,700,404.67","104,865,760.79","94,877,699.32","98,166,102.62","97,331,532.29","96,221,853.35","93,563,184.05","101,225,056.30","111,281,128.25","101,622,388.91","114,935,140.97","102,934,707.69","114,643,749.83","127,684,621.77"
预付款项,"11,548,433.18","13,663,430.32","16,930,971.36","13,039,493.38","16,352,400.61","13,731,676.80","23,699,468.77","19,491,095.46","4,340,697.93","10,924,690.52","20,159,183.06","18,561,894.35","3,884,881.40","11,258,124.44","14,243,657.63"
预收款项,"10,542,988.49","12,593,791.47","6,759,833.94","12,413,965.22","10,592,993.13","6,788,423.52","5,981,440.03","6,283,817.49","11,738,826.08","5,899,124.71","4,187,272.95","7,023,840.10","5,867,398.74","7,574,777.32","7,692,347.19"
