科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"438,795,040.27","873,931,681.93","1,304,088,702.67","1,701,484,848.49","389,702,278.08","837,217,506.65","1,222,017,414.79","1,483,551,682.68","212,948,921.15","433,191,680.12","697,230,834.46","902,153,886.44","216,501,535.71","489,769,670.30","707,803,561.66","906,720,674.63","247,049,072.73","519,900,768.02","812,798,183.78","1,025,386,365.64","136,280,214.58","347,805,333.99","558,480,818.55","799,457,718.97","131,721,893.94","309,379,905.61","541,552,564.63","708,571,913.08","126,283,668.26","282,955,199.70","482,684,000.38","609,412,373.91","71,936,381.38","252,947,727.28","384,551,014.83","460,749,421.58","100,908,392.63","285,095,596.96","457,719,874.53","630,134,222.92","286,772,157.28","797,921,852.80","1,086,460,013.15","1,428,081,358.55"
二、营业利润,"-4,922,485.93","-1,661,386.62","-3,153,807.33","-47,066,886.99","-5,226,396.55","-5,276,553.41","-5,416,886.69","-18,849,520.42","-3,035,746.26","5,624,959.87","7,835,090.45","9,332,157.79","2,456,654.83","7,660,250.16","10,140,382.26","24,809,823.18","240,801.82","2,933,112.93","4,672,126.92","1,906,317.32","-5,500,929.52","-6,151,448.58","-10,917,113.16","-12,176,470.71","-12,906,206.62","-11,593,966.11","-13,504,575.05","-31,092,469.77","-7,793,689.80","-5,676,936.50","-1,787,725.83","-43,892,747.42","-7,252,951.40","-7,397,175.55","-12,871,932.80","-26,024,474.96","2,179,109.49","18,728,306.04","37,709,084.97","62,202,682.12","17,682,150.45","61,532,671.49","84,746,346.19","121,403,407.64"
减:营业成本,"405,455,133.63","798,183,542.90","1,185,923,120.86","1,587,308,557.13","361,378,330.74","770,253,478.45","1,116,952,098.20","1,345,487,796.13","189,662,351.52","388,527,961.94","623,364,337.17","805,888,276.56","193,601,781.00","433,830,977.14","623,997,049.35","802,612,175.51","217,787,447.40","459,035,999.37","709,946,847.63","888,357,732.00","116,664,413.51","301,877,016.94","481,385,860.32","686,544,663.62","112,761,028.88","265,245,865.39","465,628,598.75","624,275,154.07","104,315,988.35","237,321,185.10","406,711,932.54","519,575,953.06","63,243,059.32","221,358,431.17","331,960,786.88","396,707,267.02","72,816,245.62","212,564,188.50","347,139,369.70","477,858,333.60","239,941,961.15","679,703,244.01","923,215,961.36","1,217,937,812.48"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"278,470.83","722,215.83","1,234,285.68","2,414,388.59","560,728.80","3,273,709.68","3,712,135.66","2,824,877.62","235,166.80","744,074.13","1,005,387.84","2,346,822.61","451,450.24","1,076,301.85","2,156,234.52","2,901,575.84","576,636.42","1,614,051.98","2,418,376.93","4,429,399.87","583,501.45","1,288,780.11","2,005,022.25","3,857,650.88","484,851.87","1,399,693.48","2,203,307.20","2,654,536.19","613,155.55","1,023,287.53","1,711,274.66","3,479,812.14","378,571.91","828,076.51","1,270,120.28","1,629,324.25","775,271.53","1,256,105.16","1,758,448.03","4,873,739.30","1,198,828.26","3,304,203.96","4,251,561.37","4,727,582.91"
营业外收入,"429,138.26","621,477.50","4,078,877.13","71,645,584.99","1,265,400.00","44,379,434.80","44,937,091.50","44,806,853.35","2,505.00","158,430.00","158,430.00","435,040.65","161,966.40","185,441.90","189,404.38","261,029.04","98,905.30","127,005.30","296,151.13","3,309,657.84","76,110.62","1,311,318.50","1,890,243.39","24,299,514.04","278,121.59","1,355,260.97","1,757,051.54","30,811,727.55","139,330.58","1,414,715.44","3,294,133.62","116,223,493.25","324,238.48","900,276.62","1,471,938.41","37,908,814.89","4,006,420.74","5,695,404.78","7,598,601.59","9,278,074.99","414,198.79","1,185,984.36","47,875,100.89","2,617,734.16"
销售费用,"13,501,938.77","27,171,713.14","43,009,944.04","50,596,238.60","10,318,613.34","23,400,024.24","38,669,621.48","49,452,518.39","9,767,513.35","19,838,838.91","31,827,306.19","41,217,918.51","8,649,992.14","18,852,448.44","27,510,606.51","35,914,113.66","12,270,328.78","17,648,419.35","30,310,766.50","43,830,953.54","6,639,402.71","13,089,782.80","22,783,817.38","28,749,506.98","10,596,735.95","19,852,951.60","31,121,682.58","33,685,322.93","9,279,912.87","20,827,983.99","30,240,585.09","34,180,251.71","6,487,100.09","12,916,827.66","21,192,963.93","24,868,799.91","4,300,096.18","12,950,776.52","21,711,526.78","30,873,452.61","7,523,480.44","28,724,388.09","30,149,603.14","33,525,268.12"
减:营业外支出,"83,028.79","168,849.10","712,340.92","2,212,605.11","12,044.14","197,919.80","789,846.88","1,649,599.74","11,000.00","149,281.03","428,893.10","744,705.37","393,140.79","478,674.11","508,247.31","850,016.74","437,775.41","491,633.31","626,902.08","949,842.40","22,175.60","127,721.21","256,628.75","3,220,998.02","69,391.88","-160,059.77","713,835.26","1,613,107.40","579,963.90","1,415,673.86","2,690,325.92","2,629,613.40","418,193.91","1,387,374.71","657,664.37","1,143,631.56","353,714.68","390,210.51","401,594.50","1,043,291.93","326,781.26","332,675.51","32,967,914.91","2,639,589.93"
管理费用,"21,559,455.79","40,643,885.26","109,521,114.59","121,093,660.50","20,152,251.24","42,281,218.92","63,840,164.07","91,155,162.90","13,644,642.34","27,768,314.59","41,606,004.24","55,826,674.10","15,275,692.19","31,681,190.92","46,363,752.90","66,288,613.75","15,032,491.99","34,792,820.99","58,294,491.91","98,106,507.82","16,053,214.76","40,003,196.04","63,135,606.96","90,728,909.25","19,184,233.10","38,110,744.94","55,537,824.19","80,976,060.63","18,834,428.11","34,870,785.69","53,830,731.89","87,371,928.76","16,015,057.88","37,470,437.66","49,444,112.25","65,910,123.17","20,177,655.20","37,886,743.58","51,409,162.00","69,749,627.40","21,954,345.34","42,726,582.44","67,335,165.89","82,279,261.58"
其中:非流动资产处置净损失,,,,"2,007,182.60",,,,"1,058,605.32",,,,"367,827.62",,,,"225,191.99",,"408,364.29",,"522,571.17",,"5,284.44",,"62,629.56",,"514,585.62",,"660,999.49",,"567,959.90","1,672,017.98","402,519.79","75,483.40",,,"75,483.40",,,,"687,914.35",,,"32,635,239.40",
