科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"500,171,753.16","551,447,062.04","357,213,224.83","467,226,017.33","580,336,735.82","161,498,519.18","318,663,267.75","577,338,707.21","1,039,892,510.71","303,117,182.24","524,342,195.69","784,801,023.58","1,127,697,985.59","191,820,180.79","465,924,814.53","769,131,976.15","1,428,149,427.74","376,806,010.71","756,948,426.40","1,131,821,483.55","1,643,904,577.89","446,675,526.87","1,182,116,020.01","1,872,234,113.29","2,772,104,565.60","589,061,118.15","1,023,893,778.80","1,271,137,972.87","1,725,419,230.78","762,174,093.16","1,652,583,161.61","2,918,051,504.62","4,051,009,460.07","1,001,011,407.22","1,890,270,255.24","2,792,695,331.55","3,730,985,618.79","841,613,711.44"
取得子公司及其他营业单位支付的现金净额,"5,000,000.00",,,,,"87,470,993.73","87,470,993.73","87,470,993.73","87,470,983.58",,"5,703,603.36","5,703,603.36","5,417,395.14",,"7,250,000.00","16,990,444.05","15,990,444.05",,,"54,512,587.20","508,444,805.63","17,129,519.67","266,720,875.68","344,598,708.24","363,559,575.54","-6,518,484.88","72,904,562.66","111,741,768.77","176,098,151.08","550,494,355.48","621,018,884.22","773,844,430.20","930,558,207.72","17,220,000.00","211,441,597.97","214,511,870.28","238,066,253.97","8,226,568.48"
收到的税费返还,,"705,182.60",,,"639,791.67","340,196.29","967,831.27","2,131,456.68","4,274,786.91","146,281.43","388,346.87","2,614,789.08","2,677,997.57","451,327.25","2,777,078.08","3,275,319.73","3,278,817.82",761.42,"1,544,140.98","1,596,379.49","3,921,842.60","3,911,223.03","5,470,058.73","5,468,149.41","4,067,990.57","73,706.81","4,000,968.34","8,874,474.51","15,988,789.35","3,615,055.73","13,703,632.82","14,415,592.04","21,095,339.33","20,527,017.51","34,744,369.22","42,664,149.42","72,590,564.72","15,496,146.47"
支付其他与投资活动有关的现金,"1,900,000.00",,,,,"150,000.00","150,000.00","150,000.00",,,"500,000.00","500,000.00",,,,,,,,,,,,,,,,,"8,086,004.31",,,,,,,"25,251,130.12","25,251,130.12",
收到其他与经营活动有关的现金,"3,359,018.76","5,986,375.79","3,188,955.48","5,580,951.85","18,173,115.48","8,619,659.40","11,454,906.12","19,359,210.12","24,528,492.50","11,656,352.40","56,163,074.03","26,879,389.11","34,889,892.51","3,595,061.24","13,265,930.90","19,396,605.22","25,084,107.67","4,520,154.44","9,792,408.37","21,872,048.23","28,633,927.92","14,804,051.79","30,516,295.44","42,413,169.77","53,757,162.90","18,916,257.49","60,918,356.17","64,894,035.71","75,596,753.09","8,540,381.89","26,135,584.01","38,283,884.36","57,273,301.86","8,193,914.95","27,160,930.55","41,286,294.00","58,854,524.71","22,744,934.23"
投资活动现金流出小计,"25,184,129.77","37,398,504.24","4,939,514.55","5,686,992.99","25,414,443.22","90,962,607.43","96,589,215.67","102,340,295.38","124,044,424.72","37,890,475.72","114,745,449.31","259,349,925.23","285,611,644.86","17,029,840.01","48,301,901.46","77,807,401.03","203,359,060.58","21,924,144.89","65,018,778.25","684,995,448.35","1,157,832,223.10","48,164,539.38","523,421,709.16","629,427,350.55","911,046,580.73","279,543,703.84","422,777,126.23","617,492,739.52","1,115,622,035.06","1,052,591,276.43","1,395,622,662.27","1,706,333,902.90","1,957,650,076.45","148,762,887.75","431,885,062.32","501,860,110.57","577,820,822.72","42,164,049.51"
经营活动现金流入小计,"503,530,771.92","558,138,620.43","360,402,180.31","472,806,969.18","599,149,642.97","170,458,374.87","331,086,005.14","598,829,374.01","1,068,695,790.12","314,919,816.07","580,893,616.59","814,295,201.77","1,165,265,875.67","195,866,569.28","481,967,823.51","791,803,901.10","1,456,512,353.23","381,326,926.57","768,284,975.75","1,155,289,911.27","1,676,460,348.41","465,390,801.69","1,218,102,374.18","1,920,115,432.47","2,829,929,719.07","608,051,082.45","1,088,813,103.31","1,344,906,483.09","1,817,004,773.22","774,329,530.78","1,692,422,378.44","2,970,750,981.02","4,129,378,101.26","1,029,732,339.68","1,952,175,555.01","2,876,645,774.97","3,862,430,708.22","879,854,792.14"
投资活动产生的现金流量净额,"-19,184,129.77","59,724,300.76","-4,936,096.97","-5,683,575.41","-25,411,025.64","-90,962,607.43","-96,586,255.67","-102,337,335.38","-124,030,817.15","-37,867,725.72","-114,622,699.31","-114,219,921.20","-136,178,854.01","-17,017,340.01","-48,289,401.46","-77,794,901.03","-201,385,077.04","-1,746,610.64","41,963,930.66","-245,584,737.04","-478,968,773.41","-43,597,271.28","-469,372,698.61","-543,338,235.41","-823,029,497.99","-71,475,954.53","-133,385,120.75","-277,494,834.95","-699,982,868.04","-1,007,632,638.36","-1,066,040,796.02","-1,369,359,175.01","-1,440,024,415.18","-146,152,887.75","-354,233,555.98","-380,648,644.23","-385,972,524.10","-33,440,311.77"
购买商品、接受劳务支付的现金,"357,581,926.87","348,417,390.31","200,840,316.25","284,972,042.86","405,375,614.93","114,192,044.71","231,821,359.45","351,829,812.78","557,624,973.15","281,967,015.76","480,062,421.08","610,163,074.02","787,175,637.49","158,388,778.91","305,436,801.26","501,099,989.52","815,459,296.97","262,664,006.41","437,016,164.99","652,894,547.85","905,088,907.42","282,436,808.56","528,094,145.26","783,612,255.42","1,285,026,189.58","290,373,235.01","382,511,541.92","583,613,981.76","627,521,206.68","430,934,511.94","640,697,315.43","1,413,681,906.30","2,244,958,189.97","632,139,538.40","791,770,819.83","1,244,738,648.74","1,670,482,189.66","433,505,291.58"
吸收投资收到的现金,"2,160,000.00",,,"884,712,000.00","868,337,000.00",,,,,,,,,,,,"5,271,269.76",,,,,,"21,143,587.00","255,968,761.60","256,968,761.60",,,"1,470,000.00","16,508,698.29","895,276,206.39","923,719,599.38","917,750,322.48","934,807,110.48",,"1,000,000.00","1,100,000.00","1,300,000.00","681,299,960.58"
支付给职工以及为职工支付的现金,"38,950,375.12","64,874,205.96","42,738,450.03","57,997,060.28","77,506,905.37","24,542,541.46","50,879,312.10","78,973,953.18","111,212,608.61","42,945,312.81","77,996,607.67","111,392,340.44","142,321,445.32","42,660,509.24","81,648,410.72","123,209,441.08","167,145,480.72","63,571,203.72","120,424,977.88","189,407,449.54","263,274,582.13","90,324,085.30","189,540,242.25","302,974,698.28","442,990,026.03","156,343,736.90","284,985,783.46","421,351,258.32","508,093,322.90","148,078,658.66","314,724,893.26","496,448,700.02","683,886,329.10","223,731,586.12","431,713,708.53","629,890,380.60","899,970,009.79","224,021,422.27"
