科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"170,352,470.72","226,785,033.50","84,871,953.64","157,729,848.27","282,285,035.91","22,531,316.24","100,620,045.58","187,105,669.32","361,639,063.16","73,185,596.51","190,900,029.34","342,574,969.90","517,150,191.18","201,041,115.93","477,564,693.45","766,436,820.05","1,167,203,598.68","415,282,504.63","906,752,004.57","1,460,093,791.64","2,047,955,206.48","580,275,625.00","1,232,137,321.61","1,963,719,817.91","2,752,302,328.93","599,789,035.94","1,334,866,006.95","2,003,437,290.09","2,868,978,624.95","824,127,200.02","1,809,327,771.05","2,775,045,697.85","3,842,236,725.72","877,677,744.71","1,824,307,305.47","2,873,290,272.10","3,922,406,510.57","1,151,753,240.73","2,237,469,417.13"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"706,710.86","35,000.00","35,000.00","88,945,800.00","88,910,800.00",,"2,500,000.00",,,,,,,,,,,,,,"57,918,286.76",,"5,768,541.18",,"5,768,541.18",,,,"8,630,589.54",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,172,733.01","2,955,576.56","6,272,340.33","10,622,690.66","13,559,939.26","3,514,544.66","7,283,402.29","14,523,380.88","19,800,465.87","4,772,877.47","10,809,656.02"
支付其他与投资活动有关的现金,"43,700,975.00","29,843,750.00",,,,,"280,000.00","360,000.00",,,,,,,,,,,,,,,,,,,,,,,,"5,768,541.18",,,,,,,
收到其他与经营活动有关的现金,"34,008,708.69","17,097,831.21","1,038,528.95","6,613,011.89","10,048,886.00","5,027,461.60","5,947,952.55","8,370,613.30","11,878,679.07","998,696.57","11,362,106.71","17,260,505.63","26,280,727.34","6,547,379.51","10,961,458.76","16,985,775.68","34,528,982.68","8,389,832.02","17,970,340.72","26,208,851.22","36,254,408.21","3,934,084.18","11,382,743.17","18,532,985.79","40,462,745.87","9,976,248.54","23,088,706.32","68,499,750.12","88,398,762.86","15,364,412.66","60,934,181.20","91,708,971.22","110,100,898.08","49,448,461.99","75,097,213.80","99,177,201.11","146,027,758.17","20,276,653.29","65,199,954.37"
投资活动现金流出小计,"53,655,364.03","78,240,350.14","21,605,556.03","28,261,397.33","359,820,446.68","368,438,703.50","457,035,951.86","487,441,110.61","758,702,396.80","113,056,474.27","187,550,076.01","315,667,559.00","450,334,886.68","245,113,546.00","321,347,310.78","392,762,890.22","442,677,198.64","83,308,416.89","209,565,691.45","285,748,370.57","372,913,564.75","80,428,631.26","163,068,968.62","272,501,128.08","391,131,135.13","87,075,266.21","263,352,121.27","320,362,210.81","499,273,696.31","85,196,674.29","222,274,336.54","453,630,589.66","674,325,531.36","165,671,014.41","244,339,574.79","424,375,246.15","552,507,034.84","56,167,571.79","102,688,876.61"
经营活动现金流入小计,"204,361,179.41","243,882,864.71","85,910,482.59","164,342,860.16","292,333,921.91","27,558,777.84","106,567,998.13","195,476,282.62","373,517,742.23","74,184,293.08","202,262,136.05","359,835,475.53","543,430,918.52","207,588,495.44","488,526,152.21","783,422,595.73","1,201,732,581.36","423,672,336.65","924,722,345.29","1,486,302,642.86","2,084,209,614.69","584,209,709.18","1,243,520,064.78","1,982,252,803.70","2,792,765,074.80","609,765,284.48","1,357,954,713.27","2,071,937,040.21","2,960,550,120.82","842,447,189.24","1,876,534,292.58","2,877,377,359.73","3,965,897,563.06","930,640,751.36","1,906,687,921.56","2,986,990,854.09","4,088,234,734.61","1,176,802,771.49","2,313,479,027.52"
投资活动产生的现金流量净额,"-8,508,414.51","-47,185,182.96","-9,567,241.03","-16,222,502.33","-347,781,551.68","-358,432,758.29","-283,122,878.51","-273,733,344.12","-312,221,739.45","-62,446,410.03","-12,427,765.52","-130,193,786.07","-183,131,321.75","106,177,340.97","38,947,400.19","14,921,692.42","-2,876,979.00","-14,351,949.20","-98,897,661.95","-127,334,040.67","-187,983,619.31","-4,830,924.16","-36,916,097.64","-88,635,422.46","-154,470,374.03","-52,858,254.43","-177,598,481.39","-179,521,759.63","-122,894,779.32","-67,777,153.21","-179,661,065.46","-410,993,245.71","-605,639,227.94","-158,680,227.88","-196,524,990.85","-376,554,253.96","-504,451,700.43","-50,012,862.85","-96,474,404.67"
购买商品、接受劳务支付的现金,"50,590,899.99","47,603,326.63","18,047,903.86","25,367,250.51","35,970,283.93","14,468,346.79","44,473,693.51","66,257,908.08","105,245,956.23","41,097,289.06","93,909,203.61","127,276,700.45","171,658,174.44","47,000,755.04","117,170,689.51","177,236,917.19","251,035,138.26","101,495,950.57","184,678,804.91","302,490,077.43","410,751,152.35","132,290,496.20","242,451,513.66","450,944,880.72","576,615,560.05","139,519,630.22","289,643,681.35","395,848,853.92","481,720,449.18","207,388,480.27","448,490,852.67","617,559,117.27","897,795,852.79","235,395,719.56","413,783,776.31","618,905,339.37","883,246,765.80","201,230,145.97","444,137,961.94"
吸收投资收到的现金,"4,620,000.00",,,,"725,738,000.00",,,,,"4,000,319.88","4,000,319.88","4,000,319.88","4,394,390.31",,"5,004,122.87","1,504,122.87","109,364,119.87",,,,,"141,966,720.00","155,893,520.00","155,893,520.00","155,893,520.00","924,599,972.32","924,599,972.32","924,599,972.32","924,599,972.32","29,228,000.00","29,228,000.00","44,722,000.00","48,403,000.00","10,000,000.00","12,516,000.00","13,491,000.00","16,727,000.00",,"195,000.00"
