科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,803,659.57","45,195,508.56","35,865,098.86","35,404,453.04","27,006,949.03","27,931,353.21","103,215,162.41","94,073,436.97","107,126,553.89","90,931,144.76","57,517,062.52","75,752,929.89"
短期借款,"35,000,000.00","27,000,000.00","28,000,000.00","31,000,000.00","10,000,000.00","17,600,000.00",,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"31,797,926.74","28,616,641.55","42,692,772.18","37,103,434.16","44,837,526.45","29,261,484.56","48,225,729.26","45,808,123.01","43,168,104.40","40,250,186.25","45,974,924.53","53,513,907.98"
应付票据,"4,590,000.00","2,380,000.00","18,625,000.00","16,676,900.00","16,870,721.00","13,315,061.30","21,492,608.38","28,440,283.08","22,006,865.01","22,821,800.01","35,725,250.00","38,996,800.00"
应收账款,"97,198,537.57","105,506,645.19","107,009,787.48","117,550,830.50","113,776,434.28","121,942,144.41","122,601,844.84","119,322,432.90","121,874,976.14","138,570,631.69","140,903,436.69","155,621,109.12"
应付账款,"69,580,438.11","77,318,142.46","72,974,569.75","72,008,698.27","94,853,067.41","85,869,367.75","97,546,971.31","85,721,985.11","104,213,082.07","115,656,609.20","88,718,516.99","93,425,119.84"
预付款项,"2,738,323.23","3,345,275.93","2,638,847.68","5,114,031.67","5,419,704.92","695,610.92","3,771,253.41","3,265,241.83","4,247,855.83","4,906,529.10","4,420,229.95","5,288,803.11"
预收款项,"291,020.00","2,487,526.33","2,187,835.90","1,269,001.98","2,218,800.56","918,020.94","1,253,153.90","1,957,018.04","2,642,783.83","735,550.85","1,091,889.78","1,806,807.35"
其他应收款,"2,542,940.45","2,733,622.83","2,529,859.97","2,949,403.54","1,884,979.39","1,980,639.05","529,719.38","556,781.21","402,582.15","688,730.41","575,517.54","494,412.75"
应付职工薪酬,"1,918,276.88","2,256,883.14","4,533,216.08","5,882,567.45","6,580,247.93","5,570,064.31","6,569,410.64","7,710,101.40","8,399,668.96","6,191,732.98","7,342,943.41","8,088,305.53"
应收关联公司款,,,,,,,,,,,,
应交税费,"1,606,811.85","4,426,898.06","3,477,390.56","6,826,820.30","6,121,085.82","11,485,320.13","6,319,678.17","6,801,111.16","5,390,568.83","7,039,578.36","7,966,016.60","6,123,107.00"
应收利息,,,,,,,,,,,,
应付利息,"124,559.76","87,876.41","70,736.12","65,166.67","35,826.38","33,786.81","12,534.72","12,534.72","13,788.19","13,788.19","12,534.72","12,534.72"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,"21,952,000.00",,,,,"240,000.00"
存货,"50,237,813.27","57,352,820.93","65,004,335.37","54,485,585.03","57,968,099.18","62,421,109.09","59,179,590.74","63,076,323.29","79,817,853.19","83,992,464.44","68,370,932.93","66,125,528.49"
其他应付款,"2,828,197.45","3,244,362.58","4,218,301.01","4,453,022.76","4,466,201.23","4,306,819.31","5,840,786.17","4,939,831.29","4,788,511.12","4,463,444.20","3,942,933.53","4,312,626.47"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"25,000,000.00",,"15,000,000.00",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
其他流动资产,"770,485.36","1,258,259.70","1,198,568.91","245,149.26","23,770.08",,"130,002,823.25","130,000,000.00","130,000,000.00","130,000,000.00","156,088,789.09","153,000,000.00"
其他流动负债,,,,,,,,,,,,
流动资产合计,"226,089,686.19","244,008,774.69","256,939,270.45","252,852,887.20","250,917,463.33","244,232,341.24","467,526,123.29","456,102,339.21","486,637,925.60","489,339,686.65","473,850,893.25","509,796,691.34"
流动负债合计,"140,939,304.05","119,201,688.98","149,087,049.42","138,182,177.43","141,145,950.33","139,098,440.55","160,987,143.29","135,582,864.80","157,455,268.01","166,922,503.79","154,800,085.03","163,005,300.91"
可供出售金融资产,,,,,,,,,,,,
长期借款,"17,500,000.00","32,500,000.00",,"15,000,000.00","15,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,"10,292,798.31","10,255,302.52","10,206,454.96","10,438,940.98","10,390,234.01","10,306,012.30","10,277,222.20","10,361,278.73","10,326,848.09","10,278,371.48","10,249,677.30","10,076,335.90"
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,"30,825,368.07","32,030,260.75","30,863,149.51","29,987,816.08","29,696,038.27","29,404,260.46","29,112,482.65","28,820,704.84","28,528,927.03","28,237,149.22","27,945,371.41","27,653,593.60"
预计负债,"10,922,332.14","12,379,205.13","13,902,481.47","13,856,618.23","13,730,668.81","13,727,725.11","13,873,057.81","13,589,141.15","13,932,430.19","14,687,980.50","15,173,583.58","15,639,496.78"
固定资产,"89,925,264.65","97,933,986.99","96,283,505.86","94,419,128.67","95,931,260.35","125,715,146.80","126,792,567.06","125,271,541.37","124,180,550.26","186,288,259.32","187,110,067.28","198,430,299.22"
递延所得税负债,,,,,,,,,"364,149.97","525,881.04","685,509.81","908,605.78"
在建工程,"6,501,747.88","1,691,909.88","13,131,134.27","41,073,433.59","54,439,683.86","40,072,753.57","39,965,961.04","45,696,001.70","48,365,848.11","15,839,885.82","18,151,476.43","8,683,557.91"
其他非流动负债,,,,,,,,,,,,"23,296,000.00"
工程物资,,,,,,,,,,,,
非流动负债合计,"53,150,734.08","70,218,905.64","38,468,795.30","53,755,513.74","53,383,222.57","48,098,422.38","48,017,330.20","47,619,835.29","38,095,208.88","38,766,378.87","39,185,281.76","62,799,314.75"
固定资产清理,,,,,,,,,,,,
负债合计,"194,090,038.13","189,420,594.62","187,555,844.72","191,937,691.17","194,529,172.90","187,196,862.93","209,004,473.49","183,202,700.09","195,550,476.89","205,688,882.66","193,985,366.79","225,804,615.66"
生产性生物资产,,,,,,,,,,,,
