科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
实收资本(或股本),"58,800,000.00","58,800,000.00","58,800,000.00","58,800,000.00","58,800,000.00","58,800,000.00","78,400,000.00","78,400,000.00","78,400,000.00","78,400,000.00","98,000,000.00","119,520,000.00"
油气资产,,,,,,,,,,,,
资本公积,"56,335,930.86","56,335,930.86","56,335,930.86","56,335,930.86","56,335,930.86","56,335,930.86","260,025,930.86","260,025,930.86","260,025,930.86","260,025,930.86","240,425,930.86","244,391,480.86"
无形资产,"39,437,055.33","37,733,676.02","36,180,209.91","34,691,231.01","34,194,904.71","33,698,578.37","33,218,776.12","32,733,133.57","32,370,738.89","32,136,379.08","31,901,872.77","31,667,366.46"
盈余公积,"10,385,279.35","14,780,272.74","19,879,424.23","19,879,424.23","25,352,526.24","25,352,526.24","25,352,526.24","25,352,526.24","32,189,937.18","32,189,937.18","32,189,937.18","32,189,937.18"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"23,296,000.00"
商誉,,,,,,,,,,,,
未分配利润,"74,375,955.27","96,069,712.15","115,228,363.47","131,729,649.88","136,780,419.85","152,147,067.90","149,895,982.76","167,167,665.47","175,729,183.80","194,843,271.60","192,720,078.35","196,615,493.19"
长期待摊费用,,,,,,,,,,,,
少数股东权益,"1,643,208.33","1,239,776.84","913,224.32","688,838.42","604,216.69","513,825.43","405,442.14","338,886.37","225,009.35","216,734.66","194,621.84","173,207.23"
递延所得税资产,"2,851,289.82","3,247,678.88","3,764,617.60","3,873,138.01","4,275,786.02","4,422,232.92","3,900,992.83","3,850,145.84","4,064,093.19","4,313,288.87","4,193,795.88","4,612,767.59"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,"1,550,900.00","2,473,900.00","2,947,130.00","2,800,900.00","22,567,452.50","22,013,842.50","17,972,455.00","15,210,108.00","14,362,458.00","14,554,458.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"169,540,725.75","172,637,512.52","181,773,517.15","206,518,647.36","221,484,803.21","236,113,872.12","255,558,232.20","258,385,369.82","255,482,612.48","282,025,070.31","283,665,041.77","285,602,042.78"
所有者权益(或股东权益)合计,"201,540,373.81","227,225,692.59","251,156,942.88","267,433,843.39","277,873,093.64","293,149,350.43","514,079,882.00","531,285,008.94","546,570,061.19","565,675,874.30","563,530,568.23","569,594,118.46"
资产总计,"395,630,411.94","416,646,287.21","438,712,787.60","459,371,534.56","472,402,266.54","480,346,213.36","723,084,355.49","714,487,709.03","742,120,538.08","771,364,756.96","757,515,935.02","795,398,734.12"
负债和所有者(或股东权益)合计,"395,630,411.94","416,646,287.21","438,712,787.60","459,371,534.56","472,402,266.54","480,346,213.36","723,084,355.49","714,487,709.03","742,120,538.08","771,364,756.96","757,515,935.02","795,398,734.12"
