科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"153,016,197.92","229,984,483.92","167,815,941.66","266,464,503.71","309,538,030.80","71,017,395.02","175,789,369.48","251,640,270.12","319,728,160.90","106,939,047.77","228,341,999.75","350,827,724.15","478,785,106.25","97,896,498.77","228,105,104.59","374,833,770.74","562,248,355.55","111,888,092.31","301,079,406.60","461,842,201.58","764,954,603.17","152,606,398.01","373,341,590.52","562,929,807.42","764,672,955.93","228,981,483.28","422,717,685.76","658,986,817.63","865,235,078.94","237,631,334.10","482,405,445.04","730,307,671.42","1,007,215,933.75","233,095,904.98","513,836,415.98","818,007,253.99","1,181,952,501.22","352,221,594.15","757,202,601.12","1,155,518,788.68","1,546,603,999.61","368,264,759.91"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"131,339,051.38",,"34,000,000.00","76,000,000.00","65,776,412.61",,,,,,,"125,970,000.00",,,"70,000,000.00","70,000,000.00",,"28,000,000.00",,,,,,,,,,,,,,,,
收到的税费返还,,"233,900.00",,,,"54,200.00","57,952.37","57,952.37","993,920.63",,,,,,"401,423.51","524,023.51",,"248,000.00","248,000.00","248,000.00",,,,,,,,"36,829.26",,"250,000.00",,"2,281.88",,"8,536.99",,"38,033.37",,,,"602,890.87",,
支付其他与投资活动有关的现金,,,"8,038.00","176,058.00","8,038.00","39,672.00","1,142,196.00","8,323,958.58","35,805,563.74","11,816,199.00",,"55,867.00",,"1,517,293.57","1,654,820.44","6,649,820.44","1,087,650.00","-966,755.80","7,135,387.65","7,463,845.65","12,369,463.61","3,662,073.29","3,407,742.34","3,057,069.43","3,465,951.00","6,883,419.20","204,104.50","5,667,875.44","19,107,344.00",,,"2,000,000.00","2,000,000.00",,,"38,051.41","3,856,272.46",,"29,472.53","29,472.63","3,240,274.31",
收到其他与经营活动有关的现金,"3,397,597.59","2,368,855.13","2,218,573.33","5,918,354.48","10,437,131.77","20,250.53","1,631,758.11","2,020,714.09","5,975,841.76","1,940,775.26","22,451,315.46","23,851,875.89","32,457,847.24","2,004,295.15","11,119,814.58","19,402,911.19","30,609,478.11","20,837,882.57","32,129,110.68","37,191,035.21","36,838,337.92","1,127,482.59","6,058,707.36","9,033,507.77","4,792,948.70","3,287,311.76","5,876,547.19","7,818,472.41","15,486,331.99","1,068,321.96","3,983,587.43","6,197,479.68","14,312,332.36","3,613,539.38","4,913,864.96","13,268,627.55","74,347,532.86","22,099,171.10","51,523,387.39","71,328,848.65","136,455,621.76","174,499,546.80"
投资活动现金流出小计,"19,834,518.64","25,372,846.33","6,259,190.36","8,897,241.09","18,745,202.87","15,155,276.24","69,815,386.78","84,011,325.09","266,117,269.09","44,311,863.29","115,537,252.52","171,852,245.42","200,879,331.91","27,074,308.96","57,317,654.44","103,536,863.63","178,419,970.54","53,198,389.50","194,001,319.12","394,951,570.95","455,069,422.87","54,865,596.06","161,634,736.63","168,254,516.68","277,177,768.21","51,577,252.19","102,237,613.95","124,791,090.10","151,936,837.69","69,941,996.27","60,792,357.21","171,400,278.94","221,602,500.82","32,972,533.99","41,602,992.09","65,097,434.59","134,198,192.64","47,240,453.19","254,305,743.25","382,862,689.06","666,467,273.10","17,107,748.29"
经营活动现金流入小计,"156,413,795.51","232,587,239.05","170,034,514.99","272,382,858.19","319,975,162.57","71,091,845.55","177,479,079.96","253,718,936.58","326,697,923.29","108,879,823.03","250,793,315.21","374,679,600.04","511,242,953.49","99,900,793.92","239,626,342.68","394,760,705.44","592,857,833.66","132,973,974.88","333,456,517.28","499,281,236.79","801,792,941.09","153,733,880.60","379,400,297.88","571,963,315.19","769,465,904.63","232,268,795.04","428,594,232.95","666,842,119.30","880,721,410.93","238,949,656.06","486,389,032.47","736,507,432.98","1,021,528,266.11","236,717,981.35","518,750,280.94","831,313,914.91","1,256,300,034.08","374,320,765.25","808,725,988.51","1,227,450,528.20","1,683,059,621.37","542,764,306.71"
投资活动产生的现金流量净额,"-19,822,918.64","-25,364,808.33","-6,258,840.36","-8,896,891.09","-18,675,652.87","-15,128,276.24","-69,788,386.78","-83,984,325.09","-265,912,329.09","-44,311,863.29","-115,509,252.52","-171,805,245.42","-198,130,331.91","-26,774,308.96","-53,550,654.44","-93,350,863.63","-162,597,554.32","-53,196,389.50","-192,786,569.12","-393,707,951.74","-335,594,422.86","-53,093,769.94","-152,847,969.13","-155,956,988.81","-237,025,628.29","-50,431,023.37","-99,952,754.76","-121,132,323.92","-140,031,934.43","-52,199,496.27","-39,372,857.21","-146,753,201.48","-182,450,696.97","-30,653,164.15","-34,350,622.25","-57,072,114.75","-116,695,782.36","13,031,234.86","-153,279,616.27","-279,798,902.08","-319,192,883.44","41,339,875.11"
购买商品、接受劳务支付的现金,"83,371,789.48","133,640,573.79","110,420,251.55","177,464,087.41","177,668,224.74","41,849,206.64","111,636,783.16","153,153,466.14","164,177,987.50","57,810,785.12","131,391,881.96","208,425,158.43","309,162,077.47","66,875,583.43","88,954,307.34","177,337,376.21","308,585,997.79","54,425,187.99","137,560,448.30","192,033,788.44","441,550,224.53","64,852,211.01","214,692,964.99","334,274,089.75","518,169,029.50","161,390,236.63","262,669,031.32","392,978,795.21","580,089,989.50","139,868,243.51","291,640,610.96","442,356,305.67","574,844,112.33","118,524,699.32","319,425,173.22","432,228,983.59","571,682,199.71","129,195,333.25","305,824,161.73","423,563,375.55","440,215,480.31","116,162,250.80"
吸收投资收到的现金,"20,000,000.00",,,"358,422,500.00","358,422,500.00",,,,,,,,,"4,500,000.00","13,500,000.00","13,500,000.00","13,505,000.00","340,000,000.00","340,000,000.00","486,708,554.00","435,988,554.00",,,,"150,000.00",,"1,350,000.00","25,920,000.00","678,032,704.00","33,621,240.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,"1,200,000.00","1,200,000.00","1,200,000.00","10,200,000.00","1,000,000.00"
支付给职工以及为职工支付的现金,"6,479,309.92","10,467,634.59","8,729,667.72","12,635,990.43","18,226,649.58","7,614,758.04","13,553,807.51","20,104,089.64","28,723,614.50","17,586,636.77","32,328,086.05","48,853,329.54","60,159,500.53","18,812,003.30","38,553,996.34","59,376,713.27","83,881,520.41","25,732,071.63","48,232,269.98","70,738,303.49","100,580,999.86","32,392,248.62","49,871,511.89","83,466,031.21","117,862,902.80","35,519,226.94","57,307,297.61","82,169,480.59","114,359,701.22","34,216,094.49","56,566,676.85","82,220,117.93","115,315,263.70","35,178,167.38","58,594,211.73","82,945,787.10","111,521,447.84","32,710,640.34","56,822,299.75","81,276,204.01","108,343,055.34","35,497,536.77"
取得借款收到的现金,"104,800,000.00","100,750,000.00","57,610,000.00","72,100,000.00","80,100,000.00","11,570,000.00","71,210,000.00","91,210,000.00","101,210,000.00","98,030,000.00","219,530,000.00","318,530,000.00","318,530,000.00","125,700,000.00","256,000,000.00","371,140,000.00","529,800,000.00","176,100,000.00","423,500,000.00","530,000,000.00","813,200,000.00","220,616,617.34","437,286,617.34","588,786,617.34","781,670,000.00","269,300,000.00","679,957,020.00","744,707,020.00","1,145,966,020.00","185,000,000.00","442,500,000.00","542,500,000.00","562,500,000.00","178,500,000.00","238,500,000.00","269,100,000.00","633,500,000.00","435,610,000.00","636,499,520.00","754,637,020.00","885,412,020.00","505,415,050.00"
支付的各项税费,"11,936,381.94","19,279,019.26","14,002,420.64","23,075,501.25","32,730,847.51","11,259,870.51","17,760,222.34","25,834,238.64","27,999,063.69","18,150,838.46","40,451,910.25","40,600,580.30","47,999,440.24","10,449,527.91","29,213,402.23","46,684,271.27","62,452,166.60","20,543,319.97","43,272,905.49","57,130,103.28","69,887,254.63","17,001,737.55","33,158,532.15","40,882,959.50","46,688,514.36","14,078,283.96","41,551,167.46","53,363,556.61","72,853,130.29","21,331,343.99","37,837,850.14","59,610,146.86","85,858,736.41","45,055,420.85","67,171,519.17","90,550,765.32","150,338,445.97","55,271,008.27","91,230,723.86","147,491,280.08","190,271,891.64","97,615,682.20"
收到其他与筹资活动有关的现金,"16,189,940.95","15,511,395.00","16,684,391.17","20,697,587.60","34,517,347.12","2,420,324.55","2,859,575.08","8,132,400.96","11,916,792.33","1,505,540.57","1,923,783.66","2,207,439.64","19,920,996.41","209,791.37","4,944,813.25","18,480,106.77","6,137,841.27","779,759.96","47,425,897.90","161,506,127.49","20,830,891.30","1,952,924.24","25,553,875.00","66,641,332.48","83,871,060.02","31,792,657.21","1,376,846.47","23,744,530.95","115,638,482.78","848,892.86","23,309,180.22","28,827,246.00","20,590,957.37","284,946.05","579,200.93","248,136,626.14","3,742,254.86","10,395,056.10","1,484,863.22","6,520,391.13","13,263,339.80","65,602,331.95"
支付其他与经营活动有关的现金,"32,945,140.43","51,952,413.73","28,071,084.38","39,023,142.33","54,001,051.30","36,945,124.92","51,755,160.03","77,753,259.39","68,139,642.53","36,973,543.05","68,169,338.66","105,931,102.91","82,071,129.07","46,933,366.59","74,207,498.09","132,767,752.20","119,755,785.03","73,393,016.16","96,482,717.50","152,310,162.86","115,079,065.31","71,629,925.68","89,048,651.06","140,170,689.50","136,128,732.89","41,105,102.20","70,251,168.06","110,588,733.49","138,826,247.45","59,622,610.89","99,094,661.96","138,304,423.99","119,851,393.34","64,799,715.12","101,978,867.59","195,785,600.24","361,370,023.94","169,119,219.21","294,583,816.88","500,173,078.33","718,343,673.23","275,729,299.24"
筹资活动现金流入小计,"140,989,940.95","116,261,395.00","74,294,391.17","451,220,087.60","473,039,847.12","13,990,324.55","74,069,575.08","99,342,400.96","113,126,792.33","99,535,540.57","221,453,783.66","320,737,439.64","338,450,996.41","130,409,791.37","394,444,813.25","523,120,106.77","549,442,841.27","516,879,759.96","810,925,897.90","1,178,214,681.49","1,270,019,445.30","222,569,541.58","462,840,492.34","655,427,949.82","865,691,060.02","301,092,657.21","682,683,866.47","794,371,550.95","1,939,637,206.78","219,470,132.86","467,809,180.22","573,327,246.00","585,090,957.37","178,784,946.05","239,079,200.93","517,236,626.14","637,242,254.86","447,205,056.10","639,184,383.22","762,357,411.13","908,875,359.80","572,017,381.95"
经营活动现金流出小计,"134,732,621.77","215,339,641.37","161,223,424.29","252,198,721.42","282,626,773.13","97,668,960.11","194,705,973.04","276,845,053.81","289,040,308.22","130,521,803.40","272,341,216.92","403,810,171.18","499,392,147.31","143,070,481.23","230,929,204.00","416,166,112.95","574,675,469.83","174,093,595.75","325,548,341.27","472,212,358.07","727,097,544.33","185,876,122.86","386,771,660.09","598,793,769.96","818,849,179.55","252,092,849.73","431,778,664.45","639,100,565.90","906,129,068.46","255,038,292.88","485,139,799.91","722,490,994.45","895,869,505.78","263,558,002.67","547,169,771.71","801,511,136.25","1,194,912,117.46","386,296,201.07","748,461,002.22","1,152,503,937.97","1,457,174,100.52","525,004,769.01"
偿还债务支付的现金,"101,700,000.00","86,550,000.00","47,740,000.00","44,410,000.00","73,000,000.00","13,500,000.00","44,500,000.00","69,110,000.00","69,110,000.00","36,500,000.00","120,166,666.65","169,523,302.65","173,863,333.31","85,533,333.33","200,406,666.66","304,588,888.88","341,888,888.88","79,100,000.00","334,500,000.00","465,084,000.00","636,500,000.00","168,401,740.28","320,503,480.56","627,435,413.10","730,523,961.12","163,401,740.28","414,518,740.28","534,373,642.96","901,539,505.03","633,333,971.67","881,701,258.86","963,734,446.43","1,059,733,754.26","37,056,129.73","91,029,000.00","217,860,000.00","464,733,600.10","189,739,447.54","351,337,065.08","400,120,087.86","584,673,836.41","515,243,429.43"
