科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"29,583,398.38","26,066,519.24","46,648,373.91","25,649,904.29","35,892,840.32","182,124,230.03","181,614,723.91","165,184,012.03","154,761,784.56","159,622,559.80","164,835,496.82","147,569,100.51","137,089,468.90","138,892,154.63","123,788,862.18","127,805,197.66","105,000,869.48","117,127,812.49","114,028,709.82","45,869,934.28","43,233,717.53","23,927,965.04","370,719,625.45","244,324,719.50","116,234,013.28","117,718,192.45","208,289,244.37","235,787,461.92","120,308,420.80","124,638,064.44","158,826,005.48","247,208,465.54"
短期借款,,,"15,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","25,000,000.00","30,000,000.00","35,000,000.00","25,000,000.00","38,120,000.00","29,120,000.00","44,700,000.00","18,180,000.00","40,180,000.00","29,100,000.00","66,682,290.00","76,582,290.00","68,498,692.00","70,083,598.00","26,401,308.00","130,000,000.00","130,000,000.00","150,000,000.00","178,500,000.00","85,800,000.00","153,100,000.00","140,400,000.00","175,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"6,075,623.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"334,905.00","641,209.80","663,860.08",,,,"129,000.00",,"219,000.00","802,916.15","2,243,710.96","2,251,428.00","1,550,690.00","1,624,756.00","1,534,726.00","1,784,374.00","1,296,384.00","1,059,724.00","911,321.00",,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,"616,886.56","1,113,373.59","998,803.28",,,,"2,262,940.00","2,262,940.00",,,,,,,,
应收账款,"9,489,201.45","25,537,350.82","45,436,112.93","41,091,517.09","43,347,000.72","43,855,785.08","42,331,710.04","40,685,659.36","42,548,561.43","37,150,450.70","34,264,033.47","30,676,458.82","30,540,980.42","34,289,298.62","39,354,388.16","45,668,460.37","50,674,564.87","41,142,979.55","37,765,863.87","187,414,356.81","228,876,043.27","262,218,185.29","377,578,778.89","506,929,240.37","656,342,443.11","691,074,449.90","593,797,601.11","678,152,225.44","699,555,123.83","762,991,401.73","644,548,937.69","974,171,860.37"
应付账款,"18,121,659.31","25,993,018.33","40,887,779.39","30,822,292.98","43,758,559.55","36,668,974.95","31,576,689.02","18,651,349.46","21,073,413.97","17,381,476.63","15,744,133.46","16,027,473.59","21,654,469.84","24,912,155.56","26,788,107.78","21,825,280.60","35,630,246.87","26,779,297.49","23,584,223.25","106,750,416.57","140,401,723.78","148,128,655.37","142,296,671.05","217,487,678.18","194,495,021.69","184,990,116.94","146,798,339.56","205,351,600.47","209,334,679.78","224,429,982.62","112,891,573.69","245,359,816.29"
预付款项,"2,215,264.24","2,792,356.64","1,582,797.16","4,529,395.50","2,227,631.98","10,879,823.36","5,644,725.32","8,109,899.44","8,635,240.87","8,717,126.92","6,108,116.42","6,836,038.89","7,745,488.64","7,975,477.39","4,783,897.77","5,560,696.45","4,531,942.24","5,704,737.87","2,457,484.77","16,187,753.83","16,688,580.13","10,759,821.62","40,620,246.63","63,431,082.57","68,366,232.53","104,592,393.30","153,558,836.65","212,174,943.28","214,603,406.30","238,251,666.10","238,221,209.67","375,408,989.66"
预收款项,"1,857,911.40","7,712,627.76","2,714,713.03","2,877,774.70","1,169,662.68","948,246.67","1,107,222.19","1,232,700.40","1,498,919.71","1,675,092.78","772,609.60","324,493.51","376,996.95","336,433.71","1,094,500.47","1,068,968.91","1,408,109.59","1,368,485.38","1,201,567.02","8,902,186.32","11,068,470.88","10,252,145.38","11,491,417.75","35,909,511.64","12,977,966.55","39,326,799.66","26,858,328.65","22,814,807.24","62,575,975.63","76,409,953.44","47,585,663.66","182,285,655.11"
