科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
货币资金,"201,871,967.24","155,554,510.82","197,236,889.13","274,866,614.17","233,656,831.00","210,181,503.77","329,907,853.65","421,134,096.30","371,241,124.79","272,318,226.86","216,116,142.80","735,704,981.56","708,677,238.02","620,800,131.83","511,687,300.76","737,841,714.51","567,848,238.17","532,895,188.51","513,470,823.35","702,049,404.85","453,321,378.60","353,456,269.42","373,509,306.02","711,292,347.50","436,487,666.84","320,906,480.64","384,730,633.18","705,226,093.76","472,777,771.74","516,933,570.52","461,354,737.20","1,659,046,279.46","1,472,253,280.21","1,126,052,720.19","925,469,333.99","1,700,126,424.09","1,013,529,317.71","775,766,380.58","892,121,703.83"
短期借款,"100,898,847.00","145,898,847.00","144,138,847.00","120,800,000.00","55,800,000.00","25,800,000.00","25,800,000.00","17,800,000.00","14,030,000.00","14,030,000.00","14,030,000.00","2,030,000.00","2,030,000.00","2,030,000.00","2,030,000.00","9,973,620.00","9,933,840.00","17,130,375.41","61,929,665.41","54,846,826.00","49,900,000.00","54,400,000.00","39,140,715.00","137,000,000.00","137,000,000.00","137,000,000.00","137,000,000.00","87,000,000.00","137,000,000.00","137,000,000.00","122,000,000.00","68,000,000.00","118,000,000.00","88,000,000.00","18,000,000.00","224,300,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,213,710.00","11,238,267.60","15,821,754.81","19,566,916.52","45,285,840.56","12,672,325.86","2,185,402.05","14,305,081.73","36,760,095.83","47,430,586.45","6,186,172.61","18,132,603.09","16,962,646.07","44,063,842.02","26,315,762.35","33,288,996.34","22,590,337.21","22,391,071.02","9,557,624.23","27,830,400.81","28,936,310.62","34,218,848.13","17,218,261.11","33,056,505.13","26,577,897.07","11,427,924.32","7,291,372.09","41,846,149.47","64,291,312.93","66,017,381.61","83,336,046.72","33,144,478.00","61,484,818.66","13,886,255.07","20,353,978.59","52,972,092.21","52,016,804.03","142,505,345.65","99,101,547.50"
应付票据,"31,917,743.00","42,031,367.00","21,624,000.00","30,000,000.00","14,175,926.00","29,296,788.75","39,306,579.70","13,868,114.00","84,301,403.37","94,875,397.50","12,132,024.00","19,396,222.81","18,379,265.45","25,055,546.14","39,972,466.41","44,744,482.43","27,192,391.23","16,499,542.77","54,642,562.85","73,506,329.81","37,039,399.88","36,548,092.44","74,185,087.54","87,615,640.78","42,836,309.66","44,627,813.94","69,997,928.66","131,792,788.92","93,760,082.21","98,018,445.01","140,013,420.02","191,288,647.26","183,785,603.33","156,224,010.36","228,892,835.05","193,393,423.43","202,088,575.52","205,766,077.00","271,425,231.61"
应收账款,"217,730,720.07","272,786,675.54","287,826,349.69","272,920,379.32","276,496,188.73","290,991,242.59","274,302,179.52","184,284,729.89","193,446,523.87","303,605,310.44","271,954,736.13","212,195,084.64","208,594,240.62","285,372,780.64","326,592,301.27","229,490,315.19","270,633,274.67","333,677,636.26","403,942,535.71","227,240,617.04","302,428,976.42","422,827,960.40","510,430,750.04","291,601,888.94","377,240,493.64","531,989,987.02","668,366,339.81","442,058,065.95","553,447,075.64","697,813,267.98","757,083,320.81","468,424,421.64","549,505,449.07","662,914,175.50","749,183,108.91","456,640,201.70","568,166,959.06","658,074,541.88","705,101,623.03"
应付账款,"145,101,867.77","169,560,476.84","191,733,163.68","219,139,351.71","213,693,987.80","155,875,378.96","151,224,375.89","164,200,180.87","169,009,012.08","192,900,390.49","166,441,018.36","151,696,978.19","162,864,742.08","226,251,264.32","225,286,351.48","205,428,679.70","192,774,594.65","220,380,454.83","213,957,697.90","221,160,420.13","198,036,498.86","265,585,066.57","285,267,700.88","306,257,717.23","285,033,171.61","299,552,590.35","346,932,076.68","336,256,200.64","340,649,919.17","373,579,050.68","361,147,994.98","332,003,952.92","363,650,106.84","401,718,207.99","440,288,341.73","416,254,853.97","370,910,939.65","447,499,748.36","399,731,791.04"
预付款项,"44,194,803.05","29,894,827.70","49,802,152.20","53,817,592.50","50,664,787.59","63,486,394.51","70,486,197.97","54,495,146.83","67,836,552.23","37,379,369.07","35,603,182.99","22,808,579.19","42,308,016.88","45,350,512.42","43,649,506.15","27,094,422.73","35,789,340.03","62,793,659.38","76,771,389.63","66,970,086.69","67,737,413.57","79,242,157.04","83,281,851.95","59,069,347.89","122,033,967.71","107,829,872.09","99,490,534.29","98,344,711.15","96,947,088.91","90,688,151.89","109,352,801.97","41,291,656.53","39,634,254.79","61,016,851.97","90,909,082.77","43,575,325.61","61,055,730.45","53,426,225.21","41,024,745.24"
预收款项,"11,324,449.97","12,211,212.70","16,533,521.84","130,688,583.39","126,626,525.05","14,287,537.06","13,272,431.74","9,012,767.00","11,330,416.15","14,973,546.68","14,548,438.43","23,719,801.38","17,825,716.43","20,630,328.27","23,866,019.30","6,897,914.91","8,143,788.32","7,152,315.52","9,854,360.21","23,981,293.01","14,353,561.74","15,514,872.26","14,492,950.87","35,378,518.74","16,341,040.17","16,927,504.90","71,589,305.73","58,841,692.26","59,659,949.62","55,790,375.02","63,347,023.18","91,752,306.31","79,486,829.59","40,388,230.29","35,133,134.45","109,005,357.99","86,196,672.57","38,799,288.75","48,552,899.28"
其他应收款,"32,453,373.23","31,781,917.83","111,043,185.81","37,138,778.62","41,429,135.96","22,678,937.72","17,159,884.02","12,639,238.76","15,117,951.74","20,360,244.40","18,722,210.48","13,197,589.72","34,436,330.09","38,925,679.30","58,220,865.69","11,174,970.90","18,446,249.82","18,093,825.10","22,342,136.06","7,775,954.40","14,916,443.97","20,904,588.84","19,894,119.89","11,408,373.17","16,129,944.38","41,448,861.09","41,951,754.71","32,920,748.07","40,158,379.22","41,467,993.21","39,908,604.79","34,370,539.89","46,295,001.18","34,677,755.69","34,099,966.89","9,788,198.68","15,324,673.47","17,180,086.54","21,013,803.21"
应付职工薪酬,"14,761,273.75","15,151,630.17","18,479,163.60","22,786,636.76","17,567,314.01","9,418,618.66","13,817,219.13","19,475,024.52","17,548,260.05","7,964,654.43","10,784,403.16","36,478,590.14","34,650,484.88","33,242,642.12","27,239,790.36","19,236,401.39","16,747,536.77","15,899,504.50","8,677,125.85","14,022,341.15","13,238,547.66","9,338,100.65","14,685,756.02","29,359,218.05","26,032,950.50","13,183,979.35","11,748,493.36","38,835,493.71","34,730,484.52","16,031,739.31","12,994,778.55","50,301,857.02","45,855,442.24","42,604,278.23","17,975,275.91","70,998,972.50","60,129,200.52","37,850,470.95","38,248,536.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,177,126.19","4,979,613.70","33,433,658.25","1,142,056.61","-5,243,156.62","-2,893,213.32","-4,311,168.30","8,046,982.10","-4,043,683.20","5,029,965.55","-1,055,867.61","54,300,379.70","35,401,182.11","46,526,448.21","7,158,960.57","18,003,309.72","-1,527,599.24","7,904,266.32","10,059,192.08","30,183,187.26","-2,245,669.59","176,885.42","6,683,206.06","10,508,533.84","-5,931,870.95","-3,428,883.45","-5,167,037.70","14,716,491.91","-4,485,672.36","3,755,563.93","3,519,762.24","36,863,787.61","12,560,828.72","16,214,148.35","10,775,385.61","70,447,598.12","32,292,833.07","23,734,643.06","28,467,861.58"
应收利息,,,,,,,,,,,,,,,,"65,992.24","65,992.24",,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,"78,604.92","78,604.92",,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,"1,549,729.59",,"1,549,729.59","1,549,729.59",,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000.00","7,000,000.00"
应付股利,,,,,,,,"381,532.00",,"381,532.00","5,784,505.25","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","705,297.75","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","2,035,217.73","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","381,532.00","2,780,606.93",,,,,,,
存货,"209,781,226.67","216,104,369.93","233,777,665.44","230,027,740.64","264,973,109.24","234,356,053.70","239,368,230.95","179,956,437.07","220,370,538.62","211,918,012.75","240,423,884.63","149,106,595.21","188,848,853.84","201,724,493.62","215,644,213.74","166,583,554.17","229,208,278.15","226,754,466.83","257,510,345.53","163,788,316.35","207,450,431.09","235,588,426.27","264,689,039.83","230,631,511.04","247,957,327.09","280,910,386.06","342,226,747.61","345,041,228.64","372,400,100.93","385,139,194.81","401,636,144.64","349,208,787.97","386,232,231.59","425,161,172.15","502,592,690.23","389,585,685.12","447,920,218.53","472,776,917.26","500,126,368.21"
其他应付款,"84,432,244.26","87,185,862.14","76,122,351.32","83,715,764.35","85,308,521.73","86,942,549.83","83,136,106.06","46,923,717.39","43,667,832.58","42,577,442.69","42,038,981.94","47,209,527.10","46,401,519.80","48,274,022.11","43,051,374.92","23,652,648.97","23,164,074.89","26,440,172.08","26,548,678.80","38,788,083.02","32,432,186.97","66,533,993.35","31,720,709.55","52,862,713.82","79,619,446.40","60,657,508.90","53,017,124.39","55,967,976.65","46,289,211.32","46,344,179.53","37,309,387.89","51,713,850.32","59,626,659.16","84,075,569.22","177,169,777.87","73,448,476.10","83,215,115.49","102,650,519.19","119,997,289.39"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,"2,880,033.97","2,930,033.97","2,991,160.97","3,041,160.97","3,107,215.34","3,164,215.34","3,219,215.34","3,269,215.34","3,324,215.34","3,382,215.34","3,440,215.34","3,498,215.34","3,324,215.34",,,,,,,,,,,,,,,,,,,
其他流动资产,"1,549,729.59","1,549,729.59","1,549,729.59","1,549,729.59","1,549,729.59","1,549,729.59","1,549,729.59",,"1,549,729.59",,,,,,,,,,,,,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","71,500,000.00","59,500,000.00","1,500,000.00","3,149,980.09","5,088,551.82","42,557,001.32","127,249,597.12","4,815,091.51","259,328,490.92","295,516,947.77","174,803,526.80"
其他流动负债,"4,248,096.53","1,606,287.14","1,606,287.14","381,532.00","77,755,532.00","381,532.00","400,661.96",,"381,532.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"716,795,529.85","718,910,299.01","897,057,726.67","889,887,751.36","914,055,622.67","835,916,187.74","934,959,477.75","868,364,460.17","906,322,516.67","894,561,479.56","790,556,059.23","1,151,145,433.41","1,199,827,325.52","1,236,237,439.83","1,182,109,949.96","1,205,539,966.08","1,144,581,710.29","1,196,605,847.10","1,283,594,854.51","1,195,654,780.14","1,074,790,954.27","1,146,238,250.10","1,269,023,328.84","1,338,559,973.67","1,227,927,296.73","1,296,013,511.22","1,545,557,381.69","1,666,936,997.04","1,671,521,729.37","1,857,559,560.02","1,854,171,656.13","2,588,636,143.58","2,560,493,587.32","2,366,265,931.89","2,449,857,758.50","2,657,503,018.92","2,417,342,194.17","2,422,246,444.89","2,440,293,317.82"
