科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应付款,"479,922.38","710,655.01","1,234,416.18","1,164,306.08","8,106,814.93","1,398,150.09","1,161,590.62","1,473,607.66","1,222,547.30","4,062,694.15","6,965,663.27","4,379,766.05","4,867,346.08","8,011,630.75","10,047,647.32","8,052,033.44","9,151,469.37","8,893,074.91","13,104,205.84","59,447,592.98","69,466,852.02","66,333,079.04","67,065,338.18","61,147,626.11","70,497,975.61","49,797,557.63","70,827,384.79","62,263,108.24","68,113,554.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"450,000.00","337,500.00","225,000.00","112,500.00","25,111,000.00","24,930,750.00","49,501,000.00","180,250.00","1,321,000.00","990,750.00","1,321,000.00","1,321,000.00","36,000,000.00","36,000,000.00","36,000,000.00"
其他流动资产,,,,,,,,,,,,,,,"12,180,588.59","13,680,588.59","11,680,588.59","13,038,792.27","22,113,876.60","15,643,876.60","13,227,740.94","146,783,740.94","68,623,301.34","26,911,430.40","25,763,098.67","18,019,352.28","14,938,506.75","22,706,422.18","22,548,202.89"
其他流动负债,,,,,,,,,,,"4,500,000.00",,"4,500,000.00","4,500,000.00",,,,,,,,,,,"3,284,353.76",,"2,312,205.35","1,291,748.37","1,232,090.13"
流动资产合计,"354,514,435.69","437,711,688.25","635,035,851.78","599,632,791.71","985,789,799.04","1,069,463,720.07","1,030,766,134.19","994,987,439.04","960,931,808.96","1,017,807,832.31","1,122,221,835.99","1,104,527,644.31","1,154,581,308.19","1,262,377,164.27","1,259,964,330.23","1,297,382,411.12","1,389,232,205.94","1,545,006,529.56","1,486,617,893.65","2,254,503,485.96","2,364,452,221.73","2,485,371,763.53","2,552,608,577.60","2,714,785,229.16","2,802,162,337.42","3,003,226,975.05","3,033,935,140.35","3,068,052,875.89","3,184,939,307.30"
流动负债合计,"238,543,592.83","300,549,010.84","445,576,391.23","404,063,334.37","470,243,328.03","590,126,509.84","545,509,172.28","500,398,372.09","515,556,204.63","610,504,746.62","712,112,857.22","712,231,384.05","723,021,189.63","797,948,648.91","877,238,534.06","897,837,201.72","992,615,637.68","1,128,660,382.59","1,121,708,040.80","1,279,166,456.82","1,455,249,330.77","1,699,300,850.87","1,714,746,799.04","1,854,286,928.47","2,115,236,602.51","2,286,004,561.42","2,427,862,022.06","2,415,312,617.73","2,436,322,332.93"
可供出售金融资产,,,,,,,,,,,,,,,"27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","96,369,750.00","96,369,750.00","96,369,750.00","96,369,750.00","96,369,750.00"
长期借款,,,,,,,,,,,,,"73,940,000.00","137,333,000.00","137,333,000.00","152,210,000.00","159,210,000.00","159,210,000.00","166,042,100.00","166,042,100.00","141,652,100.00",,,,,,"252,000,000.00","252,000,000.00","252,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,110,063.90","52,566,894.64","125,691,727.45"
长期股权投资,"3,438,750.00","3,438,750.00","3,438,750.00","3,438,750.00","3,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00","27,438,750.00",,,,,,,,,,,"56,580,016.62","56,626,606.24","93,693,633.33","93,778,668.27","93,946,277.57"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303,328.00",
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"71,164,264.02","89,481,339.21","85,990,762.21","83,930,577.55","92,193,617.18","90,002,968.72","89,095,725.44","86,554,461.77","87,379,786.15","90,422,872.34","88,570,696.60","86,501,844.19","86,965,438.98","135,361,796.20","220,093,813.27","218,251,820.16","223,788,439.76","225,710,236.53","222,104,351.90","216,117,427.06","382,041,348.78","375,047,875.77","469,022,035.71","460,523,074.81","546,914,775.99","478,573,647.89","753,008,289.28","736,143,770.61","721,347,529.17"
递延所得税负债,,,,,,,,,,,,,,,,,,,"138,556.07","138,556.07","298,244.10","138,556.07","477,138.22","477,138.22","661,416.10","757,048.27","850,507.25","850,507.25","850,507.25"
在建工程,"21,771,573.89","25,528,957.31","33,207,967.66","33,469,534.33","34,255,438.71","56,245,369.82","66,276,019.09","69,858,250.66","84,934,452.31","109,632,093.23","119,375,356.31","154,042,746.38","194,134,614.78","196,691,073.00","213,636,426.95","228,012,890.62","241,653,398.26","243,840,419.23","314,526,341.80","317,590,871.31","192,360,641.91","205,709,549.37","113,320,231.57","116,127,737.65","131,749,428.27","196,695,594.52","85,413,947.69","97,334,771.91","112,914,102.43"
其他非流动负债,,,,,,,,,,"4,500,000.00",,"4,500,000.00",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,"4,500,000.00",,"4,500,000.00","73,940,000.00","137,333,000.00","141,233,000.00","156,110,000.00","163,110,000.00","163,110,000.00","171,708,322.73","171,708,322.73","147,117,510.76","5,666,222.73","22,383,804.88","22,383,804.88","20,369,974.97","20,081,535.99","336,442,085.63","336,296,156.97","408,784,897.05"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"238,543,592.83","300,549,010.84","445,576,391.23","404,063,334.37","470,243,328.03","590,126,509.84","545,509,172.28","500,398,372.09","515,556,204.63","615,004,746.62","712,112,857.22","716,731,384.05","796,961,189.63","935,281,648.91","1,018,471,534.06","1,053,947,201.72","1,155,725,637.68","1,291,770,382.59","1,293,416,363.53","1,450,874,779.55","1,602,366,841.53","1,704,967,073.60","1,737,130,603.92","1,876,670,733.35","2,135,606,577.48","2,306,086,097.41","2,764,304,107.69","2,751,608,774.70","2,845,107,229.98"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","400,428,954.00","406,828,954.00","1,017,072,385.00","1,017,072,385.00","1,017,072,385.00","1,017,072,385.00","1,010,672,385.00","1,010,672,385.00","1,010,672,385.00","1,005,743,085.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"70,905,123.35","70,905,123.35","70,905,123.35","70,905,123.35","356,801,208.35","356,801,208.35","356,801,208.35","356,801,208.35","276,801,208.35","276,801,208.35","276,801,208.35","276,801,208.35","116,801,208.35","116,801,208.35","116,801,208.35","116,801,208.35","116,801,208.35","116,801,208.35","116,801,208.35","630,612,251.19","669,844,251.19","59,600,820.19","63,864,291.02","63,864,291.02","62,168,508.52","50,418,108.52","40,145,458.52","40,145,458.52","31,193,849.72"
无形资产,"14,031,042.13","13,730,773.21","13,430,504.29","13,355,437.06","13,280,369.83","13,205,302.60","13,130,235.37","13,055,168.14","56,618,154.25","89,324,167.03","86,555,179.81","85,576,192.58","84,443,205.35","83,310,218.12","82,177,230.89","81,044,243.66","79,911,256.43","78,778,269.20","77,668,481.97","76,582,968.58","75,412,964.47","74,296,743.85","73,173,348.13","72,306,191.39","89,683,284.66","88,452,663.46","124,194,744.05","122,745,232.57","121,304,148.82"
盈余公积,"11,384,396.40","15,704,743.33","20,516,357.86","20,516,357.86","20,516,357.86","20,516,357.86","25,719,519.03","25,719,519.03","25,719,519.03","25,719,519.03","31,518,143.56","31,518,143.56","31,518,143.56","31,518,143.56","36,953,125.89","36,953,125.89","36,953,125.89","36,953,125.89","42,549,983.06","42,549,983.06","42,549,983.06","42,549,983.06","49,099,804.53","49,099,804.53","49,099,804.53","49,099,804.53","52,139,727.59","52,139,727.59","52,139,727.59"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,"45,632,000.00","45,632,000.00","45,531,210.90","45,531,210.90","45,460,408.17","27,310,008.17","27,310,008.17","27,310,008.17","13,429,099.37"
商誉,,,,,,,,,,"2,448,595.01","4,317,123.77","4,317,123.77","4,317,123.77","4,317,123.77","4,317,123.77","4,317,123.77","4,317,123.77","6,064,519.87","10,501,084.48","10,501,084.48","10,501,084.48","10,501,084.48","7,060,043.36","7,060,043.36","7,060,043.36","7,060,043.36","283,375,206.75","283,375,206.75","283,375,206.75"
未分配利润,"74,984,962.48","111,753,137.41","160,647,707.27","164,280,898.95","187,078,038.51","194,112,374.71","203,593,542.73","213,855,862.66","223,396,151.18","243,514,803.01","251,662,288.79","260,601,823.31","269,386,193.27","287,672,945.57","297,006,238.64","309,710,372.88","317,160,922.42","335,234,011.48","341,845,127.78","354,219,547.35","355,656,591.86","379,553,485.43","396,717,361.21","406,527,745.80","386,612,932.46","412,101,963.55","395,045,231.42","411,901,689.30","430,080,970.99"
长期待摊费用,"431,022.90","210,736.32","100,054.17","75,040.63","50,027.08","25,013.53",,,,"571,085.53","548,369.62","525,653.80","502,937.98","480,222.16","457,506.34","434,790.52","412,074.70","389,358.88","366,643.06","343,927.24","321,211.42","319,105.38","279,179.65","277,753.92","237,828.19","342,084.14","1,128,260.65","1,304,937.92","3,452,841.46"
少数股东权益,"9,655,676.83","11,323,520.58","13,716,430.37","14,294,536.72","14,499,642.60","14,955,999.84","15,458,628.09","15,490,782.91","16,203,545.36","16,958,700.86","17,688,823.86","17,958,259.27","18,525,240.28","19,584,285.04","19,916,237.69","20,590,550.98","21,291,028.20","27,409,273.01","32,673,043.27","32,369,508.30","32,208,680.41","32,363,332.54","33,974,439.60","33,680,998.36","131,432,958.34","131,418,423.89","269,778,527.01","278,008,694.81","288,653,804.30"
递延所得税资产,"122,663.26","133,291.21","158,119.97","158,119.97","130,573.51","131,325.86","375,206.39","371,675.43","373,676.88","353,582.42","756,009.68","680,863.51","808,596.04","881,883.91","1,019,561.18","1,106,755.97","1,127,916.77","1,217,359.77","2,383,463.40","2,254,629.44","2,225,670.41","2,529,423.18","7,164,031.76","7,170,192.27","7,237,981.65","7,197,020.39","9,694,783.63","9,468,445.27","9,790,496.31"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"6,131,452.87","6,131,452.87","9,705,458.25","9,196,995.06","8,124,709.78","890,198.76","2,127,838.06","19,250.00","27,809,240.46","10,000,000.00","16,617,703.26"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"110,959,316.20","132,523,847.26","136,326,158.30","134,427,459.54","143,348,776.31","187,048,730.53","196,315,936.29","197,278,306.00","256,744,819.59","320,191,145.56","327,561,485.79","359,083,174.23","398,610,666.90","448,481,067.16","549,140,412.40","560,606,374.70","578,648,959.69","583,438,913.48","661,120,569.48","656,961,110.98","700,007,129.72","705,039,527.09","705,582,329.96","691,793,942.16","937,960,946.80","931,336,660.00","1,474,687,855.84","1,450,520,783.30","1,459,118,055.77"
所有者权益(或股东权益)合计,"226,930,159.06","269,686,524.67","325,785,618.85","329,996,916.88","658,895,247.32","666,385,940.76","681,572,898.20","691,867,372.95","702,120,423.92","722,994,231.25","737,670,464.56","746,879,434.49","756,230,785.46","775,576,582.52","790,633,208.57","804,041,584.10","812,155,527.95","836,675,060.45","854,322,099.60","1,460,589,817.39","1,462,092,509.92","1,485,444,217.02","1,521,060,303.64","1,529,908,437.97","1,604,516,706.74","1,628,477,537.64","1,744,318,888.50","1,766,964,884.49","1,798,950,133.09"
资产总计,"465,473,751.89","570,235,535.51","771,362,010.08","734,060,251.25","1,129,138,575.35","1,256,512,450.60","1,227,082,070.48","1,192,265,745.04","1,217,676,628.55","1,337,998,977.87","1,449,783,321.78","1,463,610,818.54","1,553,191,975.09","1,710,858,231.43","1,809,104,742.63","1,857,988,785.82","1,967,881,165.63","2,128,445,443.04","2,147,738,463.13","2,911,464,596.94","3,064,459,351.45","3,190,411,290.62","3,258,190,907.56","3,406,579,171.32","3,740,123,284.22","3,934,563,635.05","4,508,622,996.19","4,518,573,659.19","4,644,057,363.07"
负债和所有者(或股东权益)合计,"465,473,751.89","570,235,535.51","771,362,010.08","734,060,251.25","1,129,138,575.35","1,256,512,450.60","1,227,082,070.48","1,192,265,745.04","1,217,676,628.55","1,337,998,977.87","1,449,783,321.78","1,463,610,818.54","1,553,191,975.09","1,710,858,231.43","1,809,104,742.63","1,857,988,785.82","1,967,881,165.63","2,128,445,443.04","2,147,738,463.13","2,911,464,596.94","3,064,459,351.45","3,190,411,290.62","3,258,190,907.56","3,406,579,171.32","3,740,123,284.22","3,934,563,635.05","4,508,622,996.19","4,518,573,659.19","4,644,057,363.07"
