科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"1,142,442.56","2,206,541.00","2,604,419.04","2,437,513.49","3,751,787.94","5,147,740.73","1,462,639.30","2,680,227.82","4,135,805.31","6,079,067.72","2,960,772.64","9,778,059.06","14,023,685.16","16,351,306.66","5,002,245.86","9,336,394.73","14,672,534.98","19,737,364.98","6,015,541.92","11,235,659.99","16,228,084.45","22,010,384.34","7,008,794.48","12,931,078.68","19,038,643.26","26,542,530.83","11,179,700.96","21,100,272.72","31,146,340.20","42,543,178.10","13,202,580.94","23,456,593.66","33,643,630.37","44,751,420.45"
取得借款收到的现金,,,"3,000,000.00",,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,"20,000,000.00",,,,"50,000,000.00",,"20,000,000.00","20,000,000.00","136,000,000.00"
支付的各项税费,"8,194,448.02","10,115,078.85","8,075,029.73","12,625,177.48","16,374,741.45","20,409,096.13","4,701,895.34","7,285,065.51","9,622,632.54","17,720,509.58","27,097,382.70","30,721,018.32","33,378,399.42","40,408,832.27","5,483,532.10","10,564,173.04","14,939,061.96","17,537,259.59","4,575,613.78","11,814,540.86","15,110,637.95","27,983,942.12","5,159,528.19","10,920,903.78","13,498,966.59","16,201,306.19","5,052,976.67","11,305,925.54","23,497,740.10","36,516,549.15","10,366,237.92","14,220,003.49","19,900,913.19","26,646,255.55"
收到其他与筹资活动有关的现金,,,,,,"545,546.96",,,,"9,875,395.49",,,,"4,993,060.05","2,461,861.60","2,616,052.93","2,616,052.93","3,021,744.03","2,057,311.69","2,062,705.06","2,783,733.75","3,039,922.00","1,811,062.86","2,481,907.31","2,749,403.46","2,962,189.50",,,,,,,,
支付其他与经营活动有关的现金,"9,195,079.22","8,248,772.77","10,069,116.90","7,509,761.09","9,080,643.23","10,764,088.88","3,445,720.22","5,491,906.76","8,231,795.51","16,659,670.73","5,331,593.42","23,461,914.35","34,330,410.05","23,606,199.92","7,258,443.04","13,507,830.58","23,797,307.30","25,610,929.66","14,353,565.71","23,501,790.28","34,356,249.04","23,829,997.48","5,866,637.61","16,676,726.82","36,812,995.73","31,176,610.66","28,311,783.10","89,456,306.43","125,359,396.89","63,332,197.93","30,437,186.74","96,916,907.49","113,099,049.55","98,050,325.28"
筹资活动现金流入小计,"2,480,000.00",,"22,400,000.00",,,"400,667,346.96",,,,"9,875,395.49",,"10,000,000.00","10,000,000.00","14,993,060.05","2,461,861.60","2,616,052.93","2,616,052.93","3,021,744.03","7,345,321.69","7,350,715.06","14,913,827.75","15,522,016.00","1,811,062.86","4,005,979.31","4,273,475.46","34,634,161.50",,"1,744,000.00","1,744,000.00","53,514,460.00",,"20,000,000.00","50,173,300.00","166,373,300.00"
经营活动现金流出小计,"83,141,057.12","118,746,371.37","120,426,689.28","79,708,129.60","114,381,571.41","146,238,729.32","44,587,971.73","72,438,130.16","113,927,607.47","217,132,391.96","81,576,022.30","188,485,648.84","275,893,385.67","353,181,733.34","40,280,940.62","96,832,407.69","155,871,436.63","257,724,579.91","87,009,529.74","139,643,391.91","226,462,424.71","300,945,006.27","82,981,496.48","152,710,981.89","229,317,475.96","357,966,249.42","104,044,651.54","220,638,844.94","328,568,640.51","395,151,808.50","105,832,804.65","262,767,365.06","378,868,115.13","471,307,175.96"
偿还债务支付的现金,,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,"23,000,000.00","23,000,000.00","33,000,000.00",,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","20,000,000.00",,"20,000,000.00","20,000,000.00","50,000,000.00"
经营活动产生的现金流量净额,"11,888,502.74","11,597,798.47","37,100,638.95","-20,919,374.70","-7,064,042.21","22,055,019.13","-16,995,444.44","-22,080,194.42","7,373,968.44","99,381,558.06","-54,501,846.37","-91,016,912.34","-102,889,558.39","-54,546,365.86","-3,455,303.98","-50,318,084.96","-95,987,666.46","-424,387.34","-46,540,986.90","-26,219,229.66","-52,060,129.91","13,547,888.74","-51,341,337.61","-51,525,608.03","-40,765,394.23","-28,599,479.84","-28,890,235.92","-38,714,320.56","-15,312,486.52","-20,013,653.49","-2,238,418.39","-22,964,523.38","-56,979,381.04","-54,016,201.38"
分配股利、利润或偿还利息支付的现金,"104,126.35","225,823.55","43,000,000.00","48,863.25","48,863.25","48,863.25",,,,,"9,937,666.72","10,300,510.65","10,461,766.20","11,723,602.25","12,269.44","11,050,945.82","11,050,896.44","11,052,269.44",,"16,536,382.33","16,610,718.73","16,612,150.00",,"16,696,259.21","16,696,027.92","16,727,210.84","82,408.34","7,330,643.18","17,249,234.37","17,791,871.14","554,625.00","9,396,093.43","9,937,426.76","11,102,107.71"
收回投资收到的现金,"4,420,000.00","12,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"20,000,000.00","20,000,000.00","30,000,000.00",,,,"11,150,000.00"
支付其他与筹资活动有关的现金,,,,,,,,,,,"65,373.33","65,373.33","65,373.33",,,,,,,,,"43,135.56",,"379,596.77","379,596.77","379,596.77",,,,,,,,
取得投资收益收到的现金,,"37,994.70",,"43,452.05","43,452.05","43,452.05",,,,,,,,,,,,,,,,,"2,750,000.00","2,750,000.00","2,750,000.00","2,750,000.00",,"72,328.77","72,328.77","111,232.88",,,,"81,972.60"
筹资活动现金流出小计,"104,126.35","225,823.55","43,000,000.00","3,048,863.25","3,048,863.25","3,048,863.25",,,,,"10,003,040.05","33,365,883.98","33,527,139.53","44,723,602.25","12,269.44","11,050,945.82","11,050,896.44","11,052,269.44",,"16,536,382.33","16,610,718.73","16,655,285.56",,"17,075,855.98","17,075,624.69","17,106,807.61","5,082,408.34","12,330,643.18","22,249,234.37","37,791,871.14","554,625.00","29,396,093.43","29,937,426.76","61,102,107.71"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,000.00","2,739,480.00",,,,,,,"235,200.00","235,200.00",,,"75,400.00","465,015.63",,,,,"135,000.00","135,000.00","135,000.00","1,114,500.83",,,,,"100,000.00","100,000.00","100,000.00","103,000.00",,"30,000.00","30,000.00","1,001,968.74"
筹资活动产生的现金流量净额,"2,375,873.65","-225,823.55","-20,600,000.00","-3,048,863.25","-3,048,863.25","397,618,483.71",,,,"9,875,395.49","-10,003,040.05","-23,365,883.98","-23,527,139.53","-29,730,542.20","2,449,592.16","-8,434,892.89","-8,434,843.51","-8,030,525.41","7,345,321.69","-9,185,667.27","-1,696,890.98","-1,133,269.56","1,811,062.86","-13,069,876.67","-12,802,149.23","17,527,353.89","-5,082,408.34","-10,586,643.18","-20,505,234.37","15,722,588.86","-554,625.00","-9,396,093.43","20,235,873.24","105,271,192.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,430,000.00","14,777,474.70",,"10,043,452.05","10,043,452.05","10,043,452.05",,,"235,200.00","235,200.00",,,"75,400.00","465,015.63",,,,,"135,000.00","135,000.00","135,000.00","1,114,500.83","52,750,000.00","52,750,000.00","52,750,000.00","52,750,000.00","100,000.00","20,172,328.77","20,172,328.77","30,214,232.88",,"30,000.00","30,000.00","12,233,941.34"
五、现金及现金等价物净增加额,"17,905,716.39","13,264,146.62","16,469,245.23","-26,538,586.28","-16,422,230.15","410,315,059.57","-19,638,998.97","-40,150,432.88","-20,411,334.04","69,216,013.63","-133,046,766.19","-191,064,856.51","-212,688,249.73","-175,651,472.60","-9,522,018.72","-73,680,709.35","-124,033,291.47","-35,738,028.31","-95,770,193.51","-92,645,185.23","-119,317,494.49","-54,896,254.37","3,010,725.25","-12,348,509.38","-36,305,024.52","2,381,105.91","-37,793,790.42","-62,300,472.29","-49,545,251.50","-17,727,892.91","-5,567,128.33","-49,032,553.76","-54,144,037.50","29,931,487.04"
购建固定资产、无形资产和其他长期资产支付的现金,"188,660.00","885,303.00","31,393.72","2,613,800.38","6,352,776.74","9,401,895.32","2,643,554.53","18,070,238.46","28,020,502.48","40,276,139.92","8,541,879.77","16,675,456.19","26,340,347.81","43,107,646.09","8,516,306.90","14,927,731.50","19,610,781.50","27,283,115.56","6,709,528.30","7,375,288.30","9,695,473.60","18,425,374.38","209,000.00","503,024.68","1,687,481.06","5,494,819.77","2,411,146.16","4,461,837.32","5,189,859.38","6,201,061.16","63,373.10","374,917.56","1,061,202.16","8,785,475.82"
期初现金及现金等价物余额,"6,742,412.29","24,648,128.68","37,912,275.30","54,381,520.53","54,381,520.53","54,381,520.53","464,696,580.10","464,696,580.10","464,696,580.10","464,696,580.10","533,912,593.73","545,180,659.65","545,180,659.65","533,912,593.73","358,261,121.13","358,261,121.13","358,261,121.13","358,261,121.13","322,523,092.82","322,523,092.82","322,523,092.82","322,523,092.82","270,600,726.45","267,626,838.45","267,626,838.45","267,626,838.45","270,007,944.36","270,007,944.36","270,007,944.36","270,007,944.36","252,280,051.45","252,280,051.45","257,343,147.74","252,280,051.45"
投资支付的现金,,"12,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,"60,000,000.00","60,000,000.00","60,000,000.00",,,,,,"50,000,000.00","50,000,000.00","56,000,000.00","50,000,000.00",,,"33,800,000.00","1,250,000.00","250,000.00","28,710,000.00","28,710,000.00","37,450,000.00","2,710,711.84","16,327,019.39","16,327,019.39","24,771,969.39"
期末现金及现金等价物余额,"24,648,128.68","37,912,275.30","54,381,520.53","27,842,934.25","37,959,290.38","464,696,580.10","445,057,581.13","424,546,147.22","444,285,246.06","533,912,593.73","400,865,827.54","354,115,803.14","332,492,409.92","358,261,121.13","348,739,102.41","284,580,411.78","234,227,829.66","322,523,092.82","226,752,899.31","229,877,907.59","203,205,598.33","267,626,838.45","273,611,451.70","255,278,329.07","231,321,813.93","270,007,944.36","232,214,153.94","207,707,472.07","220,462,692.86","252,280,051.45","246,712,923.12","203,247,497.69","203,199,110.24","282,211,538.49"
