科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"238,744,488.75","293,724,075.23","143,431,796.76","230,015,823.90","306,440,831.79","62,340,745.98","168,914,583.47","260,325,089.52","332,744,941.25","79,369,492.07","190,988,016.64","291,787,929.22","352,345,677.17","82,351,844.98","196,055,081.20","307,164,745.06","391,955,598.07","112,333,756.85","226,070,264.28","349,942,414.22","425,468,240.70","114,480,789.86","231,607,796.53","349,678,542.74","417,037,051.81","113,132,976.66","229,042,463.13","327,056,713.30","414,433,040.77","94,793,592.68","204,058,746.62","350,227,846.04","403,507,350.39","123,053,260.87","277,532,363.54","458,048,974.77","661,152,899.56","170,877,555.87","396,477,691.72"
二、营业利润,"34,205,135.15","54,623,517.35","36,866,688.59","60,189,269.14","82,788,076.06","18,243,718.19","50,045,909.95","74,811,294.57","80,304,173.14","17,058,639.26","45,020,728.98","68,978,261.68","74,629,205.97","19,933,052.65","47,568,316.67","70,919,434.96","77,069,353.09","23,127,317.92","36,459,038.85","54,339,234.27","57,074,947.16","21,692,429.64","42,077,383.03","61,597,908.95","55,012,630.15","17,321,643.23","35,648,061.96","54,457,769.80","65,936,254.61","11,949,736.04","27,208,624.43","44,694,736.56","40,240,761.89","8,352,729.58","11,681,937.46","24,212,829.87","72,130,080.02","363,574.25","28,217,413.94"
减:营业成本,"182,609,856.11","210,379,313.62","93,651,887.10","150,040,137.60","197,555,574.91","40,016,807.17","110,093,531.21","172,374,593.19","220,289,028.58","52,770,321.63","127,747,917.47","195,286,711.77","238,436,201.51","55,158,140.90","131,497,864.02","207,819,820.80","275,761,420.14","74,337,136.27","158,073,824.84","245,951,171.29","306,697,569.28","79,965,113.53","161,494,170.51","243,351,798.35","297,073,021.12","79,568,484.25","159,625,046.94","228,310,364.92","289,827,279.93","65,153,439.72","140,864,017.90","249,358,846.53","287,854,730.71","92,352,318.91","208,232,934.55","338,033,404.32","464,725,277.84","124,514,058.00","277,424,644.42"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,,,,,,,"2,704,458.36",,"1,420,732.54","2,015,852.87","2,093,299.33","779,929.28","1,580,179.63","2,125,936.11","2,571,533.32","295,518.90","1,361,726.54","2,049,278.55","2,333,788.40","821,808.21","1,550,259.53","2,319,033.86","3,119,668.40","470,914.48","1,210,437.31","1,816,530.38","4,056,899.76","160,121.41","1,607,055.04","3,267,970.70","9,225,932.84","901,295.84","2,440,904.78"
营业外收入,,"2,000,000.00","830,000.00","1,674,281.00","2,352,569.00","580,296.00","583,440.26","983,440.26","1,000,296.00","10,000,000.00","26,271,076.00","32,271,076.00","30,271,076.00","30,000.00","30,000.00","30,000.00","30,000.00","10,000.00","28,060,476.97","27,870,824.46","27,870,824.46",,,"41,303.61","20,000.00","80,000.00","103,662.20","164,145.20","236,737.56","200,000.00","200,000.00","200,000.00","10,419,091.32","2,707,003.24","27,408,437.33","27,501,628.99","138,625.00","2,000.03","2,000.22"
销售费用,"4,605,524.43","5,840,616.29","2,965,312.12","4,797,440.77","6,344,667.30","1,681,959.02","3,433,750.43","6,055,618.38","10,189,218.65","2,363,149.77","4,715,435.71","10,465,483.44","16,025,406.48","3,308,577.02","6,897,906.97","12,988,342.57","19,438,376.70","5,672,021.88","12,000,535.43","20,137,452.59","25,963,111.81","6,162,289.01","12,068,857.78","22,021,503.80","31,798,547.25","6,781,818.72","14,722,182.39","25,457,718.54","31,778,731.30","7,282,295.33","14,449,617.33","24,456,601.75","33,405,585.15","8,841,008.14","17,556,190.53","28,247,383.69","47,299,992.45","16,029,834.56","31,398,346.34"
减:营业外支出,"421,862.73","289,869.93","1,000.00","1,800.00","3,050.00","700,400.00","1,193,615.03","1,196,015.03","1,494,870.77","23,350.00","29,350.00","289,750.00","291,300.00","692,600.00","694,050.00","695,600.00","998,299.20","303,750.00","629,400.00","1,838,860.52","8,313,332.12","344,546.05","366,935.45","1,035,854.01","1,148,246.88","134,564.00","259,960.31","267,604.20","433,831.32","365,606.45","465,827.45","477,501.19","601,997.96","29,877.52","2,758,611.57","2,763,311.51","3,295,786.74","20,000.00","1,520,000.00"
管理费用,"10,145,481.82","13,365,464.80","7,500,462.43","11,091,406.03","14,518,890.04","3,962,187.05","9,973,337.45","13,133,517.19","24,225,103.85","6,156,331.34","13,002,979.20","18,872,933.89","26,761,700.51","7,052,108.18","14,869,400.70","23,010,228.02","30,085,599.51","8,980,399.77","17,130,060.17","27,362,807.66","36,422,361.53","9,418,419.64","20,552,108.61","30,421,893.50","41,569,654.92","11,847,731.64","22,288,250.36","32,098,782.57","42,978,553.33","9,999,945.33","26,409,393.85","37,359,206.69","50,446,749.05","14,335,057.27","36,391,419.70","56,782,089.71","77,696,741.92","22,504,898.85","50,891,993.75"
其中:非流动资产处置净损失,"412,062.73",,,,,,"62,915.03","62,915.03","59,770.77",,,,,,,,,,,,"120,321.60",,,,"100,363.32",,"125,008.56","125,008.56","284,051.20",,,"2,548.14","75,805.26","4,277.52","2,712,352.07","2,712,352.07",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
