科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"110,484,140.74","145,068,686.12","162,112,176.89","102,683,748.55","158,871,068.63","208,706,490.75","39,322,507.29","90,064,440.84","132,227,853.21","178,448,444.19","31,771,090.02","71,648,626.70","108,837,578.28","156,391,808.11","39,773,359.87","96,315,425.74","153,055,842.25","224,276,803.16","44,386,751.82","119,509,654.93","189,164,522.96","3,110,442,801.41","615,602,756.44","1,606,988,961.74","2,802,223,735.10","3,288,887,163.64","771,184,376.26","1,776,399,463.29","2,931,626,797.22","3,755,531,078.81","344,041,207.49","1,131,206,486.64","1,690,154,583.47","1,771,243,681.03","244,761,063.96"
二、营业利润,"29,600,781.09","19,900,159.98","22,342,433.68","17,736,052.41","28,046,063.76","28,495,174.00","6,446,541.37","11,381,689.64","14,971,798.61","10,477,503.38","538,483.50","1,764,596.98","1,682,348.47","-24,585,947.14","-211,137.69","-444,311.10","-2,561,080.05","-26,115,324.89","-9,273,212.64","-25,911,755.65","-30,697,599.90","280,129,891.76","58,661,218.71","148,606,936.44","291,121,896.34","365,357,621.48","95,717,674.66","163,979,804.45","303,894,730.21","325,798,281.24","28,961,893.76","107,970,649.49","141,872,343.19","-178,498,354.33","-77,752,625.40"
减:营业成本,"66,613,831.13","99,770,835.85","109,532,304.54","69,359,288.89","106,946,280.55","141,915,871.04","27,486,099.30","64,061,384.83","96,155,166.24","133,769,067.00","27,585,759.78","59,541,450.20","89,150,053.25","128,711,889.37","33,292,643.30","78,588,554.74","124,313,416.05","190,325,846.95","38,860,459.73","105,988,847.36","164,251,790.94","2,582,827,961.23","511,140,806.70","1,331,043,499.94","2,297,312,568.08","2,657,056,348.45","624,234,170.54","1,435,869,745.20","2,361,408,455.38","3,039,564,571.80","270,197,766.77","905,818,007.63","1,358,720,961.59","1,482,814,800.04","200,772,136.45"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"865,772.09","1,095,711.78","1,058,935.79","956,476.52","1,378,828.73","1,744,857.34","66,770.73","184,850.40","250,434.71","245,504.09","10,826.90","11,346.57","41,806.76","67,739.52","55,053.54","158,577.54","200,538.42","314,006.94","17,107.01","202,680.61","293,024.32","85,151,116.26","17,403,773.50","41,178,930.93","67,235,654.10","84,105,365.31","20,714,017.69","24,027,357.92","31,630,492.59","30,163,390.44","545,036.84","956,989.30","1,669,321.07","9,152,167.32","1,658,980.49"
营业外收入,"957,190.19","549,462.82","3,739,897.67","149,639.79","235,830.79","8,155,315.30","1,333,614.34","9,494,979.68","9,827,895.02","17,082,088.34","5,817,454.16","13,480,544.15","14,037,646.71","33,948,602.91","482,058.63","6,623,404.32","8,101,107.35","9,631,126.26","492,133.34","6,284,327.58","7,486,171.52","1,315,653.13",0.08,0.08,347.50,"852,655.30",,,0.15,"202,700.15","2,294,439.40","2,294,439.40","2,294,439.40","2,302,439.55",
销售费用,"3,052,146.76","2,958,056.82","3,504,097.03","1,788,610.20","2,704,717.41","5,117,406.94","867,982.83","2,327,420.68","3,720,825.22","6,029,617.04","864,190.94","2,224,944.69","3,596,937.21","6,110,907.18","1,855,179.40","3,533,929.59","5,812,201.38","8,693,138.99","2,573,464.21","4,317,284.42","6,642,165.27","4,961,114.52","1,519,364.17","2,530,046.04","4,291,641.94","7,803,519.70","912,697.62","2,893,240.88","4,754,421.78","7,414,045.09","1,440,988.24","3,291,759.68","5,918,098.64","8,693,801.56","1,784,080.89"
减:营业外支出,"876,406.34","1,256,112.72","820,561.86","689,858.23","972,740.56","1,274,769.70","201,798.01","458,048.15","696,490.67","927,030.27","125,664.86","290,036.08","444,296.71","670,784.51","279,457.19","448,421.83","594,686.81","837,888.71","151,840.96","368,123.44","679,732.80","632,031.94","320,000.00","320,403.40","320,403.40","320,426.25","257,267.34","311,776.43","428,323.70","428,883.70","15,000.00","20,000.00","100,344.92","8,856,411.79","723,310.49"
管理费用,"9,206,800.43","14,312,390.73","17,187,288.46","9,082,485.25","14,184,696.63","23,987,413.73","5,391,382.71","12,760,990.57","19,464,261.07","29,887,339.27","3,136,666.89","9,193,757.75","14,867,334.95","34,497,934.63","6,177,874.73","14,478,054.07","23,097,428.00","41,564,422.69","9,896,583.14","25,167,277.53","36,529,972.09","79,530,304.36","17,159,765.38","38,120,080.36","57,090,727.22","70,361,734.45","25,812,168.04","43,311,896.68","63,792,033.36","72,479,995.07","28,551,382.48","48,215,389.64","85,340,478.69","97,890,734.46","25,728,689.02"
其中:非流动资产处置净损失,,,,,,"23,730.94",,"3,424.35",,,,9.04,,,,"4,296.32","4,296.32","4,296.22",,505.00,"1,389.71","85,407.45",,,403.40,403.40,,,,,,,,,
