科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"98,601,038.78","130,963,389.42","170,810,818.95","32,376,771.36","49,627,516.82","53,683,809.36","176,259,326.64","33,531,531.97","69,278,678.91","89,550,186.14","307,714,840.49","107,696,138.79","162,858,420.47","273,758,038.92","425,187,654.31","93,673,938.16","143,390,663.96","235,496,288.37","474,092,529.56","104,862,573.45","165,576,907.94","268,156,155.06","533,534,074.80","97,624,650.97","166,556,851.00","326,536,485.67","560,233,101.81","116,996,703.50","204,563,479.30","457,635,934.38","802,799,673.11","106,128,087.85","225,819,473.09","605,979,906.50","921,008,704.93","117,341,795.06","249,689,397.91","670,154,836.06","1,009,739,354.19","159,161,323.98"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"35,726,044.00","46,019,444.00",,"2,600,000.00","2,600,000.00","2,600,000.00",,,,,,,,,,,"200,000.00",,,,,,,,,,"3,499,921.50",,,"3,033,800.00",,
收到的税费返还,,,,,,"34,261.33","233,728.82","194,325.79","208,234.64","215,712.93","75,808.88","53,893.59","99,244.31","103,910.98",,,"39,958.48","49,958.48",,,,"147,829.18",,,,,,"315,551.88","315,551.88","510,560.49","510,560.49",,"264,011.79","264,011.79","264,011.79",,"368,765.22","368,765.22","497,565.22","913,205.51"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"9,000,000.00","84,000,000.00","97,000,418.29","116,000,418.29","20,000,000.00","51,000,000.00","60,000,000.00","94,387,193.63","269,650,000.00","34,000,000.00","173,000,000.00","327,000,000.00","468,000,000.00","71,000,000.00","279,000,000.00","600,200,000.00","755,200,000.00","268,950,000.00"
收到其他与经营活动有关的现金,"4,091,938.80","10,247,442.39","2,924,294.45","522,439.23","2,653,559.49","3,668,304.05","10,263,622.57","1,568,560.89","4,604,795.20","14,519,648.58","25,140,448.87","11,556,103.54","9,650,728.40","25,953,420.27","34,298,501.09","5,668,271.10","8,059,807.76","12,049,176.75","23,235,153.51","4,556,569.74","8,076,911.23","16,960,790.57","34,437,419.17","13,661,299.60","19,592,097.62","23,006,753.35","23,248,589.41","15,254,931.77","15,914,956.25","21,076,907.87","32,163,092.18","4,063,826.05","13,799,085.61","13,430,537.15","17,823,566.93","6,819,351.35","12,677,187.00","13,355,153.23","35,440,385.35","7,286,032.19"
投资活动现金流出小计,"19,108,413.00","8,096,439.86","15,064,395.39","5,598,724.00","6,316,293.31","8,546,819.93","23,033,905.18","908,760.25","39,477,680.81","53,629,842.61","37,346,761.22","9,840,486.85","40,420,671.53","67,939,691.39","104,194,218.08","18,170,922.79","43,785,107.63","55,707,489.93","82,975,100.46","11,958,969.21","19,431,552.98","36,221,795.44","69,258,185.90","105,717,417.29","154,882,476.92","189,253,200.61","110,193,705.51","62,967,128.00","80,640,553.89","125,670,897.11","310,847,120.58","37,092,449.00","179,477,789.58","344,831,605.03","505,626,614.45","85,754,939.07","301,345,221.80","627,096,042.30","792,130,092.58","274,821,073.00"
经营活动现金流入小计,"102,692,977.58","141,210,831.81","173,735,113.40","32,899,210.59","52,281,076.31","57,386,374.74","186,756,678.03","35,294,418.65","74,091,708.75","104,285,547.65","332,931,098.24","119,306,135.92","172,608,393.18","299,815,370.17","459,486,155.40","99,342,209.26","151,490,430.20","247,595,423.60","497,327,683.07","109,419,143.19","173,653,819.17","285,264,774.81","567,971,493.97","111,285,950.57","186,148,948.62","349,543,239.02","583,481,691.22","132,567,187.15","220,793,987.43","479,223,402.74","835,473,325.78","110,191,913.90","239,882,570.49","619,674,455.44","939,096,283.65","124,161,146.41","262,735,350.13","683,878,754.51","1,045,677,304.76","167,360,561.68"
投资活动产生的现金流量净额,"-1,916,374.00","-6,775,748.61","-11,784,988.11","-5,598,724.00","-6,316,293.31","-8,546,819.93","-23,020,905.18","6,880,698.38","-29,133,181.48","-16,474,006.70","-34,490,090.22","-9,840,486.85","-30,523,871.53","-57,427,291.39","-92,323,549.53","-18,170,922.79","-43,735,107.63","-36,673,044.59","-62,936,430.25","-11,958,969.21","-17,631,552.98","-34,421,795.44","-66,303,710.68","-60,433,162.49","-89,717,665.96","-86,257,258.15","-89,308,484.89","-38,645,614.30","-19,949,358.00","-50,729,345.05","-122,443,488.75","42,529,396.21","-15,966,634.77","-57,109,171.27","-92,497,021.75","-16,793,018.28","29,523,959.50","-173,650,461.41","-89,224,318.10","-9,878,237.33"
购买商品、接受劳务支付的现金,"53,254,779.43","78,434,244.24","127,284,104.94","33,539,169.92","38,775,233.98","83,048,110.63","166,761,387.09","17,024,596.00","53,493,237.44","146,533,161.85","326,883,442.20","60,514,777.09","106,935,241.57","163,976,856.25","287,839,651.41","89,275,397.15","138,256,789.59","219,937,844.17","356,803,562.15","55,321,564.44","101,662,460.63","171,606,484.34","327,334,372.90","55,565,932.94","114,131,823.95","197,190,553.02","318,245,298.41","86,833,494.93","142,899,004.23","227,547,076.45","467,746,822.29","140,982,864.21","227,598,907.38","314,318,082.38","572,607,980.89","180,897,942.59","240,136,245.27","302,512,927.00","616,779,994.41","224,561,993.91"
吸收投资收到的现金,"400,000.00",,"5,400,000.00",,"439,424,800.00","439,424,800.00","469,920,000.00",,"11,060,000.00","35,000,000.00","38,676,000.00",,,,"16,644,000.00",,"13,050,000.00","17,950,000.00","21,950,000.00",,"4,900,000.00","4,900,000.00","5,700,000.00",,"4,140,000.00","11,440,000.00","12,833,400.00",,"18,905,200.00","18,905,200.00","23,315,200.00","490,000.00","40,170,320.00","43,396,183.03","50,746,183.03",,"39,455,791.32","44,355,791.32","51,355,791.32",
支付给职工以及为职工支付的现金,"3,340,939.14","6,675,678.77","8,200,332.58","6,594,352.37","7,718,974.97","9,314,805.31","9,952,887.86","8,556,068.90","9,848,872.17","14,520,988.54","22,112,167.45","6,837,981.37","14,883,057.24","19,961,908.29","27,875,008.78","14,967,252.35","21,056,377.84","28,176,917.28","38,038,654.99","11,373,525.51","19,046,508.37","27,150,993.80","36,747,649.80","18,377,641.11","27,855,389.24","38,624,768.06","52,836,858.60","17,111,665.05","36,478,620.21","51,142,364.17","60,765,102.47","31,263,528.38","51,428,335.24","67,649,826.13","82,541,759.61","51,707,858.84","71,762,014.81","89,696,793.14","107,502,500.27","42,342,042.43"
取得借款收到的现金,"6,000,000.00","16,000,000.00","36,000,000.00",,,,,,,,"10,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00","29,000,000.00",,"13,000,000.00","21,000,000.00","23,000,000.00",,"23,000,000.00","30,000,000.00","20,000,000.00",,"29,000,000.00","49,000,000.00","49,000,000.00",,"50,000,000.00","15,000,000.00","10,000,000.00",,,"18,000,000.00","24,000,000.00",,,"5,000,000.00","10,000,000.00","2,500,000.00"
支付的各项税费,"2,371,143.40","5,843,514.35","1,608,865.49","1,536,703.79","1,727,298.48","1,859,933.33","490,784.12","2,048,128.95","2,387,243.68","2,768,535.24","1,348,101.78","719,826.17","2,815,720.38","4,417,322.92","2,680,080.06","1,038,219.58","1,753,167.79","3,231,530.61","2,717,095.41","2,612,287.55","3,382,501.31","5,223,921.46","3,188,475.77","1,501,544.88","3,487,980.80","5,096,366.27","4,018,107.67","3,494,473.21","4,980,576.93","7,783,642.24","8,069,303.76","4,254,901.58","5,423,921.87","9,924,479.21","10,975,362.66","3,393,068.68","7,531,353.35","10,948,880.14","10,678,780.41","3,765,311.23"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"5,341,432.19","6,982,420.00","6,982,420.00","6,982,420.00","6,982,420.00","1,650,000.00","1,650,000.00","3,384,836.72","25,752,564.68","7,883,100.00","8,003,100.00","58,246,100.00","65,165,087.52","532,837.33","2,496,842.02","3,854,448.65","16,825,682.71","81,418.36","2,714,543.87","3,844,525.56","1,211,436.68",
支付其他与经营活动有关的现金,"14,980,903.45","19,547,726.24","26,369,256.73","10,060,484.64","11,138,720.77","15,879,731.18","34,056,172.71","12,983,895.54","22,067,960.84","48,772,205.45","58,470,528.77","25,692,675.16","39,320,446.88","60,675,023.83","90,628,007.48","27,234,655.38","46,100,809.73","68,116,072.94","89,472,472.17","28,308,404.92","41,158,884.87","76,413,396.70","103,465,811.14","23,170,884.32","46,915,610.79","70,263,220.42","109,475,695.42","27,561,949.83","46,256,066.82","77,709,746.00","117,643,850.49","27,621,064.36","62,187,688.38","100,395,056.10","137,225,738.86","30,408,529.78","81,181,758.92","109,254,106.42","165,040,524.10","33,200,678.32"
筹资活动现金流入小计,"6,400,000.00","16,000,000.00","41,400,000.00",,"439,424,800.00","439,424,800.00","469,920,000.00",,"11,060,000.00","35,000,000.00","48,676,000.00","16,000,000.00","16,000,000.00","16,000,000.00","45,644,000.00",,"26,050,000.00","38,950,000.00","50,291,432.19","6,982,420.00","34,882,420.00","41,882,420.00","32,682,420.00","1,650,000.00","34,790,000.00","63,824,836.72","87,585,964.68","7,883,100.00","76,908,300.00","92,151,300.00","98,480,287.52","1,022,837.33","42,667,162.02","65,250,631.68","91,571,865.74","81,418.36","42,170,335.19","53,200,316.88","62,567,228.00","2,500,000.00"
经营活动现金流出小计,"73,947,765.42","110,501,163.60","163,462,559.74","51,730,710.72","59,360,228.20","110,102,580.45","211,261,231.78","40,612,689.39","87,797,314.13","212,594,891.08","408,814,240.20","93,765,259.79","163,954,466.07","249,031,111.29","409,022,747.73","132,515,524.46","207,167,144.95","319,462,365.00","487,031,784.72","97,615,782.42","165,250,355.18","280,394,796.30","470,736,309.61","98,616,003.25","192,390,804.78","311,174,907.77","484,575,960.10","135,001,583.02","230,614,268.19","364,182,828.86","654,225,079.01","204,122,358.53","346,638,852.87","492,287,443.82","803,350,842.02","266,407,399.89","400,611,372.35","512,412,706.70","900,001,799.19","303,870,025.89"
偿还债务支付的现金,"16,000,000.00","14,000,000.00","8,000,000.00","12,300,000.00","36,000,000.00","36,000,000.00","36,000,000.00",,,,"12,010,000.00","5,000,000.00","26,000,000.00","26,000,000.00","26,000,000.00",,"13,000,000.00","17,000,000.00","13,000,000.00",,"13,000,000.00","15,084,871.12","26,000,000.00","17,000,000.00","17,000,000.00","37,000,000.00","60,000,000.00",,"6,000,000.00","16,000,000.00","16,000,000.00",,,"5,000,000.00","18,000,000.00",,,"5,000,000.00","11,000,000.00","1,700,000.00"
经营活动产生的现金流量净额,"28,745,212.16","30,709,668.21","10,272,553.66","-18,831,500.13","-7,079,151.89","-52,716,205.71","-24,504,553.75","-5,318,270.74","-13,705,605.38","-108,309,343.43","-75,883,141.96","25,540,876.13","8,653,927.11","50,784,258.88","50,463,407.67","-33,173,315.20","-55,676,714.75","-71,866,941.40","10,295,898.35","11,803,360.77","8,403,463.99","4,869,978.51","97,235,184.36","12,669,947.32","-6,241,856.16","38,368,331.25","98,905,731.12","-2,434,395.87","-9,820,280.76","115,040,573.88","181,248,246.77","-93,930,444.63","-106,756,282.38","127,387,011.62","135,745,441.63","-142,246,253.48","-137,876,022.22","171,466,047.81","145,675,505.57","-136,509,464.21"
分配股利、利润或偿还利息支付的现金,"513,707.00","548,966.00","8,137,341.25","356,737.50","524,651.50","524,651.50","548,679.25",,"15,840,000.00","15,840,000.00","16,076,255.34","2,303,174.27","10,552,871.67","11,644,011.83","25,956,397.40","687,134.93","998,954.09","1,205,643.84","4,886,622.18","1,499,499.99","18,224,871.36","18,793,722.41","23,560,773.46","4,609,249.45","5,516,607.37","1,095,586.83","7,162,431.88","1,689,255.83","2,117,700.00","2,263,440.50","3,384,020.17","18,841,040.20","27,928,040.20","62,732,159.91","61,830,293.16","1,583,775.00","9,364,347.50","51,740,304.09","53,407,158.16","59,812.50"
收回投资收到的现金,"16,500,000.00","1,289,691.25","3,139,407.28",,,,,,,,,,,,,,,,,,,,"1,800,000.00",,,"11,317,400.00",,,,,,,,,,,,,,
