科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,,,,"982,667.39","10,363,338.82","10,611,986.97","37,908,393.70",,,"73,000.00",,,,,"5,341,432.19","1,629,500.00","4,753,560.00","2,491,049.59","6,982,420.00","4,903,100.00","9,412,500.00","7,180,000.00","10,728,064.68",,,"3,318,915.90","5,890,334.26",,,"5,531,430.52","10,543,418.04","45,705.92","47,298.93","50,091,602.16","52,095,336.29","5,173,504.59","2,593,125.51","3,723,107.19","2,480,000.00","58,862,039.38"
取得投资收益收到的现金,"652,039.00",,,,,,,,,,,,,,"1,353,894.02",,,,,,,,"942,450.95","264,254.80","627,410.96","559,542.46","1,404,690.52","117,513.70","445,195.89","645,552.06","1,179,506.87","521,845.21","1,381,154.81","2,579,515.76","3,648,282.89","818,370.79","3,819,402.30","5,195,801.89","7,667,386.95","2,942,835.67"
筹资活动现金流出小计,"16,513,707.00","14,548,966.00","16,137,341.25","13,639,404.89","46,887,990.32","47,136,638.47","74,457,072.95",,"15,840,000.00","15,913,000.00","28,086,255.34","7,303,174.27","36,552,871.67","37,644,011.83","57,297,829.59","2,316,634.93","18,752,514.09","20,696,693.43","24,869,042.18","6,402,599.99","40,637,371.36","41,058,593.53","60,288,838.14","21,609,249.45","22,516,607.37","41,414,502.73","73,052,766.14","1,689,255.83","8,117,700.00","23,794,871.02","29,927,438.21","18,886,746.12","27,975,339.13","117,823,762.07","131,925,629.45","6,757,279.59","11,957,473.01","60,463,411.28","66,887,158.16","60,621,851.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"40,000.00","31,000.00","140,000.00",,,,"13,000.00",,"2,055,000.00","2,141,800.00","2,856,671.00",,"9,896,800.00","9,896,800.00","9,901,174.53",,"50,000.00","14,034,445.34","182,124.00",,,"1,800,000.00","212,024.27","20,000.00","20,000.00","119,000.00","56,530.10","204,000.00","246,000.00","196,000.00","404,492.21","100,000.00","130,000.00","142,918.00","241,309.81","143,550.00","49,779.00","49,779.00","38,387.53",
筹资活动产生的现金流量净额,"-10,113,707.00","1,451,034.00","25,262,658.75","-13,639,404.89","392,536,809.68","392,288,161.53","395,462,927.05",,"-4,780,000.00","19,087,000.00","20,589,744.66","8,696,825.73","-20,552,871.67","-21,644,011.83","-11,653,829.59","-2,316,634.93","7,297,485.91","18,253,306.57","25,422,390.01","579,820.01","-5,754,951.36","823,826.47","-27,606,418.14","-19,959,249.45","12,273,392.63","22,410,333.99","14,533,198.54","6,193,844.17","68,790,600.00","68,356,428.98","68,552,849.31","-17,863,908.79","14,691,822.89","-52,573,130.39","-40,353,763.71","-6,675,861.23","30,212,862.18","-7,263,094.40","-4,319,930.16","-58,121,851.88"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"615,600.00",,,,"5,000,000.00","4,925,924.21",,"1,800,000.00",,,,"1,517,400.00",,"10,424,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,"3,240,000.00",,,,,
四、汇率变动对现金的影响,,,,,,,"2,029.57","-66,419.34","-613,946.68","-155,977.58","20,063.51","8,724.59","78,605.04","121,687.94","35,783.21","-95,828.18","-168,213.79","-246,940.50","-301,543.06","3,494.41","130,869.35","295,232.66","31,175.94","39,988.05","68,752.58","474,081.53","49,794.34","-249,127.08","238,071.71","276,755.53","2,298,487.92","-537,179.25","-448,801.31","-595,206.65","-839,511.50","-684,403.73","-230,687.38","53,220.18","-168,498.61","-291,544.68"
收到其他与投资活动有关的现金,,,,,,,,"7,789,458.63","8,289,499.33","35,014,035.91",,,,,"615,600.00",,,,"14,930,622.00",,,,,"45,000,000.00","63,000,000.00","91,000,000.00","9,000,000.00","20,000,000.00","56,000,000.00","70,100,000.00","182,819,632.75","79,000,000.00","162,000,000.00","285,000,000.00","406,000,000.00","68,000,000.00","327,000,000.00","448,200,000.00","695,200,000.00","262,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"17,192,039.00","1,320,691.25","3,279,407.28",,,,"13,000.00","7,789,458.63","10,344,499.33","37,155,835.91","2,856,671.00",,"9,896,800.00","10,512,400.00","11,870,668.55",,"50,000.00","19,034,445.34","20,038,670.21",,"1,800,000.00","1,800,000.00","2,954,475.22","45,284,254.80","65,164,810.96","102,995,942.46","20,885,220.62","24,321,513.70","60,691,195.89","74,941,552.06","188,403,631.83","79,621,845.21","163,511,154.81","287,722,433.76","413,129,592.70","68,961,920.79","330,869,181.30","453,445,580.89","702,905,774.48","264,942,835.67"
五、现金及现金等价物净增加额,"16,715,131.16","25,384,953.60","23,750,224.30","-38,069,629.02","379,141,364.48","331,025,135.89","347,939,497.69","1,496,008.30","-48,232,733.54","-105,852,327.71","-89,763,424.01","24,405,939.60","-42,344,211.05","-28,165,356.40","-53,478,188.24","-53,756,701.10","-92,282,550.26","-90,533,619.92","-27,519,684.95","427,705.98","-14,852,171.00","-28,432,757.80","3,356,231.48","-67,682,476.57","-83,617,376.91","-25,004,511.38","24,180,239.11","-35,135,293.08","39,259,032.95","132,944,413.34","129,656,095.25","-69,802,136.46","-108,479,895.57","17,109,503.31","2,055,144.67","-166,399,536.72","-78,369,887.92","-9,394,287.82","51,962,758.70","-204,801,098.10"
购建固定资产、无形资产和其他长期资产支付的现金,"1,956,374.00","4,877,339.86","15,064,395.39","5,598,724.00","6,316,293.31","8,546,819.93","8,640,198.12","908,760.25","3,751,636.81","7,610,398.61","8,008,963.72","7,240,486.85","37,820,671.53","65,339,691.39","99,431,442.08","18,170,922.79","38,685,107.63","51,207,489.93","76,475,100.46","11,958,969.21","19,431,552.98","35,701,795.44","54,238,185.90","20,531,469.03","57,682,058.63","70,952,782.32","84,193,705.51","11,967,128.00","20,640,553.89","30,753,943.48","41,197,120.58","3,092,449.00","6,477,789.58","15,841,605.03","33,636,692.95","13,342,939.07","19,311,421.80","23,862,242.30","27,876,292.58","5,871,073.00"
期初现金及现金等价物余额,"3,352,958.80","20,096,512.13","45,481,465.73","69,231,690.03","69,231,690.03","69,231,690.03","69,231,690.03","417,171,187.72","417,171,187.72","417,171,187.72","417,171,187.72","327,407,763.71","327,407,763.71","327,407,763.71","327,407,763.71","279,271,007.66","279,271,007.66","273,929,575.47","273,929,575.47","246,409,890.52","246,409,890.52","246,409,890.52","246,409,890.52","249,766,122.00","249,766,122.00","249,766,122.00","249,766,122.00","273,946,361.11","273,946,361.11","273,946,361.11","273,946,361.11","403,602,456.36","403,602,456.36","403,602,456.36","403,602,456.36","405,657,601.03","405,657,601.03","405,657,601.03","405,657,601.03","457,620,359.73"
投资支付的现金,"17,152,039.00","3,219,100.00",,,,,"14,393,707.06",,,,"29,337,797.50",,,,"4,762,776.00",,"5,100,000.00","4,500,000.00","6,500,000.00",,,"520,000.00","6,020,000.00","1,185,948.26",,"2,300,000.00","6,000,000.00",,,"529,760.00",,,,"1,990,000.00","490,000.00","1,412,000.00","3,033,800.00",,"9,053,800.00",
期末现金及现金等价物余额,"20,068,089.96","45,481,465.73","69,231,690.03","31,162,061.01","448,373,054.51","400,256,825.92","417,171,187.72","418,667,196.02","368,938,454.18","311,318,860.01","327,407,763.71","351,813,703.31","285,063,552.66","299,242,407.31","273,929,575.47","225,514,306.56","186,988,457.40","183,395,955.55","246,409,890.52","246,837,596.50","231,557,719.52","217,977,132.72","249,766,122.00","182,083,645.43","166,148,745.09","224,761,610.62","273,946,361.11","238,811,068.03","313,205,394.06","406,890,774.45","403,602,456.36","333,800,319.90","295,122,560.79","420,711,959.67","405,657,601.03","239,258,064.31","327,287,713.11","396,263,313.21","457,620,359.73","252,819,261.63"
