科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"86,247,442.04","193,273,302.54","308,999,424.33","423,698,205.31","108,443,570.10","220,655,919.09","429,423,660.23","642,580,349.77","170,397,904.58","354,719,893.62","563,368,852.23","766,060,826.96","189,501,286.18","397,422,264.31","611,907,709.75","838,779,262.82","220,432,724.84","468,525,886.83","723,638,226.29","995,395,575.03","253,119,354.53","534,814,285.44","819,685,329.93","1,118,934,526.40","288,048,220.63","603,776,768.39","937,346,934.59","1,254,135,962.63","321,942,599.49","673,478,767.96","1,016,434,502.95","1,352,503,695.98","341,388,993.22","750,705,744.71","1,067,713,105.34","1,424,376,015.76","368,642,340.11","743,432,458.57","1,129,317,335.91","1,510,591,030.37","387,813,692.54","810,163,819.43","1,222,337,847.14","1,660,236,184.47","423,774,016.04","875,234,858.98","1,327,280,361.77","1,777,155,707.84","440,454,477.08"
二、营业利润,"49,919,128.82","105,876,282.65","169,913,514.37","216,149,858.85","49,746,623.15","98,520,467.44","176,251,322.98","253,159,280.09","71,134,949.81","153,268,832.01","296,812,430.79","373,166,986.17","90,169,548.58","186,263,536.39","288,193,829.55","388,045,444.37","101,060,072.35","212,908,786.58","339,243,459.33","456,392,654.05","116,606,399.13","247,913,631.03","390,482,250.87","530,819,645.20","133,897,794.69","289,338,577.94","464,749,277.43","614,582,427.07","158,314,470.88","329,993,005.84","500,538,568.46","629,413,028.88","123,824,565.00","275,337,553.44","407,760,003.19","510,831,188.77","137,829,272.03","290,709,582.34","445,864,308.21","552,573,416.59","141,412,614.95","310,103,639.37","458,952,996.43","576,031,159.18","157,177,563.05","343,552,509.65","523,840,337.76","704,774,603.93","165,775,120.81"
减:营业成本,"35,703,633.68","81,065,599.05","130,257,371.95","185,999,676.11","49,946,208.54","103,772,232.47","204,400,095.30","312,210,127.59","79,003,479.14","159,908,786.46","234,007,953.68","335,339,810.36","78,837,322.06","170,758,181.95","262,778,223.67","351,712,266.56","96,557,506.08","210,416,267.75","318,899,849.32","448,312,452.20","119,034,037.52","246,694,448.64","368,649,330.93","513,575,258.64","134,379,371.73","280,949,952.12","421,464,063.52","578,177,194.71","147,139,140.14","308,707,838.30","464,545,333.93","654,298,436.75","197,140,073.15","437,209,758.32","599,969,211.99","846,380,773.70","206,158,017.70","413,099,736.50","637,080,311.34","890,990,768.82","224,380,474.15","461,017,751.04","704,199,235.50","1,009,627,259.72","247,260,094.30","502,321,208.25","759,310,962.33","1,016,911,453.83","257,832,104.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,775,448.37","8,362,417.53","13,263,489.59","17,948,613.02","4,715,894.67","9,650,123.06","17,566,839.66","26,167,793.94","7,161,765.98","14,710,643.67","22,280,350.83","29,805,827.63","7,195,047.48","14,903,812.17","22,853,429.97","31,002,797.54","8,158,995.39","17,301,016.99","27,070,517.10","37,455,138.34","9,985,067.77","20,559,226.04","31,395,252.44","38,711,928.73","4,350,366.98","8,995,212.72","13,849,611.44","18,565,216.27","4,893,358.05","10,420,390.06","15,646,689.11","20,287,485.69","6,770,880.21","12,892,730.35","20,198,854.58","27,202,403.90","7,521,231.00","12,842,792.83","15,012,400.25","40,964,409.45","9,986,504.82","20,201,092.77","30,455,833.99","41,206,371.29","10,192,711.67","20,738,587.46","32,880,778.90","45,229,997.64","11,818,984.91"
营业外收入,"21,854.17","89,378.65","690,756.91","783,165.44","159,530.75","330,842.32","825,906.34","1,113,433.23","575,621.99","778,305.24","869,542.78","3,811,389.15","214,692.67","368,131.52","1,380,254.88","1,516,261.79","52,603.35","657,261.68","974,833.34","1,323,530.39","684,936.39","1,150,172.22","1,900,511.38","2,255,938.86","719,559.90","3,018,794.66","3,363,605.58","5,276,906.91","417,118.35","4,785,001.82","7,737,975.74","11,703,451.98","1,233,635.93","3,029,466.56","4,154,778.81","5,643,210.15","1,512,092.12","5,109,734.82","6,230,151.35","8,599,265.49","603,410.18","2,461,637.57","2,835,093.18","3,420,449.87","512,955.09","1,690,607.35","2,033,077.65","2,925,894.62","1,085,349.40"
销售费用,"791,195.97","1,878,212.26","3,171,991.42","4,997,878.53","1,044,445.32","2,585,747.66","3,919,020.34","6,917,685.11","582,906.95","1,880,231.97","1,880,231.97","1,880,231.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"2,387.99","1,109,073.51","1,345,831.30","2,121,448.80",,"1,027,543.76","1,192,664.30","1,321,323.42","1,558.00","32,729.06","1,704,486.53","9,738,996.06","469,450.06","979,230.07","1,470,142.52","2,699,555.79","34,396.23","638,084.01","727,069.19","1,502,151.28","647,915.45","654,863.78","1,941,611.42","3,382,053.11","24,396.50","1,091,207.16","1,192,256.25","4,425,168.10","4,296.87","761,242.61","1,486,927.79","2,131,445.92","20,120.00","34,999.00","196,555.48","200,229.75","4,984.22","124,430.48","1,507,115.64","9,998,558.29","15,581.84","1,564,452.99","1,748,703.86","3,623,912.48",,"235,604.57","628,774.21","3,538,394.05","9,327.80"
管理费用,"5,020,655.36","11,298,421.94","17,478,898.53","25,753,222.16","5,854,380.57","12,135,038.20","29,301,717.83","44,986,331.27","12,016,636.22","22,604,519.44","36,531,881.35","51,049,213.88","14,578,958.56","27,896,859.33","41,364,527.58","59,675,566.96","14,983,874.69","29,933,910.95","41,360,305.82","66,002,478.99","10,739,053.81","30,172,610.66","45,692,102.31","63,894,994.65","15,139,163.54","34,031,156.23","53,963,790.41","74,274,527.07","17,317,327.67","38,179,013.56","59,282,509.51","83,204,993.01","14,171,089.59","29,537,809.34","44,657,605.24","60,187,548.32","13,654,791.51","28,080,794.42","42,951,251.52","51,144,597.39","10,802,611.84","22,473,350.27","32,977,546.14","48,154,453.80","11,679,522.45","21,607,167.92","32,614,472.70","47,543,928.76","10,820,274.36"
其中:非流动资产处置净损失,"-3,400.00","97,996.76",,"872,035.75",,"1,476.10","1,676.10","100,302.67",,,"870,433.46","903,290.95","469,260.75","979,040.76","1,195,105.73","1,914,769.81","11,896.23","584,070.56","563,941.87","1,307,898.96","647,915.45","654,863.78","946,279.42","2,321,623.32","5,639.68","49,159.81","69,242.13","762,574.90",,"717,676.10","1,435,163.51","1,577,094.54",,"7,679.00","116,235.48","108,951.68",,"119,930.28","1,502,615.44","2,081,979.63","15,581.84","752,452.99","936,659.05",,,,,,
