科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"823,057,091.56","1,333,986,348.15","1,985,028,444.55","2,339,379,162.29","2,839,312,819.31","3,112,808,942.34","3,238,657,837.02","3,665,934,441.59","3,419,992,871.37","2,616,513,163.50","2,784,943,671.24","2,492,685,937.50","2,567,321,722.42","2,388,874,130.68","2,503,710,605.54","2,342,728,629.59","2,291,525,779.98","2,152,889,975.49","1,987,204,091.58","2,002,455,887.54","1,939,265,459.59","1,736,095,271.83","1,778,674,443.87"
其他应付款,"31,517,075.02","47,447,889.16","47,066,541.92","87,439,413.73","92,812,225.69","99,014,537.64","83,078,840.49","77,509,158.40","94,997,845.67","71,844,497.89","73,886,990.35","78,620,832.31","87,977,526.63","103,930,116.66","92,905,022.89","76,898,343.21","101,959,757.30","96,788,556.47","86,860,235.95","93,278,170.18","93,614,403.39","108,209,438.60","96,249,270.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"14,000,000.00","14,000,000.00","34,000,000.00","120,512,500.00","163,675,000.00","147,335,000.00","187,835,000.00","111,822,500.00","130,192,500.00","54,000,000.00","52,000,000.00","5,000,000.00","5,000,000.00","30,000,000.00","30,000,000.00","15,000,000.00",,"43,500,000.00","43,000,000.00","43,000,000.00",,"79,200,000.00","78,200,000.00"
其他流动资产,,"1,376,189.00",,,"53,760,370.58","52,861,724.96","228,811,537.01","614,064,410.68","611,648,571.57","607,816,155.90","468,127,455.78","460,119,636.47","467,809,118.66","460,349,306.01","6,060,791.70","466,651,989.53","485,220,136.47","489,818,390.01","490,578,697.91","562,094,740.91","629,149,099.14","590,667,067.21","562,105,713.58"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"2,855,617,406.29","3,371,494,352.93","4,386,603,013.75","5,194,411,428.67","5,614,226,576.73","7,418,306,847.50","7,359,559,203.35","7,617,253,214.06","7,463,369,263.83","6,956,691,362.57","6,903,261,934.42","6,974,223,119.19","6,980,278,411.77","6,526,304,040.98","6,336,671,408.65","6,614,493,265.01","6,681,259,296.49","6,563,190,893.22","6,584,641,568.33","6,576,830,517.47","6,938,204,211.46","6,824,403,686.06","7,028,885,353.97"
流动负债合计,"2,087,730,038.25","2,406,877,858.57","3,232,664,791.53","3,931,983,949.27","4,395,116,937.62","4,660,074,643.75","4,613,672,629.58","4,794,198,138.67","4,686,034,491.87","4,296,941,918.91","4,213,595,967.77","4,369,376,757.25","4,457,532,820.45","4,205,498,854.64","4,063,117,714.94","4,314,418,924.35","4,328,089,838.61","4,204,265,539.67","4,246,232,460.29","4,189,659,576.23","4,507,309,566.85","4,456,997,534.62","4,672,633,320.26"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"406,500,000.00","456,762,000.00","398,937,000.00","321,199,500.00","479,524,500.00","475,864,500.00","422,852,000.00","475,844,500.00","368,652,000.00","310,000,000.00","310,000,000.00","242,700,000.00","242,700,000.00","122,700,000.00","122,700,000.00","122,700,000.00","122,700,000.00","79,200,000.00","79,200,000.00","79,200,000.00","79,200,000.00",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,"8,773,817.02","8,773,817.02","8,773,817.02","8,773,817.02","9,117,793.26","9,117,793.26","9,117,793.26","9,117,793.26","10,828,186.68","10,544,526.08"
固定资产,"524,242,711.92","525,578,295.34","777,045,415.69","760,449,969.83","1,074,036,286.71","1,060,042,312.01","1,045,921,865.29","1,032,737,889.23","1,019,856,407.88","1,014,269,231.58","998,972,045.08","991,036,288.00","976,181,017.61","998,135,471.10","988,283,148.79","974,099,193.41","959,253,150.85","951,013,144.79","936,458,740.66","922,616,405.80","907,272,469.80","903,534,700.62","890,713,893.94"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"229,008.28","229,008.28"
在建工程,"31,636,155.52","168,513,214.82","43,751,617.34","43,977,209.33","44,686,466.75","36,147,655.07","41,541,806.00","42,157,385.78","44,145,253.20","44,851,132.66","48,052,027.27","66,367,694.84","51,020,610.93","1,621,057.79","2,071,381.99","2,888,089.90","6,528,458.46","287,957.26","323,068.70","287,957.26","287,957.26",,"1,034,482.76"
其他非流动负债,"30,602,833.33","27,516,833.29","37,748,590.23","35,364,468.69","34,172,407.92",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"437,102,833.33","484,278,833.29","436,685,590.23","356,563,968.69","513,696,907.92","520,023,693.61","465,497,694.09","516,976,694.57","405,770,695.05","345,605,195.53","344,091,696.01","275,278,196.49","273,764,696.97","164,025,014.47","162,511,514.95","160,998,015.43","159,484,515.91","111,814,992.63","110,301,493.11","108,787,993.59","107,274,494.07","28,500,396.25","26,703,236.13"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"2,524,832,871.58","2,891,156,691.86","3,669,350,381.76","4,288,547,917.96","4,908,813,845.54","5,180,098,337.36","5,079,170,323.67","5,311,174,833.24","5,091,805,186.92","4,642,547,114.44","4,557,687,663.78","4,644,654,953.74","4,731,297,517.42","4,369,523,869.11","4,225,629,229.89","4,475,416,939.78","4,487,574,354.52","4,316,080,532.30","4,356,533,953.40","4,298,447,569.82","4,614,584,060.92","4,485,497,930.87","4,699,336,556.39"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","770,000,000.00","770,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00","1,155,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"313,117,839.86","308,000,595.72","308,000,595.72","308,000,595.72","308,000,595.72","1,605,083,800.42","1,605,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42","1,220,083,800.42"
无形资产,"209,605,221.11","207,150,940.17","204,879,072.35","203,375,929.43","203,242,931.35","212,958,531.02","212,435,400.48","211,230,769.23","212,515,340.09","316,203,992.90","314,070,468.85","312,623,381.58","311,085,872.61","309,302,587.93","307,705,926.25","305,288,260.81","302,450,645.58","301,412,737.32","299,388,295.42","296,647,835.85","294,090,778.01","294,201,720.95","288,474,640.29"
盈余公积,"13,327,753.17","42,324,955.84","77,775,040.07","94,033,762.56","104,933,773.05","113,009,333.02","113,009,333.02","113,009,333.02","113,009,333.02","133,957,022.07","133,957,022.07","133,957,022.07","133,957,022.07","133,957,022.07","133,957,022.07","133,957,022.07","133,957,022.07","139,633,120.34","139,633,120.34","139,633,120.34","139,633,120.34","144,814,383.44","144,814,383.44"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"118,323,331.35","388,582,779.51","710,234,013.97","865,267,469.01","969,633,961.30","1,038,622,786.02","1,070,581,116.93","1,083,934,146.00","1,138,663,246.68","1,162,853,503.31","1,178,801,695.19","1,175,946,548.59","1,063,563,337.00","955,457,476.85","898,024,050.51","915,989,404.34","956,230,851.76","987,468,366.63","951,387,537.30","996,326,426.67","1,022,840,441.86","1,027,779,821.22","999,986,824.74"
长期待摊费用,"6,275,193.00","4,216,850.08","2,859,115.43","2,212,654.49","1,828,527.54","1,493,596.19","1,161,924.84","1,036,119.49","687,292.64","363,937.55","154,399.50","161,077.33","137,421.82","1,856,773.91","1,687,867.77","1,544,961.67","1,638,818.29","1,810,247.19","1,603,972.75","4,103,043.27","3,564,501.21","970,535.64","766,451.81"
少数股东权益,"35,882,301.70","23,461,962.48","23,519,014.46","23,534,929.88","23,599,609.88","23,586,735.82","23,694,453.21","24,429,590.27","25,012,135.34","25,570,709.47","26,106,374.26","26,876,392.53","27,491,337.09","26,152,545.09","26,203,899.09","26,314,706.03","26,460,524.98","26,923,250.05","27,019,924.05","27,220,901.34","27,234,365.25","28,238,936.54","28,341,471.09"
递延所得税资产,"973,931.67","4,497,937.00","6,320,884.34","8,760,557.61","11,669,130.61","15,970,924.12","15,970,924.12","19,930,325.01","19,897,420.52","23,791,595.25","23,791,595.25","27,366,105.62","27,820,155.48","35,438,191.48","35,438,191.48","41,057,434.50","41,117,361.98","40,492,017.45","40,537,318.54","49,992,132.98","49,906,397.06","51,857,384.69","51,857,384.69"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"772,733,213.22","909,957,237.41","1,034,856,105.15","1,018,776,320.69","1,335,463,342.96","1,326,613,018.41","1,317,031,920.73","1,307,092,488.74","1,297,101,714.33","1,399,479,889.94","1,385,040,535.95","1,397,554,547.37","1,366,245,078.45","1,346,354,082.21","1,335,186,516.28","1,324,877,940.29","1,310,988,435.16","1,295,016,104.01","1,278,311,396.07","1,273,647,375.16","1,255,122,103.34","1,250,564,341.90","1,232,846,853.49"
所有者权益(或股东权益)合计,"1,103,517,747.93","1,390,294,898.48","1,752,108,737.14","1,924,639,831.40","2,040,876,074.15","3,564,821,528.55","3,597,420,800.41","3,613,170,869.56","3,668,665,791.24","3,713,624,138.07","3,730,614,806.59","3,727,122,712.82","3,615,225,972.80","3,503,134,254.08","3,446,228,695.04","3,463,954,265.52","3,504,673,377.13","3,542,126,464.93","3,506,419,011.00","3,552,030,322.81","3,578,742,253.88","3,589,470,097.09","3,562,395,651.07"
资产总计,"3,628,350,619.51","4,281,451,590.34","5,421,459,118.90","6,213,187,749.36","6,949,689,919.69","8,744,919,865.91","8,676,591,124.08","8,924,345,702.80","8,760,470,978.16","8,356,171,252.51","8,288,302,470.37","8,371,777,666.56","8,346,523,490.22","7,872,658,123.19","7,671,857,924.93","7,939,371,205.30","7,992,247,731.65","7,858,206,997.23","7,862,952,964.40","7,850,477,892.63","8,193,326,314.80","8,074,968,027.96","8,261,732,207.46"
负债和所有者(或股东权益)合计,"3,628,350,619.51","4,281,451,590.34","5,421,459,118.90","6,213,187,749.36","6,949,689,919.69","8,744,919,865.91","8,676,591,124.08","8,924,345,702.80","8,760,470,978.16","8,356,171,252.51","8,288,302,470.37","8,371,777,666.56","8,346,523,490.22","7,872,658,123.19","7,671,857,924.93","7,939,371,205.30","7,992,247,731.65","7,858,206,997.23","7,862,952,964.40","7,850,477,892.63","8,193,326,314.80","8,074,968,027.96","8,261,732,207.46"
