科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"737,071,905.57","711,039,372.98","653,052,904.87","510,755,883.55","609,593,789.28","1,940,936,412.43","1,286,134,751.69","598,784,428.37","604,281,916.55","794,910,982.50","676,269,105.94","955,230,427.74","839,870,820.27","945,300,966.55","1,081,874,176.48","875,218,640.67","663,226,744.96","1,035,106,541.35","884,812,179.35","394,715,542.76","575,261,467.30","1,385,349,841.05","1,207,495,464.34"
短期借款,"8,000,000.00","10,000,000.00","14,000,000.00","216,000,000.00","244,000,000.00","220,000,000.00","449,000,000.00","459,000,000.00","413,000,000.00","164,000,000.00","138,000,000.00","268,000,000.00","294,000,000.00","310,000,000.00","320,000,000.00","326,000,000.00","326,000,000.00","320,000,000.00","570,000,000.00","270,000,000.00","270,000,000.00","407,000,000.00","407,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"106,615,450.93","54,635,019.19","135,547,527.57","314,734,750.00","80,135,575.60","268,109,782.79","135,522,301.00","316,528,428.83","472,015,492.27","596,100,277.39","370,305,378.63","259,184,087.63","223,120,138.92","343,846,443.94","193,024,735.25","288,182,583.85","234,661,822.94","290,800,395.54","236,882,495.96","303,543,070.34","87,191,767.60","289,880,894.27","288,569,989.37"
应付票据,,"60,799,000.00","243,659,989.60","331,251,770.80","489,857,397.00","460,281,084.60","420,428,767.60","265,849,542.96","283,429,762.06","462,097,596.71","493,909,969.10","332,606,953.62","310,738,584.28","332,308,800.82","278,859,273.47","451,371,860.45","553,130,395.63","598,865,019.00","538,130,078.85","393,283,658.47",,"684,771,354.61",
应收账款,"678,780,781.37","947,955,856.32","1,055,815,389.03","1,417,689,926.77","1,384,248,042.90","1,610,750,900.35","1,867,723,440.07","2,087,743,218.16","1,930,218,324.72","1,961,563,434.46","2,239,734,557.92","2,524,647,133.33","2,506,129,765.29","2,080,056,566.30","2,185,658,766.76","2,289,501,278.82","2,524,926,627.27","2,191,558,842.87","2,465,432,144.33","2,735,912,301.39","3,192,015,112.39","2,456,428,125.15","2,695,222,591.97"
应付账款,"711,917,100.67","1,164,168,893.80","1,874,474,615.27","2,256,999,516.78","2,500,250,043.64","2,526,764,681.42","2,758,974,936.26","2,856,460,036.09","2,742,352,446.76","2,735,308,006.26","2,841,301,247.13","2,937,374,990.11","2,847,611,934.02","2,480,591,242.11","2,308,403,193.58","2,335,697,107.08","2,213,515,362.62","2,280,703,201.87","2,022,929,158.54","2,229,052,537.77",,"1,983,314,514.72",
预付款项,"438,562,629.05","263,535,386.02","474,402,924.73","518,449,917.29","575,921,184.34","361,066,948.28","524,074,343.56","263,184,344.95","334,901,851.23","309,414,906.67","291,567,461.24","213,760,723.83","309,533,819.85","252,073,380.29","307,377,821.37","285,967,494.77","425,485,921.09","348,663,682.03","454,139,864.33","519,236,621.35","457,916,087.46","321,199,663.66","465,936,100.86"
预收款项,"1,311,817,031.16","1,109,208,974.82","1,003,334,961.16","883,410,661.78","876,548,258.17","1,186,630,206.46","673,129,671.71","984,533,064.29","979,864,115.09","757,348,295.20","586,520,992.68","734,375,481.28","899,190,553.95","909,355,561.54","985,918,938.87","1,052,918,966.95","1,117,670,632.73","847,783,824.64","975,461,056.77","1,140,871,219.57","1,232,952,244.61","1,155,539,266.81","1,401,130,296.26"
其他应收款,"71,529,547.81","58,966,181.27","82,755,823.00","93,401,788.77","71,254,794.72","71,772,136.35","76,852,993.00","65,585,341.48","80,390,595.02","64,509,209.27","71,690,879.01","68,055,994.61","63,394,396.22","51,543,932.14","58,964,511.55","62,574,839.56","53,169,524.05","52,566,764.56","59,389,355.14","54,626,325.78","57,405,217.98","44,782,822.89","30,881,049.98"
应付职工薪酬,"3,382,420.40","1,333,534.14","1,859,540.28","4,630,484.59","4,642,130.92","5,582,389.65","5,074,354.99","5,631,521.95","6,351,447.43","7,183,500.70","6,332,785.96","7,329,745.77","5,175,214.12","8,232,785.56","7,619,987.05","7,996,623.81","8,498,564.39","9,317,525.72","8,723,512.64","9,315,509.03","9,847,890.22","13,346,059.47","12,751,478.38"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,096,411.00","-80,433.35","14,269,143.30","31,739,601.59","23,331,882.20","14,466,743.98","35,704,989.09","33,392,314.98","35,846,374.86","45,160,022.15","21,643,982.55","6,068,754.16","7,839,007.45","31,080,347.95","39,411,299.08","48,536,022.85","7,315,125.94","7,307,411.97","1,128,417.54","10,858,481.21","19,487,973.16","25,616,900.41","6,808,166.95"
应收利息,,,,,,,"1,782,000.00","5,428,600.00","9,919,641.10","5,863,232.88","623,424.66","539,178.08","3,098,630.14","4,259,315.07",,"3,667,808.22","3,042,739.73","1,786,301.37","6,202,739.73","4,246,027.40","1,892,739.73","1,875,205.48","4,912,602.74"
应付利息,,,,,,,"446,069.44",,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,
