科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"4,110,522.22","102,847,830.04","67,241,453.98","62,751,281.95","615,193,556.44","623,738,710.41","596,063,134.34","573,039,452.37","569,387,240.00","569,547,489.02","563,177,040.77","529,846,065.09","511,977,077.28","551,063,142.52","455,990,604.35","344,160,964.13","287,361,814.85","251,497,903.71","214,136,448.09","188,451,306.67","591,520,725.68","544,197,761.87","494,380,728.59","476,549,205.73","233,477,385.01","252,728,857.53","233,859,695.14","197,503,765.77"
短期借款,"4,700,000.00","20,000,000.00","21,400,000.00","21,400,000.00","4,000,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,"29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","13,500,000.00","19,000,000.00","25,500,000.00","10,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,688,528.90","7,194,952.91","29,304,771.85","26,137,563.62","28,553,766.19","33,244,313.56","19,066,355.68","14,171,721.34","33,401,446.77","55,365,880.38","38,668,582.23","64,291,938.11","68,491,387.79","65,378,348.25","51,258,693.50","50,005,449.49","55,240,645.69","75,365,266.52","53,822,161.93","62,040,874.66","61,315,146.01","89,306,389.32","84,899,965.95","125,869,583.96","144,806,020.55","201,799,788.35","155,065,719.10","143,213,228.73"
应付票据,"1,500,000.00","3,000,000.00","3,500,000.00","4,000,000.00","4,000,000.00",,,,"1,200,000.00","3,000,000.00","2,000,000.00","10,000,000.00","17,700,000.00","18,400,000.00","8,000,000.00","3,750,000.00","12,950,000.00","16,600,000.00","12,588,280.05","25,258,709.23","40,580,878.91","40,374,707.90","40,995,740.02","32,071,519.12","36,679,333.92","31,454,474.83","26,791,574.69","43,692,334.48"
应收账款,"57,310,574.97","63,832,824.56","75,943,533.97","107,135,263.49","126,292,741.79","96,613,981.71","91,696,968.57","110,237,450.95","107,235,614.60","134,591,895.50","143,559,377.35","159,219,185.03","167,072,030.57","141,200,599.36","179,874,442.74","227,208,635.52","242,932,987.30","221,271,273.29","256,458,664.93","399,857,295.30","494,429,212.13","566,653,432.31","539,050,356.45","592,703,609.46","640,975,589.96","705,921,504.17","769,886,198.97","796,126,766.85"
应付账款,"27,038,081.79","36,538,915.79","31,609,017.15","32,051,370.39","28,073,445.05","32,684,274.94","29,705,289.22","32,460,457.13","40,847,154.14","68,181,113.56","73,980,410.54","82,721,962.08","72,974,339.72","65,329,260.20","86,301,130.09","97,152,612.33","97,520,092.29","125,958,503.71","146,700,367.88","200,755,699.33","240,463,563.79","263,105,975.08","236,288,044.53","257,768,263.33","242,974,348.54","285,070,607.31","270,932,058.64","267,362,950.56"
预付款项,"975,877.43","9,912,226.27","11,493,282.37","11,624,226.93","10,455,645.20","1,815,838.22","1,399,022.82","1,086,041.86","2,442,138.74","2,208,787.36","849,095.19","1,631,047.44","2,752,859.43","2,052,743.43","2,896,186.32","3,475,150.64","4,916,314.60","5,406,383.48","6,712,313.69","8,399,309.47","10,008,269.63","5,415,069.60","6,826,227.64","9,578,898.33","13,399,347.02","10,694,545.84","11,830,843.86","56,306,645.63"
预收款项,"964,543.58","716,225.91","396,513.12","745,567.12","302,578.00","827,741.05","1,024,631.32","462,183.90","1,103,967.10","832,142.36","1,106,748.88","1,844,582.51","1,398,972.33","1,595,876.64","1,686,189.51","3,532,151.71","2,624,296.83","3,138,924.44","4,918,169.56","3,378,239.94","4,019,976.91","5,233,293.07","2,501,449.51","5,150,018.61","9,192,258.39","6,536,574.01","8,328,787.00","10,486,249.84"
其他应收款,"1,953,463.24","1,229,447.16","1,642,628.88","2,679,502.49","1,453,822.69","1,304,389.22","1,946,269.99","1,832,828.60","1,767,488.13","824,147.13","1,820,846.67","1,423,636.98","2,243,325.26","1,300,576.53","3,370,748.19","3,267,703.25","4,669,872.98","5,150,398.88","7,315,489.27","8,339,049.99","10,871,939.54","6,100,655.50","5,646,222.74","9,410,627.20","11,560,418.76","4,943,020.55","9,599,424.64","9,503,273.41"
应付职工薪酬,"3,461,187.41","5,135,811.20","4,959,646.31","1,879,217.70","2,033,583.58","4,882,151.92","2,412,238.57","1,548,584.04","1,740,148.92","8,023,648.64","3,736,177.53","9,633,422.63","12,745,330.15","15,431,651.33","7,252,786.74","10,458,097.63","10,119,293.85","12,494,552.35","2,834,102.97","16,174,810.73","21,945,326.74","32,717,115.12","9,924,590.90","13,801,377.29","16,651,369.91","33,206,208.11","10,340,953.02","16,093,287.83"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,679,405.12","17,644,180.30","7,100,558.87","9,806,162.14","7,143,623.98","3,275,126.29","2,757,747.06","4,232,217.32","3,409,283.40","9,136,459.75","5,416,899.27","12,609,612.83","8,881,331.51","11,990,397.85","9,097,042.36","14,105,073.05","8,968,067.02","14,632,004.06","15,565,926.59","11,481,030.08","13,358,618.80","25,068,616.07","10,578,052.24","18,128,916.73","22,525,236.23","31,740,768.32","30,304,786.67","17,468,982.61"
应收利息,,,,,,,"1,682,869.81","3,526,012.93","5,369,156.05","7,212,299.17",,,,,,,,,,,,"2,230,333.33","1,195,152.94","1,195,152.94",,,,
应付利息,"5,216.75",,"47,184.63","42,306.91","7,333.33",,,,,,,,,,,,,,,"34,561.64","33,060.00","36,733.33",,"6,422.02","25,923.30","36,778.07","22,844.73","38,062.50"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
