科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"769,697,844.66","890,199,831.16","445,779,775.69","567,880,982.98","858,063,122.87","393,635,441.68","505,309,242.78","510,272,307.81","680,293,260.00","1,397,624,075.97","910,834,336.22","676,985,990.98","1,741,118,901.53","1,675,771,286.26","1,124,142,211.41","1,618,354,518.68","2,822,195,000.92","2,252,110,152.55","2,097,513,024.02","3,358,921,186.36","3,152,489,248.40","3,518,087,559.35","3,385,551,282.16","3,914,334,895.10","4,074,891,082.96","5,743,761,699.20","3,717,282,022.61","2,909,708,304.23","3,346,978,524.30","3,268,409,199.87","4,283,791,944.32","3,138,215,820.95","3,003,502,814.97","3,228,863,470.19","1,943,233,697.40","2,392,516,403.83","2,875,621,237.26","2,883,962,027.41","2,858,796,547.55","2,555,416,240.87","2,232,066,200.27","2,942,039,144.03","2,809,770,306.29","3,439,801,445.22"
短期借款,"1,500,000.00","1,500,000.00","703,360,000.00","701,860,000.00","351,860,000.00","911,860,000.00","562,000,000.00","462,100,000.00","467,000,000.00","17,000,000.00","24,000,000.00","39,000,000.00","568,000,000.00","1,141,800,000.00","774,000,000.00","495,000,000.00","2,057,840,000.00","3,288,840,000.00","2,705,840,000.00","2,245,840,000.00","2,136,000,000.00","1,930,000,000.00","665,000,000.00","2,255,000,000.00","740,000,000.00","720,000,000.00","620,000,000.00","1,290,000,000.00","1,310,000,000.00","1,370,500,000.00","570,500,000.00","650,500,000.00","760,500,000.00","740,000,000.00","1,120,000,000.00","120,000,000.00","320,000,000.00","120,000,000.00","70,000,000.00",,,"1,670,000,000.00","1,800,000,000.00","1,800,000,000.00"
交易性金融资产,"8,500.00","30,000.00","36,990.00","11,018,074.40","6,298,424.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"320,000.00","550,000.00","200,000.00",,,,,,,,,,,,,,,,,"500,000.00",,,,,,,,,,,,,,,,,,,,,
应付票据,,,"316,996,632.00","349,096,632.00","32,100,000.00",,,"234,308,869.00","570,381,900.00","381,666,503.29","135,593,472.29","137,967,063.20","129,918,632.20","60,695,569.00","171,748,005.00","233,004,005.00","350,000,000.00","330,000,000.00","80,000,000.00",,"65,000,000.00","65,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,,,,,,,,,,,
应收账款,"115,613,108.91","74,219,938.85","87,611,310.64","91,849,059.56","61,857,912.23","110,995,050.99","126,079,003.63","160,510,006.17","148,668,434.67","139,887,768.20","167,551,659.29","218,199,878.65","277,850,009.94","218,878,232.79","119,198,605.75","258,303,475.63","184,247,566.52","300,523,967.22","240,586,570.51","334,800,530.87","245,901,013.61","282,848,748.16","259,094,586.66","280,314,159.98","241,948,078.26","359,511,519.37","234,982,380.11","416,880,177.67","468,190,439.89","448,122,696.53","427,603,375.07","485,374,596.62","440,612,400.12","535,372,388.72","545,059,744.03","182,687,222.65","210,229,087.60","294,699,754.92","357,557,538.56","410,719,693.90","409,592,288.64","364,867,659.45","414,589,850.03","430,141,880.03"
应付账款,"116,967,143.16","166,079,656.20","224,543,662.68","323,581,657.69","222,021,358.66","223,681,360.15","252,164,543.49","398,156,753.65","335,415,905.31","364,760,152.53","441,628,321.70","725,973,567.63","452,384,059.93","760,303,306.01","1,110,892,667.89","1,922,699,921.47","1,609,601,373.90","1,721,954,234.73","1,690,281,477.50","1,842,226,352.25","1,283,363,709.09","1,378,578,438.54","942,820,476.64","1,682,206,216.97","1,780,800,429.33","1,754,413,654.91","2,382,651,837.01","2,060,927,132.08","2,081,768,287.01","1,644,655,401.51","1,629,025,237.34","1,998,910,286.25","1,790,673,619.55","2,240,540,099.13","2,517,263,882.88","2,276,632,870.70","1,784,861,256.39","1,879,149,010.76","1,868,187,069.55","1,865,512,159.79","1,739,598,203.84","1,677,745,494.77","1,560,409,212.64","1,827,343,972.69"
预付款项,"34,574,214.77","54,946,435.61","98,225,554.17","19,719,407.91","43,498,598.45","99,633,158.32","147,588,161.31","200,423,723.41","262,964,932.50","302,637,524.40","308,304,579.88","137,341,415.47","278,352,779.16","412,100,291.94","415,009,488.42","799,967,098.86","1,027,259,656.30","1,061,047,507.03","955,211,889.96","926,551,462.65","800,955,518.30","1,236,199,816.86","796,412,419.93","514,649,588.58","673,817,819.10","210,104,822.17","852,668,630.22","213,273,533.80","874,913,879.31","374,951,664.51","619,959,387.98","98,804,747.31","176,331,699.24","141,281,663.64","89,278,781.43","76,481,657.77","109,172,046.30","70,917,575.27","159,349,201.17","78,270,673.06","78,007,471.69","85,232,743.42","473,042,965.84","54,919,053.22"
预收款项,"285,954,959.96","324,093,827.89","348,864,456.13","279,181,922.26","285,134,606.05","383,344,058.27","469,472,039.50","119,668,958.52","107,519,667.97","127,480,455.77","183,794,320.60","90,754,358.02","254,734,725.10","108,172,462.86","93,703,227.42","112,250,227.86","126,707,310.98","153,416,938.97","170,055,377.80","181,634,550.31","182,031,778.06","142,788,297.18","152,406,514.20","114,335,242.96","121,110,882.74","102,191,446.51","124,595,101.20","117,609,690.23","243,951,833.24","94,808,688.29","127,908,178.03","226,888,405.88","208,911,706.75","221,125,402.92","227,607,846.76","220,482,055.32","278,538,929.03","118,377,248.03","135,113,438.00","120,202,445.18","139,858,923.30","125,207,312.76","124,356,703.35","134,827,814.23"
其他应收款,"39,762,597.08","56,697,676.23","59,140,822.39","67,292,082.32","69,241,859.54","107,488,268.78","118,084,729.47","58,667,428.72","80,833,258.48","121,251,917.84","136,503,264.32","123,846,379.55","204,446,716.26","210,177,337.47","204,880,646.48","162,962,203.08","149,856,685.71","204,306,211.66","171,601,789.03","214,902,238.60","269,714,477.02","274,515,249.30","291,565,518.43","290,281,020.28","311,903,227.69","312,689,018.39","268,478,069.24","296,527,595.37","185,428,295.42","249,320,298.16","254,315,352.98","366,294,206.11","260,553,559.85","231,569,974.72","220,999,031.19","65,128,226.39","50,558,713.54","67,728,234.38","66,241,211.40","59,959,126.69","68,572,182.13","68,782,005.98","76,742,750.41","65,209,205.19"
应付职工薪酬,"21,441,906.14","22,117,806.95","22,783,030.02","11,536,339.16","11,182,196.40","12,703,920.31","12,829,819.61","18,138,047.90","16,858,151.09","16,914,289.41","16,526,401.56","17,191,669.37","18,612,806.22","20,158,056.21","18,993,724.01","19,810,928.49","21,535,589.65","22,424,304.08","22,694,102.01","23,967,599.10","25,115,517.93","25,192,819.80","22,904,217.97","91,939,739.97","27,990,153.99","32,437,369.41","30,191,645.50","76,375,659.45","32,752,854.13","36,873,038.31","36,515,680.01","93,041,151.03","41,298,308.67","40,813,773.66","41,398,155.02","66,684,551.18","42,643,196.63","42,985,963.91","47,463,532.50","55,227,864.98","44,917,684.50","43,226,445.84","43,635,973.81","51,217,784.43"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"63,614,081.28","62,754,095.69","84,086,225.36","115,051,826.61","131,898,265.14","51,437,817.61","108,897,658.95","99,043,190.87","75,354,811.07","87,082,846.49","102,353,886.37","154,039,267.24","161,645,969.56","147,366,749.09","113,531,664.80","148,644,823.88","140,386,558.06","81,515,635.17","63,421,535.92","232,061,184.81","216,591,744.79","144,286,035.67","82,543,778.50","123,441,769.19","77,937,017.37","105,629,323.41","79,900,787.40","125,213,655.74","155,305,628.31","106,930,273.24","87,052,255.19","97,854,073.22","180,985,091.84","187,597,537.14","148,930,032.34","132,676,530.74","156,352,022.59","224,097,797.04","155,277,877.36","110,655,459.04","188,121,616.34","164,208,114.77","229,940,299.54","262,133,846.55"
应收利息,,,,,"585,669.31",,,,,,,,,,,,,,,,,,,,,,,"6,047,114.44","1,851,416.67","3,741,867.88","1,675,617.88","4,644,777.20","4,644,777.20","2,818,468.39","2,804,582.55",,,,,,,,,
