科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"52,916,866.57","91,200,203.50","138,742,441.60","33,151,477.97","82,205,848.97","134,476,470.38","201,843,159.65","63,077,717.65","152,867,203.69","273,864,884.55","440,512,776.91","203,414,913.77","397,157,252.00","614,481,125.38","857,024,165.46","244,293,875.17","498,329,088.84","787,224,419.49","1,106,212,000.56","269,561,392.67","631,554,700.80","925,525,120.16","1,228,068,460.24","338,012,661.32","641,896,496.69","1,008,489,999.16","1,370,498,113.37","374,532,404.50","717,537,001.04","1,109,331,484.46","1,473,126,948.66","321,327,177.10","577,056,411.07","808,423,437.77","999,118,691.07","231,244,302.74"
取得子公司及其他营业单位支付的现金净额,,,"12,809,593.20",,,,,,,,"19,998,766.45",,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"32,035.00","1,085,300.00","1,367,714.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"91,015.08","5,163,296.98","4,645,350.80","1,959,848.21","3,322,128.92","3,661,525.67","9,623,056.59","3,490,306.66","11,936,911.04","12,381,350.74","13,389,566.97","455,547.51","5,924,312.97","9,636,239.64","61,987,125.12","798,619.02","16,623,621.01","19,897,414.84","16,557,747.52","3,909,657.07","9,888,569.96","26,265,430.40","35,748,765.90","3,444,356.18","6,370,942.37","13,721,016.00","12,987,543.69","4,734,913.38","10,136,782.25","13,435,971.66","14,213,077.04","3,053,759.63","37,530,869.20","38,991,489.29","43,676,959.11","15,880,969.24"
投资活动现金流出小计,"16,806,137.48","16,443,097.90","95,056,179.99","22,062,447.76","43,943,095.88","59,662,672.99","84,350,590.60","18,758,325.81","42,699,861.27","76,045,449.14","133,878,494.04","11,778,729.46","118,866,063.27","125,214,520.57","124,422,142.63","57,935,972.55","310,139,882.11","362,726,823.94","414,468,134.45","54,240,321.31","167,323,507.32","273,264,760.18","544,952,391.46","183,619,679.07","458,564,317.21","1,204,075,705.39","1,320,866,489.79","356,106,766.27","543,709,155.77","1,087,384,835.62","1,426,711,426.83","531,007,755.00","1,497,948,899.90","2,010,646,819.86","2,631,601,978.43","617,249,850.85"
经营活动现金流入小计,"53,039,916.65","97,448,800.48","144,755,506.98","35,111,326.18","85,527,977.89","138,137,996.05","211,466,216.24","66,568,024.31","164,804,114.73","286,246,235.29","453,902,343.88","203,870,461.28","403,081,564.97","624,117,365.02","919,011,290.58","245,092,494.19","514,952,709.85","807,121,834.33","1,122,769,748.08","273,471,049.74","641,443,270.76","951,790,550.56","1,263,817,226.14","341,457,017.50","648,267,439.06","1,022,211,015.16","1,383,485,657.06","379,267,317.88","727,673,783.29","1,122,767,456.12","1,487,340,025.70","324,380,936.73","614,587,280.27","847,414,927.06","1,042,795,650.18","247,125,271.98"
投资活动产生的现金流量净额,"-8,306,137.48","-11,243,097.90","-94,356,179.99","-5,862,447.76","-27,743,095.88","-43,462,672.99","-68,150,590.60","-18,758,325.81","-42,699,861.27","-76,045,449.14","-120,996,544.04","-10,716,229.46","-116,717,452.16","-121,979,798.35","-46,278,844.78","-57,921,972.55","-104,548,104.33","-105,935,621.04","-99,620,257.19","-51,765,669.84","-60,131,213.55","-10,029,807.43","-90,763,675.96","-79,298,845.74","-124,754,105.46","-812,683,438.85","-876,057,331.66","7,298,192.62","29,051,451.23","253,925,104.41","-79,818,919.19","16,378,046.18","-219,752,805.96","128,282,652.07","-41,234,065.02","-134,504,380.85"
购买商品、接受劳务支付的现金,"6,011,418.03","10,223,863.08","15,513,590.58","5,655,045.28","13,943,385.11","23,892,369.76","29,230,581.40","8,516,395.59","20,567,527.51","29,934,239.31","36,816,765.93","10,154,045.63","28,974,261.96","41,910,641.19","54,670,757.62","6,281,147.03","13,653,952.57","17,856,173.70","33,053,562.31","4,404,355.91","7,582,943.26","11,224,861.12","31,230,105.91","3,728,315.93","12,219,474.44","19,358,770.90","40,887,160.67","5,498,772.08","12,872,482.91","23,048,992.44","45,933,178.99","7,638,117.38","16,943,076.00","31,596,873.41","49,860,584.46","7,460,665.95"
吸收投资收到的现金,"12,500,000.00","15,250,000.00",,,"836,296,250.00","836,296,250.00","831,592,850.00",,,,,,,,,,,,,,,,"56,729,000.00","4,891,300.00","4,891,300.00","4,891,300.00","31,190,300.00",,,,,,,,,
