科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"40,475,557.80","85,887,702.13","145,136,296.81","50,130,040.70","608,947,457.49","611,188,707.47","628,709,509.38","606,332,424.23","467,031,891.73","420,351,487.36","548,350,402.02","355,529,678.69","423,226,250.53","462,260,132.68","527,143,392.08","550,438,873.30","617,574,978.89","514,582,484.89","673,693,307.28","374,426,891.85","269,127,759.93","163,633,248.63","406,530,577.80","190,518,522.60","311,855,798.82","229,442,018.97","391,340,826.27","48,967,035.70","249,002,434.94","283,899,240.09","384,869,771.51","195,386,273.30"
短期借款,"58,400,000.00","107,093,685.62","128,073,925.03","216,641,574.76","130,903,227.34","267,866,544.87","134,833,102.76","227,333,189.58","210,736,540.62","167,994,152.39","135,963,976.07","84,306,214.08","178,099,298.97","304,452,588.37","170,622,197.97","285,746,674.63","530,669,336.43","503,651,714.58","517,267,400.46","436,045,456.07","386,770,682.68","296,798,447.59","117,842,253.39","120,000,000.00","354,587,676.00","284,587,676.00","100,000,000.00","20,000,000.00","310,000,000.00","210,000,000.00","20,000,000.00",
交易性金融资产,"5,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"1,400,000.00",,"1,672,810.00",,,"2,965,000.00",,,,,"4,360,240.00","1,383,160.00","1,135,964.00","1,280,390.00","6,030,240.00","4,967,650.00","3,885,900.00","1,137,000.00","3,857,400.00","341,400.00","1,525,000.00","12,367,000.00","2,257,750.00","16,210,950.00",,"12,120,220.00","400,000.00","21,913,004.00"
应付票据,"6,562,821.10","15,823,453.66","52,823,806.33","33,922,436.08","42,017,890.64","37,540,710.86","19,091,812.45","12,247,882.44","29,492,985.16","20,350,079.78","44,556,062.99","33,672,950.84","26,673,141.82","21,475,420.28","82,002,246.84","70,704,740.37","37,740,960.52","64,031,861.90","86,108,131.32","39,024,471.03","30,755,070.59","46,230,816.27","134,119,378.14","109,389,138.55","146,252,121.30","111,125,524.05","112,835,904.06","73,302,724.66","138,293,454.21","134,853,101.02","150,993,361.82","174,171,053.25"
应收账款,"154,430,589.81","204,044,788.26","184,944,705.37","288,407,428.97","327,834,492.30","360,604,323.56","285,268,003.88","340,925,178.83","402,824,443.93","447,212,241.78","394,329,107.22","489,803,877.20","623,738,270.18","716,223,452.60","564,979,806.02","698,721,382.04","663,619,558.77","691,114,521.24","542,057,245.93","720,091,515.62","722,253,963.85","770,047,719.15","503,500,012.80","690,689,994.43","665,594,594.98","709,472,684.67","453,024,327.88","741,660,013.46","834,454,762.11","751,861,503.37","514,420,932.15","740,205,972.34"
应付账款,"80,428,010.75","89,009,487.45","119,572,700.16","109,565,594.73","177,315,085.81","78,782,514.62","109,268,357.94","146,504,356.52","98,907,214.71","138,889,655.07","148,510,904.78","201,691,426.83","235,535,508.37","286,780,632.70","227,994,769.15","262,554,339.91","180,695,774.57","325,099,913.58","136,650,096.45","261,792,716.77","171,355,908.25","259,034,170.12","143,249,173.07","193,046,258.09","148,151,972.00","141,200,859.85","156,876,657.54","351,768,619.97","242,623,000.52","242,532,402.13","256,914,216.78","324,217,318.67"
预付款项,"4,197,117.67","6,290,117.02","2,187,075.39","8,430,700.13","9,669,364.95","9,822,152.27","8,523,774.13","30,051,043.51","40,724,999.58","32,824,563.87","38,322,820.77","27,008,899.36","28,359,446.22","23,670,152.14","9,486,941.23","19,921,401.66","9,003,138.30","13,161,808.26","8,936,950.12","8,628,525.37","16,697,439.09","19,384,713.03","8,088,544.12","7,428,664.54","174,834,354.49","45,404,139.41","76,496,152.78","65,986,900.63","58,394,172.73","12,621,880.32","16,646,992.86","9,988,992.84"
预收款项,"2,435,031.88","4,388,526.65","20,867,208.01","11,530,341.65","4,878,786.00","2,754,413.21","18,059,375.55","17,455,083.24","16,381,055.38","15,559,924.95","34,591,292.47","16,205,087.52","74,209,384.07","65,746,414.73","72,100,747.40","173,628,265.45","27,764,140.72","23,727,577.66","40,941,234.08","27,403,310.18","39,701,660.18","37,822,625.32","40,133,097.02","25,703,827.09","48,939,313.10","37,688,975.01","58,898,683.30","33,687,119.26","43,909,605.92","50,166,437.45","44,776,183.72","47,372,938.45"
