科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"747,829,703.07","949,244,192.46","926,763,607.79","1,244,499,423.11","838,903,963.23","713,679,055.78","1,110,034,678.51","871,346,043.14","1,128,219,676.43","823,560,672.61","952,532,711.32","1,042,269,671.22","1,295,463,217.71","1,885,376,779.24","2,232,415,191.77","1,516,375,960.51","1,621,582,899.39","1,758,735,288.47","2,401,164,735.87","1,437,739,987.63","1,756,379,564.54","2,473,803,293.59","2,276,455,047.71","1,387,328,564.41","1,477,904,149.85","2,293,470,203.72","2,033,647,038.59","1,609,157,175.26","1,534,288,003.95","2,307,406,753.60","2,716,507,767.14","1,732,146,995.18","1,914,367,729.23","2,499,007,070.46","2,350,312,153.95","1,743,930,591.04","1,718,880,579.29","2,247,393,269.74","2,777,643,496.45","1,678,002,604.32","1,292,275,350.27","1,899,973,585.26","2,212,424,842.20","1,944,752,077.30","1,488,019,875.00","2,408,618,586.62","2,660,494,271.47","1,938,847,377.33","1,618,297,376.00"
短期借款,"952,000,000.00","916,000,000.00","883,700,000.00","1,750,200,000.00","2,100,400,000.00","2,302,400,000.00","1,650,100,000.00","1,733,000,000.00","1,783,000,000.00","1,723,000,000.00","1,100,000,000.00","1,205,000,000.00","1,244,000,000.00","1,576,000,000.00","1,331,000,000.00","1,621,000,000.00","1,639,000,000.00","1,781,000,000.00","2,151,000,000.00","2,381,000,000.00","3,901,800,000.00","4,210,000,000.00","3,080,000,000.00","3,475,000,000.00","3,242,000,000.00","1,875,000,000.00","1,315,000,000.00","1,315,000,000.00","1,458,000,000.00","1,478,000,000.00","1,418,000,000.00","1,591,000,000.00","1,806,000,000.00","1,233,000,000.00","553,000,000.00","851,000,000.00","853,000,000.00","853,000,000.00","653,000,000.00","851,000,000.00","627,000,000.00","545,000,000.00","500,000,000.00","460,000,000.00","430,000,000.00","350,000,000.00","250,000,000.00","50,000,000.00","55,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"72,525,733.34","110,171,745.34","72,340,013.10","60,084,355.96","68,951,706.22","57,034,481.65","55,166,594.00","17,833,950.20","39,009,620.40","58,415,699.80","45,637,374.00","33,759,689.00","63,140,910.00","71,550,109.50","32,399,750.60","2,678,750.00","24,871,748.80","45,825,000.00","17,782,468.40","9,020,127.57","16,230,000.00","34,399,180.32","10,608,011.00","3,795,575.00","20,423,288.80","15,604,211.82","24,677,488.81","3,280,125.14","23,632,191.99","24,789,720.05","9,348,400.00",,"18,807,277.99","10,990,000.00","100,000.00",,"9,898,900.00","3,700,900.00","20,000.00",,"5,333,994.95","5,050,000.00","4,300,000.00","300,000.00","56,445,390.43","13,045,390.43","2,300,000.00","700,000.00",
应付票据,"95,515,865.58","81,301,252.72","120,074,037.56","92,780,675.20","53,471,402.33","33,508,681.58","18,929,407.84","19,642,665.35","28,441,868.71","40,967,727.54","33,135,055.00","23,828,276.33","19,852,289.23","22,235,781.88","34,562,965.72","39,454,050.63","19,111,451.90","18,953,889.97","18,479,436.08","11,225,813.51","58,496,188.99","36,159,014.49","45,880,977.31","20,312,066.44","4,301,929.20","4,793,586.13","11,011,664.00","3,978,209.00","4,898,209.00","12,242,253.00","4,822,253.00",,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,
应收账款,"190,585,288.98","260,044,894.30","258,382,996.10","113,197,050.14","132,413,697.53","278,247,601.54","135,565,333.65","128,756,846.68","138,734,681.15","295,148,913.19","291,336,770.92","108,432,777.60","128,569,211.79","299,524,508.78","164,548,765.56","75,108,413.82","88,275,995.94","130,835,025.87","102,656,074.61","121,982,252.71","117,261,111.47","124,449,626.20","142,938,201.06","122,123,799.38","137,052,288.76","114,798,904.48","129,692,269.29","123,187,731.20","129,591,734.34","156,451,362.50","150,290,044.13","135,080,329.24","168,688,736.33","302,348,001.07","173,958,847.69","132,458,378.41","156,719,938.92","162,517,455.21","161,897,357.88","203,127,042.14","257,149,137.27","252,273,575.60","154,391,181.44","177,252,243.67","217,099,680.63","246,780,163.45","215,578,740.42","244,266,265.32","247,235,693.93"
应付账款,"559,524,161.19","169,505,845.16","711,181,329.76","581,142,979.60","1,170,853,929.93","678,168,820.00","1,220,023,073.02","657,952,437.86","656,875,696.12","257,507,564.78","495,991,059.11","553,317,880.95","711,105,288.45","761,647,102.80","711,095,552.23","802,619,269.28","781,937,952.10","539,230,206.78","963,531,593.81","1,010,917,669.74","774,253,680.25","1,066,456,598.31","883,722,962.42","1,032,267,298.95","1,141,063,345.11","1,396,646,210.86","1,268,373,255.55","1,081,137,739.16","1,046,552,978.43","1,126,166,894.30","1,166,574,410.14","1,002,447,931.05","1,067,512,720.17","1,457,156,421.59","1,413,464,627.02","1,022,945,674.22","1,000,006,414.45","1,061,956,241.30","1,191,263,649.89","1,053,175,019.57","1,264,360,965.56","1,339,046,609.22","1,195,648,779.05","1,099,235,694.48","1,114,363,311.24","1,316,030,076.90",,"1,060,109,816.32",
预付款项,"353,187,978.99","275,596,289.98","563,879,249.59","808,008,947.70","882,813,147.08","687,669,950.98","772,444,240.29","441,795,025.66","526,691,039.35","388,030,602.58","466,806,002.42","225,212,737.54","254,623,881.53","205,694,666.55","190,275,566.00","430,857,176.44","461,715,898.88","294,030,257.36","321,901,306.09","409,206,173.66","425,768,782.81","418,641,918.75","369,905,623.59","305,057,977.90","270,938,551.02","247,994,345.35","302,722,679.77","238,876,919.55","267,249,287.28","243,128,543.75","209,828,767.65","183,154,282.17","220,303,487.31","227,172,630.15","285,028,177.59","110,764,634.32","140,815,001.09","162,884,699.90","125,508,174.36","150,337,130.12","172,286,496.35","143,375,009.36","147,524,137.08","161,900,308.69","231,683,165.86","164,679,165.93","123,563,721.30","149,194,205.19","176,014,020.07"
预收款项,"208,401,117.24","182,823,801.50","175,155,818.39","365,133,710.81","242,760,659.34","423,925,870.46","137,262,664.30","122,700,794.92","271,748,960.63","149,722,794.89","245,918,369.70","277,819,275.32","666,689,927.93","227,072,394.32","363,759,236.24","288,388,274.32","571,673,218.25","130,797,270.15","350,277,335.69","412,356,090.75","444,838,594.13","433,003,776.79","444,861,319.01","433,621,375.57","461,128,439.91","560,357,228.11","558,703,843.79","836,622,590.67","658,557,549.05","741,262,474.04","834,854,671.59","618,802,235.79","655,060,810.24","742,339,079.42","881,333,127.57","643,632,303.06","616,950,045.78","564,153,291.80","658,284,007.05","599,536,369.46","622,862,439.83","317,066,146.04","575,153,311.42","676,413,493.57","894,343,985.41","483,191,442.20","366,679,908.86","641,363,393.01","588,706,101.98"
其他应收款,"386,509,985.87","287,718,429.05","276,125,889.24","81,276,839.35","97,826,241.97","131,001,100.57","96,704,732.58","71,909,454.66","80,370,814.48","85,613,785.94","66,564,487.71","70,782,351.89","81,806,382.59","144,314,329.64","168,426,159.58","70,060,513.26","75,983,585.66","105,784,872.43","83,888,780.66","90,141,280.49","592,087,338.89","98,332,848.59","107,875,530.88","77,499,036.81","89,671,289.98","69,403,633.37","76,625,034.39","97,510,795.67","114,798,596.60","121,680,317.64","116,123,174.92","54,786,466.51","67,948,363.79","78,118,614.90","55,517,021.34","56,657,063.36","70,019,804.70","78,874,915.11","47,656,377.80","49,938,129.60","59,244,215.65","38,761,533.27","40,630,021.91","49,258,539.00","49,684,334.42","25,443,129.70","25,014,347.68","34,538,096.34","39,020,594.60"
应付职工薪酬,"83,890,892.61","107,886,091.52","139,439,839.88","26,776,700.99","35,925,677.44","53,952,259.93","51,631,032.29","25,739,718.00","36,847,934.76","43,139,944.82","25,372,815.37","36,250,252.85","40,271,120.82","50,582,698.22","82,591,833.97","42,871,115.10","44,057,333.93","48,422,000.20","66,142,617.53","40,557,286.04","45,209,156.80","68,646,209.78","75,807,238.81","41,191,928.45","65,736,826.33","64,549,122.66","77,394,021.46","126,887,537.82","70,728,880.86","77,366,361.87","99,279,631.97","57,922,142.57","69,214,536.48","76,787,117.96","66,848,492.87","74,376,350.35","79,450,432.32","101,135,522.22","95,175,888.27","78,566,221.49","92,964,461.10","88,631,243.96","99,129,522.73","56,878,935.65","73,296,532.35","66,211,950.54","81,565,381.87","53,680,609.66","75,559,671.76"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
