科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"141,612,049.84","138,753,443.23","55,629,006.22","90,733,599.09","178,376,447.87","39,510,071.25","98,634,297.82","157,047,485.88","250,087,721.79","52,505,198.74","154,581,442.14","231,533,201.29","369,232,905.11","44,893,070.16","90,272,815.30","140,230,050.60","254,819,501.09","27,483,381.46","58,537,950.95","106,382,457.57","215,805,316.36","39,715,044.97","139,682,634.14","230,443,464.52","322,499,271.41","122,689,564.77","273,545,393.59","470,064,545.47","676,355,296.53","223,174,701.45","590,089,534.52","871,977,977.49","1,201,212,661.97","180,728,239.82","3,770,410,620.27","7,817,596,267.15","12,345,021,111.37","3,828,264,408.63","7,551,780,721.37"
二、营业利润,"31,189,903.15","39,215,302.88","12,850,257.14","21,952,419.73","42,141,732.67","6,105,863.42","13,309,376.35","18,908,260.71","41,774,213.77","6,729,095.19","13,796,148.80","23,143,276.06","47,672,335.16","4,763,017.24","10,051,369.11","11,766,511.37","8,089,315.02","-5,969,292.17","-11,965,260.11","-23,689,359.88","-29,909,657.97","-7,469,899.87","-9,192,244.82","-6,081,694.71","193,651,068.29","70,551,319.37","167,457,376.24","235,988,966.43","376,935,609.79","119,496,193.40","231,407,371.55","312,694,758.85","405,003,444.94","89,786,765.11","77,685,807.49","74,637,367.11","111,432,536.70","138,331,775.01","184,367,281.59"
减:营业成本,"84,169,355.85","67,893,203.13","30,232,727.30","49,603,720.50","109,557,904.58","26,234,388.16","69,327,133.33","110,073,896.17","169,317,807.11","31,303,918.82","111,827,319.79","163,211,234.96","258,479,630.32","25,523,379.38","52,367,881.71","86,017,449.41","168,601,712.53","20,763,725.81","44,700,857.71","87,434,160.24","174,703,768.58","30,807,938.54","111,326,379.05","183,888,570.79","63,973,098.94","38,201,111.41","76,454,399.46","169,687,400.60","192,725,198.65","67,141,659.88","254,569,841.52","418,742,141.94","639,654,574.07","82,114,648.87","3,018,991,905.74","6,452,665,841.56","10,276,267,424.36","3,223,419,974.20","6,483,276,003.89"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,447,336.80","4,064,469.64","1,314,979.04","1,903,825.01","3,088,591.51","375,095.35","908,308.36","1,634,200.56","3,876,182.85","322,238.11","1,016,123.70","2,124,567.34","4,513,846.72","899,075.76","1,790,844.07","2,848,986.66","3,465,788.62","642,272.82","583,695.59","632,492.65","1,068,818.20","12,791.55","428,035.15","303,456.18","1,203,158.66","395,972.46","965,914.50","2,492,256.58","1,541,184.90","367,796.36","1,064,707.90","1,859,893.80","2,772,093.60","1,061,807.58","9,571,667.08","14,661,282.59","19,608,604.81","4,143,665.87","11,590,842.94"
营业外收入,"3,711,708.76","1,151,834.49","329,519.87","553,740.49","2,303,408.19","669,527.73","1,308,972.29","5,224,683.19","4,855,926.33","476,796.39","765,886.50","2,066,473.14","3,585,646.08","1,478,823.93","2,635,822.48","3,521,712.88","4,243,692.75","1,143,014.12","1,909,886.57","2,901,495.26","7,160,684.61","1,742,862.55","2,039,848.66","2,462,941.02","48,196.92",,"100,000.98","1,647,860.99","2,098,934.16","982,000.87","2,059,833.87","2,569,177.11","2,813,627.47","460,246.75","3,921,557.87","14,785,919.05","15,501,487.80","1,605,732.10","1,778,648.31"
销售费用,"2,135,736.31","1,742,756.96","703,338.74","1,074,631.32","2,631,582.90","904,215.39","1,912,818.47","3,292,263.41","5,635,724.84","1,421,026.38","3,500,257.28","4,854,121.31","6,848,901.14","1,040,839.12","2,052,395.52","2,791,808.83","5,224,928.25","633,008.16","1,643,195.71","2,380,509.19","5,537,001.89","720,234.43","2,460,374.14","2,763,392.44","22,986,437.10","3,487,952.34","8,371,368.63","17,731,557.45","25,208,552.22","12,178,858.45","57,704,428.74","78,862,140.38","121,269,282.85","20,499,435.72","415,321,961.96","816,591,868.84","1,315,798,261.24","417,771,127.34","821,619,226.82"
减:营业外支出,"353,585.63","364,832.78","55,499.49","99,166.99","174,245.60","31,742.65","88,545.52","134,368.79","233,247.49","48,056.26","182,981.73","300,967.94","423,061.65","50,719.48","149,484.93","250,510.81","353,880.04","27,483.38","63,729.26","174,719.20","18,695,538.95","111,809.56","200,027.48","316,749.00",42.77,,,648.18,674.46,11.85,"9,434.45","1,009,490.59","5,094,737.24",,"11,977,383.09","17,547,132.50","17,785,708.46","101,087.47","801,253.10"
管理费用,"23,633,831.85","26,005,196.91","10,769,944.01","16,663,869.58","21,700,314.61","8,202,434.06","16,254,599.32","26,661,991.25","39,704,115.45","12,878,853.08","25,282,364.22","39,966,082.75","56,333,687.43","13,207,558.31","25,971,550.54","39,070,496.38","51,747,285.33","12,985,179.13","27,205,679.01","42,757,098.94","61,887,376.83","15,984,460.35","32,361,357.42","49,606,304.36","37,298,810.95","10,837,911.24","20,945,735.12","36,772,062.57","59,644,442.64","21,248,315.35","64,817,005.56","99,914,306.61","166,809,812.62","60,175,177.95","259,699,508.04","443,755,851.58","652,652,293.84","192,778,284.28","394,309,388.99"
其中:非流动资产处置净损失,"1,045.84","77,061.13",,,"8,562.91",,,,,,,,"65,500.52",,,,"42,167.55",,,,"18,434,556.70",,"79,344.00",,,,,,,,,,"162,939.06",,"459,949.43","770,277.32",,,
