科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"121,530,605.83","82,426,319.51","69,556,562.08","53,083,265.77","34,441,957.79","396,623,911.45","329,842,434.41","171,638,817.49","146,616,381.40","226,442,085.55","203,659,083.12","184,709,704.84"
短期借款,,,,"5,000,000.00","5,000,000.00",,,,"20,000,000.00","47,000,000.00","50,174,500.00","55,479,738.28"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"1,477,850.00","3,502,500.00","6,233,500.00","1,562,944.50","12,698,000.00","14,546,090.98","3,356,000.00","29,103,600.00","28,294,000.00","71,019,827.53","69,977,168.70","34,726,442.50"
应付票据,"4,440,000.00",,"2,671,200.00","2,007,000.00","3,941,000.00","8,557,300.00","740,000.00","3,002,600.00","4,324,385.00","47,411,927.27","41,995,541.67","36,521,650.43"
应收账款,"35,407,173.79","49,983,484.05","122,846,248.18","117,374,060.91","154,455,778.40","137,490,493.67","155,200,493.74","175,160,065.81","251,373,278.80","303,366,554.44","314,244,666.56","347,251,227.50"
应付账款,"41,071,789.78","54,509,731.27","85,095,323.51","91,938,266.59","85,913,328.19","96,660,110.99","73,545,872.02","76,739,094.55","76,756,322.41","156,591,648.97","150,383,970.59","133,943,083.74"
预付款项,"2,840,104.91","3,770,417.07","2,379,243.32","4,429,076.06","7,271,709.11","4,704,170.15","12,077,668.42","16,437,823.45","106,676,396.21","15,049,405.64","18,312,860.07","28,775,786.68"
预收款项,"1,538,416.00","2,074,476.01","5,043,210.01","3,954,710.01","4,328,598.01","2,207,160.01","4,109,416.02","4,792,081.71","4,878,931.32","31,841,479.60","12,257,990.26","9,815,621.70"
其他应收款,"574,208.62","1,018,059.54","1,372,721.96","921,837.76","1,345,847.90","595,912.20","781,636.46","975,823.68","1,419,618.25","9,287,886.36","21,618,779.39","12,296,957.06"
应付职工薪酬,"6,606,080.90","6,649,769.27","4,920,656.74","2,307,956.27","2,639,265.81","7,477,802.03","2,576,904.53","2,084,810.38","2,750,071.81","14,431,325.86","10,289,033.96","4,305,127.14"
应收关联公司款,,,,,,,,,,,,
应交税费,"4,631,581.99","5,059,482.87","13,687,991.74","8,170,538.93","12,478,214.82","10,399,780.19","2,537,270.46","8,245,094.91","11,201,497.00","15,013,087.43","8,448,422.93","10,054,432.31"
应收利息,,,,,,,,,,,"60,416.67","105,583.33"
应付利息,,"93,958.33","60,763.89","43,402.77","35,506.36","24,400.68",,"8,246.53",,"313,679.17","216,660.33","223,132.03"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,"15,200,000.00",,,,,"1,932,966.20"
存货,"62,920,967.82","46,290,806.23","67,599,585.74","71,161,625.57","61,191,323.53","58,634,922.93","70,115,333.05","94,319,738.02","96,378,107.70","228,627,724.12","232,074,469.66","235,593,047.84"
其他应付款,"5,710,933.86","190,196.30","504,372.25","431,424.94","1,174,082.85","714,982.20","788,967.50","155,132,190.94","155,105,723.81","177,749,367.38","183,408,873.65","135,494,032.40"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,"81,884.96",,,,,,,,,,,
一年内到期的非流动负债,,,"25,000,000.00","25,000,000.00","25,000,000.00","18,750,000.00","12,500,000.00","6,250,000.00",,"50,223,870.97","50,223,870.97","53,622,999.99"
其他流动资产,"3,948,114.66","51,953,271.13","1,252,476.57","3,248,780.05","1,770,207.15","1,725,872.55","1,713,532.88","245,858,729.33","158,699,822.05","213,748,753.14","53,297,964.71","38,899,260.29"
其他流动负债,,,,,,,,,,,,
流动资产合计,"228,780,910.59","238,944,857.53","271,240,337.85","251,781,590.62","273,174,823.88","614,321,373.93","573,087,098.96","733,494,597.78","789,457,604.41","1,067,542,236.78","913,245,408.88","882,358,010.04"
流动负债合计,"63,998,802.53","68,577,614.05","136,983,518.14","138,853,299.51","140,509,996.04","144,791,536.10","111,998,430.53","256,254,119.02","275,016,931.35","540,576,386.65","507,398,864.36","441,392,784.22"
可供出售金融资产,,,,,,,,,,,,
长期借款,,"50,000,000.00","18,750,000.00","6,250,000.00",,,,,,"91,016,129.03","115,016,129.03","107,625,000.01"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,"116,160,000.00","116,160,000.00","116,160,000.00"
长期股权投资,,,,,,,,,,"1,375,109.68","157,375,109.68","157,134,183.14"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"8,257,897.92","13,540,881.34","180,850,359.02","204,541,725.60","205,844,768.04","212,176,399.07","210,694,900.73","209,455,506.46","208,002,487.64","241,877,512.88","243,508,751.85","241,769,029.88"
递延所得税负债,,"586,853.15","820,367.13","756,580.34","725,519.34","1,621,292.91","1,621,292.91","1,629,722.63","1,629,722.63","2,114,250.30","2,114,250.30","2,680,246.51"
在建工程,"1,502,000.00","107,512,472.77","5,239,242.09","77,320.39","38,254.99","1,705,354.81","1,961,069.74","8,910,893.61","2,889,964.43","826,733.25","1,291,016.83","2,412,016.17"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"732,652.20","60,883,456.48","43,179,733.46","29,926,513.67","23,645,452.67","23,041,545.66","24,795,506.00","22,096,166.88","21,357,400.13","228,288,073.45","251,483,841.70","243,808,423.82"
固定资产清理,,,,,,,,,,,,
负债合计,"64,731,454.73","129,461,070.53","180,163,251.60","168,779,813.18","164,155,448.71","167,833,081.76","136,793,936.53","278,350,285.90","296,374,331.48","768,864,460.10","758,882,706.06","685,201,208.04"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"57,000,000.00","57,000,000.00","57,000,000.00","57,000,000.00","57,000,000.00","76,000,000.00","76,000,000.00","160,180,000.00","160,180,000.00","161,670,000.00","160,223,800.00","160,223,800.00"
油气资产,,,,,,,,,,,,
资本公积,"56,151,040.47","56,151,040.47","56,151,040.47","56,151,040.47","56,151,040.47","347,113,526.99","347,113,526.99","425,052,265.32","436,418,280.74","467,287,051.19","446,986,475.78","448,639,725.20"
无形资产,"44,207,030.43","43,955,977.17","44,029,459.04","43,505,246.10","43,173,931.84","42,860,294.01","42,513,401.40","42,253,340.70","41,913,792.81","41,844,156.25","41,312,864.73","41,711,573.55"
盈余公积,"8,491,162.61","11,842,545.21","14,303,415.10","15,713,872.06","17,107,789.85","18,638,751.18","18,638,751.18","20,693,174.80","20,693,174.80","21,638,796.04","21,638,796.04","21,638,796.04"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,"153,784,000.00","153,784,000.00","178,398,800.00","151,210,240.00","100,731,488.00"
商誉,,,,,,"57,647.38","57,647.38","57,647.38","57,647.38","291,251,277.03","291,251,277.03","291,997,403.34"
未分配利润,"96,805,403.50","151,450,544.83","199,750,730.42","211,720,069.16","234,391,999.61","264,181,509.04","252,521,598.12","266,245,538.69","284,884,091.49","308,724,932.12","312,470,906.82","317,245,472.43"
长期待摊费用,,,"1,726,320.24","1,530,887.76","1,456,583.68","1,355,674.87","1,654,760.13","1,501,678.08","1,348,596.03","2,137,550.51","1,860,181.45","4,938,579.76"
少数股东权益,,,,"322,254.47","3,416,707.97","3,123,878.82","3,759,146.68","3,676,960.38","4,415,011.00","114,731,903.84","120,469,958.87","110,722,110.87"
递延所得税资产,"431,222.37","1,951,012.23","4,282,719.35","4,150,278.87","4,434,624.18","4,414,003.72","4,858,081.16","4,740,561.08","5,510,796.81","11,276,574.91","12,898,234.68","15,073,622.58"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,"4,100,000.00","4,100,000.00",,,,,"6,387,192.00","6,719,558.44","5,545,206.12"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"54,398,150.72","166,960,343.51","236,128,099.74","257,905,458.72","259,048,162.73","262,569,373.86","261,739,860.54","266,919,627.31","259,723,285.10","596,976,106.51","756,216,994.69","760,581,614.54"
所有者权益(或股东权益)合计,"218,447,606.58","276,444,130.51","327,205,185.99","340,907,236.16","368,067,537.90","709,057,666.03","698,033,022.97","722,063,939.19","752,806,558.03","895,653,883.19","910,579,697.51","957,738,416.54"
资产总计,"283,179,061.31","405,905,201.04","507,368,437.59","509,687,049.34","532,222,986.61","876,890,747.79","834,826,959.50","1,000,414,225.09","1,049,180,889.51","1,664,518,343.29","1,669,462,403.57","1,642,939,624.58"
负债和所有者(或股东权益)合计,"283,179,061.31","405,905,201.04","507,368,437.59","509,687,049.34","532,222,986.61","876,890,747.79","834,826,959.50","1,000,414,225.09","1,049,180,889.51","1,664,518,343.29","1,669,462,403.57","1,642,939,624.58"
