科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"613,488,279.12","614,133,773.67","779,536,121.49","411,410,207.94","612,888,300.67","855,041,342.81","128,438,662.96","326,820,237.35","525,454,537.29","715,319,709.79","106,617,299.79","336,153,251.79","582,896,362.77","825,753,012.72","148,898,695.25","379,903,371.37","625,616,663.89","838,142,316.70","147,265,065.99","400,001,552.80","628,178,828.02","904,345,920.61","194,154,678.32","422,194,773.39","645,835,130.61","877,220,955.85","193,026,152.49","440,453,135.75","755,728,670.43","1,133,983,049.37","258,817,054.97","624,597,969.89"
二、营业利润,"58,418,981.54","83,163,410.41","104,382,617.25","49,633,358.81","67,563,116.34","92,691,189.21","2,090,832.28","28,628,819.54","45,570,159.68","65,379,091.48","1,427,387.72","28,666,732.18","52,634,921.10","43,852,681.78","4,051,834.85","18,733,893.91","30,823,680.39","18,164,916.81","-2,159,166.03","23,614,789.68","26,728,186.35","13,400,386.47","3,791,522.34","2,776,410.79","10,742,349.08","16,424,673.26","1,830,242.40","-24,726,553.05","-13,708,864.56","-56,015,492.06","92,187,411.80","98,678,308.66"
减:营业成本,"449,352,564.26","417,118,601.95","523,003,066.24","282,868,581.89","433,216,191.85","591,360,252.88","101,090,246.40","238,330,416.46","373,116,482.30","504,110,839.26","83,151,583.70","244,562,652.38","420,658,931.46","598,253,308.09","110,887,553.90","267,828,390.79","452,505,133.53","621,327,090.10","114,606,551.69","281,212,254.95","437,291,468.59","640,810,041.78","144,256,796.46","311,498,024.63","464,759,424.07","622,145,027.49","145,995,619.24","347,029,234.08","582,390,978.61","868,686,392.73","198,647,047.47","491,612,579.81"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,640,134.07","1,899,516.79","1,817,964.41","1,575,943.97","2,049,093.52","3,430,952.06","769,508.80","2,195,671.80","2,976,791.47","4,165,311.61","625,688.85","1,322,845.49","2,276,650.53","3,979,231.29","707,227.40","2,133,710.37","3,624,128.55","4,728,872.70","655,452.42","2,058,858.60","3,446,739.19","4,664,932.16","832,243.01","1,863,737.44","3,194,198.28","12,534,977.32","559,714.78","5,600,893.10","6,986,147.66","12,200,230.37","2,372,522.59","5,512,783.39"
营业外收入,"10,429,583.97","4,452,925.75","19,048,997.77","14,232,169.06","14,628,921.37","30,878,030.51","159,927.89","430,544.47","3,396,794.42","5,390,744.71","627,253.84","1,106,170.42","5,669,689.91","9,227,121.24","262,592.45","404,437.25","3,823,893.65","7,918,702.86","4,418,748.01","5,446,986.43","6,107,786.36","8,488,958.81","695,352.00","10,182,187.40","14,637,675.80","20,453,875.57","1,239,907.59","1,866,142.40","6,263,043.60","15,772,172.89","1,339,121.07","3,121,264.86"
销售费用,"39,007,565.96","36,088,658.76","50,971,837.94","23,815,267.39","35,903,304.59","55,948,263.44","11,154,370.57","23,477,638.53","38,962,951.46","52,569,140.92","9,210,232.19","22,388,271.36","37,121,018.77","55,817,020.92","10,503,553.68","26,337,396.97","44,812,059.14","63,553,357.48","12,652,338.86","27,800,068.51","48,007,071.26","75,990,001.68","14,664,115.19","36,124,544.53","56,444,218.52","85,467,116.82","17,370,549.26","41,639,967.93","68,435,248.44","98,748,845.52","20,455,073.36","48,060,373.02"
减:营业外支出,"516,632.65","38,161.05","10,059,354.02",,,"724,832.59","37,691.25","39,402.02","827,901.39","953,310.44","14,222.65","15,640.65","81,143.33","238,502.44","203,033.36","195,911.65","783,611.99","582,842.54","2,955.70","31,328.84","218,106.26","739,696.88","12,608.67","12,889.17","13,246.17","704,731.11",433.35,"10,698.19","82,489.56","2,829,103.89","14,433.42","513,250.33"
管理费用,"63,137,918.36","70,046,505.98","94,653,881.52","51,097,461.44","72,600,817.19","110,181,362.75","19,409,883.34","44,740,406.60","80,058,440.32","107,943,589.92","17,029,419.31","47,392,325.51","82,776,930.76","114,560,390.89","27,138,839.37","75,156,609.84","106,149,073.02","135,281,748.46","22,476,719.70","69,353,604.88","119,779,593.76","174,687,101.15","34,353,631.60","74,939,802.24","119,857,074.49","146,314,869.35","28,665,858.56","72,693,353.65","115,859,986.96","168,063,248.03","31,866,032.48","74,303,114.88"
其中:非流动资产处置净损失,"358,215.65","27,975.22","215,766.18",,,,,"10,867.77","779,367.14","867,888.93",880.00,"14,442.65","79,945.33","145,650.62","203,033.36","195,911.65","205,058.02","137,403.03","2,955.70","31,328.84","215,050.36","640,479.50","640,479.50","10,925.48","11,282.48","306,578.55",,"10,092.17","72,139.59",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
