科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"210,434,411.57","495,217,779.07","758,460,739.75","1,161,803,209.58","228,919,746.94","601,556,323.30","995,149,475.17","1,376,516,012.03","198,689,194.93","446,303,209.98","826,364,272.08","1,262,525,992.50","258,207,897.80","771,941,976.16","1,249,095,433.46","1,856,637,971.95","309,091,074.83","844,414,510.73","1,431,747,701.35","2,087,177,702.74","302,798,937.28","676,037,181.48","1,253,108,470.15","1,765,195,523.36","361,830,893.83","721,706,374.68","1,226,794,040.75","1,832,623,314.67","360,016,412.14","916,393,251.34","1,543,948,966.31","2,258,893,261.25","361,889,775.66","925,693,002.43","1,548,065,970.40","2,281,490,505.63","402,682,400.73","1,198,373,547.75","1,870,956,697.69","2,870,713,312.62","683,223,442.83","1,814,219,357.48","3,101,287,703.88","5,133,108,988.63","980,088,504.01","2,736,548,519.72"
二、营业利润,"23,456,498.77","56,088,785.39","89,168,711.24","122,701,344.86","25,592,174.98","66,711,468.53","101,331,216.74","170,994,524.74","38,671,132.08","77,596,148.82","115,308,114.94","185,785,454.70","18,583,938.12","92,992,632.92","151,729,249.25","206,630,448.42","26,519,018.57","96,293,561.51","159,579,800.90","206,085,004.72","27,149,911.91","67,575,201.64","110,745,014.71","131,863,757.92","23,935,449.78","28,888,502.63","44,430,335.41","57,277,406.86","11,418,299.54","35,505,315.61","50,088,482.30","61,085,639.66","10,665,797.80","36,159,472.89","49,280,075.93","66,462,371.99","17,956,588.21","59,711,542.86","83,963,971.86","78,708,375.79","-44,649,902.49","-24,586,305.46","22,939,145.48","480,893,202.01","-21,063,447.91","8,033,651.00"
减:营业成本,"183,963,584.56","429,072,565.88","650,687,177.40","999,904,393.26","193,560,513.29","513,917,200.09","860,152,576.19","1,158,902,613.58","160,402,840.94","360,161,438.65","688,020,863.90","1,043,988,683.75","223,913,840.71","638,958,025.80","1,039,550,124.15","1,571,335,335.87","266,291,426.35","709,693,053.07","1,209,244,642.15","1,792,114,366.73","258,973,450.87","569,382,385.67","1,074,670,098.32","1,514,911,031.78","309,788,783.64","627,727,432.60","1,079,139,647.64","1,597,906,972.18","313,688,473.05","806,236,691.40","1,353,135,813.61","1,981,153,941.42","317,765,798.06","799,004,166.89","1,328,116,769.22","1,940,393,425.65","351,810,172.69","1,036,803,328.78","1,623,287,864.47","2,509,043,603.01","566,522,609.07","1,490,924,593.35","2,553,208,296.42","3,862,153,199.04","859,316,861.38","2,328,752,415.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"175,638.98","285,709.69","726,923.18","1,023,231.80","146,875.23","371,402.04","768,206.57","1,418,587.86","93,854.54","763,495.47","1,125,623.08","1,706,535.26","193,050.79","592,238.01","966,124.10","1,723,250.32","305,068.08","1,698,641.36","2,840,686.49","5,994,377.95","414,934.40","1,145,837.36","2,132,355.07","4,097,827.27","884,961.39","1,529,395.48","2,978,099.31","5,999,354.57","2,022,193.51","4,444,290.96","6,471,350.15","5,254,009.67","2,073,355.94","1,705,316.08","3,523,541.05","6,329,056.93","1,086,942.30","2,278,066.53","3,092,505.11","14,411,847.69","4,276,333.99","12,712,753.27","18,359,349.75","33,427,309.57","3,701,678.83","11,316,119.43"
营业外收入,"250,000.00","250,029.08","250,119.05","590,119.05","566,222.28","1,279,023.89","1,331,470.81","2,366,906.49","1,170.00","393,706.50","1,014,287.68","4,817,643.68","233,724.44","251,457.37","766,772.79","764,043.00","1,702,205.44","2,683,758.54","2,833,758.54","2,915,706.42","405,280.84","1,546,784.64","1,547,519.20","7,717,331.30","1,023,387.39","6,802,338.80","8,589,439.32","9,884,972.65","983,982.97","2,668,280.93","4,044,445.16","5,485,035.07","989,724.40","2,287,434.63","6,712,926.90","10,149,876.24","780,271.51","4,086,163.85","11,153,561.98","14,156,219.46","21,338,996.49","18,176,277.38","22,990,467.31","10,587,324.24","1,956,886.25","5,264,070.59"
销售费用,"2,119,428.75","5,141,376.17","8,613,467.94","12,546,511.36","3,688,633.27","7,584,898.07","11,623,343.72","21,131,954.52","3,839,532.25","7,781,643.55","14,094,942.70","18,780,498.39","7,592,785.55","13,984,076.04","20,577,061.03","30,255,146.86","8,285,198.84","16,856,358.69","26,504,017.34","38,543,541.14","7,390,416.72","18,751,082.83","31,193,660.52","51,189,250.41","9,767,392.76","24,495,237.24","38,565,962.51","62,448,864.93","17,649,845.84","39,379,165.99","61,529,908.58","88,012,584.47","13,788,220.15","30,734,002.87","52,324,268.59","79,680,941.26","17,746,993.70","41,535,077.12","63,406,321.33","93,551,091.32","67,379,836.70","145,395,016.99","222,442,535.40","334,894,122.56","79,296,501.05","173,069,378.18"
减:营业外支出,"241,508.70","264,265.85","707,082.47","744,892.23","13,340.27","929,879.75","1,065,945.40","1,754,824.81","100,076.08","1,005,193.89","1,379,512.05","2,884,522.41","228,502.37","973,116.23","1,083,635.93","2,014,573.25","3,227.43","67,886.72","498,921.76","3,317,783.53","290,439.34","495,222.99","608,543.28","1,204,460.50","8,060.00","810,264.30","1,501,906.30","1,831,783.81","120,582.05","501,218.90","601,342.69","908,845.02","94,896.95","326,950.76","1,361,708.79","2,951,448.65","1,477,116.84","1,690,415.42","1,709,677.87","3,079,634.70","1,405,957.68","1,921,754.55","2,421,914.89","3,275,433.95","1,104,023.90","2,175,643.42"
管理费用,"1,794,165.66","5,564,536.37","8,696,057.73","12,952,087.22","4,850,907.35","8,863,171.17","14,735,023.04","20,968,061.82","4,316,276.14","10,432,348.21","17,815,719.51","19,967,688.33","6,874,694.38","15,014,346.50","23,370,143.65","32,601,342.47","7,285,841.61","18,074,960.98","30,360,556.11","41,571,526.05","8,946,821.11","20,703,577.57","32,677,731.86","46,606,841.76","12,184,354.55","27,140,186.90","45,047,372.56","86,315,094.37","17,378,823.89","38,106,385.26","74,232,061.29","95,900,477.00","19,059,078.96","50,819,265.52","84,891,740.20","113,145,191.87","21,553,940.48","60,381,978.11","100,917,673.68","129,449,246.68","92,578,284.84","207,461,909.92","338,776,034.12","503,236,430.10","93,866,250.54","227,481,678.35"
其中:非流动资产处置净损失,"230,011.00","230,011.00","230,011.00","230,011.00",,,"583,468.78","601,860.01",,,"90,057.66","80,249.97",,"282,161.35","282,161.35","249,877.59",,"17,259.60","17,259.60","25,047.06",,,,"66,484.73",,,,"8,411.12",,"1,749.69","1,749.69","4,399.46",,"15,411.50","286,101.66","1,212,603.12",,,,"615,850.84",,"12,105.55","12,105.55",,,
