科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"18,758,502.00","49,549,186.27","88,107,897.42","116,791,796.13","18,152,813.00","45,307,375.03","79,831,522.79","117,274,186.60","39,022,993.73","73,869,957.98","107,852,827.93","134,900,057.90","29,784,756.60","62,796,016.46","99,304,588.29","158,233,918.67","22,055,447.07","70,628,328.26","103,874,689.71","164,530,796.92","22,767,938.36","51,872,270.53","84,577,165.25","106,828,181.16","23,410,205.87","49,990,712.18","84,820,434.45","113,945,015.11","18,073,926.07","61,970,599.01","368,730,655.27","523,392,903.75","126,544,811.24","264,602,739.67","1,433,447,921.64","2,155,860,870.31","750,206,023.09","1,503,657,598.02","2,356,342,462.92","5,633,053,756.97","5,821,082,704.77","11,802,450,521.32","16,215,047,890.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"293,471,766.61","301,097,702.22",,,,"22,783,206,045.53",,"421,366,532.97","421,366,532.97"
收到的税费返还,"2,391,290.56","5,278,615.75",,"12,101,522.61","1,718,516.84","3,597,070.27","8,083,790.86","10,977,023.20","1,639,323.41","3,985,529.01","6,558,423.17","9,321,331.40","2,066,661.08","5,104,903.60","8,002,672.36","12,866,056.93","799,923.97","799,923.97","799,923.97","12,260,006.57","2,012,012.55","4,134,779.72","8,129,308.04","11,641,198.52","1,641,818.03","4,202,408.40","5,987,971.51","8,530,468.18","1,963,908.57","3,885,428.81","22,287,802.68","28,277,778.82","4,587,888.16","11,746,890.13","64,366,999.80","67,550,868.39","25,996,559.62","50,547,073.53","95,501,527.66","154,131,245.92","55,863,710.01","115,333,977.66","187,971,794.40"
支付其他与投资活动有关的现金,,,,,,,,,,,,"1,263,971.43",,,,,"3,290,000.00","2,251,647.64","8,368,048.46",,"1,244,361.03",,,"10,497,305.00","1,468,654.47","1,468,654.47","1,623,437.96","1,000,000.00","1,710,000.00","1,729,500.00",,,,,,,"1,742.54","2,864,543.06","8,192,367.03","17,822,993.06","887,393.99","2,100,484.15","2,261,434.15"
收到其他与经营活动有关的现金,"2,220,978.05","3,824,904.67","15,622,615.19","1,495,098.71","4,105,937.86","1,037,714.26","1,931,419.96","3,819,738.80","4,079,442.35","2,564,577.00","2,759,374.62","5,013,266.39","384,872.89","913,466.57","2,383,697.32","1,802,693.00","6,814,746.17","4,741,257.17","7,229,882.15","2,619,948.00","914,265.41","1,476,148.73","5,088,705.59","5,981,683.03","1,605,833.84","1,740,699.29","2,407,852.28","17,052,871.08","73,480.56","1,903,390.42","2,339,458.60","23,238,821.11","3,699,141.74","12,787,715.31","23,510,404.80","30,220,592.77","27,388,613.81","31,976,497.17","169,368,940.86","170,751,365.02","436,159,372.45","272,654,281.46","3,655,662,602.60"
投资活动现金流出小计,"732,759.00","2,001,191.00","2,403,212.00","4,033,045.03","5,774,178.00","10,903,836.32","50,299,601.72","87,433,838.78","51,546,432.10","37,954,294.05","58,879,352.75","58,168,611.36","26,241,823.66","53,953,942.56","49,103,296.57","66,531,469.39","16,503,684.47","21,070,823.90","23,548,790.89","42,891,324.04","28,563,710.12","33,586,728.69","33,075,891.82","245,395,310.77","2,316,768.64","13,953,099.08","49,026,301.62","61,845,651.11","31,966,968.00","71,945,271.60","229,941,313.23","230,448,274.92","330,939.26","823,836.57","316,570,394.94","355,029,453.04","25,953,423.05","50,669,666.30","185,410,354.33","24,841,665,599.49","457,037,125.58","1,302,245,461.91","1,823,049,266.86"
经营活动现金流入小计,"23,370,770.61","58,652,706.69","103,730,512.61","130,388,417.45","23,977,267.70","49,942,159.56","89,846,733.61","132,070,948.60","44,741,759.49","80,420,063.99","117,170,625.72","149,234,655.69","32,236,290.57","68,814,386.63","109,690,957.97","172,902,668.60","29,670,117.21","76,169,509.40","111,904,495.83","179,410,751.49","25,694,216.32","57,483,198.98","97,795,178.88","124,451,062.71","26,657,857.74","55,933,819.87","93,216,258.24","139,528,354.37","20,111,315.20","67,759,418.24","393,357,916.55","574,909,503.68","134,831,841.14","289,137,345.11","1,521,325,326.24","2,253,632,331.47","803,591,196.52","1,586,181,168.72","2,621,212,931.44","5,957,936,367.91","6,313,105,787.23","12,190,438,780.44","20,058,682,287.01"
投资活动产生的现金流量净额,"-732,759.00","-1,961,191.00","-2,332,212.00","-3,962,045.03","-5,681,364.30","-5,657,817.45","-6,771,138.47","-23,796,200.63","-31,410,145.66","-37,869,691.56","-57,428,088.19","-53,464,720.63","-25,695,315.52","-25,926,957.70","-17,727,621.74","-32,497,394.85","-12,403,586.35","-15,281,148.06","-16,994,554.98","-22,727,712.90","-28,402,860.81","-32,703,872.33","-23,898,240.94","-936,634.08","-2,226,868.64","-951,728.27","-34,845,370.66","10,384,721.37","-6,799,469.72","-1,476,572.40","278,247,020.61","274,844,886.83","-330,939.26","-569,836.57","-316,181,169.49","-340,968,369.85","-13,546,203.88","-30,492,432.56","-172,205,475.43","-24,818,303,072.00","448,909,026.62","177,484,695.28","8,661,365,915.90"
购买商品、接受劳务支付的现金,"7,967,049.18","22,187,711.29","34,344,828.02","57,548,896.94","12,711,447.81","18,483,261.22","28,295,147.85","50,265,202.79","15,281,176.50","26,164,867.31","44,483,502.30","53,208,607.40","6,830,879.63","16,076,600.48","30,254,771.09","66,887,653.51","12,070,830.52","39,517,804.38","55,668,821.58","94,843,278.20","10,272,226.37","18,949,546.16","33,655,019.33","42,252,345.36","10,162,200.64","22,051,232.90","38,117,549.87","47,687,032.33","17,937,985.56","34,893,892.77","130,151,733.60","192,320,663.21","51,244,433.22","102,351,444.95","839,414,751.13","1,218,504,047.48","437,763,469.97","779,757,109.32","1,229,326,370.83","3,259,060,427.15","3,952,900,867.77","7,491,672,888.00","11,623,030,211.57"
吸收投资收到的现金,,,,"186,320,000.00",,,,"1,900,000.00",,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,"3,000,000.00","3,000,000.00",,,,,,,,,,,"760,800,980.22","736,899,998.29",,,"71,400.00","3,402,285,205.14",,,
