科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"95,612,503.04","197,237,267.76","146,847,741.64","71,775,679.76","114,569,309.89","178,615,923.11","25,900,272.22","83,424,708.60","160,152,015.29","257,898,163.71","58,061,384.08","163,892,389.26","274,006,694.49","454,766,131.82","100,531,935.25","294,354,959.75","434,414,738.14","586,392,041.64","115,275,425.68","256,800,027.32","365,182,343.56","770,243,436.30","98,891,897.46","290,763,252.79","433,548,862.28","626,495,397.37","86,394,432.42","167,174,074.14","269,749,295.18","350,673,694.22","63,035,227.30","379,582,814.23","524,804,854.16","754,051,745.82","113,415,865.97","241,649,529.67","340,558,060.36","523,382,474.04","121,582,434.16"
二、营业利润,"42,514,321.01","40,368,872.64","43,578,490.86","24,556,488.52","39,739,454.14","60,689,808.35","9,384,061.10","30,886,348.52","55,092,857.42","80,024,665.22","10,143,426.58","36,469,385.85","71,298,085.14","110,821,607.61","17,039,324.46","87,111,650.15","118,143,381.48","157,428,506.39","25,842,873.72","80,274,313.31","127,377,075.40","196,807,399.77","31,791,541.81","73,757,187.14","102,138,319.53","148,982,244.86","21,371,323.22","23,108,825.67","40,545,878.30","18,689,981.48","13,342,437.59","35,317,648.87","51,531,895.33","79,087,688.17","13,646,364.30","44,470,898.47","50,448,229.03","63,774,051.06","5,166,576.54"
减:营业成本,"38,572,184.97","136,166,287.03","79,620,403.38","37,091,224.66","62,137,723.52","101,254,781.85","13,343,220.30","42,323,592.18","87,434,500.37","155,151,864.50","38,995,842.35","115,212,200.16","178,796,870.19","301,281,831.63","66,135,500.63","170,681,113.59","259,089,884.26","355,146,259.13","74,658,165.04","140,137,818.35","189,495,662.69","486,087,362.26","59,845,355.71","189,584,436.66","279,161,754.36","417,343,986.79","53,636,156.01","113,690,842.17","176,106,476.62","254,169,563.60","31,127,598.62","287,668,545.16","390,479,682.23","557,443,123.34","77,280,266.15","153,856,386.25","231,903,776.16","356,322,807.03","88,706,199.28"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,973,685.72","7,362,771.81","4,724,724.12","3,112,469.17","4,608,874.32","5,312,150.37","1,238,417.53","4,173,883.14","6,349,485.89","7,356,093.25","1,927,279.11","2,386,808.07","4,450,773.34","7,291,902.32","1,323,577.24","4,239,042.21","5,930,492.03","6,309,522.14","908,946.22","1,796,375.93","2,836,572.77","6,091,750.82","803,563.15","1,513,245.55","2,821,153.32","4,249,823.48","920,740.76","1,921,399.52","2,990,068.78","4,638,652.61","648,894.76","3,165,807.29","4,030,936.85","6,179,373.85","1,413,407.29","3,046,557.39","3,789,604.73","5,015,246.10","1,172,910.15"
营业外收入,,"8,200.00","4,000.00","9,000.00","12,401.00","188,956.00","6,775.00","21,775.00","21,775.00","92,925.00","200,000.00","200,000.00","358,000.00","513,000.00",,"12,000.00","26,720.00","574,776.00","5,370.00","19,577.50","486,368.10","839,840.10","433,292.80","1,271,007.57","4,225,100.03","4,821,896.03","169,810.00","214,110.00","215,410.00","223,220.00",30.00,"9,991.05","488,228.11","1,653,106.03",500.00,500.00,"14,748.14","13,900.00",
销售费用,"909,242.15","1,355,317.73","1,495,527.34","1,093,518.70","1,240,605.88","1,441,525.21","474,843.95","1,269,850.11","1,825,621.69","1,952,080.10","727,562.17","1,172,944.37","1,684,943.19","4,772,453.32","4,048,364.07","6,879,247.04","13,471,134.51","15,909,117.91","3,401,738.06","6,729,734.66","11,369,529.98","15,951,265.27","3,570,787.41","5,934,802.38","10,032,978.63","16,222,840.60","3,621,639.13","7,181,407.17","12,915,846.82","20,219,174.00","7,004,384.22","15,510,037.88","22,250,055.81","35,309,923.95","9,344,047.65","12,648,901.14","16,092,296.03","25,628,579.44","6,142,536.35"
减:营业外支出,"237,988.21","5,152.62","18,186.00",50.00,"4,250.00","4,450.00",500.00,"31,891.46","32,541.46","82,891.46",,,"52,950.00","54,250.00","12,935.75","41,535.75","43,550.75","344,200.75","1,050.00","1,450.00","1,850.00","31,531.70","2,700.00","29,851.15","44,841.50","44,902.41",900.00,"2,150.00","98,336.88","100,286.88","4,225.50","109,550.95","112,939.45","679,747.32","1,200.00","58,890.70","62,800.31","617,532.30",400.00
管理费用,"8,854,044.54","11,310,171.26","14,851,038.77","6,673,245.35","7,387,560.41","11,962,867.65","3,795,063.21","8,207,678.89","14,029,735.89","18,327,732.78","5,823,202.05","11,735,057.39","18,963,387.06","31,955,111.42","10,703,713.91","22,827,134.36","37,444,471.14","48,465,933.41","10,808,806.41","21,456,081.86","32,228,323.71","45,690,137.63","13,403,843.02","25,802,024.84","36,709,887.96","50,159,318.16","10,541,020.30","22,334,777.74","34,056,117.50","49,898,581.15","14,180,604.08","28,130,483.03","42,056,554.15","53,993,231.48","16,999,696.26","32,916,447.28","26,075,259.75","37,466,438.67","8,167,381.82"
其中:非流动资产处置净损失,"224,188.21","1,714.00","4,836.00",,,,,,,"5,891.46",,,,,"12,935.75","37,835.75","39,550.75","39,550.75",,,,"26,681.70",,"26,451.15","37,741.50","34,687.50",,,"92,236.88","92,236.88","3,975.50","7,750.95","8,139.45",,,,,,
