科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"4,464,084.91","35,355,396.34","83,720,739.87","60,062,442.96","90,746,767.82","140,802,436.97","33,410,052.47","72,275,311.24","112,787,320.03","172,690,878.34","41,459,067.87","113,435,024.01","191,489,061.69","273,803,119.47","59,125,486.94","142,429,829.97","233,908,738.50","346,929,719.32","101,414,795.27","224,079,352.01","395,602,092.12","649,029,847.83","168,831,351.07","400,490,402.24","671,855,433.39","1,022,147,307.45","306,693,689.28","685,962,649.47","1,199,726,614.78","1,701,734,074.90","345,981,571.84","686,269,259.79","1,192,232,072.43","1,815,809,316.20","575,238,600.16"
二、营业利润,"2,311,870.05","19,777,009.71","33,683,785.89","18,895,247.39","26,228,824.18","43,651,116.02","8,914,989.27","21,508,366.56","44,244,301.24","65,773,094.69","15,804,985.63","37,334,785.23","69,399,476.88","99,866,205.52","13,550,722.02","47,610,338.07","80,937,145.66","104,235,361.22","10,608,289.86","38,545,590.78","103,892,013.29","142,583,867.36","41,333,359.35","116,954,569.41","207,282,444.74","326,836,413.92","117,848,175.40","305,883,636.39","519,539,374.25","682,641,486.82","172,144,415.64","292,354,688.37","491,905,690.36","674,864,399.01","213,871,074.18"
减:营业成本,"289,222.43","2,498,144.07","6,350,132.08","3,898,826.50","5,767,179.73","8,637,258.42","2,481,998.28","6,328,975.52","9,831,478.15","14,012,857.28","3,908,664.34","13,006,042.54","22,871,830.48","31,223,164.96","10,092,142.30","20,258,332.16","29,984,989.97","69,637,149.24","27,577,672.40","49,857,689.86","84,198,913.78","142,698,917.35","41,001,947.16","83,307,242.65","137,238,589.18","218,225,085.06","53,703,747.51","119,916,142.32","240,864,801.81","421,766,375.39","67,349,604.91","157,459,254.82","289,804,845.75","544,442,691.98","204,546,836.12"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"155,887.94","2,155,424.25","5,353,625.19","3,984,166.30","6,216,056.79","9,383,814.60",,"4,703,003.85","7,628,552.05","11,562,634.83","2,751,320.71","7,453,925.70","12,694,994.17","17,488,005.05","1,711,084.83","4,864,978.27","7,802,365.78","9,722,986.83","3,002,914.59","5,638,007.83","9,041,592.05","13,946,779.89","2,449,462.69","6,503,276.60","10,559,908.24","16,168,233.21","4,157,387.12","9,220,663.35","15,499,217.84","21,613,817.51","5,154,163.24","7,145,302.12","12,486,595.23","18,317,253.39","5,743,803.73"
营业外收入,,"1,018,038.80","1,847,645.07","4,681,359.42","6,113,202.29","7,443,874.62","3,779,064.41","4,329,064.41","4,330,104.08","6,736,334.50",,"2,005,000.00","4,527,100.00","6,161,301.07","3,090,884.56","3,090,884.56","5,234,037.21","9,152,574.73","1,786,362.98","2,556,933.23","2,735,377.92","22,564,149.76","624,847.10","2,108,080.78","7,474,197.62","10,192,522.66","2,814,179.37","17,658,908.56","22,991,455.34","25,816,920.33","1,110,939.29","2,725,769.00","10,249,112.94","11,097,442.40","1,309,243.67"
销售费用,"546,930.63","5,597,203.87","18,145,271.95","15,920,574.76","25,290,301.43","36,864,793.85","8,901,569.32","15,205,649.91","24,331,554.27","37,978,769.11","6,640,646.62","22,575,988.75","38,896,407.48","53,797,756.92","14,200,233.34","29,636,301.76","54,810,243.81","56,985,491.69","27,292,657.64","56,892,988.30","90,532,006.26","144,288,119.54","41,545,744.78","106,509,426.52","174,952,282.45","204,209,903.82","67,037,858.92","127,686,969.41","225,352,157.48","250,719,948.16","54,171,919.56","110,965,934.34","191,781,680.60","261,574,588.02","77,880,344.79"
减:营业外支出,"4,464.08","37,700.55","213,870.19","90,708.53","120,949.24","170,727.60","28,714.36","72,582.56","114,042.62","228,662.52","50,950.25","118,213.95","186,598.06","290,490.70","54,076.12","148,493.20","312,822.42","705,123.09","86,288.36","249,208.98","375,162.95","5,192,483.28","615,093.45","1,280,138.98","2,054,362.40","6,796,676.20","1,341,389.35","1,109,847.60","2,379,726.95","4,191,777.85","210,752.68","270,128.51","912,341.25","1,396,751.53","268,282.24"
管理费用,"1,110,298.81","5,614,104.66","20,019,151.67","17,383,154.63","27,330,020.93","42,807,032.07","11,780,507.05","25,113,869.77","38,458,447.40","58,925,282.31","13,700,140.97","37,905,359.99","57,606,460.50","87,896,419.75","21,267,499.62","44,164,336.11","69,852,285.62","118,718,587.61","38,607,635.88","78,774,189.57","120,308,225.19","206,369,911.52","50,534,238.30","100,143,028.27","157,906,248.13","265,395,389.65","75,317,792.75","132,260,670.66","212,210,405.50","362,333,749.60","68,014,342.26","145,019,425.72","235,883,765.41","360,531,743.12","82,714,274.37"
其中:非流动资产处置净损失,,,,,,,,,,,,"15,419.74",,"21,417.89",,,"75,044.41","228,453.79","11,470.14","53,312.49","49,089.54","131,728.05",625.00,625.00,"32,602.89","3,868,338.62","102,913.12","113,199.40","1,083,606.31","1,665,339.44","41,781.30","85,855.64","85,855.64",,
