科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"45,122,594.71","48,226,399.81","55,247,162.63","33,178,400.90","48,733,487.25","67,207,610.26","25,690,448.61","45,389,291.94","67,519,972.65","90,208,077.09","24,834,029.00","44,251,290.43","65,481,470.87","88,737,229.06","30,012,800.67","52,654,900.68","77,787,845.65","106,122,370.49","32,986,363.30","57,257,639.34","82,214,246.86","120,483,331.26","42,262,229.89","76,993,681.47","117,601,101.08","169,058,011.58","67,126,581.12","116,845,640.79","168,187,108.91","249,722,384.64","72,597,857.74","119,191,038.29","168,534,037.04","241,484,532.47"
取得借款收到的现金,"180,804,630.00","365,804,365.72","261,422,112.99","175,000,000.00","328,000,000.00","404,000,000.00",,,,,,,,,,,,,,,,,,,"469,100,000.00","672,000,000.00","50,000,000.00","236,036,838.61","625,300,000.00","711,933,245.20","83,071,609.84","399,491,609.84","917,791,609.84","1,021,791,609.84"
支付的各项税费,"27,318,182.74","68,510,995.60","24,816,319.70","17,154,471.21","32,806,174.23","41,346,425.37","10,892,258.76","18,379,290.74","31,421,272.33","48,514,258.81","13,538,363.39","23,794,031.91","42,480,954.23","53,468,923.90","8,787,772.93","33,358,192.39","42,249,391.29","57,034,609.10","20,893,147.05","42,314,018.95","57,519,341.77","82,283,523.16","16,288,621.31","45,057,007.19","73,727,120.45","118,705,229.90","33,540,335.35","71,754,290.04","105,717,662.88","156,534,076.80","22,916,099.29","63,420,023.82","92,473,565.69","130,411,423.25"
收到其他与筹资活动有关的现金,,,,,,,,,,"2,273,631.29","2,172,890.33","2,739,936.94","2,760,870.26","2,775,533.07","12,258.83","12,258.83","8,353,160.83","74,247.54",,"1,023,317.16","1,023,317.16",,,"63,291,293.38","60,411,293.38","10,097,303.31","1,518.13",,"4,700,000.00",,,,,
支付其他与经营活动有关的现金,"32,660,201.80","51,633,740.90","83,889,357.43","49,961,717.74","78,387,700.91","96,631,938.72","21,704,258.89","48,765,747.98","86,986,734.41","123,240,773.55","31,773,202.15","75,804,171.55","111,016,964.21","142,164,651.81","59,566,501.73","72,798,009.38","110,253,486.17","122,644,542.19","54,796,015.29","68,125,840.36","112,419,617.92","138,716,458.82","61,270,855.80","87,672,630.01","126,548,269.63","190,789,650.54","95,004,697.79","111,656,690.23","293,518,340.68","181,312,801.60","80,652,808.46","164,877,639.18","254,585,214.82","139,956,320.40"
筹资活动现金流入小计,"198,150,630.00","365,804,365.72","261,422,112.99","175,000,000.00","328,000,000.00","1,011,409,920.00",,,,"2,273,631.29","2,172,890.33","2,739,936.94","2,760,870.26","2,775,533.07","12,258.83","12,258.83","8,353,160.83","16,312,685.40",,"17,101,936.16","96,748,352.16","98,890,587.17","87,380,785.00","158,962,078.38","619,860,878.38","1,018,354,620.31","98,786,518.13","284,821,838.61","2,183,437,479.31","2,265,370,724.51","83,071,609.84","399,491,609.84","919,691,609.84","1,028,671,609.84"
经营活动现金流出小计,"592,234,947.13","571,194,505.08","587,850,433.81","398,177,027.85","640,968,234.53","844,353,018.24","279,033,733.17","555,009,595.82","768,980,557.52","1,023,389,619.46","269,848,369.63","486,806,413.11","714,484,868.77","995,810,927.30","316,603,053.35","532,054,744.53","856,901,371.36","1,151,506,685.34","352,668,809.71","544,990,636.92","834,294,537.70","1,194,104,850.16","345,383,268.54","613,558,531.45","982,002,424.09","1,546,861,502.27","476,751,262.55","903,915,729.58","1,513,916,770.46","1,866,428,193.85","469,176,260.49","826,656,700.43","1,214,114,211.81","1,644,083,609.95"
偿还债务支付的现金,"265,000,000.00","390,047,845.72","283,418,870.82","112,000,000.00","207,000,000.00","369,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,,,,"3,000,000.00","3,000,000.00","4,100,000.00","8,938,102.10","17,000,000.00","87,970,000.00","408,970,000.00","967,770,010.97","78,500,000.00","197,251,598.87","477,551,609.84","656,551,601.11"
经营活动产生的现金流量净额,"5,755,177.33","89,045,366.48","76,596,560.17","7,950,106.73","-42,848,013.71","36,510,239.17","-112,515,533.80","-128,027,061.82","-150,959,806.83","-146,594,926.70","-29,110,562.40","70,849,290.15","98,420,995.69","189,282,260.19","-76,021,704.67","-1,881,133.03","-33,324,961.69","85,215,333.35","-92,492,630.89","-8,635,132.59","-30,223,238.97","134,132,021.07","-12,003,394.38","94,281,409.99","86,351,439.81","85,629,898.41","-19,734,130.66","148,042,959.97","35,259,290.79","226,713,416.08","-27,534,268.52","28,621,231.48","-59,071,528.20","42,243,340.70"
分配股利、利润或偿还利息支付的现金,"36,120,485.48","39,869,769.72","35,507,714.66","43,317,190.00","44,567,664.93","46,486,571.93","243,102.78","35,443,102.78","35,443,102.78","35,443,102.78",,"56,320,000.00","56,320,000.00","56,320,000.00",,"70,400,000.00","70,400,000.00","70,400,000.00",,,,"110,988,256.13",,"116,392,382.00","116,949,444.50","134,530,836.16","8,546,472.29","159,025,921.22","168,467,889.84","175,346,368.50","4,365,225.01","110,585,047.52","118,564,692.60","129,927,125.44"
收回投资收到的现金,"170,090,134.99",,,,,,,,,,,,,,,,,,,,,"105,736,200.00",,,,"584,192.27",,,"33,373,033.59",,"6,026,236.01","5,559,561.11","5,559,273.17",
支付其他与筹资活动有关的现金,"6,366,964.71",,"450,000.00",,,"5,119,063.50","180,000.00","180,000.00","180,000.00","180,000.00",,,,,,,,,,"1,580,000.00",,,,,,,"102,000,000.00","112,455,000.00","206,590,000.00","235,698,950.00",,"4,990,270.00","16,415,968.91","189,339,181.87"
取得投资收益收到的现金,"540,713.00",,,,,,,,,,,,,,,,,,,,,"1,043,422.93",,,,,,,"1,771,368.73",,,"518,356.90","518,356.90","33,274,362.14"
筹资活动现金流出小计,"307,487,450.19","429,917,615.44","319,376,585.48","155,317,190.00","251,567,664.93","420,605,635.43","60,423,102.78","95,623,102.78","95,623,102.78","95,623,102.78",,"56,320,000.00","56,320,000.00","56,320,000.00",,"70,400,000.00","70,400,000.00","70,400,000.00",,"1,580,000.00",,"110,988,256.13","3,000,000.00","119,392,382.00","121,049,444.50","143,468,938.26","127,546,472.29","359,450,921.22","784,027,889.84","1,378,815,329.47","82,865,225.01","312,826,916.39","612,532,271.35","975,817,908.42"
处置固定资产、无形资产和其他长期资产收回的现金净额,"23,827,825.53","184,019.44","244,068.32","72,765.00","132,270.20","3,276,270.45","12,904.00","14,854.00","304,054.00","444,114.00","15,400.00","93,560.00","198,680.00","288,358.13","135,060.00","137,160.00","137,460.00","142,697.49","1,360.00","363,860.00","364,020.00","389,480.00",,"75,218.13","150,618.12","84,577.72","49,770.00","1,358,904.74","2,044,850.94",,,"6,123,336.08","5,905,850.65","851,820.01"
筹资活动产生的现金流量净额,"-109,336,820.19","-64,113,249.72","-57,954,472.49","19,682,810.00","76,432,335.07","590,804,284.57","-60,423,102.78","-95,623,102.78","-95,623,102.78","-93,349,471.49","2,172,890.33","-53,580,063.06","-53,559,129.74","-53,544,466.93","12,258.83","-70,387,741.17","-62,046,839.17","-54,087,314.60",,"15,521,936.16","96,748,352.16","-12,097,668.96","84,380,785.00","39,569,696.38","498,811,433.88","874,885,682.05","-28,759,954.16","-74,629,082.61","1,399,409,589.47","886,555,395.04","206,384.83","86,664,693.45","307,159,338.49","52,853,701.42"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,083,170.07",,,,"5,351,443.69"
四、汇率变动对现金的影响,"-695,835.37","-454,953.88","-78,014.09","-193,250.04","-88,022.54","-155,991.19","-47,184.24","-214,069.90","-418,784.58","-539,786.05","-48,614.78","119,684.19","198,021.53","434,856.66","285,931.08","319,681.72","346,106.14","-657,594.91","154,226.89","184,015.71","184,194.39","-26,702.16","-259,774.40","-434,894.16","-347,874.38","-399,677.55","-119,712.11","-18,107.70","-29,683.59","209,415.25","32,351.87","-42,041.01","174,533.43","2,615,241.13"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"13,591,616.54","22,967,179.04","16,167,179.04","16,167,179.04","32,094,123.05",,,"20,000,000.00","20,000,000.00","70,000,000.00","736,000,000.00","736,000,000.00","5,020,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"194,458,673.52","184,019.44","244,068.32","72,765.00","132,270.20","3,276,270.45","12,904.00","14,854.00","304,054.00","444,114.00","15,400.00","93,560.00","198,680.00","288,358.13","135,060.00","137,160.00","137,460.00","142,697.49","1,360.00","363,860.00","364,020.00","120,760,719.47","22,967,179.04","16,242,397.17","16,317,797.16","32,762,893.04","49,770.00","1,358,904.74","57,189,253.26","55,083,170.07","76,026,236.01","748,201,254.09","747,983,480.72","5,059,477,625.84"
五、现金及现金等价物净增加额,"65,081,178.56","-38,655,917.04","8,774,473.16","17,453,227.45","12,557,283.85","585,903,923.09","-180,319,322.66","-241,797,942.47","-306,456,699.52","-314,063,544.35","-34,229,568.11","-12,166,425.71","10,427,421.49","97,825,596.83","-80,142,760.30","-79,024,061.22","-107,984,617.10","11,779,192.93","-110,516,095.78","-14,121,429.16","-257,524,612.86","-126,693,602.44","61,955,590.39","100,977,517.40","23,910,401.47","-58,717,422.88","-66,141,592.00","23,870,616.44","1,404,579,013.07","291,039,539.58","-57,940,646.02","-187,343,107.11","-305,565,901.41","-344,197,950.40"
购建固定资产、无形资产和其他长期资产支付的现金,"25,100,016.73","25,959,518.23","10,033,668.75","10,059,204.24","21,071,285.17","44,530,879.91","7,346,405.84","17,948,561.97","59,759,059.33","74,023,474.11","7,258,681.26","29,648,896.99","34,831,145.99","38,635,411.22","4,554,305.54","7,212,028.74","11,045,523.74","18,833,928.40","18,179,051.78","21,556,108.44","22,508,840.44","25,372,871.86","1,129,204.87","21,006,221.18","40,783,524.20","43,831,880.75","16,077,565.07","40,884,057.96","77,249,436.86","131,521,856.86","24,171,350.21","113,788,245.12","116,944,725.85","169,520,859.49"
期初现金及现金等价物余额,"11,513,187.06","76,594,365.62","37,938,448.58","46,712,921.74","46,712,921.74","46,712,921.74","632,616,844.83","632,616,844.83","632,616,844.83","632,616,844.83","318,553,300.48","318,553,300.48","318,553,300.48","318,553,300.48","416,378,897.31","416,378,897.31","416,378,897.31","416,378,897.31","428,158,090.24","428,158,090.24","428,158,090.24","428,158,090.24","301,464,487.80","301,464,487.80","301,464,487.80","301,464,487.80","242,747,064.92","242,747,064.92","242,747,064.92","242,747,064.92","533,786,604.50","533,786,604.50","533,786,604.50","533,786,604.50"
投资支付的现金,,,,,,,,,,,,,,,,,"2,050,858.64",,,,"302,089,100.00","344,089,100.00","32,000,000.00","25,400,000.00","534,164,000.00","985,500,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,"167,000.00","167,000.00"
期末现金及现金等价物余额,"76,594,365.62","37,938,448.58","46,712,921.74","64,166,149.19","59,270,205.59","632,616,844.83","452,297,522.17","390,818,902.36","326,160,145.31","318,553,300.48","284,323,732.37","306,386,874.77","328,980,721.97","416,378,897.31","336,236,137.01","337,354,836.09","308,394,280.21","428,158,090.24","317,641,994.46","414,036,661.08","170,633,477.38","301,464,487.80","363,420,078.19","402,442,005.20","325,374,889.27","242,747,064.92","176,605,472.92","266,617,681.36","1,647,326,077.99","533,786,604.50","475,845,958.48","346,443,497.39","228,220,703.09","189,588,654.10"
