科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"576,221,674.60","631,681,305.82","616,138,995.40","373,225,577.49","554,645,197.84","826,550,161.32","148,507,661.35","393,422,597.80","575,213,241.42","821,022,418.93","227,372,027.65","530,467,446.86","770,175,284.33","1,131,231,569.75","220,571,900.98","498,736,561.36","769,158,272.90","1,170,662,709.28","241,145,182.00","492,763,969.97","749,768,164.16","1,258,137,946.87","300,949,265.57","642,530,327.42","975,460,522.27","1,560,594,396.20","389,740,578.65","947,081,417.45","1,324,287,955.78","1,943,792,635.05","308,490,572.20","685,737,067.39","964,349,968.38","1,550,142,287.35"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"9,013,805.20","10,851,834.75","17,578,861.09","13,423,829.38","16,294,914.71","20,955,257.92","1,283,122.85","10,078,340.83","13,040,201.63","14,657,757.97","1,712,217.33","5,297,659.26","5,680,433.96","6,412,855.60","1,900,941.70","1,943,191.73","2,812,432.75","4,228,235.68","2,406,262.05","3,490,529.44","3,940,593.06","10,193,573.31","6,892,370.18","13,423,931.72","16,338,556.29","20,621,012.08","8,247,257.67","12,184,991.48","21,521,922.45","24,885,091.48","8,837,581.25","16,117,457.77","24,123,823.58","31,660,602.63"
支付其他与投资活动有关的现金,,"37,357,581.13",,,,,,,,,,,,,,,,,,,,,,"2,274,870.80","2,274,870.80","22,264,338.08","1,500,000.00",,,"736,000,000.00","82,500,000.00","937,000,000.00","1,184,700,000.00","5,331,700,000.00"
收到其他与经营活动有关的现金,"12,754,644.66","17,706,730.99","30,729,137.49","19,477,727.71","27,180,108.27","33,357,838.17","16,727,415.17","23,481,595.37","29,767,307.64","41,114,515.86","11,653,562.25","21,890,597.14","37,050,146.17","47,448,762.14","18,108,506.00","29,493,858.41","51,605,704.02","61,831,073.73","16,624,734.77","40,101,004.92","50,362,541.51","59,905,351.05","25,538,238.41","51,885,682.30","76,554,785.34","51,275,992.40","59,029,295.57","92,692,280.62","203,366,183.02","124,463,883.40","124,313,838.52","153,423,406.75","166,568,891.65","104,524,060.67"
投资活动现金流出小计,"25,100,016.73","63,317,099.36","10,033,668.75","10,059,204.24","21,071,285.17","44,530,879.91","7,346,405.84","17,948,561.97","59,759,059.33","74,023,474.11","7,258,681.26","29,648,896.99","34,831,145.99","38,635,411.22","4,554,305.54","7,212,028.74","13,096,382.38","18,833,928.40","18,179,051.78","21,556,108.44","324,597,940.44","369,461,971.86","33,129,204.87","48,681,091.98","577,222,395.00","1,051,596,218.83","17,577,565.07","50,884,057.96","87,249,436.86","877,521,856.86","106,671,350.21","1,050,788,245.12","1,301,811,725.85","5,501,387,859.49"
经营活动现金流入小计,"597,990,124.46","660,239,871.56","664,446,993.98","406,127,134.58","598,120,220.82","880,863,257.41","166,518,199.37","426,982,534.00","618,020,750.69","876,794,692.76","240,737,807.23","557,655,703.26","812,905,864.46","1,185,093,187.49","240,581,348.68","530,173,611.50","823,576,409.67","1,236,722,018.69","260,176,178.82","536,355,504.33","804,071,298.73","1,328,236,871.23","333,379,874.16","707,839,941.44","1,068,353,863.90","1,632,491,400.68","457,017,131.89","1,051,958,689.55","1,549,176,061.25","2,093,141,609.93","441,641,991.97","855,277,931.91","1,155,042,683.61","1,686,326,950.65"
投资活动产生的现金流量净额,"169,358,656.79","-63,133,079.92","-9,789,600.43","-9,986,439.24","-20,939,014.97","-41,254,609.46","-7,333,501.84","-17,933,707.97","-59,455,005.33","-73,579,360.11","-7,243,281.26","-29,555,336.99","-34,632,465.99","-38,347,053.09","-4,419,245.54","-7,074,868.74","-12,958,922.38","-18,691,230.91","-18,177,691.78","-21,192,248.44","-324,233,920.44","-248,701,252.39","-10,162,025.83","-32,438,694.81","-560,904,597.84","-1,018,833,325.79","-17,527,795.07","-49,525,153.22","-30,060,183.60","-822,438,686.79","-30,645,114.20","-302,586,991.03","-553,828,245.13","-441,910,233.65"
购买商品、接受劳务支付的现金,"487,133,967.88","402,823,368.77","423,897,594.05","297,882,438.00","481,040,872.14","639,167,043.89","220,746,766.91","442,475,265.16","583,052,578.13","761,426,510.01","199,702,775.09","342,956,919.22","495,505,479.46","711,440,122.53","218,235,978.02","373,243,642.08","626,610,648.25","865,705,163.56","243,993,284.07","377,293,138.27","582,141,331.15","852,621,536.92","225,561,561.54","403,835,212.78","664,125,932.93","1,068,308,610.25","281,079,648.29","603,659,108.52","946,493,657.99","1,278,858,930.81","293,009,495.00","479,167,999.14","698,521,394.26","1,132,231,333.83"
吸收投资收到的现金,"17,346,000.00",,,,,"607,409,920.00",,,,,,,,,,,,"16,238,437.86",,"16,078,619.00","95,725,035.00","98,890,587.17","87,380,785.00","95,670,785.00","90,349,585.00","336,257,317.00","48,785,000.00","48,785,000.00","1,553,437,479.31","1,553,437,479.31",,,"1,900,000.00","6,880,000.00"
