科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"893,048,449.99","986,157,950.30","479,857,391.81","728,409,468.92","1,110,828,532.63","206,717,229.71","444,329,074.15","678,770,614.36","983,460,395.66","231,700,000.36","520,348,571.15","802,221,576.83","1,161,780,761.88","288,139,811.27","594,470,446.67","918,561,172.84","1,311,546,641.23","332,064,076.35","644,476,731.31","1,005,818,584.55","1,452,636,241.21","313,568,065.13","672,034,128.36","1,015,072,825.93","1,466,351,772.60","223,389,380.45","607,255,395.75","887,338,261.36","1,371,821,207.46","299,468,082.02","664,416,670.63","1,004,818,502.96","1,525,223,996.41","336,071,168.88","730,065,450.63","1,079,456,673.89","1,616,016,187.96"
二、营业利润,"289,176,635.55","326,726,023.25","190,271,376.15","278,157,443.77","369,952,024.99","57,372,815.38","180,397,549.69","257,344,735.79","312,847,946.45","60,254,315.36","197,846,533.50","286,225,788.38","362,708,627.60","75,385,422.44","227,444,265.98","318,059,203.22","398,578,250.69","86,858,173.45","259,291,037.26","370,045,018.12","484,623,160.19","84,832,483.48","277,683,091.28","380,450,480.09","523,434,844.38","60,085,852.86","254,618,369.38","331,438,056.46","423,006,828.35","85,145,555.60","260,226,065.31","363,845,461.77","467,342,269.66","91,494,649.90","289,092,190.21","401,528,256.91","564,660,465.39"
减:营业成本,"243,994,229.58","253,360,858.93","114,576,143.40","172,767,764.77","255,068,439.59","49,764,699.87","118,110,703.49","185,828,502.57","272,086,109.29","71,327,541.31","159,869,568.22","225,300,481.07","330,974,590.90","98,524,747.39","200,096,737.16","289,911,860.78","387,797,589.71","73,922,559.89","167,687,955.23","266,762,733.17","395,814,039.69","99,860,344.11","193,771,031.02","293,901,766.66","415,120,048.81","63,267,202.30","158,595,205.79","239,165,752.02","376,906,564.43","86,133,355.85","188,441,241.60","277,441,933.68","410,211,427.04","92,703,478.70","195,537,463.60","281,222,991.53","389,259,402.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,692,963.95","14,745,985.47","7,349,903.31","11,139,394.57","16,946,502.72","2,958,678.53","6,110,742.48","9,985,580.16","13,617,162.10","4,054,279.92","7,960,020.12","12,390,636.87","17,805,390.80","4,264,128.93","8,509,371.76","13,329,723.07","20,090,848.31","4,487,566.34","8,854,197.39","13,125,090.70","18,847,395.96","4,135,158.57","9,442,555.87","13,238,489.03","20,318,919.54","2,691,401.07","8,588,179.85","12,210,356.17","19,379,465.73","4,336,730.31","9,476,396.66","14,255,512.95","28,932,338.67","5,111,006.07","19,557,675.02","24,712,575.85","38,001,548.07"
营业外收入,"9,590,491.14","2,324,263.80","1,945,266.60","2,958,964.43","7,578,414.99","343,040.98","1,471,530.98","2,601,995.35","4,196,237.82","326,381.69","3,397,673.56","2,794,674.93","3,990,001.07","196,244.96","2,509,575.74","8,258,185.74","9,333,265.45","1,219,672.57","3,622,520.26","4,947,695.49","31,650,470.90","1,864,470.40","2,740,475.80","3,436,047.43","9,301,138.08","1,806,922.97","3,335,566.56","3,018,093.51","20,369,620.91","4,306,592.51","6,524,209.70","8,234,248.34","16,481,282.10","2,666,268.53","7,708,917.26","11,105,261.59","705,561.64"
销售费用,"265,478,902.33","306,241,903.89","120,032,611.66","195,490,629.36","375,502,727.82","71,673,225.48","99,010,249.07","162,888,431.95","299,079,730.97","69,437,849.31","106,841,112.82","212,595,981.67","369,400,754.18","92,295,445.01","109,909,313.74","229,186,362.67","411,273,500.26","135,407,942.13","161,242,262.95","284,794,288.84","462,927,798.41","103,285,618.97","148,792,540.28","270,811,921.38","418,035,712.39","73,325,297.11","149,759,328.32","237,477,409.39","443,552,747.19","95,425,155.02","147,105,355.58","259,538,850.00","491,395,308.71","110,420,240.68","156,786,909.38","273,088,277.43","497,972,048.58"
减:营业外支出,"949,589.68","1,491,635.10","11,319.49","78,061.09","139,803.53","34,410.94","400,223.13","706,164.93","407,333.87","13,461.09","22,055.02","89,785.42","1,553,898.73","31,699.99","240,942.79","297,905.81","1,605,022.26","632,212.71","1,872,920.43","2,222,233.64","3,061,750.81","142,198.97","520,605.27","1,037,509.50","1,537,528.51","1,213,504.45","2,103,117.60","2,584,628.32","3,073,306.91","449,971.55","975,399.54","2,558,745.38","4,257,545.23","404,040.40","729,713.74","1,674,531.92","2,380,754.66"
管理费用,"76,707,606.59","76,958,906.71","38,621,605.14","65,162,287.62","88,981,970.77","27,904,912.86","43,196,087.67","68,508,975.21","99,368,284.92","25,511,846.43","49,657,857.42","75,407,556.42","104,635,202.84","19,418,947.00","54,280,989.76","77,205,634.09","105,864,348.78","31,145,407.43","52,300,282.05","78,305,854.03","108,571,144.78","31,135,440.13","56,484,294.12","79,181,739.31","113,236,425.32","28,950,594.80","49,421,209.74","85,242,632.48","131,766,710.17","36,142,442.00","67,786,613.79","102,608,819.06","144,517,808.98","38,946,774.15","76,111,854.29","112,487,896.65","166,093,781.93"
其中:非流动资产处置净损失,"791,301.17","75,539.12",,104.06,104.06,"29,410.94","29,410.94","29,410.94","48,784.94",,,,,,,,"71,249.36",,,,"646,136.13",,,,"74,188.85",,,,"129,848.49",,"305,323.17",,"910,165.46","910,165.46",,,
