科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,758,058.33","7,328,611.18","3,834,181.77","4,217,383.06","2,942,114.82","-4,017,272.52","-4,328,048.08","-7,844,064.36","-9,514,336.51","-1,009,887.13","-5,348,900.49","-11,535,729.59","-17,652,944.51","-3,371,887.17","-5,195,252.10","-7,316,196.31","-8,456,683.62","-1,309,506.22","-831,746.15","-4,103,023.07","-5,160,815.89","-5,116,806.79","-5,985,305.25","-10,397,531.99","-13,214,791.73","-1,311,264.34","-6,120,314.72","-9,217,261.94","-10,914,281.33","-5,964,637.47","-8,130,848.20","-11,641,458.49","-14,103,340.93","-1,779,746.59","-3,889,546.87","-9,261,595.37","-15,675,065.48"
三、利润总额,"297,817,537.01","327,558,651.95","192,205,323.26","281,038,347.11","377,390,636.45","57,681,445.42","181,468,857.54","259,240,566.21","316,636,850.40","60,567,235.96","201,222,152.04","288,930,677.89","365,144,729.94","75,549,967.41","229,712,898.93","326,019,483.15","406,306,493.88","87,445,633.31","261,040,637.09","372,770,479.97","513,211,880.28","86,554,754.91","279,902,961.81","382,849,018.02","531,198,453.95","60,679,271.38","255,850,818.34","331,871,521.65","440,303,142.35","89,002,176.56","265,774,875.47","369,520,964.73","479,566,006.53","93,756,878.03","296,071,393.73","410,958,986.58","562,985,272.37"
资产减值损失,"288,549.42","230,011.50","5,262,935.38","1,801,942.78","1,689,664.41","1,076,691.01","1,850,558.97","2,086,606.75","-1,924,338.62","2,123,044.59","3,521,759.67","1,850,932.18","1,213,965.23","1,626,421.95","3,065,170.00","1,885,405.09","3,168,208.19","3,272,714.83","139,583.62","3,472,215.38","-712,888.11","-600,461.83","-2,353,682.45","-2,205,459.86","6,151,673.15","-1,728,144.33","-2,134,517.47","-1,981,068.38","-1,516,036.15","-1,077,325.82","1,243,658.64","1,971,117.59","1,998,717.51","872,128.41","1,027,312.24","3,008,104.92","2,810,253.72"
减:所得税,"48,319,832.27","53,470,076.90","31,538,428.01","48,984,558.03","69,559,199.50","7,599,139.81","29,108,383.81","43,864,773.87","59,254,431.48","8,456,259.71","33,903,790.28","47,948,110.65","73,246,067.66","12,172,553.61","39,898,787.97","55,464,514.56","75,154,546.49","15,457,407.01","45,089,211.85","59,647,653.17","92,944,000.99","15,460,198.38","45,384,243.37","56,445,276.79","86,332,052.79","9,801,227.14","37,744,989.21","48,399,788.61","63,630,306.93","17,203,876.69","39,215,933.56","53,336,552.31","85,905,970.37","17,731,442.44","43,602,649.23","62,535,683.67","98,582,938.60"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"48,495.76","-565,649.37","91,365.00","327,377.01","254,912.49","16,520.90","18,769.14","28,153.71","2,100,162.94","-1,010.57",-619.89,"14,070.17","7,304,825.16","3,414.28","3,640,149.63","3,700,819.77","6,769,421.09","1,720,781.50","4,206,841.04","6,583,592.62","12,273,593.82","3,963,711.51","5,800,396.51","9,908,578.69","16,731,059.26","1,891,559.02","5,472,065.14","6,997,614.84","10,360,790.93","673,193.47","1,731,812.75","3,201,733.60","5,070,533.23","1,697,362.44","4,158,407.24","7,329,834.03","10,792,607.25"
四、净利润,"249,497,704.74","274,088,575.05","160,666,895.25","232,053,789.08","307,831,436.95","50,082,305.61","152,360,473.73","215,375,792.34","257,382,418.92","52,110,976.25","167,318,361.76","240,982,567.24","291,898,662.28","63,377,413.80","189,814,110.96","270,554,968.59","331,151,947.39","71,988,226.30","215,951,425.24","313,122,826.80","420,267,879.29","71,094,556.53","234,518,718.44","326,403,741.23","444,866,401.16","50,878,044.24","218,105,829.13","283,471,733.04","376,672,835.42","71,798,299.87","226,558,941.91","316,184,412.42","393,660,036.16","76,025,435.59","252,468,744.50","348,423,302.91","464,402,333.77"
其中:对联营企业和合营企业的投资权益,"-237,085.42","-691,535.29","91,365.00","138,548.10","36,083.61","16,520.90","18,769.14","28,153.71","1,557,569.66",,-619.89,,"13,657.13",,,,"54,597.12",,,,"-3,062.69",,,,"-58,779.04",,,,"24,423.13",,,,126.64,126.64,,,"-517,407.44"
归属于母公司所有者的净利润,"249,177,709.01","273,726,598.50","159,982,098.37","230,933,619.81","307,314,926.06","50,068,374.03","152,142,990.23","214,605,566.82","258,757,964.19","52,114,048.65","166,850,729.36","240,264,523.43","291,953,755.84","63,377,413.80","189,814,110.96","270,554,968.59","331,151,947.39","71,988,226.30","215,951,425.24","313,122,826.80","420,267,879.29","71,094,556.53","234,518,718.44","326,403,741.23","444,866,401.16","50,878,044.24","218,105,829.13","283,471,733.04","376,672,835.42","71,798,299.87","226,558,941.91","316,184,412.42","393,660,036.16","76,025,435.59","252,468,744.50","348,423,302.91","464,402,333.77"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"319,995.73","361,976.55","684,796.88","1,120,169.27","516,510.89","13,931.58","217,483.50","770,225.52","-1,375,545.27","-3,072.40","467,632.40","718,043.81","-55,093.56",,,,,,,,,,,,,,,,,,,,,,,,
