科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"196,862,384.48","250,887,852.81","116,051,190.26","185,883,228.12","276,706,159.07","82,214,193.18","164,526,269.09","243,200,515.48","334,246,872.89","90,022,050.80","203,870,115.42","315,205,833.78","444,710,016.97","120,441,867.55","248,790,851.00","388,156,748.52","553,008,232.03","128,877,651.76","249,906,073.36","394,924,775.48","561,008,964.62","111,831,023.34","236,410,387.71","363,833,540.41","502,450,641.60","131,480,207.86","238,455,657.07","351,424,801.03","469,820,351.56","216,876,191.60","697,105,395.25","1,065,849,389.83","1,464,601,971.46","369,754,613.20","746,049,757.03","1,170,530,572.32","1,579,818,747.43","433,214,402.48"
二、营业利润,"27,830,449.19","35,197,547.38","27,547,931.15","42,611,344.65","55,540,791.53","13,494,794.98","25,415,236.79","38,452,359.15","51,106,860.73","10,109,074.12","15,735,441.21","23,404,479.49","42,620,618.20","18,690,595.55","45,336,855.53","70,490,239.42","93,640,736.25","23,549,203.16","54,051,562.74","82,819,163.99","116,663,054.04","24,336,126.90","46,278,330.59","60,088,247.44","82,774,945.19","25,007,054.01","46,103,520.17","68,264,478.79","76,380,047.46","30,000,383.52","109,098,037.12","165,633,262.13","203,722,316.85","45,737,537.56","123,227,258.97","184,483,908.74","247,887,616.76","61,818,845.23"
减:营业成本,"153,617,949.21","199,344,541.95","78,610,587.16","128,240,252.51","198,408,319.92","64,418,251.41","128,975,937.90","188,842,188.91","256,472,376.28","74,299,354.23","173,190,154.36","268,037,367.46","362,000,663.00","91,055,879.77","180,255,482.86","278,060,674.42","396,276,086.04","88,499,955.99","166,930,215.36","264,841,929.18","378,228,396.74","76,699,908.14","168,213,304.37","263,235,981.14","353,310,893.87","86,619,836.43","157,813,770.38","232,614,168.82","311,280,423.45","127,647,054.54","356,469,068.11","531,733,286.17","720,024,894.31","192,870,789.19","368,653,525.45","588,494,680.12","758,205,422.48","201,812,767.72"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"95,355.56","110,099.33","62,498.46","62,577.39","106,789.58","23,057.65","66,663.62","96,208.30","121,161.27",,"28,879.29","342,613.52","827,754.23","414,996.75","899,121.96","1,754,472.36","2,475,904.39","509,154.76","1,001,037.25","1,510,805.71","2,612,189.70","775,368.78","1,649,175.46","2,467,800.19","3,241,054.51","593,894.83","1,598,949.27","2,737,473.65","3,651,210.35","403,376.64","1,317,329.02","1,736,084.48","2,368,368.90","674,235.55","1,982,384.73","3,016,645.53","4,582,165.10","1,078,108.56"
营业外收入,"19,083.00","156,468.85","126,314.46","128,500.26","229,060.28","499,412.80","528,411.24","926,878.14","1,286,562.05","76,117.90","823,952.90","1,150,581.33","1,342,407.39","27,214.37","148,985.04","898,761.49","2,638,611.08","79,312.00","1,284,180.72","1,391,776.55","31,458,221.58","417,858.91","1,226,627.03","2,401,656.97","4,523,409.72","2,058,718.15","2,659,991.98","2,931,165.43","6,587,572.60","425,144.05","715,405.12","3,316,575.58","6,655,684.05","431,143.05","1,126,376.72","1,757,097.88","417,721.13","967,172.36"
销售费用,"6,210,688.99","5,824,742.94","3,423,524.28","5,428,873.58","8,580,721.88","2,103,689.89","4,979,865.60","7,952,015.66","10,490,210.11","2,542,673.77","5,606,291.77","9,577,673.00","13,944,720.75","5,586,645.10","10,241,279.25","15,303,200.16","22,492,947.64","5,752,421.20","9,278,416.14","16,252,030.95","25,339,240.66","4,314,045.86","9,972,227.29","16,720,115.31","25,757,941.65","9,485,580.02","17,564,372.90","24,217,095.06","30,939,348.62","45,949,521.38","188,248,515.62","304,954,291.33","451,367,019.57","108,470,849.96","199,402,668.15","318,442,413.98","455,563,672.51","140,913,461.35"
减:营业外支出,"137,281.50","704,424.22","180,000.00","183,000.00","515,043.26","250,200.00","300,795.00","301,095.00","317,437.42","200,000.00","200,400.00","200,600.00","400,600.00",,"14,975.58","28,492.76","510,674.43",100.00,100.00,588.59,"817,585.66",,,"261,827.70","481,809.02","165,680.39","434,723.97","359,955.73","733,637.08","148,100.60","123,077.25","143,105.59","224,025.19","200,000.00","274,096.23","292,480.23","332,595.95",
管理费用,"6,733,982.11","7,596,348.11","4,957,643.41","8,280,975.80","11,853,257.67","2,547,759.51","5,271,283.32","8,816,468.59","20,268,225.36","3,163,300.40","9,220,673.31","15,173,791.17","27,063,490.22","5,708,853.92","14,218,463.41","24,080,142.70","38,708,460.96","8,279,203.44","16,602,359.52","27,468,955.13","38,453,536.81","7,237,496.23","15,135,547.40","24,413,741.80","41,065,420.08","8,727,274.21","18,293,053.29","28,664,851.39","50,679,011.77","13,658,990.16","39,181,948.07","64,613,054.82","92,812,243.62","28,210,265.41","59,251,439.70","81,694,299.85","117,760,274.74","31,296,260.92"
其中:非流动资产处置净损失,,,,,"73,243.00",,,,,,,,,,,,"182,181.67",,,,935.62,,,,,,,,,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
