科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流出小计,"48,061,877.74","63,451,408.15","129,170,635.23","116,884,075.63","158,326,806.25","233,250,417.72","43,214,444.20","194,543,921.34","253,134,252.13","350,977,672.12","62,791,421.79","169,084,182.13","201,511,530.64","333,888,560.86","80,481,157.63","188,248,492.69","277,157,180.76","513,882,964.90","72,346,025.84","158,696,966.26","337,065,088.41","410,900,327.17","55,633,215.01","99,421,650.06","430,969,427.09","551,744,132.20","136,273,446.39","336,411,197.78","520,980,022.25","653,216,344.78","157,601,770.20","445,215,539.63","510,127,494.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,"25,813.53",,"947,755.64",,,"4,070.00",,,,"35,071.23",,,,"6,371.00",,,,,,"26,024,750.00","41,628,821.54","37,958,746.22",900.00,900.00,"35,681.69","116,492.28",,"43,716.00","216,649.00","198,850.72",,"96,867.05","133,325.20"
筹资活动产生的现金流量净额,"6,918,122.26","148,998,591.85","52,117,364.77","-4,424,075.63","1,633,193.75","14,169,582.28","714,739,851.80","600,410,374.66","607,860,043.87","631,541,563.85","2,208,578.21","54,515,039.83","70,087,691.32","65,701,189.16","4,319,732.63","51,751,345.45","17,842,657.38","139,117,035.10","30,653,974.16","-25,746,966.26","22,352,911.59","-17,832,327.17","26,566,784.99","69,478,349.94","12,430,572.91","-23,644,132.20","-6,273,446.39","8,088,802.22","52,219,977.75","93,085,824.66","16,318,229.80","-12,695,539.63","14,112,505.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,"8,304,433.56","2,500,000.00","5,200,000.00","6,401,461.65"
四、汇率变动对现金的影响,"-206,367.19","-238,711.99","-120,891.45","-120,810.89","-163,572.51","-491,604.76","-153,765.96","-7,917.72","-13,152.72","-1,020,467.95",,,,"558,901.64","-64,441.12",,,"-2,307,437.11","-124,901.95","192,979.25","201,120.36","-372,416.48","52,625.05","-70,575.96","486,968.23","4,765,089.63","-163,795.77","331,719.49","563,120.05","5,126,690.56","-594,587.98","-1,311,554.97","-1,977,307.01"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"300,000.00",,,,"74,368,537.20",,,,"3,159,551.84",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"25,937.14",,"947,755.64",,,"4,070.00",,,,"35,071.23",,,,"6,371.00",,,,,,"26,024,750.00","41,728,821.54","38,262,346.22",900.00,900.00,"35,681.69","331,423,994.33","121,143,802.93","218,350,495.39","246,081,905.65","303,939,591.80","51,061,891.51","109,460,592.81","186,287,861.73"
五、现金及现金等价物净增加额,"-1,940,115.51","68,886,285.57","-23,490,428.67","-8,600,171.47","-18,703,332.74","1,286,559.48","665,028,596.01","502,758,987.86","458,506,804.05","393,621,409.03","-73,569,292.97","-126,029,359.19","-230,482,075.80","-317,108,236.16","-39,278,317.15","-37,940,897.89","-70,629,647.69","7,720,616.44","-7,439,594.70","-33,645,101.40","-47,741,075.92","-35,473,617.32","-42,809,770.39","16,267,492.70","18,047,329.95","13,301,360.17","-16,026,649.03","-30,700,901.26","-55,629,566.61","24,057,797.57","-72,014,507.32","-22,827,017.28","-32,775,421.36"
购建固定资产、无形资产和其他长期资产支付的现金,"27,214,706.25","113,909,875.20","95,792,387.08","20,142,051.93","33,365,865.16","54,267,926.82","2,782,554.48","38,771,283.64","67,378,448.47","98,150,689.46","40,031,673.03","112,381,054.78","156,836,215.61","238,390,726.78","33,744,973.03","34,435,145.67","58,074,918.90","57,709,219.77","9,411,896.76","14,388,192.29","20,080,581.61","63,381,691.76","5,217,475.16","9,069,151.48","15,188,890.53","49,492,595.06","4,620,704.57","7,669,769.78","19,582,531.53","40,681,572.46","12,873,451.25","18,051,081.57","22,314,817.87"
期初现金及现金等价物余额,"13,998,561.62","12,058,446.11","80,944,731.68","57,454,303.01","57,454,303.01","57,454,303.01","58,740,862.49","58,740,862.49","58,740,862.49","49,278,543.15","442,899,952.18","442,899,952.18","442,899,952.18","452,362,271.52","135,254,035.36","135,254,035.36","135,254,035.36","135,254,035.36","142,974,651.80","142,974,651.80","147,298,850.09","142,974,651.80","107,501,034.48","107,501,034.48","107,501,034.48","107,501,034.48","120,802,394.65","120,802,394.65","120,802,394.65","120,802,394.65","144,860,192.22","144,860,192.22","144,922,000.36"
投资支付的现金,"11,248,475.00",,,,,,,,,,,,,"20,241,000.00",,,,,"3,924,847.50","3,924,847.50","133,924,847.50",,,"20,000,000.00","20,000,000.00","288,830,000.00","101,050,000.00","193,567,612.00","221,463,692.00","268,962,662.00","44,000,000.00","99,500,000.00","200,000,000.00"
期末现金及现金等价物余额,"12,058,446.11","80,944,731.68","57,454,303.01","48,854,131.54","38,750,970.27","58,740,862.49","723,769,458.50","561,499,850.35","517,247,666.54","442,899,952.18","369,330,659.21","316,870,592.99","212,417,876.38","135,254,035.36","95,975,718.21","97,313,137.47","64,624,387.67","142,974,651.80","135,535,057.10","109,329,550.40","99,557,774.17","107,501,034.48","64,691,264.09","123,768,527.18","125,548,364.43","120,802,394.65","104,775,745.62","90,101,493.39","65,172,828.04","144,860,192.22","72,845,684.90","122,033,174.94","112,146,579.00"
