科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付其他与筹资活动有关的现金,"37,813,824.58","31,621,736.83","1,878,787.41","2,707,700.00","5,715,727.70","10,267,795.71",,,,"87,546.88",,"91,511.37","91,511.37","100,299.59",,,,"2,891.31",13.20,"144,056.54","144,056.54","144,046.65",,"285,962.78","285,962.78","1,285,962.78",,"421,308.15","421,308.15","421,308.15",,"26,123,345.06","51,303,345.06","7,203,345.06",,"33,391.90"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"1,214,250.44","1,730,091.61","665,995.47","610,775.38","680,572.10","5,887,006.89","1,450,149.55","4,420,938.63","6,030,511.70","9,045,071.83","1,746,106.86","2,915,566.66","5,281,369.33","12,889,190.43","2,334,193.40","5,148,555.55"
筹资活动现金流出小计,"40,864,030.62","56,655,217.83","79,865,807.41","13,208,816.50","33,139,239.73","38,496,188.16",,"35,598,704.62","35,598,704.62","38,571,407.54",,"1,011,398.03","23,876,842.47","24,332,271.81",,"3,682,972.55","4,014,000.00","4,016,891.31",13.20,"10,848,056.54","17,838,611.87","17,838,601.98",,"13,743,526.54","13,743,526.54","14,741,349.47",,"16,706,079.77","16,706,079.77","16,706,079.77",,"42,453,500.80","67,633,500.80","23,533,500.72",,"82,042,670.20"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"21,000.00",,,,"27,000.00","27,300.00","27,300.00","27,300.00","324,609.82","85,000.00","92,400.00","92,400.00","92,400.00",,,"300,000.00",,,"122,300.00","122,300.00","154,686.79",,,,"81,096.00",,,,"13,549.80",,"97,510.40","263,303.40","1,523,816.40","219,867.00","709,974.00"
筹资活动产生的现金流量净额,"13,703,810.73","-25,738,217.83","-21,865,807.41","-7,208,816.50","587,017,953.19","581,661,004.76","8,322,691.66","-27,276,012.96","-22,240,115.68","-24,372,401.44","241,588.21","9,239,899.75","1,972,698.79","8,029,173.94",518.55,"-3,681,923.47","-4,012,420.15","894,977.01","33,886.91","-10,742,068.78","-10,542,029.57","-7,320,164.03","8,732,811.55","-2,725,577.83","-1,944,962.14","1,192,045.44","10,750,822.00","-5,021,525.30","-2,271,455.56","-376,711.95","592,179.23","-41,485,746.43","-45,092,206.30","-7,947,117.29","2,267,059.86","-79,386,296.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-5,948.21","-110,266.77","82,428.20","-2,040.66","-2,040.66","-31,110.83",,"99,925.62","99,925.62","102,247.11",,"-50,753.16","-50,753.16","-61,309.27","-10,729.08","-83,464.30","-48,329.95","-59,928.98","191,346.33","162,220.30","165,472.52","273,406.70","-92,268.03","-151,270.90","561,614.36","908,692.59","89,884.64","307,989.49","349,984.65","728,257.18","-46,622.43","-395,138.12","-958,616.44","-1,679,256.92","-1,894,315.70","1,180,793.70"
收到其他与投资活动有关的现金,,,,,,,,"556,000.00","766,000.00","2,216,000.00","423,610.00","293,610.00","693,610.00","955,000.00",,,,"1,404,671.77","3,600,000.00","3,600,000.00","3,602,212.50","3,610,722.83","300,000.00","300,000.00","984,000.00","2,418,121.28",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"21,000.00",,,,"27,000.00","27,300.00","583,300.00","793,300.00","2,540,609.82","508,610.00","386,010.00","786,010.00","1,047,400.00",,,"300,000.00","1,404,671.77","3,600,000.00","3,722,300.00","73,938,762.94","88,775,501.23","57,077,857.14","77,810,775.38","78,564,572.10","119,571,224.17","103,250,149.55","245,520,938.63","255,830,511.70","366,729,275.77","139,913,076.02","271,244,156.94","444,302,924.73","682,456,794.72","212,554,060.40","523,638,529.55"
五、现金及现金等价物净增加额,"2,068,451.97","7,650,378.12","594,191.02","-6,171.90","586,818,004.61","555,084,925.77","-21,140,757.73","-120,579,440.34","-210,046,850.63","-309,400,827.87","-34,118,282.92","-46,162,375.60","-72,527,265.78","-81,961,725.72","-14,611,829.03","-13,432,349.10","-2,564,432.86","3,568,191.23","-9,403,357.32","-9,815,277.60","-34,818,025.85","-55,750,299.22","37,475,311.26","39,541,459.69","-7,745.65","-38,926,195.26","33,076,902.36","79,740,525.74","103,868,878.25","110,838,086.58","-92,151,207.29","-105,677,961.85","-42,035,357.09","79,568,629.18","-82,055,513.17","-22,240,166.84"
购建固定资产、无形资产和其他长期资产支付的现金,"10,266,828.79","16,285,447.24","7,856,778.23","11,199,877.14","22,636,531.82","47,894,281.67","35,104,064.42","105,472,084.81","206,006,249.40","314,062,324.35","37,321,483.13","66,044,852.37","83,777,129.41","99,894,469.02","18,556,753.97","23,691,903.72","30,036,226.40","51,654,257.32","19,181,713.93","38,106,857.22","51,031,290.43","74,242,694.54","6,736,685.27","12,684,840.33","17,971,104.42","16,525,409.72","4,758,631.08","9,353,438.77","18,901,803.12","33,696,472.80","5,903,230.57","13,458,581.73","23,682,143.92","37,825,242.27","19,193,371.07","39,895,350.84"
期初现金及现金等价物余额,"2,130,673.73","4,199,125.70","11,849,503.82","12,443,694.84","12,443,694.84","12,443,694.84","567,528,620.61","567,528,620.61","567,528,620.61","567,528,620.61","258,127,792.74","258,127,792.74","258,127,792.74","258,127,792.74","176,166,067.02","176,166,067.02","176,166,067.02","176,166,067.02","179,734,258.25","179,734,258.25","179,734,258.25","179,734,258.25","123,983,959.03","123,983,959.03","123,983,959.03","123,983,959.03","86,057,763.77","85,057,763.77","85,057,763.77","85,057,763.77","195,895,850.35","195,895,850.35","195,895,850.35","195,895,850.35","275,464,479.53","275,464,479.53"
投资支付的现金,,,,,,,,,,,,,,,"1,500,000.00","1,500,000.00",,,,,"131,000,000.00","168,280,000.00","36,233,887.45","52,620,000.00","118,941,859.61","205,940,000.00","106,847,054.47","208,341,815.57","227,644,193.59","340,583,006.06","234,500,000.00","335,500,000.00","459,127,172.12","645,300,000.00","370,000,000.00","695,001,000.00"
期末现金及现金等价物余额,"4,199,125.70","11,849,503.82","12,443,694.84","12,437,522.94","599,261,699.45","567,528,620.61","546,387,862.88","446,949,180.27","357,481,769.98","258,127,792.74","224,009,509.82","211,965,417.14","185,600,526.96","176,166,067.02","161,554,237.99","162,733,717.92","173,601,634.16","179,734,258.25","170,330,900.93","169,918,980.65","144,916,232.40","123,983,959.03","161,459,270.29","163,525,418.72","123,976,213.38","85,057,763.77","119,134,666.13","164,798,289.51","188,926,642.02","195,895,850.35","103,744,643.06","90,217,888.50","153,860,493.26","275,464,479.53","193,408,966.36","253,224,312.69"
