科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"191,698,720.37","378,621,057.79","528,034,458.99","271,620,488.43","451,833,753.26","677,811,687.88","196,409,350.26","475,546,246.84","863,007,778.92","1,283,001,961.03","348,917,068.62","743,124,193.83","1,121,862,249.28","1,607,246,148.85","457,173,540.45","899,263,970.99","1,346,464,637.09","1,930,462,186.94","313,474,493.79","712,222,349.93","1,136,873,621.58","1,775,072,606.63","458,817,967.73","1,325,180,328.56","2,060,068,762.63","3,607,463,354.09","1,136,314,348.73","3,061,295,957.87","4,303,242,324.05","6,582,248,275.53","1,396,401,992.47","2,713,949,133.09","3,778,713,131.84","5,831,011,310.36","1,499,890,023.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"426,222.51",,,,"27,210,355.63",,"15,601,019.53","15,601,019.53",,"2,982,719.71","2,982,719.71","-217,280.29","2,982,719.71",,"69,547,976.45","19,547,976.45","84,112,829.01",,,,,,,,"-120,526,876.58",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,"176,947.50",,"1,897,608.00","1,987,028.00","4,504,296.70",,,,"3,180,000.00",,,,,,,,,,,,,"307,014,337.78","58,733,005.70","104,401,075.74","139,596,586.36","249,929,610.43"
收到其他与经营活动有关的现金,"2,161,713.18","6,758,460.09","13,823,918.59","7,588,938.50","11,260,982.35","18,838,634.50","13,027,017.91","20,327,138.99","26,058,383.02","27,432,696.48","9,862,965.57","22,215,788.24","39,637,565.31","71,378,214.89","31,384,395.73","24,626,074.82","67,039,761.40","119,680,079.98","26,651,040.51","76,945,920.68","96,097,980.19","253,308,521.99","173,158,036.60","112,718,974.76","212,980,216.64","242,812,049.53","231,988,103.16","444,074,620.36","612,554,520.86","553,104,962.53","338,786,109.73","458,867,861.81","773,679,936.97","697,738,198.04","256,193,329.00"
投资活动现金流出小计,"65,532,978.40","107,087,648.06","168,459,540.80","71,441,865.82","190,472,835.07","312,983,276.71","131,733,402.49","164,257,348.61","299,518,075.63","604,143,165.48","140,281,851.77","481,563,968.43","749,778,317.51","1,179,298,100.70","58,642,681.48","329,867,522.61","650,498,265.60","1,104,263,124.54","458,723,489.60","744,552,873.77","1,023,462,810.26","1,076,724,483.60","147,780,941.31","848,454,230.35","1,700,530,969.84","2,113,490,145.03","886,262,974.80","2,073,746,012.97","2,889,780,098.97","6,102,997,905.34","2,263,596,431.20","5,964,900,050.45","7,720,496,083.46","9,439,825,121.71","1,912,273,497.51"
经营活动现金流入小计,"193,860,433.55","385,379,517.88","541,858,377.58","279,209,426.93","463,094,735.61","696,650,322.38","209,436,368.17","495,873,385.83","889,066,161.94","1,310,434,657.51","358,780,034.19","765,339,982.07","1,161,499,814.59","1,678,624,363.74","488,557,936.18","923,890,045.81","1,413,504,398.49","2,050,142,266.92","340,125,534.30","789,168,270.61","1,232,971,601.77","2,028,381,128.62","631,976,004.33","1,437,899,303.32","2,273,048,979.27","3,850,275,403.62","1,368,302,451.89","3,505,370,578.23","4,915,796,844.91","7,135,353,238.06","1,735,188,102.20","3,172,816,994.90","4,552,393,068.81","6,528,749,508.40","1,756,083,352.79"
投资活动产生的现金流量净额,"-62,673,347.60","-103,462,662.68","-132,498,658.63","-56,309,885.28","-174,510,623.33","-294,665,290.23","-131,157,271.99","-157,390,566.03","-289,047,506.05","-585,161,458.66","-138,389,488.31","-475,198,039.93","-741,724,737.21","-1,153,626,603.83","-58,495,966.48","-329,220,807.61","-649,307,050.60","-1,058,318,988.59","-444,597,244.60","-728,353,923.77","-1,015,041,059.41","-968,982,286.95","-147,456,745.92","-126,726,983.36","-477,723,274.35","-515,246,498.50","-712,613,487.90","-1,716,923,113.16","-2,068,824,527.97","-4,840,923,663.38","-732,612,985.62","-2,279,355,455.01","-3,215,559,272.58","-5,645,243,663.47","-312,850,572.90"
购买商品、接受劳务支付的现金,"194,156,611.60","302,215,284.43","440,653,486.12","238,680,673.49","428,010,570.57","621,019,290.86","218,859,289.87","438,420,881.72","710,356,958.02","1,077,518,985.28","424,273,584.76","722,001,685.76","1,013,856,311.83","1,474,721,575.86","365,258,942.43","670,986,548.84","955,043,183.03","1,367,185,812.49","478,902,783.00","760,983,647.92","1,105,872,335.39","1,659,612,723.56","277,866,329.97","1,325,643,012.15","2,223,064,455.64","2,958,725,069.09","959,054,947.74","1,798,479,145.33","3,126,602,954.92","3,874,507,244.53","1,196,075,595.45","2,774,038,453.09","2,968,724,247.88","5,260,136,902.61","756,205,523.17"
吸收投资收到的现金,"24,000,000.00","15,000,000.00","90,600,000.00",,"1,086,228,540.00","1,094,300,000.00",,,"2,500,000.00","2,500,000.00",,,"56,000,000.00","5,500,000.00",,"26,000,000.00","27,500,000.00","27,600,000.00","795,888,240.00","844,888,240.00","902,446,240.00","864,786,240.00","1,700,000.00","1,507,099,991.40","1,523,649,991.40","1,554,149,991.40","11,200,000.00","11,200,000.00","11,200,000.00","1,411,400,000.00","728,267,500.00","479,367,500.00","430,857,500.00","-364,642,500.00","200,000,000.00"
