科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
商誉,,,,,,,,,"279,856,469.20","276,694,035.16","276,694,035.16","276,694,035.16","276,694,035.16","276,694,035.16","276,694,035.16","276,694,035.16","281,425,016.91"
未分配利润,"287,237,004.23","320,978,213.76","468,686,644.33","647,272,417.60","767,805,162.00","834,669,114.42","1,045,141,965.72","985,648,957.35","1,085,600,853.00","1,175,178,180.46","1,326,918,576.22","1,220,928,402.69","1,392,871,899.31","1,504,190,469.54","1,682,960,674.84","1,533,599,738.16","1,668,937,055.77"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,"48,261,985.81","47,956,505.11","47,639,179.04","47,807,154.97","47,368,827.85","46,743,650.78","45,645,510.38","45,564,466.53","45,885,138.02","91,879,569.80"
递延所得税资产,"11,575,209.25","14,211,056.76","20,897,981.11","22,133,157.03","27,018,875.43","37,574,198.02","49,799,930.41","47,472,349.50","39,045,649.75","27,241,271.73","24,620,981.08","21,192,796.00","21,214,160.55","35,347,708.49","25,702,350.55","23,435,032.99","25,389,353.16"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"79,875,750.70","81,979,259.00","77,270,063.16","70,773,231.88","67,617,927.24","67,617,927.24","1,160,727.24","1,947,029.10"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"864,699,066.65","977,736,108.85","1,122,355,678.01","1,226,744,575.91","1,241,287,424.29","1,299,745,335.76","1,317,778,243.55","1,333,607,283.66","1,903,250,890.53","1,883,821,205.32","1,915,455,602.60","1,944,184,661.95","1,981,236,010.31","2,060,025,459.40","2,076,633,726.69","2,230,598,663.69","2,445,303,115.48"
所有者权益(或股东权益)合计,"739,225,762.53","778,207,773.60","951,444,011.97","1,129,527,131.40","2,603,534,641.84","2,712,849,522.98","2,923,264,560.64","2,916,924,862.53","3,016,002,250.10","3,142,262,514.80","3,294,121,422.33","3,187,596,542.37","3,358,828,353.20","3,507,488,027.60","3,686,179,973.73","3,537,845,776.49","3,718,935,597.65"
资产总计,"1,676,699,091.78","1,975,670,612.32","2,141,222,802.83","2,521,746,752.93","3,658,430,144.97","3,425,590,616.50","3,580,917,524.66","3,617,745,171.59","4,104,929,740.11","4,082,255,228.21","3,988,087,285.93","3,883,615,275.56","4,000,580,017.61","4,208,017,309.36","4,267,124,210.54","4,235,998,094.03","4,547,908,145.94"
负债和所有者(或股东权益)合计,"1,676,699,091.78","1,975,670,612.32","2,141,222,802.83","2,521,746,752.93","3,658,430,144.97","3,425,590,616.50","3,580,917,524.66","3,617,745,171.59","4,104,929,740.11","4,082,255,228.21","3,988,087,285.93","3,883,615,275.56","4,000,580,017.61","4,208,017,309.36","4,267,124,210.54","4,235,998,094.03","4,547,908,145.94"
