科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"164,212,682.47","271,530,689.26","127,177,538.26","268,212,237.74","1,426,592,215.95","419,533,564.60","378,027,049.58","356,541,521.17","323,205,036.36","489,446,126.69","439,536,348.11","484,647,101.09","331,394,139.16","531,307,036.44","554,763,580.81","344,393,224.73","371,401,640.24"
短期借款,"720,600,000.00","933,073,111.07","790,294,253.97","958,385,128.74","683,985,900.00","261,900,000.00","296,900,000.00","292,000,000.00","315,000,000.00","345,000,000.00","227,000,000.00","230,000,000.00","172,000,000.00","122,000,000.00","122,000,000.00","210,400,000.00","191,421,900.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"102,848,939.29","98,628,745.64","203,873,743.70","361,845,220.17","309,243,873.68","241,010,426.24","372,635,905.75","462,847,898.17","403,535,409.12","350,240,090.51","348,028,354.05","387,651,730.77","461,511,801.25","487,179,416.43","386,105,924.28","465,916,697.19","475,319,993.28"
应付票据,,,,,,"6,665,701.59","7,398,429.59","2,728,600.00","152,799,600.00","65,995,368.20","27,013,304.79","35,333,218.89","27,410,694.65","59,024,151.66","37,203,319.75","78,271,992.98","106,049,035.61"
应收账款,"246,345,655.11","259,979,839.20","244,863,705.51","284,880,791.25","279,077,005.32","221,169,926.22","329,194,443.00","352,574,039.95","377,640,313.06","274,904,003.35","401,638,313.58","354,825,575.99","438,960,284.23","265,875,544.46","387,585,918.75","381,308,707.65","354,639,988.75"
应付账款,"133,791,275.94","185,900,541.31","263,794,463.82","211,848,647.65","216,996,993.67","256,522,248.19","157,383,260.33","193,573,995.50","217,512,111.30","216,970,936.77","180,711,617.63","193,642,650.04","180,064,180.80","245,409,439.52","206,268,179.96","219,331,280.74","306,726,039.86"
预付款项,"19,790,983.73","25,382,595.69","25,064,096.67","17,738,124.78","42,258,486.76","15,659,445.48","33,110,370.15","38,868,328.07","110,077,011.71","37,127,682.46","56,014,067.19","48,933,736.23","68,382,496.66","48,403,198.88","60,099,694.09","69,414,848.04","102,711,223.04"
预收款项,"11,272,209.81","8,127,950.92","23,226,221.29","51,134,074.76","20,969,447.89","25,060,751.45","20,892,795.14","19,256,572.32","15,097,145.19","22,016,651.77","16,203,092.48","14,554,722.26","14,284,105.91","16,572,334.21","11,405,322.52","6,553,794.86","14,404,530.78"
其他应收款,"1,986,672.51","2,940,229.55","3,476,956.91","25,340,761.79","24,832,570.61","31,194,436.54","33,625,054.57","33,769,274.08","31,792,635.53","28,796,779.62","35,359,655.17","15,038,911.74","14,193,213.56","14,814,766.70","54,305,610.21","55,514,826.91","60,186,087.01"
应付职工薪酬,"48,351,656.58","47,382,068.70","62,938,920.58","60,751,223.61","70,228,013.30","83,566,205.61","58,347,819.87","77,329,688.36","85,507,087.77","95,599,424.81","58,676,081.98","71,305,514.15","84,260,023.87","96,960,981.38","61,310,224.36","69,185,994.47","85,594,834.06"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"9,725,285.07","9,914,809.09","37,767,763.48","93,345,028.63","49,372,344.58","63,507,433.28","99,409,027.95","95,547,989.99","133,533,881.47","88,201,879.51","75,391,057.38","60,477,776.24","74,565,134.70","73,096,555.91","68,809,960.52","47,144,103.17","46,105,208.77"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"1,359,799.07","1,984,022.38","1,361,294.16","2,711,992.25","1,222,590.03","463,066.66","323,105.54","450,735.67","369,649.58","389,079.16","252,820.81","292,395.81","263,387.47","147,417.04","152,808.54","188,258.70","705,545.95"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"270,807,841.61","299,184,559.41","399,744,220.05","333,813,996.84","329,537,053.89","539,157,540.94","421,778,328.72","494,444,688.41","560,842,819.24","630,365,259.93","478,157,467.27","454,569,225.95","418,320,290.07","595,939,617.59","569,294,763.08","501,312,318.26","535,697,314.69"
其他应付款,"10,705,303.99","8,248,816.91","6,601,066.79","10,668,525.89","3,845,925.99","5,147,686.74","6,264,013.60","9,307,727.22","141,783,510.90","75,896,916.47","61,407,039.61","61,609,221.75","60,185,717.42","59,176,345.59","43,244,880.58","37,123,232.44","39,449,242.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"6,007,250.41","40,287,844.72","14,666,863.72","3,171,044.45","5,601,514.47","658,119,940.72","694,768,129.34","545,092,138.08","394,585,624.56","387,554,080.33","313,897,477.96","193,764,331.84","286,581,782.37","204,472,269.46","178,334,992.63","187,538,807.56","202,648,783.45"
其他流动负债,"167,798.79","361,518.34","419,806.77",,"4,899,287.67","283,000.00","109,512.00",,,"711,573.40",,,,"4,353.10","4,353.10","4,353.10","4,353.10"
流动资产合计,"812,000,025.13","997,934,503.47","1,018,867,124.82","1,295,002,177.02","2,417,142,720.68","2,125,845,280.74","2,263,139,281.11","2,284,137,887.93","2,201,678,849.58","2,198,434,022.89","2,072,631,683.33","1,939,430,613.61","2,019,344,007.30","2,147,991,849.96","2,190,490,483.85","2,005,399,430.34","2,102,605,030.46"
流动负债合计,"935,973,329.25","1,194,992,838.72","1,186,403,790.86","1,388,844,621.53","1,051,520,503.13","703,116,093.52","647,027,964.02","690,195,309.06","1,061,602,986.21","910,781,830.09","646,655,014.68","667,215,499.14","613,033,244.82","672,391,578.41","550,399,049.33","668,203,010.46","790,460,690.33"
可供出售金融资产,,,,,"128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","128,768,701.50","197,163,963.81","212,163,963.81"
长期借款,,,,,,,,,"3,342,859.82","3,061,184.70","2,772,506.62","2,478,850.88","2,181,694.15","1,880,994.70","1,576,710.29","1,268,798.19","1,162,332.66"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,"73,400,000.00","73,400,000.00","73,400,000.00","128,768,701.50",,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"554,880,093.26","592,447,066.51","654,453,458.13","801,719,401.17","813,816,075.88","846,418,723.87","836,392,545.38","850,280,926.36","1,031,697,020.06","1,024,646,931.93","1,051,878,153.29","1,064,318,679.19","1,050,592,915.96","1,113,786,512.75","1,094,011,282.82","1,194,097,533.94","1,293,945,867.53"
递延所得税负债,,,,,,,,,"12,356,643.98","12,524,698.62","12,237,040.90","11,949,383.17","11,661,725.44","11,381,708.65","11,093,477.19","10,805,508.89","15,474,525.30"
在建工程,"117,105,540.39","188,424,329.83","266,806,739.33","136,601,189.62","132,078,996.35","149,260,028.58","165,573,176.84","170,906,327.28","206,015,501.15","159,336,365.65","165,953,818.00","193,185,573.95","249,460,920.02","256,622,365.99","305,393,229.66","361,487,470.24","441,262,264.20"
其他非流动负债,"1,500,000.00","2,470,000.00","3,375,000.00","3,375,000.00","3,375,000.00",,,,,,,,,,,,
工程物资,"1,449,723.01","3,978,854.88","2,530,545.22","2,448,375.51","2,641,485.74","1,917,727.78","1,708,390.53","1,634,714.96","2,165,080.41","2,577,562.91","1,739,782.05","1,391,360.87","2,162,950.19","2,053,935.67","1,602,055.52","1,803,377.57","2,817,524.51"
非流动负债合计,"1,500,000.00","2,470,000.00","3,375,000.00","3,375,000.00","3,375,000.00","9,625,000.00","10,625,000.00","10,625,000.00","27,324,503.80","29,210,883.32","47,310,848.92","28,803,234.05","28,718,419.59","28,137,703.35","30,545,187.48","29,949,307.08","38,511,857.96"
固定资产清理,,,,,"320,355.01",,"233,470.23","87,610.02","94,211.96",,"47,984.31","60,503.05","806,683.95",,"295,848.85","388,596.71","183,215.62"
负债合计,"937,473,329.25","1,197,462,838.72","1,189,778,790.86","1,392,219,621.53","1,054,895,503.13","712,741,093.52","657,652,964.02","700,820,309.06","1,088,927,490.01","939,992,713.41","693,965,863.60","696,018,733.19","641,751,664.41","700,529,281.76","580,944,236.81","698,152,317.54","828,972,548.29"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"216,000,000.00","216,000,000.00","216,000,000.00","216,000,000.00","288,000,000.00","288,000,000.00","288,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"181,584,144.08","181,584,144.08","181,584,144.08","181,584,144.08","1,464,029,144.08","1,464,029,144.08","1,464,029,144.08","1,181,138,587.70","1,181,138,587.70","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52","1,181,178,541.52"
无形资产,"106,288,500.74","105,274,800.87","104,266,954.22","135,073,751.08","136,642,934.38","135,805,956.01","135,302,028.66","134,456,654.04","215,608,256.50","184,680,585.74","183,772,888.21","181,302,949.07","180,762,411.10","179,134,272.60","176,548,295.39","174,367,926.03","186,168,880.64"
盈余公积,"46,913,214.37","52,070,097.11","77,360,685.62","77,360,685.62","77,360,685.62","121,855,888.14","121,855,888.14","121,855,888.14","121,855,888.14","159,293,585.49","159,293,585.49","159,293,585.49","159,293,585.49","197,675,938.68","197,675,938.68","197,675,938.68","197,675,938.68"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
