科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"122,422,449.83","151,048,450.20","190,117,244.93","156,859,873.35","155,279,296.95","465,349,936.80","510,655,908.21","328,583,864.95","355,201,254.36","239,094,778.33","214,901,015.02","242,424,629.06","184,483,624.14","77,903,374.93","78,074,045.80","82,020,334.60","127,098,042.85","96,652,999.61","46,377,500.06","72,563,759.47"
短期借款,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,"300,000,000.00","300,000,000.00","294,000,000.00","354,000,000.00","420,000,000.00","420,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"16,464,200.00","3,064,200.00","49,764,520.00","52,973,006.52","22,200,000.00","2,646,600.00","18,319,468.00","5,603,000.00","32,366,800.00",,,
应付票据,,,,,,,,,,,,,,,,,,,,
应收账款,"166,447,811.16","181,899,643.86","266,505,233.40","323,861,871.19","287,914,451.28","395,228,297.81","363,645,973.57","388,106,802.83","547,277,626.22","662,906,475.71","719,684,454.01","585,254,300.93","777,994,750.65","763,395,481.72","491,608,122.25","444,207,683.95","543,026,940.01","641,747,508.10","711,939,103.55","678,728,398.13"
应付账款,"106,320,895.10","91,026,564.23","112,436,670.84","121,100,303.94","106,932,790.41","91,607,107.41","125,898,773.20","98,405,539.03","215,997,794.97","309,369,790.49","259,446,196.78","147,228,706.07","261,126,498.37","508,146,863.68","409,274,640.86","401,800,370.02","433,378,773.11","461,656,862.51","596,424,574.58","516,032,290.76"
预付款项,"25,078,003.47","46,036,652.69","33,236,452.43","29,156,589.84","75,631,150.70","12,084,363.15","63,941,016.84","64,229,105.80","30,898,746.77","41,863,832.05","114,300,204.28","102,287,850.44","73,328,426.41","105,034,923.76","122,466,367.96","145,702,385.31","109,882,229.68","148,098,563.62","309,424,526.94","232,082,443.68"
预收款项,"13,463,426.21","8,633,290.89","13,625,635.77","12,655,106.77","9,552,527.77","3,165,715.00","7,412,105.09","2,632,240.00","8,800,430.98","14,597,384.00","13,024,261.55","4,987,223.23","47,138,698.63","39,419,396.71","13,553,639.92","14,091,584.33","6,203,154.51","20,955,416.09","24,054,123.03","6,810,145.02"
其他应收款,"1,501,070.49","3,140,821.30","2,373,376.53","3,167,369.23","3,340,426.51","4,300,040.80","7,615,950.86","4,123,949.26","2,926,058.43","92,628,868.68","2,773,548.81","4,555,353.08","6,919,092.03","18,023,445.19","276,268,440.00","278,638,190.59","282,347,327.44","275,699,560.38","66,409,292.18","69,046,257.64"
应付职工薪酬,"1,364,509.26","1,935,653.52","2,288,972.28","2,531,062.57","2,586,712.55","450,289.48","3,122,679.43","3,245,549.76","4,236,943.75","4,308,024.68","4,385,012.76","4,568,570.62","5,153,202.82","1,541,740.93","5,282,507.38","5,221,336.78","5,540,560.36","1,429,384.67","5,031,562.57","4,598,902.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"14,724,932.72","18,480,478.22","29,818,937.33","35,012,215.26","29,526,753.92","36,039,076.13","36,178,292.89","27,468,885.85","41,775,551.99","42,256,404.19","34,408,243.55","34,336,080.12","22,485,799.58","12,445,372.89","15,627,526.38","10,790,508.47","15,850,079.19","14,862,972.90","16,413,902.05","9,819,954.00"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"1,912,500.00",,"2,560,000.00","3,745,555.55","4,901,111.12","9,053,333.33"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,"3,140,784.00","3,140,784.00","3,140,784.00","3,140,784.00",,,,,,,,,,,,,,
存货,,,,,,,,,,,,,,,,,,,,
其他应付款,"1,332,269.33","1,748,853.26","2,439,927.84","2,126,716.68","2,271,134.93","1,950,153.71","2,448,691.36","2,928,691.04","2,054,573.18","798,493.63","34,845,206.37","19,102,163.87","22,293,609.89","19,254,802.97","18,522,000.10","19,469,462.03","18,213,837.92","16,864,427.85","25,743,242.33","30,666,427.56"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,"271,115.65","146,740.82","3,851,349.32","7,267,629.49","5,453,133.28","5,538,096.92","3,430,740.06","3,795,560.35","6,953,937.49","6,536,415.80","7,422,032.59","10,268,699.89","5,042,040.50","7,167,360.40","107,033,798.38","105,962,503.28","10,299,410.17","6,454,031.86","5,194,316.52","618,616.52"
其他流动负债,"172,800.00","193,300.04","188,679.28","100,000.03","104,999.95","99,999.99","247,987.41","160,377.36","175,660.32","160,377.36","307,735.78","112,893.08","307,735.78","307,735.78",,,,,,
流动资产合计,"315,720,450.60","382,272,308.87","496,083,656.61","520,313,333.10","527,618,458.72","882,500,735.48","949,289,589.54","788,839,283.19","959,721,823.27","1,046,094,570.57","1,108,845,774.71","997,763,839.92","1,069,967,933.73","974,171,186.00","1,093,770,242.39","1,062,134,097.73","1,105,020,750.15","1,168,652,663.57","1,139,344,739.25","1,053,039,475.44"
流动负债合计,"137,378,832.62","142,018,140.16","183,939,607.34","196,666,189.25","174,115,703.53","156,453,125.72","195,308,529.38","154,841,283.04","323,040,955.19","421,490,474.35","426,416,656.79","290,335,636.99","438,505,545.07","581,115,912.96","764,172,814.64","751,373,261.63","775,746,405.09","873,514,619.57","1,092,568,515.68","996,981,053.33"
可供出售金融资产,,,,,,,,,"20,000,000.00","30,000,000.00","70,000,000.00","153,600,000.00","153,000,000.00","399,000,000.00","77,000,000.00","77,000,000.00","77,000,000.00","77,000,000.00","144,110,183.23","144,110,183.23"
长期借款,,,,,,,,,,,"140,000,000.00","140,000,000.00","139,980,000.00","229,980,000.00","60,000,000.00","60,000,000.00","47,791,395.96",,,
持有至到期投资,,,,,,,,,,"30,000,000.00",,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"5,000,000.00","5,002,798.18","5,003,730.91","11,333,167.12","10,199,600.23","13,765,601.70","14,110,776.89","11,682,926.38","11,678,419.22","7,784,878.44","7,398,952.16"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"4,979,695.35","5,462,020.79","4,279,700.57","4,008,400.90","3,915,004.16","3,654,436.53","4,842,683.26","4,426,687.13","5,537,346.12","5,001,558.15","152,620,450.63","151,032,536.74","149,897,199.25","149,891,808.01","148,133,771.51","145,699,652.54","144,289,942.21","142,131,801.39","139,440,532.92","137,625,522.92"
