科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"143,261,814.84","234,042,155.85","433,697,810.79","724,960,190.40","691,874,814.12","698,465,562.20","706,664,128.60","618,758,986.87","619,333,339.01","609,786,934.79","668,383,711.31","558,163,064.11","543,938,625.04","512,692,937.18","420,848,924.12","506,941,819.95","556,173,604.15","647,372,559.38","679,682,579.89","790,242,954.97","1,069,766,993.58","1,148,824,106.14","955,207,151.75","1,012,405,374.86","1,103,906,806.35","1,270,812,496.66","1,321,841,102.64","1,234,591,486.27","1,337,525,094.70","1,243,587,787.20","1,168,491,160.71"
短期借款,"181,481,523.07","268,470,959.58","466,571,777.52","374,249,000.00","332,859,064.31","387,278,205.33","416,381,106.19","409,001,459.97","443,382,634.88","616,924,327.04","605,729,465.52","489,649,040.00","444,643,250.00","506,911,236.94","645,265,913.74","685,973,775.25","778,813,112.83","682,394,895.80","673,546,476.95","786,347,360.00","133,472,500.00","151,803,000.00","170,120,708.23","148,875,200.00","281,836,223.97","199,235,338.64","236,705,719.47","267,500,114.68","209,698,663.88","202,340,078.36","87,535,500.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,298,243.13","590,000.00","113,722,605.40","37,875,601.45","29,271,455.25","8,248,614.45","4,041,533.20","46,533,034.59","46,541,195.14","20,457,034.34","44,423,519.81","41,457,038.20","10,996,461.83","11,889,007.12","15,703,600.22","13,443,126.69","22,110,455.96","15,891,338.87","17,168,297.28","153,793,790.55","157,843,359.16","223,290,900.42","252,360,332.30","207,565,630.01","185,935,460.09","174,421,053.09","127,704,027.53","107,037,440.88","139,348,864.74","208,364,981.70","202,094,052.88"
应付票据,"140,070,000.00","327,387,500.00","258,058,000.00","145,936,500.00","120,730,000.00","208,230,000.00","237,432,000.00","209,182,000.00","162,799,530.00","118,344,112.00","130,890,182.00","130,537,952.00","95,764,925.10","62,588,716.00","53,369,520.00","1,654,004.00","2,446,200.00","3,987,789.00","1,965,589.00","50,030,800.00","46,000,000.00","47,000,000.00","35,500,000.00","38,000,000.00","52,020,000.00","36,240,000.00","13,370,300.00","17,851,183.94",,"23,815,345.50",
应收账款,"621,166,532.70","693,389,968.24","720,917,408.77","941,428,525.10","949,096,080.42","1,096,853,524.19","910,186,141.47","1,055,091,160.41","1,090,727,481.92","1,150,540,315.96","1,073,176,679.95","1,144,439,665.37","1,210,844,800.47","1,230,070,474.22","1,155,899,531.70","1,097,341,948.20","1,206,689,613.11","1,160,897,626.80","1,114,497,503.28","1,428,520,657.63","1,585,949,674.34","1,680,189,683.37","1,571,286,182.19","1,728,061,328.34","1,740,872,215.58","1,752,658,010.20","1,560,136,686.12","1,784,839,573.87","1,930,378,919.33","1,949,706,136.31","1,681,490,929.96"
应付账款,"314,367,719.15","393,395,842.96","422,305,254.59","548,297,186.72","573,815,868.20","637,725,833.68","576,756,129.49","649,160,518.46","718,031,404.02","606,986,315.10","660,200,520.31","641,827,811.74","657,702,059.83","636,708,464.18","602,881,221.44","640,757,677.25","664,200,258.92","599,627,241.59","578,201,142.59","567,900,319.31","667,082,526.07","803,588,179.10","725,602,645.18","824,985,983.91","792,421,132.26","964,756,486.05","735,480,114.76","837,671,431.91",,"852,523,683.03",
预付款项,"114,183,747.37","337,763,525.34","252,886,516.40","279,458,683.79","361,215,104.09","452,845,063.87","552,735,971.42","497,500,023.69","494,830,927.48","633,784,234.22","726,689,035.14","642,720,768.65","583,367,805.48","593,189,197.88","621,714,782.20","481,733,378.51","448,610,452.45","261,956,563.68","274,168,662.16","259,393,709.17","267,474,059.81","137,254,439.71","130,273,528.47","146,214,643.30","139,826,791.61","33,198,710.26","30,217,444.34","36,681,440.92","35,725,783.82","41,358,258.76","37,224,086.43"
预收款项,"15,616,205.06","43,726,833.17","99,951,682.91","54,508,273.13","148,653,130.16","190,196,716.70","186,600,065.58","122,055,008.25","282,590,257.87","153,367,615.69","208,039,620.98","356,965,200.78","335,044,930.08","195,926,485.06","225,020,172.37","217,912,740.62","425,061,706.46","53,252,061.95","69,999,961.79","51,962,376.38","47,561,774.51","40,835,226.24","51,257,873.53","44,195,711.33","50,988,586.12","49,762,144.33","65,875,086.10","73,715,377.75","66,922,072.29","61,896,486.95","63,391,368.49"
