科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"118,693,079.50","187,004,412.65","82,315,449.27","140,649,363.17","225,080,548.39","43,884,369.31","119,291,219.82","233,903,147.54","383,878,614.23","105,019,826.93","223,870,453.36","378,093,943.57","561,778,787.65","160,418,954.78","462,050,561.21","798,736,891.81","1,229,251,677.54","400,971,106.09","940,824,955.88","1,431,464,559.68","2,097,201,203.42","504,584,470.83","1,248,161,758.29","2,014,951,624.61","2,863,559,600.43","609,602,253.12","1,460,274,454.67","2,338,599,274.97","3,348,250,747.70","857,313,404.00","1,746,794,651.44","2,712,507,861.23","3,867,017,307.42","732,944,389.26","1,443,470,341.63","2,388,783,479.66","3,374,018,962.25","964,413,376.92","1,963,689,504.00","3,029,742,175.32","4,223,964,734.28","1,043,822,547.01"
二、营业利润,"44,390,574.08","75,951,348.78","31,931,684.89","61,453,556.88","92,195,417.97","16,502,868.36","41,642,385.08","86,976,438.08","133,839,719.11","35,513,353.09","69,777,533.46","128,185,614.48","168,735,561.04","58,537,262.06","156,977,720.40","250,091,060.63","309,327,101.74","73,924,669.92","196,169,389.32","296,485,297.63","386,011,401.58","98,867,610.02","253,404,070.60","374,694,746.52","488,493,298.66","100,124,589.81","287,378,344.32","468,897,972.11","579,164,084.27","149,511,879.37","334,066,085.39","524,942,268.55","733,242,589.87","150,727,302.10","332,731,359.32","531,819,737.44","525,265,370.65","196,516,948.05","395,465,317.41","549,795,602.74","291,588,010.12","202,589,460.57"
减:营业成本,"29,124,572.83","44,165,910.78","18,629,983.16","29,975,005.19","47,281,973.06","14,680,624.00","42,513,061.79","80,277,887.53","120,273,146.59","35,145,497.98","73,252,087.60","120,426,037.48","175,210,723.55","45,358,244.88","107,824,775.90","169,167,765.29","243,692,066.08","62,622,266.27","141,796,980.35","217,133,733.83","317,837,080.37","75,799,735.72","182,797,746.07","308,692,625.89","467,250,478.73","107,236,028.87","251,496,693.86","394,400,978.61","578,724,309.92","217,093,227.62","440,392,012.46","656,963,842.51","951,269,513.01","210,405,730.09","434,925,854.76","677,104,675.67","927,479,330.89","272,441,349.78","579,885,191.26","877,546,554.39","1,224,694,886.66","307,983,438.20"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,765,800.01","2,643,747.16","1,205,783.76","2,138,778.28","3,471,780.85","427,845.73","1,174,354.76","2,534,421.12","3,964,392.96","1,189,492.43","2,450,716.88","4,708,371.73","6,904,715.73","2,020,075.65","6,898,028.44","12,593,862.79","19,138,071.95","6,764,696.25","15,879,352.14","23,805,245.46","35,090,723.64","8,158,188.90","20,733,329.87","33,458,505.27","47,969,854.55","10,290,148.14","25,166,196.03","40,877,393.44","57,752,835.76","14,334,047.83","28,347,307.71","43,136,261.89","65,328,181.48","11,853,276.49","24,167,457.48","39,000,903.50","60,649,834.53","12,221,635.79","27,386,752.65","43,452,843.51","63,252,121.50","12,791,161.37"
营业外收入,"1,909,662.11","3,070,303.21","841,212.79","859,312.22","3,373,937.69","237,660.65","910,721.30","1,053,381.96","2,152,447.28","105,253.32","3,678,579.53","6,964,232.56","10,097,094.46","156,733.32","1,067,227.68","3,471,955.10","8,222,465.02","662,127.06","4,078,596.22","8,229,957.85","26,020,093.33","2,127,442.72","6,673,834.53","19,791,926.39","38,009,937.32","3,070,495.87","5,866,118.01","37,846,988.59","46,422,728.03","3,858,538.08","40,504,306.37","44,184,321.66","59,810,120.05","8,319,292.12","1,339,527.63","2,130,127.78","56,417,381.77","869,638.20","21,462,044.79","21,567,804.48","69,311,676.11","12,199,270.25"
销售费用,"25,314,088.70","36,020,577.20","19,793,035.30","29,823,373.26","49,424,027.13","9,481,249.63","24,816,246.21","46,124,030.44","87,228,808.39","22,239,480.73","47,897,203.33","72,460,740.47","131,688,007.86","30,949,905.01","119,500,053.02","269,941,572.88","520,090,695.16","220,062,551.40","506,442,464.71","732,922,176.96","1,132,902,952.55","277,953,484.53","687,649,686.50","1,126,243,056.41","1,579,196,131.76","323,332,265.50","765,803,288.88","1,231,796,515.80","1,804,439,035.19","395,811,692.00","786,265,888.30","1,234,414,036.79","1,716,815,378.44","269,893,021.94","491,277,390.40","877,194,169.53","1,338,942,262.06","376,983,870.95","758,717,667.02","1,218,079,851.90","1,805,912,950.89","419,765,569.14"
减:营业外支出,"151,869.64","377,982.70",668.67,"79,060.02","79,467.52",609.50,"738,698.86","963,664.06","1,052,505.52","4,346.68","4,446.68","24,546.68","398,101.09","70,692.23","2,853,744.06","6,826,916.58","9,057,921.29","4,257.15","3,164,523.95","3,384,523.95","11,184,523.95",108.88,"21,636.03","2,682,781.45","7,122,276.46","392,112.84","1,068,479.92","3,230,006.57","6,987,236.39","548,334.34","548,334.34","3,601,381.30","9,473,833.83","389,912.46","3,019,971.06","4,326,885.24","6,304,684.29","677,698.41","2,579,308.22","2,912,427.10","36,847,616.46","15,552,183.20"
管理费用,"15,135,135.55","25,333,639.82","9,747,451.40","16,112,657.10","32,668,017.26","5,752,355.53","15,237,600.39","26,861,711.09","51,203,848.60","14,175,420.91","32,451,203.19","55,371,262.68","83,413,708.48","22,293,304.01","67,931,895.47","93,461,436.36","128,577,733.27","34,842,554.93","71,814,065.36","152,073,550.46","207,818,207.37","45,604,144.64","104,620,602.84","165,660,894.54","270,303,899.42","61,958,170.30","122,843,773.24","187,387,831.71","308,195,142.25","73,726,777.11","154,361,725.22","242,761,665.91","377,943,754.29","82,199,642.68","169,251,944.96","264,872,529.49","394,552,943.09","95,961,940.94","200,827,880.77","252,380,412.68","382,550,671.66","74,724,169.58"
其中:非流动资产处置净损失,369.64,"62,144.71",668.67,"29,060.02","29,467.52",609.50,"587,663.08","812,428.28","878,633.36","4,346.68","4,346.68","4,346.68","15,356.90",692.23,"83,744.06","106,916.58","322,921.29","4,257.15","2,450,802.98","2,450,802.98","2,450,802.98",,"11,501.35","654,976.06","1,094,471.05","242,104.96","268,472.04","270,147.98","349,748.24","548,334.34","548,334.34","593,387.87","3,540,879.04","187,786.37","547,543.51","1,281,561.07",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
