科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"15,943,000,000.00","12,989,000,000.00","8,908,000,000.00","8,364,000,000.00","28,397,000,000.00","9,774,000,000.00","11,605,000,000.00","7,700,000,000.00","12,227,000,000.00","9,082,000,000.00","8,601,000,000.00","9,986,000,000.00","11,361,000,000.00","16,695,000,000.00","11,562,000,000.00","18,140,000,000.00","27,007,000,000.00","14,186,000,000.00","27,189,000,000.00","25,197,000,000.00","24,609,000,000.00","13,960,000,000.00","14,855,000,000.00","10,864,000,000.00","14,788,000,000.00","11,385,000,000.00","12,096,000,000.00","15,101,000,000.00","20,771,000,000.00","14,346,000,000.00","20,919,000,000.00","10,100,000,000.00","73,946,000,000.00","74,203,000,000.00","57,173,000,000.00","68,557,000,000.00","63,889,000,000.00","76,986,000,000.00","86,383,000,000.00","142,497,000,000.00","135,050,000,000.00","160,822,000,000.00","161,903,000,000.00"
短期借款,"32,156,000,000.00","31,440,000,000.00","22,004,000,000.00","36,954,000,000.00","39,148,000,000.00","67,229,000,000.00","111,891,000,000.00","63,972,000,000.00","30,675,000,000.00","44,068,000,000.00","48,377,000,000.00","34,900,000,000.00","41,463,000,000.00","23,796,000,000.00","28,399,000,000.00","29,298,000,000.00","27,244,000,000.00","35,426,000,000.00","34,520,000,000.00","36,985,000,000.00","83,599,000,000.00","86,720,000,000.00","67,660,000,000.00","70,228,000,000.00","107,677,000,000.00","101,507,000,000.00","124,769,000,000.00","108,121,000,000.00","172,742,000,000.00","177,361,000,000.00","170,640,000,000.00","166,688,000,000.00","159,184,000,000.00","147,376,000,000.00","89,977,000,000.00","74,729,000,000.00","65,404,000,000.00","70,327,000,000.00","41,581,000,000.00","30,374,000,000.00","29,748,000,000.00","42,032,000,000.00","45,698,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"11,969,000,000.00","2,000,000,000.00","2,000,000,000.00","10,074,000,000.00","10,188,000,000.00",,,"15,000,000,000.00","15,000,000,000.00","1,000,000,000.00","16,000,000,000.00","31,000,000,000.00","30,000,000,000.00","31,000,000,000.00","16,000,000,000.00","1,000,000,000.00","6,000,000,000.00","5,000,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,729,000,000.00","9,067,000,000.00","8,431,000,000.00","12,851,000,000.00","9,384,000,000.00","8,938,000,000.00","7,933,000,000.00","3,659,000,000.00","2,520,000,000.00","3,383,000,000.00","5,166,000,000.00","2,110,000,000.00","6,596,000,000.00","9,717,000,000.00","11,822,000,000.00","15,950,000,000.00","20,801,000,000.00","25,113,000,000.00","27,691,000,000.00","27,961,000,000.00","19,436,000,000.00","15,658,000,000.00","24,558,000,000.00","20,045,000,000.00","19,027,000,000.00","19,008,000,000.00","27,989,000,000.00","28,771,000,000.00","25,510,000,000.00","20,456,000,000.00","24,455,000,000.00","13,963,000,000.00","15,060,000,000.00","11,529,000,000.00","13,688,000,000.00","10,949,000,000.00","12,085,000,000.00","11,962,000,000.00","12,419,000,000.00","13,197,000,000.00","13,425,000,000.00","9,819,000,000.00","12,663,000,000.00"
应付票据,"18,000,000,000.00","20,372,000,000.00","18,565,000,000.00","12,162,000,000.00","12,379,000,000.00","17,563,000,000.00","16,341,000,000.00","17,493,000,000.00","35,429,000,000.00","32,058,000,000.00","27,258,000,000.00","23,111,000,000.00","25,317,000,000.00","21,847,000,000.00","8,943,000,000.00","3,818,000,000.00","5,813,000,000.00","4,301,000,000.00","4,349,000,000.00","5,933,000,000.00","4,723,000,000.00","4,276,000,000.00","6,384,000,000.00","6,656,000,000.00","5,534,000,000.00","5,700,000,000.00","5,289,000,000.00","4,526,000,000.00","4,499,000,000.00","3,550,000,000.00","3,813,000,000.00","4,577,000,000.00","3,877,000,000.00","3,912,000,000.00","2,915,000,000.00","3,566,000,000.00","4,570,000,000.00","3,836,000,000.00","4,457,000,000.00","5,828,000,000.00","6,039,000,000.00","6,162,000,000.00","5,879,000,000.00"
应收账款,"23,745,000,000.00","26,711,000,000.00","23,438,000,000.00","22,947,000,000.00","29,469,000,000.00","43,084,000,000.00","36,207,000,000.00","12,989,000,000.00","21,717,000,000.00","29,967,000,000.00","29,074,000,000.00","26,592,000,000.00","45,336,000,000.00","45,726,000,000.00","48,183,000,000.00","43,093,000,000.00","61,133,000,000.00","65,414,000,000.00","68,510,000,000.00","58,721,000,000.00","90,015,000,000.00","84,047,000,000.00","84,382,000,000.00","81,395,000,000.00","102,121,000,000.00","87,386,000,000.00","80,068,000,000.00","68,466,000,000.00","81,144,000,000.00","96,703,000,000.00","93,511,000,000.00","90,831,000,000.00","63,491,000,000.00","93,611,000,000.00","62,163,000,000.00","56,126,000,000.00","39,959,000,000.00","63,253,000,000.00","58,293,000,000.00","50,289,000,000.00","56,265,000,000.00","50,560,000,000.00","54,284,000,000.00"
应付账款,"65,438,000,000.00","69,947,000,000.00","74,045,000,000.00","93,049,000,000.00","116,817,000,000.00","126,669,000,000.00","103,398,000,000.00","56,667,000,000.00","70,923,000,000.00","84,673,000,000.00","92,069,000,000.00","97,749,000,000.00","127,158,000,000.00","112,463,000,000.00","116,965,000,000.00","132,528,000,000.00","167,772,000,000.00","171,059,000,000.00","167,358,000,000.00","177,002,000,000.00","188,502,000,000.00","172,949,000,000.00","190,169,000,000.00","215,628,000,000.00","209,989,000,000.00","187,176,000,000.00","183,762,000,000.00","202,724,000,000.00","208,384,000,000.00","221,246,000,000.00","207,130,000,000.00","198,366,000,000.00","131,040,000,000.00","163,967,000,000.00","129,635,000,000.00","130,446,000,000.00","117,975,000,000.00","151,800,000,000.00","140,645,000,000.00","174,301,000,000.00","158,158,000,000.00","170,116,000,000.00","156,655,000,000.00"
预付款项,"7,721,000,000.00","10,681,000,000.00","12,527,000,000.00","9,402,000,000.00","14,462,000,000.00","14,406,000,000.00","13,356,000,000.00","7,597,000,000.00","8,722,000,000.00","6,661,000,000.00","7,525,000,000.00","3,614,000,000.00","6,375,000,000.00","5,382,000,000.00","9,141,000,000.00","5,247,000,000.00","9,934,000,000.00","8,896,000,000.00","12,268,000,000.00","4,096,000,000.00","8,914,000,000.00","6,754,000,000.00","9,071,000,000.00","4,370,000,000.00","6,339,000,000.00","4,667,000,000.00","6,914,000,000.00","4,216,000,000.00","4,683,000,000.00","5,691,000,000.00","6,035,000,000.00","3,780,000,000.00","3,967,000,000.00","4,803,000,000.00","5,321,000,000.00","2,919,000,000.00","3,880,000,000.00","3,797,000,000.00","5,040,000,000.00","3,749,000,000.00","4,915,000,000.00","4,154,000,000.00","5,696,000,000.00"
预收款项,"17,438,000,000.00","17,296,000,000.00","24,807,000,000.00","25,082,000,000.00","26,900,000,000.00","27,448,000,000.00","30,844,000,000.00","29,783,000,000.00","30,718,000,000.00","27,618,000,000.00","34,472,000,000.00","37,270,000,000.00","35,231,000,000.00","35,600,000,000.00","47,537,000,000.00","57,324,000,000.00","47,588,000,000.00","44,977,000,000.00","56,274,000,000.00","66,686,000,000.00","54,194,000,000.00","53,494,000,000.00","64,274,000,000.00","69,299,000,000.00","62,890,000,000.00","62,367,000,000.00","76,526,000,000.00","81,079,000,000.00","74,947,000,000.00","75,879,000,000.00","86,797,000,000.00","89,918,000,000.00","82,831,000,000.00","82,573,000,000.00","90,770,000,000.00","92,649,000,000.00","88,080,000,000.00","85,968,000,000.00","93,757,000,000.00","95,928,000,000.00","95,104,000,000.00","96,039,000,000.00","106,321,000,000.00"
其他应收款,"8,426,000,000.00","11,300,000,000.00","7,105,000,000.00","11,822,000,000.00","140,686,000,000.00","20,224,000,000.00","10,101,000,000.00","20,520,000,000.00","19,147,000,000.00","16,893,000,000.00","15,834,000,000.00","4,454,000,000.00","21,269,000,000.00","9,405,000,000.00","8,322,000,000.00","9,880,000,000.00","8,549,000,000.00","8,177,000,000.00","8,001,000,000.00","7,360,000,000.00","8,354,000,000.00","15,126,000,000.00","8,952,000,000.00","8,807,000,000.00","10,294,000,000.00","11,479,000,000.00","10,689,000,000.00","13,165,000,000.00","11,666,000,000.00","21,954,000,000.00","11,536,000,000.00","29,251,000,000.00","22,431,000,000.00","20,047,000,000.00","23,580,000,000.00","21,452,000,000.00","16,899,000,000.00","19,125,000,000.00","10,700,000,000.00","25,596,000,000.00","23,408,000,000.00","23,151,000,000.00","22,585,000,000.00"
