科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"254,370,735.39","266,557,620.55","270,922,557.98","140,177,376.72","229,430,047.70","325,707,032.09","76,624,157.53","164,570,410.86","250,584,871.05","343,125,935.78","104,646,694.51","211,761,089.04","344,734,946.50","450,674,976.95","112,570,317.51"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"1,747,616.35","2,423,614.96","1,729,804.71","1,506,139.77","1,581,910.89","2,222,249.14","597,147.80","966,400.13","966,400.13","1,717,504.23","74,909.56","306,111.05","307,600.44","1,152,158.24","1,629,883.04"
支付其他与投资活动有关的现金,,,,,,,,"23,452.00",,,,,,,
收到其他与经营活动有关的现金,"2,819,228.79","8,327,707.67","8,115,123.26","725,770.35","963,765.89","2,284,173.35","598,273.51","914,331.99","1,249,816.79","3,236,759.96","1,479,414.41","2,999,918.85","4,355,537.67","6,856,680.44","594,954.13"
投资活动现金流出小计,"35,144,782.31","23,313,019.04","10,363,644.01","1,324,090.84","3,014,109.44","2,917,673.93","2,312,600.00","294,014,739.00","360,616,351.50","470,226,943.53","183,241,177.75","270,568,760.76","439,602,204.21","478,478,170.01","42,137,428.90"
经营活动现金流入小计,"258,937,580.53","277,308,943.18","280,767,485.95","142,409,286.84","231,975,724.48","330,213,454.58","77,819,578.84","166,451,142.98","252,801,087.97","348,080,199.97","106,201,018.48","215,067,118.94","349,398,084.61","458,683,815.63","114,795,154.68"
投资活动产生的现金流量净额,"-35,144,782.31","-23,313,019.04","-10,363,644.01","-1,324,090.84","-2,995,109.44","-2,898,673.93","-2,312,600.00","-52,890,880.56","-109,046,570.68","-117,559,136.82","-62,108,698.30","21,794,417.30","-96,622,587.80","-150,035,186.13","-21,820,073.18"
购买商品、接受劳务支付的现金,"114,913,782.49","118,810,370.46","95,134,232.17","29,863,301.96","50,039,079.01","84,142,261.12","20,403,334.11","44,109,410.83","73,702,416.21","132,666,580.89","39,006,110.12","64,432,409.36","96,128,321.86","178,559,531.92","44,048,616.79"
吸收投资收到的现金,,,,,,,"274,061,600.00","274,061,600.00","274,061,600.00","274,061,600.00",,,,,
支付给职工以及为职工支付的现金,"32,125,420.11","37,095,596.03","41,485,061.52","23,814,062.31","34,284,929.66","46,639,832.26","11,905,364.90","22,719,980.27","34,246,752.74","48,364,266.17","13,560,954.96","25,825,469.12","39,449,653.30","58,548,173.39","16,795,168.01"
取得借款收到的现金,"132,000,000.00","387,850,000.00","100,000,000.00",,,,,,,,,,"50,000,000.00","100,000,000.00","50,000,000.00"
支付的各项税费,"29,690,774.88","33,419,201.50","36,439,631.09","25,048,076.05","41,197,451.57","50,634,977.71","13,929,620.63","29,399,097.57","45,064,769.12","59,899,785.13","17,806,151.90","32,659,150.42","51,271,219.78","61,696,129.79","12,360,314.77"
