科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"386,082,557.86","404,595,839.48","521,308,307.97","242,705,092.26","417,875,513.07","557,772,391.83","92,573,803.93","247,182,981.12","435,567,584.77","596,437,973.99","138,405,574.67","303,518,182.16","494,013,108.12","690,876,208.41","124,020,490.59","313,556,816.69","534,205,728.46","774,208,328.72","159,579,013.28","425,898,542.60","745,250,180.62","1,091,525,089.07","211,212,448.94","542,109,692.40","879,432,831.60","1,242,903,150.59","190,433,472.17","529,381,532.85","942,738,084.87","1,348,527,054.26","236,390,808.81"
取得子公司及其他营业单位支付的现金净额,"3,000,000.00","800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"13,702,655.24","18,856,114.73","23,318,826.15","8,589,189.82","15,124,174.09","25,836,695.39","2,064,065.20","5,374,956.79","22,414,878.72","37,485,319.55","8,302,555.73","21,751,654.78","33,949,523.94","43,778,626.67","7,598,124.01","18,857,964.89","30,752,022.72","49,628,291.77","15,361,299.93","23,740,225.22","39,601,474.64","57,263,922.63","11,858,202.20","18,216,062.84","28,265,065.06","65,389,158.80","14,907,692.40","28,029,269.05","50,037,882.24","80,076,474.61","15,539,264.42"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"20,233,373.67","52,719,114.40","5,305,900.63","17,584,530.26","19,853,093.13","44,469,100.96","17,096,711.79","36,926,075.74","38,541,653.54","73,317,055.38","10,762,177.79","21,464,951.31","34,388,260.33","23,367,003.77","3,722,741.71","17,781,806.61","22,458,119.59","27,968,437.24","5,509,075.77","15,674,868.17","18,218,173.44","30,523,226.10","3,580,569.82","22,774,603.75","24,386,053.46","29,989,743.24","2,310,437.05","7,321,521.69","12,970,392.61","28,167,352.15","1,970,752.94"
投资活动现金流出小计,"277,683,538.67","157,173,471.18","72,856,257.99","26,028,607.06","122,987,451.93","528,380,336.52","163,645,251.43","615,274,480.42","999,679,440.95","1,719,786,925.86","176,218,299.08","694,656,674.54","1,429,286,350.39","3,004,296,054.54","513,043,663.45","1,250,526,524.95","2,318,767,374.28","3,388,307,483.05","999,458,853.69","1,851,072,126.73","3,081,763,128.73","4,187,288,219.13","888,811,222.12","1,808,758,702.38","3,041,114,671.35","4,442,117,429.09","1,490,673,352.53","2,596,034,883.37","3,810,452,190.45","5,393,975,608.12","1,655,819,783.76"
经营活动现金流入小计,"420,018,586.77","476,171,068.61","549,933,034.75","268,878,812.34","452,852,780.29","628,078,188.18","111,734,580.92","289,484,013.65","496,524,117.03","707,240,348.92","157,470,308.19","346,734,788.25","562,350,892.39","758,021,838.85","135,341,356.31","350,196,588.19","587,415,870.77","851,805,057.73","180,449,388.98","465,313,635.99","803,069,828.70","1,179,312,237.80","226,651,220.96","583,100,358.99","932,083,950.12","1,338,282,052.63","207,651,601.62","564,732,323.59","1,005,746,359.72","1,456,770,881.02","253,900,826.17"
投资活动产生的现金流量净额,"-261,288,164.31","73,364,959.23","97,928,278.90","-26,028,607.06","-122,980,096.16","-256,443,174.00","110,112,076.84","91,136,478.26","89,869,271.61","-58,206,610.56","208,193,392.07","246,784,862.02","-484,932,102.88","-655,309,096.66","229,490,693.60","120,117,669.27","-89,566,650.00","-104,706,289.65","124,462,720.29","164,890,667.23","-159,227,217.10","-82,750,367.25","223,995,649.55","198,041,339.99","81,973,792.07","-208,417,744.16","-122,552,903.60","62,887,819.92","-32,247,110.77","-259,757,448.93","285,663,272.42"
购买商品、接受劳务支付的现金,"191,094,695.41","229,132,849.56","260,923,425.93","147,317,303.44","223,975,545.05","306,257,901.09","67,357,867.67","140,683,403.47","235,588,647.94","314,464,429.74","68,900,324.02","148,438,217.71","229,653,555.26","316,788,294.97","89,239,472.84","172,880,773.84","276,817,548.33","418,125,526.95","147,013,662.47","269,347,067.82","409,187,929.39","527,464,444.50","134,150,757.09","249,528,797.06","406,383,341.99","532,991,492.81","93,211,193.64","220,355,848.91","400,912,364.06","608,798,415.70","133,781,365.85"
吸收投资收到的现金,,,"6,750,000.00",,"812,000,000.00","812,000,000.00",,,,,,,,,,,"600,000.00","600,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"22,439,596.39","28,987,539.67","45,352,276.50","32,343,908.82","45,547,746.36","58,324,698.60","21,700,252.35","34,792,884.60","48,594,219.18","62,271,801.63","19,815,226.92","41,576,445.89","58,173,516.12","75,270,071.84","26,931,522.91","51,398,360.56","71,392,370.67","93,010,710.44","30,110,949.47","59,795,038.71","81,264,082.06","102,976,273.74","42,997,885.93","68,059,090.67","94,898,978.24","121,404,987.67","55,522,560.72","87,639,722.16","122,056,953.15","155,317,977.08","67,794,330.43"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"12,568,242.58","216,105,502.17",,"6,182,986.60","13,312,935.51","13,314,654.87",
支付的各项税费,"42,501,843.48","39,697,969.28","60,681,522.72","19,507,144.44","39,554,109.42","65,914,087.49","11,356,073.33","31,562,275.42","56,201,735.45","69,228,230.05","19,419,825.33","47,338,116.44","74,976,271.03","87,168,639.97","25,201,826.38","47,272,990.68","83,351,781.99","117,726,591.89","29,259,120.49","44,329,074.73","76,374,564.81","106,249,355.49","13,196,649.48","59,319,331.90","97,908,847.55","137,032,714.02","28,571,782.16","63,880,091.90","111,739,374.87","156,677,602.28","45,712,191.93"
