科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"9,183,274,779.14","9,321,681,826.18","14,702,392,359.83","9,783,774,264.78","15,002,370,848.19","20,118,468,327.99","4,408,088,772.69","9,105,615,136.44","13,587,258,761.42","18,420,572,465.65","4,087,026,491.03","10,025,157,550.52","16,008,316,599.68","22,137,874,817.99","5,532,181,172.93","11,804,557,871.10","18,500,757,396.65","25,094,916,647.00","4,833,489,863.40","11,141,823,113.38","16,578,398,072.36","21,753,680,070.58","4,861,345,358.50","11,338,629,231.23","17,703,885,107.21","25,581,572,685.03","6,145,214,552.36","14,602,913,563.37","23,304,140,621.10","32,813,779,669.23","7,832,650,374.21"
二、营业利润,"103,704,612.17","370,490,927.99","1,403,766,583.05","690,430,877.95","1,292,920,230.02","1,532,419,652.70","124,544,644.70","129,073,507.21","261,493,669.09","347,917,146.24","23,019,847.60","70,437,338.49","111,853,041.47","23,711,846.48","-162,170,823.40","11,868,158.47","45,461,250.28","100,605,172.62","112,891,797.92","380,403,897.09","152,060,864.47","52,631,632.67","190,762,510.67","384,941,050.70","661,637,845.38","1,354,765,990.27","390,883,696.82","761,723,495.76","1,457,010,941.54","2,240,574,554.22","657,113,413.47"
减:营业成本,"8,838,329,020.16","8,691,845,766.62","12,964,797,610.71","8,877,370,570.09","13,385,062,542.84","17,981,450,210.82","4,148,774,231.90","8,690,218,830.89","12,873,106,338.43","17,339,295,284.33","3,844,849,908.05","9,541,433,502.13","15,255,808,542.27","21,308,338,623.41","5,419,031,893.13","11,258,444,832.87","17,670,311,309.39","24,031,925,436.50","4,496,132,317.73","10,189,257,586.50","15,526,980,646.32","20,605,025,190.40","4,430,934,501.05","10,491,319,838.06","16,358,178,877.72","23,326,402,331.94","5,503,575,481.61","13,322,459,584.58","21,033,000,450.89","29,414,589,756.94","6,920,166,323.74"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,327,254.99","12,747,482.74","26,591,362.49","20,768,533.02","34,176,764.03","37,181,469.16","916,394.17","4,276,341.76","13,376,378.99","17,456,882.95","1,090,053.11","4,203,066.03","9,198,004.61","14,046,621.07","3,485,275.00","9,230,093.00","12,093,589.70","16,625,569.02","5,541,882.79","8,578,867.67","9,444,438.72","13,085,105.61","669,524.12","12,130,164.11","20,175,240.37","62,085,970.33","12,851,381.14","25,319,777.95","45,885,310.61","80,621,880.15","15,669,815.50"
营业外收入,"29,887,581.58","32,454,967.23","46,493,102.85","30,657,826.72","70,738,038.61","90,875,735.73","3,245,072.19","9,604,727.55","30,893,430.14","38,469,900.63","7,903,171.45","19,803,495.38","64,845,355.02","156,412,339.88","28,141,352.12","47,496,286.58","83,199,900.10","149,466,496.38","21,451,331.15","52,195,785.00","63,440,387.45","170,760,434.61","2,002,636.91","30,401,474.02","43,970,094.55","85,644,066.37","15,784,987.83","24,998,616.70","28,664,682.75","20,871,816.74","2,797,582.08"
销售费用,"27,807,413.78","29,073,147.13","28,367,431.97","19,623,729.59","26,513,509.60","36,264,427.52","12,243,872.27","26,378,935.47","42,183,987.39","52,765,287.26","22,070,647.41","46,634,927.74","71,468,486.74","46,251,781.48","23,763,615.41","52,223,115.77","78,775,601.22","61,385,679.92","18,409,188.60","39,183,964.91","57,114,410.38","74,146,033.19","21,601,982.23","41,791,848.16","64,693,420.51","91,184,738.90","22,573,057.47","48,299,316.60","76,451,737.52","103,062,537.65","23,743,742.11"
减:营业外支出,"16,249,357.63","14,650,664.58","25,850,816.63","13,793,703.19","20,305,593.82","28,737,254.16","5,529,316.78","11,781,263.04","18,308,545.89","27,894,578.34","8,636,339.02","20,756,064.12","35,575,354.51","47,745,631.96","14,740,104.84","28,453,017.39","43,141,965.14","63,455,849.42","8,617,947.34","43,568,526.66","60,030,257.91","72,388,946.47","9,400,399.07","17,237,475.40","24,459,636.17","36,076,204.48","2,007,517.52","2,467,334.51","6,906,466.23","6,581,097.10","411,639.72"
管理费用,"141,142,445.59","183,968,882.61","259,947,264.53","176,005,056.52","273,634,671.59","530,450,858.93","95,624,758.21","189,915,528.34","297,369,542.89","535,933,960.90","143,235,607.44","292,822,262.46","465,226,513.37","598,243,325.51","148,672,550.71","298,016,046.35","458,151,026.75","615,594,998.09","171,348,899.44","350,217,050.11","526,931,461.00","667,631,316.36","155,021,905.18","298,199,954.80","453,309,630.79","591,785,370.27","166,260,049.14","346,205,548.64","578,712,949.76","800,131,826.38","194,324,649.07"
其中:非流动资产处置净损失,"1,735,185.69","595,155.70","1,167,670.27","72,866.75","72,954.11","251,907.18",,"10,682.63","43,037.96","391,843.65",,"361,419.69","361,419.69","3,140,042.99","1,700,624.26","2,439,912.91","7,051,147.51","17,172,909.78","227,600.13","4,099,654.12","6,905,092.90","8,833,982.06","1,922,159.03","2,061,629.08","3,117,599.03","4,116,992.06","1,484,917.47","1,808,041.10","6,019,682.72",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"65,313,721.25","39,138,298.95","34,644,304.71","-6,944,831.67","-15,899,835.30","-16,841,525.34","28,385,654.35","71,751,397.17","111,835,615.34","139,638,516.71","52,910,090.63","73,840,634.13","100,568,116.56","139,437,179.80","102,314,463.49","190,650,440.79","250,633,880.32","290,739,717.55","57,792,741.08","110,979,587.31","257,493,605.63","297,234,957.66","69,360,019.07","113,991,489.24","166,013,893.22","181,193,790.65","48,682,324.24","107,278,500.17","159,935,482.60","220,103,952.68","22,390,337.31"
