科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"402,481,575.62","489,395,275.30","348,918,678.38","337,018,459.96","401,200,642.64","1,038,320,507.92","671,454,113.25","569,425,064.52","551,969,698.75","324,159,321.62","301,050,362.51","316,005,194.77","248,967,879.81","770,083,352.71","204,817,615.06"
短期借款,,,,,,,,,,,,,,,"2,000,000.00"
交易性金融资产,,,,,,"15,817,500.00","14,325,000.00","11,205,000.00","10,200,000.00","8,055,000.00","8,280,000.00","7,290,070.87","6,120,000.00","5,400,000.00","8,610,000.00"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,"22,807,634.75","22,807,634.75",,"2,000,000.00",
应收账款,"2,492,081.63","1,452,745.39","22,493,222.76","4,164,591.10","6,111,695.00","2,299,975.56","1,777,657.32","2,844,135.15","6,071,072.16","6,930,434.51","7,689,343.29","4,916,812.67","12,903,636.69","6,411,047.84","56,768,873.95"
应付账款,"8,110,471.76","15,101,966.47","14,346,618.95","32,256,719.40","41,651,139.31","53,470,058.22","24,621,712.46","43,325,698.18","68,925,348.62","128,598,754.45","98,360,314.17","81,778,391.70",,"84,631,827.37",
预付款项,"5,657,456.81","3,232,957.85","2,302,168.35","2,723,235.12","12,330,957.08","2,286,520.19","4,015,595.99","3,789,160.82","6,940,758.18","3,275,193.90","2,212,979.96","1,987,030.98","606,202.57","147,669.88","1,519,205.43"
预收款项,"13,452,599.40","14,136,580.90","5,226,797.08","15,777,629.14","13,567,311.34","6,428,192.31","10,279,775.57","4,354,471.07","13,728,017.04","6,519,580.19","4,763,956.57","4,490,602.70","2,573,486.89","7,031,861.37","6,869,859.13"
其他应收款,"1,384,070.62","5,544,992.37","7,978,331.53","8,538,189.75","9,112,721.67","10,365,557.98","10,147,440.68","11,597,671.93","11,392,195.95","11,190,339.12","10,312,711.59","8,079,018.94","8,909,256.57","14,794,179.25","15,172,723.73"
应付职工薪酬,"6,420,174.42","13,435,342.68","14,554,366.01","8,075,468.54","14,316,539.06","16,436,923.98","9,090,049.60","10,215,496.15","9,689,166.58","21,223,501.44","11,287,023.12","11,788,729.49","12,139,373.12","20,939,633.17","14,398,615.95"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"18,067,393.77","5,014,106.94","20,701,185.93","3,712,589.97","3,498,767.68","2,082,990.02","9,378,078.28","6,134,804.26","9,206,329.07","23,650,840.80","17,630,948.03","15,496,943.08","11,622,731.29","23,501,232.07","8,543,768.91"
应收利息,"4,348,577.78","8,676,904.11","4,287,977.64","2,060,548.12","2,430,579.92","2,303,103.83","71,426.92","141,074.58","134,801.81","402,308.56","606,459.98","646,700.73","254,678.67","489,785.85","188,609.21"
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,,,,,,,,,,,"36,834.29","15,813.24","25,658.40","208,031.76","153,701.32"
其他应付款,"527,118.96","268,947.74","663,460.46","1,390,945.82","1,742,732.66","4,326,478.10","1,440,798.02","2,104,832.11","3,208,891.60","4,599,397.05","3,068,958.14","46,063,008.05","46,743,193.42","3,274,536.70","118,913,033.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"7,475,413.51","2,293,745.00","126,444,681.19","214,345,372.52","194,780,156.83","495,516,400.48","852,681,067.73","813,944,622.89","821,325,723.45","1,034,078,002.98","1,002,375,345.85","994,495,847.27","1,052,536,855.70","545,148,115.99","1,019,856,838.11"
其他流动负债,"104,694,472.51","150,813,842.16","177,251,390.93","162,119,958.66","170,109,465.87","208,121,240.44","186,813,859.79","159,303,957.63","149,418,317.48","110,134,060.80","87,624,084.02","82,593,463.13","87,327,944.33","74,457,924.80","133,777,471.93"
流动资产合计,"423,839,175.97","510,596,620.02","512,425,059.85","568,850,396.57","625,966,753.14","1,566,909,565.96","1,554,472,301.89","1,412,946,729.89","1,408,034,250.30","1,388,090,600.69","1,332,564,037.47","1,333,436,489.47","1,330,069,489.74","1,342,192,397.43","1,306,898,957.60"
流动负债合计,"151,272,230.82","198,770,786.89","232,743,819.36","223,333,311.53","244,885,955.92","290,865,883.07","241,624,273.72","225,439,259.40","254,176,070.39","294,726,134.73","245,542,918.80","265,018,772.90","241,148,498.77","215,837,015.48","392,346,033.14"
可供出售金融资产,,,"9,000,000.00","35,200,000.00","40,000,000.00","24,122,431.12","24,622,431.12","33,622,431.12","43,422,424.73","61,090,178.97","66,090,178.97","83,090,178.97","90,430,178.97","99,930,178.97",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,"6,539,461.20",,,,"10,500,000.00",,"5,250,000.00","7,177,077.26","41,915,479.61","62,722,981.44","68,444,271.83","67,593,311.70","70,363,203.72","77,364,557.62","77,080,561.83"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,"17,427,467.19","19,356,281.43","20,436,725.40","20,175,685.76"
预计负债,,,,,,,,,,,,,,,"4,800,000.00"
固定资产,"10,136,799.96","11,919,974.30","10,860,085.48","10,379,976.99","11,551,442.50","18,764,029.41","17,562,526.18","17,305,253.21","15,846,633.28","279,809,710.36","275,969,056.94","253,539,111.76","247,318,099.10","241,910,001.57","238,894,364.59"
递延所得税负债,,,,,,"81,750.00",,,,,,,,"129,926.76","1,536,065.12"
在建工程,,"33,005,776.12","91,784,617.61","142,394,693.16","149,879,288.78","192,925,649.10","198,792,690.38","239,389,922.48","287,436,338.09","87,610,553.58","96,438,332.75","90,120,528.35","111,786,606.55","125,041,486.67","141,632,240.74"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,"81,750.00",,,,"1,790,000.00","1,767,625.00","1,745,250.00","1,722,875.00","1,830,426.76","8,014,190.12"
固定资产清理,,,,,,,,,,,,,,,
