科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"111,371,859.16","150,983,342.69","202,257,461.70","107,126,518.23","152,411,676.25","264,992,939.32","44,868,321.38","109,986,679.80","188,011,490.40","312,260,468.25","59,811,019.91","161,400,242.74","256,544,214.30","381,165,032.99","69,050,896.13","194,554,339.59","330,227,083.67","558,846,384.17","90,401,913.76","234,814,444.31","411,775,139.61","684,737,260.82","103,375,813.92","256,780,628.87","411,290,974.85","697,354,598.02","143,899,258.76","344,942,458.59","550,748,988.51","870,931,223.90","214,397,731.69","465,475,994.36","723,487,213.06","1,117,052,522.11","197,437,085.45"
取得子公司及其他营业单位支付的现金净额,"5,000,000.00","3,000,000.00",,,,,,,,,"1,039,752.17","1,039,752.17","1,039,752.17","1,039,752.17",,"12,153,991.91","12,172,745.82","12,172,745.82",,,,,"-4,035,230.94","-3,284,460.94","235,539.06",,,,,,,,"179,425,037.66","179,217,041.48","1,120,666.61"
收到的税费返还,"2,867,725.99","4,710,278.47","6,400,629.80","3,633,236.61","5,421,947.93","6,666,884.03","1,981,172.10","2,539,005.44","2,789,299.54","10,770,784.81","2,671,678.23","4,998,556.92","7,308,652.39","9,490,779.34","3,689,874.33","9,306,341.83","14,590,375.23","20,339,588.86","6,926,633.38","15,068,825.58","22,791,162.19","29,676,052.26","6,200,015.09","13,617,215.60","18,518,350.97","20,952,070.84","1,933,063.53","4,419,826.44","12,169,275.09","18,788,562.44","4,177,030.48","13,276,835.53","17,950,079.02","26,186,724.94","7,808,571.76"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"676,000,000.00","348,000,000.00","219,000,000.00","193,000,000.00","224,000,000.00","236,000,000.00","291,585,681.49","128,414,318.51","32,414,318.51",,,
收到其他与经营活动有关的现金,"5,077,302.66","107,455.83","1,836,662.30","1,282,214.52","1,581,798.59","3,348,745.44","1,012,883.71","3,725,927.25","5,429,932.74","10,582,562.52","3,720,250.30","10,715,827.64","13,446,361.87","18,140,976.75","5,219,680.95","8,185,312.60","11,778,661.67","27,308,791.53","3,501,314.33","8,948,832.22","16,245,029.53","25,435,243.13","2,581,658.47","5,760,662.66","18,005,198.41","25,358,835.59","1,722,856.69","20,848,588.49","26,015,865.31","33,788,480.28","2,992,477.16","13,092,431.03","25,368,014.99","48,706,926.96","4,674,650.05"
投资活动现金流出小计,"18,027,299.00","3,524,737.24","24,636,259.16","1,739,031.38","1,880,985.38","3,737,022.38","7,852,098.29","36,425,040.48","42,678,328.33","67,265,541.85","9,404,635.56","51,121,541.97","63,445,018.94","70,819,489.90","16,955,288.79","44,807,205.17","64,445,092.53","79,632,384.24","19,499,679.79","35,886,503.86","51,513,367.63","82,059,374.85","4,559,162.46","692,486,348.64","439,926,152.85","327,732,239.63","201,324,104.01","248,308,458.97","292,497,294.06","420,652,202.46","153,993,774.81","80,362,867.43","277,984,366.52","328,818,978.82","27,964,716.78"
经营活动现金流入小计,"119,316,887.81","155,801,076.99","210,494,753.80","112,041,969.36","159,415,422.77","275,008,568.79","47,862,377.19","116,251,612.49","196,230,722.68","333,613,815.58","66,202,948.44","177,114,627.30","277,299,228.56","408,796,789.08","77,960,451.41","212,045,994.02","356,596,120.57","606,494,764.56","100,829,861.47","258,832,102.11","450,811,331.33","739,848,556.21","112,157,487.48","276,158,507.13","447,814,524.23","743,665,504.45","147,555,178.98","370,210,873.52","588,934,128.91","923,508,266.62","221,567,239.33","491,845,260.92","766,805,307.07","1,191,946,174.01","209,920,307.26"
投资活动产生的现金流量净额,"-17,973,579.00","-3,485,250.24","-24,636,259.16","-1,739,031.38","-1,880,985.38","-3,737,022.38","-7,852,098.29","-36,425,040.48","-42,678,328.33","-67,249,041.85","-9,404,635.56","-51,121,541.97","-63,445,018.94","-70,818,689.90","-16,955,288.79","-44,807,205.17","-64,431,092.53","-79,605,384.24","-19,499,679.79","-35,886,503.86","-51,513,367.63","-81,964,505.10","-4,559,162.46","-391,002,471.51","-433,650,733.36","-317,699,709.86","-199,228,634.14","-234,927,051.86","-272,685,084.02","-394,649,880.20","-150,892,911.22","-70,598,589.01","-195,425,170.66","-270,975,750.30","13,985,068.26"
购买商品、接受劳务支付的现金,"82,041,775.44","83,533,628.98","127,265,834.21","74,837,010.35","111,973,444.84","146,874,704.52","86,939,659.05","142,663,683.65","214,140,746.74","247,566,201.29","51,122,398.69","105,418,566.87","178,949,502.50","191,611,015.15","70,036,650.64","152,872,109.24","224,201,149.79","301,015,926.53","68,025,511.37","149,673,019.99","264,365,522.59","402,529,740.81","116,190,568.37","243,625,281.17","358,204,205.79","462,734,731.52","97,863,074.71","207,146,177.90","351,220,954.81","445,353,006.82","131,559,138.81","275,927,099.64","428,004,880.48","578,373,765.88","155,841,310.35"
吸收投资收到的现金,"4,000,000.00","9,000,000.00","15,370,000.00",,,,"538,276,700.00","542,800,000.00","542,800,000.00","538,276,700.00",,"1,050,000.00","1,050,000.00","1,050,000.00","10,978,843.68","18,605,462.40","19,643,904.00","19,643,904.00",,"3,000,000.00","7,900,000.00","17,611,106.25","9,498,247.85","525,170,186.82","530,033,528.32","533,996,583.63","2,312,000.00","2,474,500.00","3,309,500.00","80,336,300.00","291,800.00","6,186,800.00","12,436,800.00","17,703,000.00","22,000,000.00"
支付给职工以及为职工支付的现金,"4,373,559.54","11,130,462.49","21,840,198.10","17,815,221.34","25,686,316.40","35,800,182.36","10,271,288.80","23,751,646.09","34,473,448.04","45,771,564.60","17,921,943.03","35,302,499.27","49,165,737.20","62,593,656.05","18,484,031.80","46,517,370.97","66,862,547.70","89,678,622.78","28,141,300.69","69,130,108.02","96,798,121.98","122,922,269.92","38,920,814.69","84,340,531.26","114,597,450.68","148,129,308.44","44,206,938.31","90,454,707.63","134,110,690.83","187,640,011.29","56,721,330.79","124,694,827.42","174,322,097.88","236,951,092.87","76,548,157.06"
取得借款收到的现金,"7,340,000.00",,"11,200,000.00","5,000,000.00","5,000,000.00","5,000,000.00","8,933,480.00","20,590,220.00","42,475,254.00","42,475,254.00",,,,,,,,,,,,,,,"61,000,000.00","71,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","8,000,000.00","1,000,000.00","113,350,000.00","119,000,000.00","139,000,000.00","40,089,800.00"
支付的各项税费,"4,995,224.07","16,780,720.01","19,535,313.21","9,431,893.15","12,836,720.03","19,328,333.46","7,186,337.35","15,731,869.53","27,367,719.59","33,921,843.92","11,264,841.92","23,932,083.77","35,907,784.17","60,514,967.42","14,245,203.33","30,913,135.12","45,852,467.92","65,325,261.97","24,849,413.32","41,872,732.47","64,086,985.54","88,455,810.49","20,007,516.61","29,438,767.12","44,548,882.53","54,938,187.53","15,664,670.38","31,743,388.77","39,145,888.82","54,648,078.07","30,024,019.85","53,001,906.65","76,846,412.89","94,160,173.56","41,136,433.64"
收到其他与筹资活动有关的现金,,,"10,368,533.21","27,881,648.41","38,198,942.63","42,376,143.20","13,837,961.56","15,794,709.02","31,310,845.56","55,255,381.46","2,932,246.70","4,475,821.25","7,222,688.66","9,592,084.14","2,593,231.63","5,305,827.17","6,883,873.71","11,571,363.09","12,543,969.46","18,325,092.17","24,096,095.45","37,173,782.24","6,349,075.72","11,747,389.37","25,203,281.51","30,314,628.92","10,085,802.52","13,036,868.69","19,477,081.55","22,698,992.56","2,774,772.73","12,328,142.09","16,877,254.08","32,995,962.11","4,485,633.00"
支付其他与经营活动有关的现金,"14,545,717.14","25,084,433.43","23,433,562.30","11,784,794.50","18,538,684.99","25,916,578.38","7,433,211.91","16,506,052.84","27,096,597.79","36,199,773.92","10,942,296.61","27,715,363.98","38,802,208.49","60,013,605.02","15,611,081.07","35,981,998.97","58,819,560.97","83,742,831.07","24,250,320.01","52,733,315.09","83,801,512.91","114,005,363.52","26,543,347.60","52,920,956.15","79,326,893.19","109,558,858.55","30,516,719.60","64,345,682.37","97,498,435.76","119,517,792.22","33,453,060.26","63,599,158.91","105,813,023.79","170,192,378.76","41,189,095.06"
筹资活动现金流入小计,"11,340,000.00","9,000,000.00","36,938,533.21","32,881,648.41","43,198,942.63","47,376,143.20","561,048,141.56","579,184,929.02","616,586,099.56","636,007,335.46","2,932,246.70","5,525,821.25","8,272,688.66","10,642,084.14","13,572,075.31","23,911,289.57","26,527,777.71","31,215,267.09","12,543,969.46","21,325,092.17","31,996,095.45","54,784,888.49","15,847,323.57","536,917,576.19","616,236,809.83","635,311,212.55","42,397,802.52","45,511,368.69","52,786,581.55","111,035,292.56","4,066,572.73","131,864,942.09","148,314,054.08","189,698,962.11","66,575,433.00"
经营活动现金流出小计,"105,956,276.19","136,529,244.91","192,074,907.82","113,868,919.34","169,035,166.26","227,919,798.72","111,830,497.11","198,653,252.11","303,078,512.16","363,459,383.73","91,251,480.25","192,368,513.89","302,824,868.36","374,733,243.64","118,376,966.84","266,284,614.30","395,735,726.38","539,762,642.35","145,266,545.39","313,409,175.57","509,052,143.02","727,913,184.74","201,662,247.27","410,325,535.70","596,677,432.19","775,361,086.04","188,251,403.00","393,689,956.67","621,975,970.22","807,158,888.40","251,757,549.71","517,222,992.62","784,986,415.04","1,079,677,411.07","314,714,996.11"
偿还债务支付的现金,"6,042,333.34","734,000.04","6,696,885.46","414,875.63","5,709,558.32","10,864,447.82","5,000,000.00","13,933,480.00","30,590,220.00","47,475,254.00",,,,,,"7,433,419.85","7,433,419.85","7,354,560.00",,"1,000,000.00","1,000,000.00",,,,,"3,141,142.73","60,000,000.00","61,000,000.00","61,000,000.00","11,512,778.62","2,000,000.00","53,000,000.00","53,000,000.00","65,761,500.00","68,721,800.00"
经营活动产生的现金流量净额,"13,360,611.62","19,271,832.08","18,419,845.98","-1,826,949.98","-9,619,743.49","47,088,770.07","-63,968,119.92","-82,401,639.62","-106,847,789.48","-29,845,568.15","-25,048,531.81","-15,253,886.59","-25,525,639.80","34,063,545.44","-40,416,515.43","-54,238,620.28","-39,139,605.81","66,732,122.21","-44,436,683.92","-54,577,073.46","-58,240,811.69","11,935,371.47","-89,504,759.79","-134,167,028.57","-148,862,907.96","-31,695,581.59","-40,696,224.02","-23,479,083.15","-33,041,841.31","116,349,378.22","-30,190,310.38","-25,377,731.70","-18,181,107.97","112,268,762.94","-104,794,688.85"
分配股利、利润或偿还利息支付的现金,"219,223.20","546,556.50","661,983.05","349,329.79","504,599.81","593,478.23","55,910.56","9,169,388.36","10,195,473.49","10,249,302.05","23,390.61","10,000,000.00","10,000,000.00","10,000,000.00",,,,"80,526.52",,"20,805,630.00","20,805,630.00","20,805,630.00",,,"10,875,942.34","11,945,977.11","589,241.10","4,964,623.32","4,964,623.32","6,737,099.35","102,273.34","6,956,078.24","7,196,276.13","11,101,612.49","1,586,149.98"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"36,433,332.44","16,083,269.47","20,906,635.06","27,461,005.54","7,364,820.00","25,743,464.70","45,128,137.80","47,323,143.90","1,468,227.60","3,969,013.97","6,343,541.34","9,437,705.28","1,873,925.70","5,083,228.57","8,611,653.84","21,054,217.23","6,416,483.76","11,894,678.74","25,555,324.68","31,693,295.22","4,311,181.24","20,133,480.55","28,102,424.99","32,996,292.49","6,156,572.47","10,827,457.77","12,470,746.61","34,248,630.63","3,335,378.38","6,701,275.03","16,808,944.32","24,911,841.93","3,007,502.43"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"2,303,167.13","5,075,291.76","7,498,801.49","2,012,969.87","13,298,907.11","17,147,434.55","21,034,046.77","3,100,863.59","9,764,278.42","14,193,514.37","17,542,828.52","4,726,855.04"
筹资活动现金流出小计,"6,261,556.54","1,280,556.54","43,792,200.95","16,847,474.89","27,120,793.19","38,918,931.59","12,420,730.56","48,846,333.06","85,913,831.29","105,047,699.95","1,491,618.21","13,969,013.97","16,343,541.34","19,437,705.28","1,873,925.70","12,516,648.42","16,045,073.69","28,489,303.75","6,416,483.76","33,700,308.74","47,360,954.68","52,498,925.22","4,311,181.24","20,133,480.55","38,978,367.33","48,083,412.33","66,745,813.57","76,792,081.09","78,435,369.93","52,498,508.60","5,437,651.72","66,657,353.27","77,005,220.45","101,774,954.42","73,315,452.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"53,720.00","39,487.00",,,,,,,,"16,500.00",,,,800.00,,,"14,000.00","27,000.00",,,,,,"180,710.00","1,200,127.73","1,378,127.73","82,500.00","82,500.00","82,500.00","86,000.00",,,,"300,400.00","2,930.00"
筹资活动产生的现金流量净额,"5,078,443.46","7,719,443.46","-6,853,667.74","16,034,173.52","16,078,149.44","8,457,211.61","548,627,411.00","530,338,595.96","530,672,268.27","530,959,635.51","1,440,628.49","-8,443,192.72","-8,070,852.68","-8,795,621.14","11,698,149.61","11,394,641.15","10,482,704.02","2,725,963.34","6,127,485.70","-12,375,216.57","-15,364,859.23","2,285,963.27","11,536,142.33","516,784,095.64","577,258,442.50","587,227,800.22","-24,348,011.05","-31,280,712.40","-25,648,788.38","58,536,783.96","-1,371,078.99","65,207,588.82","71,308,833.63","87,924,007.69","-6,740,019.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,582,275.49","4,882,275.49",,,,,
四、汇率变动对现金的影响,,,65.64,"-1,166.99",334.05,"-30,896.58","-9,363.95","-36,784.53","-87,200.38","-129,329.35","-2,454.27","27,546.52","49,645.85","27,828.22","-56,000.37","71,412.46","87,806.12","-169,081.52","43,636.35","-31,127.46","-93,355.54","-215,390.88","-125,770.25","-403,876.71","-251,004.24","-375,128.71","-392,285.09","97,809.61","-949,537.35","2,138,731.19","-348,682.50","-471,247.09","-570,665.61","-1,039,325.53","-1,805,282.83"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"94,869.75",,"299,000,000.00",,"1,155,600.55",,,,,,,"68,365,681.49","40,000,000.00","37,220,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"53,720.00","39,487.00",,,,,,,,"16,500.00",,,,800.00,,,"14,000.00","27,000.00",,,,"94,869.75",,"301,483,877.13","6,275,419.49","10,032,529.77","2,095,469.87","13,381,407.11","19,812,210.04","26,002,322.26","3,100,863.59","9,764,278.42","82,559,195.86","57,843,228.52","41,949,785.04"
五、现金及现金等价物净增加额,"465,476.08","23,506,025.30","-13,070,015.28","12,467,025.17","4,577,754.62","51,778,062.72","476,797,828.84","411,475,131.33","381,058,950.08","433,735,696.16","-33,014,993.15","-74,791,074.76","-96,991,865.57","-45,522,937.38","-45,729,654.98","-87,579,771.84","-93,000,188.20","-10,316,380.21","-57,765,241.66","-102,869,921.35","-125,212,394.09","-67,958,561.24","-82,653,550.17","-8,789,281.15","-5,506,203.06","237,457,380.06","-264,665,154.30","-289,589,037.80","-332,325,251.06","-217,624,986.83","-182,802,983.09","-31,239,978.98","-142,868,110.61","-71,822,305.20","-99,354,922.83"
购建固定资产、无形资产和其他长期资产支付的现金,"13,027,299.00","524,737.24","24,636,259.16","1,739,031.38","1,880,985.38","3,737,022.38","7,852,098.29","36,425,040.48","42,678,328.33","67,265,541.85","8,364,883.39","50,081,789.80","62,405,266.77","69,779,737.73","15,455,288.79","31,153,213.26","47,272,346.71","62,459,638.42","19,499,679.79","35,886,503.86","51,513,367.63","67,459,374.85","8,594,393.40","19,170,809.58","40,681,813.79","58,332,239.63","8,324,104.01","21,308,458.97","31,997,294.06","48,566,020.97","25,579,456.30","44,448,548.92","68,968,328.86","83,766,737.34","23,044,050.17"
期初现金及现金等价物余额,"11,503,096.70","11,968,572.78","35,474,598.08","22,404,582.80","22,404,582.80","22,404,582.80","74,182,645.52","74,182,645.52","74,182,645.52","74,182,645.52","507,918,341.68","507,918,341.68","507,918,341.68","507,918,341.68","462,395,404.30","462,395,404.30","462,395,404.30","462,395,404.30","452,267,024.09","452,079,024.09","452,079,024.09","452,079,024.09","384,120,462.85","384,120,462.85","384,120,462.85","384,120,462.85","621,577,842.91","621,577,842.91","621,577,842.91","621,577,842.91","403,952,856.08","403,952,856.08","403,952,856.08","403,952,856.08","332,130,550.88"
投资支付的现金,,,,,,,,,,,,,,,"1,500,000.00","1,500,000.00","5,000,000.00","5,000,000.00",,,,"14,600,000.00",,"600,000.00","51,008,800.00","50,400,000.00",,"3,000,000.00","24,500,000.00","80,500,500.00",,"3,500,000.00","29,591,000.00","65,835,200.00","3,800,000.00"
