科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"7,536,253,752.99","8,892,520,736.01","11,027,620,849.45","8,248,281,518.93","12,629,334,326.86","15,689,962,295.00","5,101,034,540.77","10,632,646,196.75","16,408,620,715.63","19,506,120,187.16","6,092,179,179.89","13,834,016,020.03","21,643,578,831.28","26,486,387,351.98","7,581,071,818.71","15,936,346,980.80","23,507,910,757.59","26,717,965,434.05","7,624,674,046.86","13,498,934,175.93","17,920,514,263.96","22,241,228,832.94","4,490,358,491.09","11,482,835,150.09","15,058,841,029.21","22,437,561,340.97","5,563,198,363.58","11,880,489,742.06","18,569,421,641.75","27,155,336,327.44","5,924,747,228.13","12,626,343,762.27","18,769,346,809.99","25,439,989,779.88","5,384,213,942.32","11,712,692,312.54","16,520,659,039.05","22,677,038,174.98","4,454,795,280.35"
二、营业利润,"422,756,871.27","365,462,351.21","532,804,095.90","345,981,020.61","463,287,020.91","629,020,814.17","225,953,421.59","400,287,828.66","619,624,294.06","655,877,333.10","242,754,281.09","457,351,686.21","700,400,653.20","754,793,461.63","241,320,004.04","415,811,015.89","565,694,127.69","676,322,682.18","236,185,007.21","398,537,808.50","498,824,723.08","275,063,622.66","80,645,749.57","55,817,482.00","54,472,461.16","-85,674,180.08","24,842,463.98","56,484,359.56","58,000,883.69","-142,266,688.48","13,652,348.47","38,142,973.22","13,459,865.52","99,344,558.14","128,088,871.85","252,677,111.87","238,670,726.83","50,933,035.79","21,408,402.09"
减:营业成本,"6,348,628,790.89","7,590,153,834.47","9,553,650,777.39","7,422,377,977.79","11,453,134,031.60","14,085,694,165.23","4,634,268,536.38","9,721,101,488.64","15,033,794,779.21","17,773,463,020.66","5,570,660,772.94","12,772,082,742.10","20,028,195,054.40","24,467,423,591.08","7,020,312,240.09","14,868,272,577.95","21,928,393,942.01","24,531,158,784.91","7,040,484,868.49","12,406,104,347.16","16,298,833,592.25","20,207,201,643.92","3,977,818,940.03","10,558,412,367.41","13,711,073,676.26","20,492,423,534.33","5,095,429,777.68","10,934,293,063.10","17,179,326,552.59","25,220,351,504.05","5,448,803,734.47","11,654,985,477.73","17,325,324,632.00","23,469,366,684.02","4,831,102,361.03","10,650,232,827.21","15,004,027,486.29","20,680,313,111.21","4,008,768,781.98"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"21,614,753.26","22,070,985.65","24,966,809.04","12,016,926.74","17,387,529.85","25,833,582.35","6,496,436.58","12,206,249.39","18,495,687.11","32,147,985.00","8,835,539.64","18,069,634.94","25,814,946.82","42,395,245.03","7,871,416.67","18,106,169.14","25,743,474.70","40,268,507.34","8,910,673.84","17,001,069.11","26,247,834.11","36,282,955.91","12,861,500.62","26,834,698.55","35,802,931.60","52,808,497.43","15,697,310.26","26,861,738.61","32,260,830.85","101,533,846.19","22,786,986.85","56,176,201.61","74,736,341.73","108,417,952.29","23,174,186.07","57,183,304.76","80,240,089.18","119,697,966.60","24,797,227.00"
营业外收入,"313,675,462.83","246,935,884.61","86,112,926.28","9,846,488.87","22,681,260.38","82,394,844.17","5,180,559.39","14,866,717.11","26,587,621.04","179,693,300.89","6,341,720.20","21,852,059.67","48,912,438.62","395,396,428.93","32,001,637.99","115,692,570.46","190,826,285.58","605,761,570.75","52,889,002.31","252,986,141.23","361,276,354.71","1,179,220,851.78","174,255,470.09","1,152,256,968.43","1,359,560,359.17","1,793,599,533.61","241,570,300.19","655,525,869.93","976,418,236.07","1,833,438,470.30","361,000,136.14","732,570,779.65","774,618,930.02","977,005,486.01","77,790,295.67","83,085,657.41","35,531,123.76","61,226,643.08","16,642,322.87"
销售费用,"258,345,835.31","280,917,783.16","298,102,385.45","158,664,676.90","239,185,151.09","329,982,599.39","86,615,765.10","165,819,724.22","247,766,127.58","391,247,600.30","100,290,752.12","197,828,275.78","299,998,340.40","436,163,995.63","95,941,202.10","194,683,366.16","308,211,885.18","509,531,538.90","97,839,045.95","199,381,000.20","307,063,364.90","470,467,268.99","123,275,795.78","236,139,011.48","364,536,614.00","524,062,156.34","120,823,168.17","233,237,367.55","344,150,809.59","495,570,054.81","121,243,359.72","251,083,831.15","375,961,388.87","529,109,672.81","106,998,024.80","231,866,767.50","367,041,897.14","505,591,499.50","112,545,060.66"
减:营业外支出,"9,112,708.04","14,571,252.36","16,442,036.08","2,106,945.46","2,501,967.14","5,096,144.40","456,271.70","843,558.78","2,920,757.45","3,910,730.42","499,025.91","1,629,321.02","2,485,549.89","95,944,408.78","2,140,029.65","3,154,748.08","3,885,992.08","31,516,199.37","1,948,190.42","3,642,056.24","9,781,478.91","44,172,674.12","1,966,829.05","28,339,389.00","28,891,361.98","57,761,763.75","68,438.75","1,029,005.20","2,607,436.85","40,437,103.06","2,595,181.43","3,625,049.88","4,194,675.38","24,018,280.09","778,507.05","3,696,473.20","6,057,757.78","28,926,238.62","889,021.31"
管理费用,"376,209,408.63","506,269,103.23","523,312,447.36","281,543,004.92","426,253,474.65","544,475,562.98","160,699,683.46","341,104,689.97","500,353,819.91","643,418,686.02","170,571,101.98","373,765,076.87","597,142,970.65","754,739,443.87","208,314,882.65","417,422,272.82","654,088,383.92","845,032,001.37","222,568,549.76","436,029,387.63","725,394,042.65","1,027,059,527.51","259,163,213.53","535,254,725.58","794,907,773.67","1,057,168,666.68","280,229,470.51","552,835,017.23","842,047,320.42","1,021,620,375.50","278,933,733.08","553,849,935.61","865,830,927.30","934,698,848.53","262,044,878.27","543,196,033.12","652,525,593.41","847,509,308.46","218,674,387.74"
其中:非流动资产处置净损失,"5,797,337.41","4,511,470.64","3,481,810.40","305,338.20","500,324.30","1,929,105.25","295,004.56","482,910.64","804,959.05","1,369,064.15","399,837.59","651,598.07","767,143.60","92,629,954.90","1,470,857.87","1,746,167.70","1,873,533.50","24,573,589.93","287,677.23","511,595.28","1,939,317.56","11,980,417.42","5,491.77","24,471,721.13","24,566,397.21","29,285,059.52",,"212,685.27","325,882.32","2,583,988.24","224,965.11","1,701,810.31","1,357,528.01",,,,,,
