科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"554,634,856.22","494,765,873.65","601,146,542.75","292,703,526.53","490,099,066.07","716,819,390.39","205,104,624.05","366,669,957.07","580,098,855.72","941,562,005.91","356,737,385.53","541,521,165.44","798,956,650.62","1,357,751,362.74","283,393,636.44","587,057,055.23","866,368,098.89","1,472,794,709.85","289,671,435.40","574,869,694.77","1,009,753,560.01","1,708,038,951.66","303,802,858.77","697,537,643.55","1,006,084,877.15","1,761,659,633.50","248,041,155.11","511,748,658.39","1,017,120,537.21","1,899,407,920.35","455,654,466.73","1,205,270,699.63","2,017,164,630.50","3,535,108,749.03","457,138,208.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"4,651,984.50","4,652,002.77","920,213.65","2,916,689.84","2,916,689.84","2,916,689.84","21,663,558.33","21,663,558.33","21,663,558.33","79,522,506.96",,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,"2,232,629.08","1,541,347.00","1,823,644.71","1,877,608.12","1,907,139.74","4,271,190.88","4,790,536.45","5,306,582.91","7,175,026.66","632,954.02","693,225.81","1,026,941.15","2,784,087.07","107,596.57","158,807.25","162,974.34","1,351,969.60","194,480.31","1,378,610.97","1,451,760.68","1,520,702.60","417,994.39"
支付其他与投资活动有关的现金,"1,192,996.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"238,508.27",,,,,
收到其他与经营活动有关的现金,"6,854,392.97","5,546,778.32","12,339,270.35","4,578,595.79","6,229,374.27","5,144,301.76","1,809,036.06","6,262,659.21","6,647,504.47","16,279,279.24","5,404,854.91","6,375,706.43","9,093,804.02","65,346,278.33","20,116,692.83","19,192,255.25","13,057,454.05","31,315,665.20","7,199,495.55","25,597,901.87","19,593,169.34","29,559,643.43","26,887,614.60","56,841,352.84","64,865,465.75","81,622,353.13","11,608,885.30","26,373,175.52","34,613,114.08","36,545,368.18","57,302,246.07","66,245,241.24","70,193,000.36","106,687,009.27","42,084,816.71"
投资活动现金流出小计,"1,637,257.84","38,995,512.03","18,429,878.81","175,594.71","3,311,413.24","15,499,691.21","15,794,782.01","66,094,806.97","98,964,930.34","159,566,321.60","81,579,084.45","112,469,951.44","135,468,036.05","179,929,203.49","27,563,233.42","65,364,784.72","73,224,671.81","338,757,605.39","56,823,600.31","170,639,889.09","310,449,312.27","905,926,808.04","805,252,532.82","664,644,076.42","632,907,819.22","1,044,859,394.94","306,110,378.26","99,336,300.97","125,988,878.85","185,672,578.47","518,974,711.96","738,993,730.08","709,928,193.74","1,065,346,335.05","54,839,523.54"
经营活动现金流入小计,"561,489,249.19","500,312,651.97","613,485,813.10","297,282,122.32","496,328,440.34","721,963,692.15","206,913,660.11","372,932,616.28","586,746,360.19","957,841,285.15","362,142,240.44","547,896,871.87","808,050,454.64","1,425,330,270.15","305,051,676.27","608,072,955.19","881,303,161.06","1,506,017,514.79","301,142,121.83","605,258,133.09","1,034,653,312.26","1,744,773,621.75","331,323,427.39","755,072,222.20","1,071,977,284.05","1,846,066,073.70","259,757,636.98","538,280,641.16","1,051,896,625.63","1,937,305,258.13","513,151,193.11","1,272,894,551.84","2,088,809,391.54","3,643,316,460.90","499,641,019.69"
投资活动产生的现金流量净额,"-1,637,257.84","-37,994,781.03","-17,012,744.32","-175,594.71","-3,311,413.24","-15,499,691.21","-15,683,882.66","-66,009,806.97","-98,879,930.34","-159,450,371.60","-81,579,084.45","-112,469,251.44","-135,467,336.05","-168,054,515.96","-27,561,793.24","-65,362,544.54","-73,213,296.63","-236,475,262.73","-11,973,951.60","-25,087,960.82","-106,792,991.22","-512,263,690.89","-765,002,375.84","-578,458,334.42","-535,066,960.98","-797,198,498.55","-296,343,473.79","9,476,247.87","67,359,421.72","568,553,733.70","-516,523,385.60","-682,867,196.89","-606,521,901.10","-495,613,651.54","132,436,931.97"
购买商品、接受劳务支付的现金,"477,333,265.99","392,334,465.21","496,538,311.09","238,656,883.77","460,145,394.50","570,489,106.40","224,795,902.59","427,098,959.51","666,833,157.89","774,951,182.23","419,223,064.58","587,547,164.72","856,339,493.73","1,093,846,913.10","366,475,567.47","574,964,123.82","793,368,571.38","1,006,189,353.22","401,908,746.59","662,795,555.32","1,039,830,303.93","1,276,001,683.63","356,923,168.14","754,274,792.26","1,000,224,596.77","1,253,639,976.64","321,961,422.50","574,592,853.11","994,427,182.77","1,310,463,446.34","819,611,427.70","1,559,267,492.94","2,369,579,923.61","3,176,042,336.08","690,026,400.14"
吸收投资收到的现金,,,"39,000,000.00",,,"574,375,000.00",,,,,,"4,361,700.00","4,361,700.00","4,361,700.00","41,492,000.00","41,492,000.00","41,492,000.00","234,491,996.56","7,618,000.00","7,618,000.00","7,618,000.00","1,003,417,963.40",,,,,,,,"491,689.05",,,,"1,600,000.00",
